propuesta_id	run_id	relacion_id	tarea_observacion_id	input_inspector_ref	input_inspector_sha256	reporte_neutral_ref	reporte_neutral_sha256	input_curador_ref	input_curador_sha256	activo_id	fuente	snapshot_t0_sha256	baseline_sha256	accion_curador	adjudicacion_propuesta	estado_cierre	accion_original	accion_original_sha256	input_requerido_original	reserva_original	evidencia_ref_original	criterio_cierre_individual	evidencia_ref_accion_original	evidencia_ref_evidencia_original	resultado_contrastado	expediente_integrable	modifica_baseline	reserva_curador
SEMPROP-0453beea027f88cc9f3400ae	SEMRUN-354ccb9dc1023a0bd420d48f	REL-00e7bd28c9c0db01fd89a3be	TOBS-SEM-c24d3b676e575f4c2d1600c7	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-c24d3b676e575f4c2d1600c7.json	07a09ee20de09d838e9f896f0cdfccc9fe09a9a71b34bab18d0e783bbbac4320	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-c24d3b676e575f4c2d1600c7.json	659f2a1703c379e2c752e8265e7ffc012ade10d1971b0ea22e3d798b38767f39	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-c24d3b676e575f4c2d1600c7.json	7f8eb0df9b2453ce83d255231e1aa613d651d29c2ec5232319b7d1f384d0274d	NO_DETERMINADO	ENIF	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	EJECUTADA_CON_RESULTADO	Mapear en el cuestionario y microdato ENIF los reactivos de la necesidad y el desenlace, y comprobar que comparten unidad de observación.	f0c6e2d9983312f245131a5b3d3bcff118ac88d5632537e514b0d78acf81ccd5	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:forense/hitoE-campana-medicion-v2_0.md	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	MAIN:data/mapa-fuentes-2026-08-06.tsv:L14	MAIN:forense/hitoE-campana-medicion-v2_0.md	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-c980316a1822449d84bc0bca	SEMRUN-354ccb9dc1023a0bd420d48f	REL-01ff8326fdbe3c0a4e299a02	TOBS-SEM-8fc99b4dfe73c86eb952c3fa	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-8fc99b4dfe73c86eb952c3fa.json	0b8ae1f8262d49114be16c74ae423fc8fe848ab8c853db127713708cfca1332c	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-8fc99b4dfe73c86eb952c3fa.json	5266be9b66fa5b54d08fc0f8b199d3b28c1520021db1b9e437e11cfff088a2a0	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-8fc99b4dfe73c86eb952c3fa.json	7b65ee18a1b9a6d428eea98b7fab8bf0ec6de41b41a3339ae7c77ec79dc1cc6a	NO_DETERMINADO	ENSAFI	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	EJECUTADA_CON_RESULTADO	Obtener diccionario oficial y comprobar texto/sentido.	f9d4398834967239d01f0525544b0a6f0656879627f44305f9162377cc3bb3fa	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:data/abrir4-variables-2026-08-08.tsv:L7	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	MAIN:data/abrir4-variables-2026-08-08.tsv:L7	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-0aaba72fd658e63e606e4b30	SEMRUN-354ccb9dc1023a0bd420d48f	REL-02b8ee6d0e13dfb6dc7d3331	TOBS-SEM-ecb16833bd802925530281f5	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-ecb16833bd802925530281f5.json	525f8733de03e7d453f07f413030869d35cf440fbfc0e034841e0fd78f7c2653	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-ecb16833bd802925530281f5.json	435c80dc956e11195b7c5a655f5b0e237d50f3fb1ea242c45098f6b3d9aeefe8	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-ecb16833bd802925530281f5.json	7e592315b45a8ca597f2a8272663c555a07f11466d6747c3650a24327b93f67b	NO_DETERMINADO	CSES	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	NO_ALCANZO_TRAS_INTENTOS	Abrir codebook y cuestionario México 2018 y documentar variable, codificación y granularidad; cerrar si no aparece el diseño requerido.	68eb1fc86d0f1a425e1a5a7c259246ba20bdf33fa8731f12b32efd604b6d59f4	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7	MAIN:data/mapa-ext-general-2026-08-06.tsv:L7	Los intentos reales terminaron sin HTTP 2xx; continuar solo con acceso alternativo autorizado o localizador corregido.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-54949c1c8a83b7cac9f789b1	SEMRUN-354ccb9dc1023a0bd420d48f	REL-02e6e4861871631dd29048bd	TOBS-SEM-e36c1b7dfa01a1ad8d24e81d	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-e36c1b7dfa01a1ad8d24e81d.json	db09f4696ee0f1721d563570ca0f977999796818e8c9df552ab5395be4a14ca2	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-e36c1b7dfa01a1ad8d24e81d.json	6e662b12791929faeacc0916aeb35b7d19ae5437eaf49a2273cf54237a57f908	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-e36c1b7dfa01a1ad8d24e81d.json	ddc4faa7bfed7060c260f72e0536ab13c5eb49656e911458d5d0ee7e9c44b93a	NO_DETERMINADO	02-	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	Resolver ruta PDF.	b51271ab23ff866a3617b7cc659c7cef831925177d4d253277273e2c0b54b5d0	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/modelo-decision-v4_0.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	MAIN:canon/modelo-decision-v4_0.md	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-20794add5020a90eebe72fa3	SEMRUN-354ccb9dc1023a0bd420d48f	REL-0692b43ca9c2f7bb608a2858	TOBS-SEM-afeca52f8a8a6ec250bd1a74	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-afeca52f8a8a6ec250bd1a74.json	9d40452870cbaf1e5aefa53118b999d56b1972063b32a1dc820864a5abc10c9a	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-afeca52f8a8a6ec250bd1a74.json	6da842a7a3321fa88e5ef982bf3d5e77369af3ddd00f8e39ec4aba2f4483a045	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-afeca52f8a8a6ec250bd1a74.json	daf9540901635ab24316a7d525bb7ec3fe844bba1001fa283e7cee949e022fcd	NO_DETERMINADO	EXPERIMENTO_DE_INFORMACION_ELECTORAL_2009	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	Abrir índice/codebook del paquete y verificar nivel municipal, años y tipo de elección; mantener separado efecto experimental de serie municipal.	3b1cf5eeeaea6c339cdb9b0fe5f1f768efebef69c159a88630912cef77cb1f2a	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:data/catalogo-fuentes-v2_0.md;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:data/catalogo-fuentes-v2_0.md;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:data/catalogo-fuentes-v2_0.md;MAIN:data/cola-aperturas-externas-2026-08-06.tsv	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-ea0a49ce9dfe56506d5f9873	SEMRUN-354ccb9dc1023a0bd420d48f	REL-08af2a451bfb04d90902eec4	TOBS-SEM-7881289efec51ce9db7b0399	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-7881289efec51ce9db7b0399.json	195543f92f88217ccbd41ef9244094268d7e548c6c02583871fdf00d6d22e1c7	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-7881289efec51ce9db7b0399.json	0a6155f92c50f867576b51f7cef89dc5c1af1b294b9732a2568f7e65cc6c5616	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-7881289efec51ce9db7b0399.json	9e581cca9da94da9450fdecf5a5b2c477949e768ceddecc156977b2a62894b0d	NO_DETERMINADO	IMPACT_EVALUATION_OF_PARENTAL_EMPOWERMENT_PROGRAM	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	Abrir DDI/codebook y datos; verificar asignación, llaves, participación parental y outcome escolar.	d1b8d3655181bb3199642e7d2f1940d0e1643dad32bf1711fca5ded9a7bbe909	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L17	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L17	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L17	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-63aa470b73937f16a716b187	SEMRUN-354ccb9dc1023a0bd420d48f	REL-0a4bbf31b54c5ce3565ba753	TOBS-SEM-9e0b4d107a72775a16bde39e	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-9e0b4d107a72775a16bde39e.json	81a21dd685be4760a714da943f9439d8f1f1d8028909f22899eee695f9b148d9	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-9e0b4d107a72775a16bde39e.json	f95086ab6ec13b1eea21327a51dc9052003c6bd1c9dbf1f174d9f08e9b86b9f7	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-9e0b4d107a72775a16bde39e.json	2fb53dd7243ec336838c9d0b1f801ff6ef766248825f271879f32965854b3a2b	NO_DETERMINADO	PUB	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	Localizar el payload oficial concreto del padrón y abrir diccionario/llaves antes de evaluar el vínculo causal o de participación.	2b7ed0e68fb946629d88d0196c0bd1fcd5217f16d9fe5a09a92704a06148ee0d	Revisión de equivalencia y codificación antes de parametrizar.	Escala/diseño/universo:	MAIN:data/mapa-fuentes-2026-08-06.tsv:L112	EVIDENCIA_LOCALIZADA, NO_ACCESIBLE, NO_DETERMINADO o SIN_RUTA_VIABLE_ACTUAL tras máximo dos intentos.	MAIN:data/mapa-fuentes-2026-08-06.tsv:L112	MAIN:data/mapa-fuentes-2026-08-06.tsv:L112	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-a225f9022424af33528d7e2b	SEMRUN-354ccb9dc1023a0bd420d48f	REL-0b0dac8dd04b5f25133518f8	TOBS-SEM-64fd5177eab03a121ff41d1c	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-64fd5177eab03a121ff41d1c.json	6a38c039bada515468bc56db03b13951cec2c87805675af7bbe912b4c98ba417	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-64fd5177eab03a121ff41d1c.json	c9a2f22869179c0b00819349fbf1efddf7870e4b689a311ba28eccfcd99a9d37	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-64fd5177eab03a121ff41d1c.json	69b50fab7972530d7eb41c7639248f6886ee93663b2a5d7f42387f8455d1e20e	NO_DETERMINADO	FINANZAS	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	FUENTE_ABIERTA_SIN_OBJETO_REQUERIDO	Resolver la etiqueta FINANZAS a una fuente canónica concreta ya reunida y abrir su instrumento contra el par requerido.	c5b344f3f2a9867317cc96ec459a437373e5f98668ace2f235f09acb7eb413b6	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	Se abrió la fuente/referencia, pero no un objeto que cierre literalmente la acción individual; usar la receta y frontera registradas.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-db31a46d02798bbd80d11495	SEMRUN-354ccb9dc1023a0bd420d48f	REL-0b6385436015c470992017f1	TOBS-SEM-e02239ccb05da1ffe4430c09	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-e02239ccb05da1ffe4430c09.json	fc6e134fb5444379ed487a239e76e23dc78f573dcf82bb686a34bc98ecefe573	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-e02239ccb05da1ffe4430c09.json	9137c0263629009e1ae1ab420260b4181d4246049dc808203a0d575ca8b0bdc3	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-e02239ccb05da1ffe4430c09.json	6e3339295bbcf944ca4317f4741ecbb53ea7a5366eb7724e78f29343f4d7287b	NO_DETERMINADO	ENSAFI	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	EJECUTADA_CON_RESULTADO	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.	3a813d43751817e97098da205f2b8038f6e96f35360b0820fa38723a5b7b1974	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:canon/glosario-v5_6.md	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	MAIN:canon/glosario-v5_6.md	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
SEMPROP-e036016101c790af50382150	SEMRUN-354ccb9dc1023a0bd420d48f	REL-0c03e53054567fc014b50bc0	TOBS-SEM-446358bd49e949d216678c49	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-inspector/TOBS-SEM-446358bd49e949d216678c49.json	933fabe9c1c6e63a77c8968163e1a391389ed52305b835194fc70f6a2596c1b9	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/reportes-neutrales/TOBS-SEM-446358bd49e949d216678c49.json	bcb52c0f5d5785dd9460e40055848469dc3583adfeb0ea8e4f26e900ea554362	data/curacion-registro/ejecucion-semantica/runs/SEMRUN-354ccb9dc1023a0bd420d48f/inputs-curador/TCUR-446358bd49e949d216678c49.json	13162b35dedf1ecff883e64c17c0e2d16df139de3bcf40f8253cb8b63f164e16	NO_DETERMINADO	ENVIPE	89f4c3a49c00c0e1ba1f07013e0af10bbc3289fdddc48dde816c37d3da1a742b	4dd527eb25bf9d4ed1047c7956d9ee51f20175361f9404315baae476c057cc76	NO_DETERMINADO	CANDIDATA	EJECUTADA_CON_RESULTADO	Mapear unión exacta.	de812d3357fcf75a8af335c48796908ef3a13499d9475108b61b03006af2988a	Revisión de equivalencia y codificación antes de parametrizar.	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.	MAIN:forense/matriz-impacto-universal-2026-08-06.md:L82	Propuesta semántica trazable o NO_DETERMINADO con supuesto faltante concreto.	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	MAIN:forense/matriz-impacto-universal-2026-08-06.md:L82	Se abrió al menos un objeto de datos/documentación y se registró su estructura literal; el juicio semántico permanece separado.	NO	NO	La ejecución produjo un terminal operativo, no evidencia suficiente para cambiar adjudicación; el baseline se conserva.
