tipo_fila,interaccion_id,interaccion,ventana_referencia,dominio_id,dominio,escenario_singleton,n_marco,masa_marco,n_expuestos,masa_expuestos,n_si,masa_si,n_no,masa_no,n_desconocidos,masa_desconocidos,tasa_observada,limite_inferior_faltantes,limite_superior_faltantes,anchura_identificacion_faltantes,ee,ic95_inferior,ic95_superior,anchura_ic95,n_unidades_diseno,n_estratos,n_singleton,grados_libertad,covarianza_diseno,cobertura_doble_expuestos,estado
INTERACCION,ELECTRICIDAD,Conexión eléctrica,últimos dos años,TOTAL,Total nacional cubierto,SINGLETON-CERTEZA,1322,484464.218750000000,44,15237.445281982422,8,4169.133300781250,33,10933.465820312500,3,134.846160888672,0.276054026685,0.273611043297,0.282460700073,0.008849656776,0.124547201256,0.100927810190,0.564320993222,0.463393183033,1322,242,34,1080,,,IC-APROXIMADO-CONDICIONAL-A-SUPUESTOS
INTERACCION,ELECTRICIDAD,Conexión eléctrica,últimos dos años,TOTAL,Total nacional cubierto,SINGLETON-AVERAGE,1322,484464.218750000000,44,15237.445281982422,8,4169.133300781250,33,10933.465820312500,3,134.846160888672,0.276054026685,0.273611043297,0.282460700073,0.008849656776,0.134341436640,0.092530617577,0.587800437990,0.495269820413,1322,242,34,1080,,,IC-APROXIMADO-CONDICIONAL-A-SUPUESTOS
INTERACCION,ELECTRICIDAD,Conexión eléctrica,últimos dos años,PEQUENA,Pequeña (5-19),SINGLETON-CERTEZA,624,382616.812500000000,19,12997.409179687500,5,3296.480468750000,14,9700.928710937500,0,0.000000000000,0.253625966774,0.253625966774,0.253625966774,0.000000000000,0.138307937072,0.074953278799,0.587647030892,0.512693752093,1322,242,34,1080,,,IC-APROXIMADO-CONDICIONAL-A-SUPUESTOS
INTERACCION,ELECTRICIDAD,Conexión eléctrica,últimos dos años,PEQUENA,Pequeña (5-19),SINGLETON-AVERAGE,624,382616.812500000000,19,12997.409179687500,5,3296.480468750000,14,9700.928710937500,0,0.000000000000,0.253625966774,0.253625966774,0.253625966774,0.000000000000,0.149184299426,0.067501557962,0.614669733450,0.547168175489,1322,242,34,1080,,,IC-APROXIMADO-CONDICIONAL-A-SUPUESTOS
INTERACCION,ELECTRICIDAD,Conexión eléctrica,últimos dos años,MEDIANA,Mediana (20-99),SINGLETON-CERTEZA,305,78281.203125000000,8,1387.505935668945,2,790.645446777344,5,508.655426025391,1,88.205062866211,0.608516059157,0.569832118517,0.633403063043,0.063570944526,0.293143266859,0.122020825462,0.945606854961,0.823586029499,1322,242,34,1080,,,IC-APROXIMADO-CONDICIONAL-A-SUPUESTOS
INTERACCION,ELECTRICIDAD,Conexión eléctrica,últimos dos años,MEDIANA,Mediana (20-99),SINGLETON-AVERAGE,305,78281.203125000000,8,1387.505935668945,2,790.645446777344,5,508.655426025391,1,88.205062866211,0.608516059157,0.569832118517,0.633403063043,0.063570944526,0.316195684960,0.103094434379,0.954586237456,0.851491803078,1322,242,34,1080,,,IC-APROXIMADO-CONDICIONAL-A-SUPUESTOS
INTERACCION,ELECTRICIDAD,Conexión eléctrica,últimos dos años,GRANDE,Grande (100-250),SINGLETON-CERTEZA,229,18044.708984375000,10,719.925102233887,1,82.007225036621,8,612.988159179688,1,24.929718017578,0.117996790913,0.113910773193,0.148538983739,0.034628210546,0.113425786594,0.015519378402,0.531694501089,0.516175122687,1322,242,34,1080,,,IC-APROXIMADO-CONDICIONAL-A-SUPUESTOS
INTERACCION,ELECTRICIDAD,Conexión eléctrica,últimos dos años,GRANDE,Grande (100-250),SINGLETON-AVERAGE,229,18044.708984375000,10,719.925102233887,1,82.007225036621,8,612.988159179688,1,24.929718017578,0.117996790913,0.113910773193,0.148538983739,0.034628210546,0.122345447905,0.013148749743,0.573248177372,0.560099427629,1322,242,34,1080,,,IC-APROXIMADO-CONDICIONAL-A-SUPUESTOS
INTERACCION,ELECTRICIDAD,Conexión eléctrica,últimos dos años,EXTRA-GRANDE,Extra grande (251+),SINGLETON-CERTEZA,164,5521.468750000000,7,132.604518890381,0,0.000000000000,6,110.893142700195,1,21.711376190186,0.000000000000,0.000000000000,0.163730288921,0.163730288921,0.000000000000,,,,1322,242,34,1080,,,PRECISION-NO-ESTIMABLE-FRONTERA
INTERACCION,ELECTRICIDAD,Conexión eléctrica,últimos dos años,EXTRA-GRANDE,Extra grande (251+),SINGLETON-AVERAGE,164,5521.468750000000,7,132.604518890381,0,0.000000000000,6,110.893142700195,1,21.711376190186,0.000000000000,0.000000000000,0.163730288921,0.163730288921,0.000000000000,,,,1322,242,34,1080,,,PRECISION-NO-ESTIMABLE-FRONTERA
