periodo,sistema_registro,sector,clase,conteo_reclamaciones,n_instituciones_archivo,n_instituciones_con_conteo,participacion_dentro_periodo_sistema_pct,unidad,nota
2024,CONDUSEF,bursátil,casas de bolsa,129,13,10,0.0661019815,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,bursátil,fondos de inversión y sociedades de inversión,4,4,4,0.0020496738,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,bursátil,sociedades operadoras de fondos de inversión,23,7,7,0.0117856246,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,entidades de ahorro y crédito,sociedades cooperativas de ahorro y préstamo,320,56,49,0.1639739077,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,entidades de ahorro y crédito,sociedades financieras populares,2222,26,24,1.1385938213,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,instituciones de crédito,infonacot,113,1,1,0.0579032861,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,instituciones de crédito,instituciones de banca de desarrollo,2703,6,6,1.3850671012,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,instituciones de crédito,instituciones de banca múltiple,117845,48,48,60.3859535851,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,instituciones de crédito,sociedades de información crediticia,21546,3,3,11.0405681696,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,instituciones de fianzas,instituciones de fianzas,62,6,6,0.0317699446,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,instituciones de seguros,aseguradoras,32507,77,77,16.6571869251,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,instituciones de seguros,aseguradoras en pensiones,183,6,6,0.0937725784,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,instituciones de seguros,aseguradoras especializadas en salud,386,9,8,0.1977935261,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,instituciones fintech,instituciones de financiamiento colectivo,39,15,11,0.01998432,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,instituciones fintech,instituciones de fondos de pago electrónico,1095,31,28,0.5610982152,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,instituciones sar,afores,9212,10,10,4.7203988665,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,org. y actv. aux. del crédito,almacenes generales de depósito,0,3,0,0,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,org. y actv. aux. del crédito,casas de cambio,4,2,2,0.0020496738,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,org. y actv. aux. del crédito,uniones de crédito,14,5,5,0.0071738585,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,sociedad financiera de objeto múltiple,sociedades financieras de objeto múltiple e.n.r.,5753,423,406,2.9479434085,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,CONDUSEF,sociedad financiera de objeto múltiple,"sociedades financieras de objeto múltiple, e.r.",993,15,15,0.5088315322,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,bursátil,casas de bolsa,149,13,12,0.0020514063,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,bursátil,fondos de inversión y sociedades de inversión,0,4,0,0,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,bursátil,sociedades operadoras de fondos de inversión,2,7,1,0.0000275357,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,entidades de ahorro y crédito,sociedades cooperativas de ahorro y préstamo,4999,56,32,0.0688253703,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,entidades de ahorro y crédito,sociedades financieras populares,2690,26,15,0.0370354563,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,instituciones de crédito,infonacot,783,1,1,0.010780209,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,instituciones de crédito,instituciones de banca de desarrollo,86354,6,5,1.1889069859,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,instituciones de crédito,instituciones de banca múltiple,6455058,48,40,88.8721257939,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,instituciones de crédito,sociedades de información crediticia,343193,3,3,4.7250220629,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,instituciones de fianzas,instituciones de fianzas,9,6,1,0.0001239104,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,instituciones de seguros,aseguradoras,23201,77,41,0.3194273685,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,instituciones de seguros,aseguradoras en pensiones,139,6,3,0.001913728,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,instituciones de seguros,aseguradoras especializadas en salud,371,9,6,0.005107864,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,instituciones fintech,instituciones de financiamiento colectivo,481,15,11,0.0066223251,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,instituciones fintech,instituciones de fondos de pago electrónico,154363,31,20,2.1252431743,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,instituciones sar,afores,1720,10,7,0.0236806635,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,org. y actv. aux. del crédito,almacenes generales de depósito,188,3,3,0.0025883516,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,org. y actv. aux. del crédito,casas de cambio,0,2,0,0,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,org. y actv. aux. del crédito,uniones de crédito,0,5,0,0,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,sociedad financiera de objeto múltiple,sociedades financieras de objeto múltiple e.n.r.,155415,423,102,2.1397269289,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2024,REUNE,sociedad financiera de objeto múltiple,"sociedades financieras de objeto múltiple, e.r.",34195,15,8,0.4707908653,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,CONDUSEF,entidades de ahorro y crédito,sociedades cooperativas de ahorro y préstamo,182,10,8,0.1323039793,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,CONDUSEF,entidades de ahorro y crédito,sociedades financieras populares,3347,10,10,2.4330847182,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,CONDUSEF,instituciones de crédito,instituciones de banca múltiple,98895,10,10,71.891219959,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,CONDUSEF,instituciones de seguros,aseguradoras,22908,10,10,16.6528547128,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,CONDUSEF,instituciones fintech,instituciones de fondos de pago electrónico,1165,10,9,0.8468908565,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
2025,CONDUSEF,instituciones sar,afores,7494,10,10,5.4477253893,reclamaciones registradas,CONDUSEF y REUNE se mantienen separados; sin denominador de clientes y sin causa en estos CSV
