variante,sexo,dominio,medida,estimacion,ic95_inferior,ic95_superior,estado,replicas_validas,replicas_totales,precision_nota,n_marco,masa_marco,n_dominio,masa_dominio,cobertura_n,cobertura_ponderada,ponderador,unidad
CON_CP,total,todas_validas,p25,0.000000000000,0.000000000000,0.000000000000,OK,2000,2000,IC-COLAPSADO-POR-MASA-DISCRETA; no demuestra ausencia de error,73891,107537532.000000000000,73891,107537532.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
CON_CP,total,todas_validas,p50,0.583333333333,0.416666666667,0.833333333333,OK,2000,2000,,73891,107537532.000000000000,73891,107537532.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
CON_CP,total,todas_validas,p75,12.000000000000,11.583333333333,12.833333333333,OK,2000,2000,,73891,107537532.000000000000,73891,107537532.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
CON_CP,total,todas_validas,p90,35.183333333333,34.333333333333,36.250000000000,OK,2000,2000,,73891,107537532.000000000000,73891,107537532.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
CON_CP,total,todas_validas,concentracion_decil_superior,0.591358985169,0.584303589625,0.598681901995,OK,2000,2000,,73891,107537532.000000000000,73891,107537532.000000000000,1.000000000000,1.000000000000,FAC_PER,proporcion de horas
CON_CP,total,participantes,p25,4.000000000000,4.000000000000,4.166666666667,OK,2000,2000,,73891,107537532.000000000000,39837,55753440.000000000000,0.539131964651,0.518455640213,FAC_PER,horas/semana
CON_CP,total,participantes,p50,11.250000000000,11.000000000000,11.833333333333,OK,2000,2000,,73891,107537532.000000000000,39837,55753440.000000000000,0.539131964651,0.518455640213,FAC_PER,horas/semana
CON_CP,total,participantes,p75,28.000000000000,27.333333333333,28.750000000000,OK,2000,2000,,73891,107537532.000000000000,39837,55753440.000000000000,0.539131964651,0.518455640213,FAC_PER,horas/semana
CON_CP,total,participantes,p90,55.000000000000,53.166666666667,56.500000000000,OK,2000,2000,,73891,107537532.000000000000,39837,55753440.000000000000,0.539131964651,0.518455640213,FAC_PER,horas/semana
CON_CP,total,participantes,concentracion_decil_superior,0.401773286920,0.396554536054,0.406852194235,OK,2000,2000,,73891,107537532.000000000000,39837,55753440.000000000000,0.539131964651,0.518455640213,FAC_PER,proporcion de horas
CON_CP,hombre,todas_validas,p25,0.000000000000,0.000000000000,0.000000000000,OK,2000,2000,IC-COLAPSADO-POR-MASA-DISCRETA; no demuestra ausencia de error,34063,50028349.000000000000,34063,50028349.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
CON_CP,hombre,todas_validas,p50,0.000000000000,0.000000000000,0.000000000000,OK,2000,2000,IC-COLAPSADO-POR-MASA-DISCRETA; no demuestra ausencia de error,34063,50028349.000000000000,34063,50028349.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
CON_CP,hombre,todas_validas,p75,7.000000000000,7.000000000000,7.416666666667,OK,2000,2000,,34063,50028349.000000000000,34063,50028349.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
CON_CP,hombre,todas_validas,p90,21.000000000000,20.000000000000,21.500000000000,OK,2000,2000,,34063,50028349.000000000000,34063,50028349.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
CON_CP,hombre,todas_validas,concentracion_decil_superior,0.607669143325,0.598629652607,0.617760237774,OK,2000,2000,,34063,50028349.000000000000,34063,50028349.000000000000,1.000000000000,1.000000000000,FAC_PER,proporcion de horas
CON_CP,hombre,participantes,p25,3.000000000000,3.000000000000,3.133333333333,OK,2000,2000,,34063,50028349.000000000000,16721,23745663.000000000000,0.490884537475,0.474644146262,FAC_PER,horas/semana
CON_CP,hombre,participantes,p50,7.750000000000,7.500000000000,8.000000000000,OK,2000,2000,,34063,50028349.000000000000,16721,23745663.000000000000,0.490884537475,0.474644146262,FAC_PER,horas/semana
CON_CP,hombre,participantes,p75,18.000000000000,17.333333333333,18.833333333333,OK,2000,2000,,34063,50028349.000000000000,16721,23745663.000000000000,0.490884537475,0.474644146262,FAC_PER,horas/semana
CON_CP,hombre,participantes,p90,34.666666666667,33.166666666667,35.833333333333,OK,2000,2000,,34063,50028349.000000000000,16721,23745663.000000000000,0.490884537475,0.474644146262,FAC_PER,horas/semana
CON_CP,hombre,participantes,concentracion_decil_superior,0.396640624800,0.389434610563,0.404168980840,OK,2000,2000,,34063,50028349.000000000000,16721,23745663.000000000000,0.490884537475,0.474644146262,FAC_PER,proporcion de horas
CON_CP,mujer,todas_validas,p25,0.000000000000,0.000000000000,0.000000000000,OK,2000,2000,IC-COLAPSADO-POR-MASA-DISCRETA; no demuestra ausencia de error,39828,57509183.000000000000,39828,57509183.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
CON_CP,mujer,todas_validas,p50,2.000000000000,1.833333333333,2.500000000000,OK,2000,2000,,39828,57509183.000000000000,39828,57509183.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
CON_CP,mujer,todas_validas,p75,19.000000000000,18.250000000000,20.000000000000,OK,2000,2000,,39828,57509183.000000000000,39828,57509183.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
CON_CP,mujer,todas_validas,p90,48.333333333333,46.500000000000,49.833333333333,OK,2000,2000,,39828,57509183.000000000000,39828,57509183.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
CON_CP,mujer,todas_validas,concentracion_decil_superior,0.540500750043,0.532842332034,0.548357862912,OK,2000,2000,,39828,57509183.000000000000,39828,57509183.000000000000,1.000000000000,1.000000000000,FAC_PER,proporcion de horas
CON_CP,mujer,participantes,p25,5.750000000000,5.500000000000,6.000000000000,OK,2000,2000,,39828,57509183.000000000000,23116,32007777.000000000000,0.580395701517,0.556568104958,FAC_PER,horas/semana
CON_CP,mujer,participantes,p50,15.750000000000,15.050000000000,16.333333333333,OK,2000,2000,,39828,57509183.000000000000,23116,32007777.000000000000,0.580395701517,0.556568104958,FAC_PER,horas/semana
CON_CP,mujer,participantes,p75,37.000000000000,36.000000000000,38.000000000000,OK,2000,2000,,39828,57509183.000000000000,23116,32007777.000000000000,0.580395701517,0.556568104958,FAC_PER,horas/semana
CON_CP,mujer,participantes,p90,67.566666666667,65.416666666667,69.916666666667,OK,2000,2000,,39828,57509183.000000000000,23116,32007777.000000000000,0.580395701517,0.556568104958,FAC_PER,horas/semana
CON_CP,mujer,participantes,concentracion_decil_superior,0.372263518440,0.366646247484,0.377951276947,OK,2000,2000,,39828,57509183.000000000000,23116,32007777.000000000000,0.580395701517,0.556568104958,FAC_PER,proporcion de horas
SIN_CP,total,todas_validas,p25,0.000000000000,0.000000000000,0.000000000000,OK,2000,2000,IC-COLAPSADO-POR-MASA-DISCRETA; no demuestra ausencia de error,73891,107537532.000000000000,73891,107537532.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
SIN_CP,total,todas_validas,p50,0.000000000000,0.000000000000,0.000000000000,OK,2000,2000,IC-COLAPSADO-POR-MASA-DISCRETA; no demuestra ausencia de error,73891,107537532.000000000000,73891,107537532.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
SIN_CP,total,todas_validas,p75,7.000000000000,6.916666666667,7.000000000000,OK,2000,2000,,73891,107537532.000000000000,73891,107537532.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
SIN_CP,total,todas_validas,p90,17.750000000000,17.500000000000,18.166666666667,OK,2000,2000,,73891,107537532.000000000000,73891,107537532.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
SIN_CP,total,todas_validas,concentracion_decil_superior,0.574961417432,0.567941198470,0.582512172899,OK,2000,2000,,73891,107537532.000000000000,73891,107537532.000000000000,1.000000000000,1.000000000000,FAC_PER,proporcion de horas
SIN_CP,total,participantes,p25,3.000000000000,3.000000000000,3.000000000000,OK,2000,2000,,73891,107537532.000000000000,37577,52584429.000000000000,0.508546372359,0.488986756735,FAC_PER,horas/semana
SIN_CP,total,participantes,p50,7.000000000000,7.000000000000,7.000000000000,OK,2000,2000,IC-COLAPSADO-POR-MASA-DISCRETA; no demuestra ausencia de error,73891,107537532.000000000000,37577,52584429.000000000000,0.508546372359,0.488986756735,FAC_PER,horas/semana
SIN_CP,total,participantes,p75,15.166666666667,15.000000000000,15.500000000000,OK,2000,2000,,73891,107537532.000000000000,37577,52584429.000000000000,0.508546372359,0.488986756735,FAC_PER,horas/semana
SIN_CP,total,participantes,p90,27.416666666667,26.750000000000,28.000000000000,OK,2000,2000,,73891,107537532.000000000000,37577,52584429.000000000000,0.508546372359,0.488986756735,FAC_PER,horas/semana
SIN_CP,total,participantes,concentracion_decil_superior,0.376434289491,0.371403965364,0.381702285035,OK,2000,2000,,73891,107537532.000000000000,37577,52584429.000000000000,0.508546372359,0.488986756735,FAC_PER,proporcion de horas
SIN_CP,hombre,todas_validas,p25,0.000000000000,0.000000000000,0.000000000000,OK,2000,2000,IC-COLAPSADO-POR-MASA-DISCRETA; no demuestra ausencia de error,34063,50028349.000000000000,34063,50028349.000000000000,1.000000000000,1.000000000000,FAC_PER,horas/semana
