tipo,calc_id,instrumento,version,pais,universo,dominio_id,dominio,codigo,texto_integrado,texto_mexico,n_denominador_valido,masa_denominador_valido,n_categoria,masa_categoria,proporcion,porcentaje,precision,estado
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",TOTAL,"México, personas adultas",1,Family members or close friends,Familiares o amigos cercanos,983,983.000000000000,491,491.000000000000,0.499491353001,49.949135300102,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",TOTAL,"México, personas adultas",2,Other persons,Otras personas,983,983.000000000000,135,135.000000000000,0.137334689725,13.733468972533,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",TOTAL,"México, personas adultas",3,Private companies,Compañías privadas,983,983.000000000000,165,165.000000000000,0.167853509664,16.785350966429,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",TOTAL,"México, personas adultas",4,Public services,Servicios públicos,983,983.000000000000,83,83.000000000000,0.084435401831,8.443540183113,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",TOTAL,"México, personas adultas",5,Non-profit or religious organisations,Organizaciones sin fines de lucro o religiosas,983,983.000000000000,20,20.000000000000,0.020345879959,2.034587995931,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",TOTAL,"México, personas adultas",6,Other organisations,Otras organizaciones,983,983.000000000000,50,50.000000000000,0.050864699898,5.086469989827,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",TOTAL,"México, personas adultas",7,No person or organisation,Ninguna persona u organización,983,983.000000000000,39,39.000000000000,0.039674465921,3.967446592065,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",HOMBRES,Hombres,1,Family members or close friends,Familiares o amigos cercanos,478,478.000000000000,235,235.000000000000,0.491631799163,49.163179916318,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",HOMBRES,Hombres,2,Other persons,Otras personas,478,478.000000000000,72,72.000000000000,0.150627615063,15.062761506276,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",HOMBRES,Hombres,3,Private companies,Compañías privadas,478,478.000000000000,82,82.000000000000,0.171548117155,17.154811715481,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",HOMBRES,Hombres,4,Public services,Servicios públicos,478,478.000000000000,39,39.000000000000,0.081589958159,8.158995815900,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",HOMBRES,Hombres,5,Non-profit or religious organisations,Organizaciones sin fines de lucro o religiosas,478,478.000000000000,8,8.000000000000,0.016736401674,1.673640167364,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",HOMBRES,Hombres,6,Other organisations,Otras organizaciones,478,478.000000000000,25,25.000000000000,0.052301255230,5.230125523013,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",HOMBRES,Hombres,7,No person or organisation,Ninguna persona u organización,478,478.000000000000,17,17.000000000000,0.035564853556,3.556485355649,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",MUJERES,Mujeres,1,Family members or close friends,Familiares o amigos cercanos,505,505.000000000000,256,256.000000000000,0.506930693069,50.693069306931,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
RESULT,CALC-ISSP2017-APOYO-MONETARIO-0001,"ISSP 2017 Social Networks and Social Resources, México, Q8a",ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",MUJERES,Mujeres,2,Other persons,Otras personas,505,505.000000000000,63,63.000000000000,0.124752475248,12.475247524752,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK
