worker_id	necesidad_id	fuente_canonica	objeto_evidencia_id	estado_anterior	estado_propuesto	tipo_resultado	evidencia_ref	evidencia_localizador	evidencia_explicita	razon	reserva_incertidumbre	requiere_decision_humana	siguiente_accion
worker-3	N2	ENCOAP	OE-52c65e0d0129b5272522d037	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L4	N2|ENCOAP|OE-52c65e0d0129b5272522d037	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	La ficha local documenta diseño, dominios y acceso, pero deja pendiente el mapeo de variables del objeto.	La conclusión se limita a la evidencia local abierta; no se infiere contenido ausente.	NO	Abrir cuestionario y diccionario ENCOAP; localizar el reactivo y el desenlace exactos exigidos por la necesidad.
worker-3	N3	ENSAFI	OE-fb259558b58d975d64b7a5ff	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:canon/estado-programa-v1_10.md	N3|ENSAFI|OE-fb259558b58d975d64b7a5ff	Reactivo explícito de sensibilidad de estatus coobservado con consumo mediado por crédito.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	La conclusión se limita a la evidencia local abierta; no se infiere contenido ausente.	NO	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
worker-3	N3	MICROCREDIT_IMPACTS_COMPARTAMOS_RCT	OE-f651d8070c16835c9901c40f	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/mapa-fuentes-externas-consolidado-2026-08-06.tsv:L8	N3|MICROCREDIT_IMPACTS_COMPARTAMOS_RCT|OE-f651d8070c16835c9901c40f	INDEXADO-NO-DESCARGADO	La ficha confirma RCT, tratamiento y outcomes, pero declara no documentado el reactivo explícito de sensibilidad de estatus.	La conclusión se limita a la evidencia local abierta; no se infiere contenido ausente.	NO	Abrir codebook y buscar el reactivo literal de estatus; no inferirlo de gasto, crédito o bienestar.
worker-3	N4	ENFIH2019_FD_XLSX	OE-d82cbec8d1cd45676a9c95b6	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:canon/estado-programa-v1_10.md	N4|ENFIH2019_FD_XLSX|OE-d82cbec8d1cd45676a9c95b6	Reactivo actitudinal de aversión al riesgo con desenlace propio de G2.	La apertura local no identifica evidencia suficiente para este objeto específico.	La conclusión se limita a la evidencia local abierta; no se infiere contenido ausente.	NO	Abrir el diccionario ENFIH y localizar texto y codificación exactos para el constructo y su desenlace coobservado.
worker-3	N4	ENSAFI	OE-3771d1da25d6fb0ba805f95c	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:canon/estado-programa-v1_10.md	N4|ENSAFI|OE-3771d1da25d6fb0ba805f95c	Reactivo actitudinal de aversión al riesgo con desenlace propio de G2.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	La conclusión se limita a la evidencia local abierta; no se infiere contenido ausente.	NO	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
worker-3	N5	ENSAFI	OE-898b66368975b11d6bcfe283	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:canon/gobernanza-v1_15.md	N5|ENSAFI|OE-898b66368975b11d6bcfe283	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	La conclusión se limita a la evidencia local abierta; no se infiere contenido ausente.	NO	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
worker-3	N5	WVS	OE-3e9b3749b85eec5a7a570417	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L17	N5|WVS|OE-3e9b3749b85eec5a7a570417	La ficha local solo indexa la fuente; no contiene evidencia concreta adjudicable para esta relación.	La documentación local confirma la fuente y México, pero no reabre variables mexicanas ni codificación para este objeto.	La conclusión se limita a la evidencia local abierta; no se infiere contenido ausente.	NO	Abrir cuestionario y codebook Wave 7 México; localizar reactivo, codificación y desenlace coobservado.
worker-3	N6	ENSAFI	OE-5d1bf835879d99d69783ca1a	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:canon/modelo-decision-v4_0.md	N6|ENSAFI|OE-5d1bf835879d99d69783ca1a	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	La conclusión se limita a la evidencia local abierta; no se infiere contenido ausente.	NO	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
worker-3	N10	ENSAFI	OE-db7311a506e4693d7feeee76	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:canon/modelo-decision-v4_0.md	N10|ENSAFI|OE-db7311a506e4693d7feeee76	Horizonte temporal coobservado con violencia/justicia en el mismo instrumento.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	La conclusión se limita a la evidencia local abierta; no se infiere contenido ausente.	NO	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
worker-3	N11	ENSAFI	OE-7e0c0905485bec2d765c6f6d	CANDIDATA	CANDIDATA	CANDIDATA_CON_CARENCIA	MAIN:data/abrir4-variables-2026-08-08.tsv	N11|ENSAFI|OE-7e0c0905485bec2d765c6f6d	Sensibilidad de estatus coobservada con desenlace de violencia/justicia.	El registro local describe una hipótesis de variable, pero no aporta diccionario ni texto literal del reactivo para este objeto.	La conclusión se limita a la evidencia local abierta; no se infiere contenido ausente.	NO	Abrir el cuestionario/diccionario ENSAFI correspondiente y verificar texto, codificación y desenlace coobservado.
