run_id	job	job_conclusion	paso	paso_conclusion	inicio	fin	duracion_s
35616351333	preflight-calc	success	Set up job	success	2026-09-21T15:03:46Z	2026-09-21T15:03:46Z	0.0
35616351333	preflight-calc	success	Checkout con la base (clon propio — D-23, no se toca el de otro job)	success	2026-09-21T15:03:46Z	2026-09-21T15:03:54Z	8.0
35616351333	preflight-calc	success	Intérprete del runner (crudo, para que quede en el log)	success	2026-09-21T15:03:54Z	2026-09-21T15:03:54Z	0.0
35616351333	preflight-calc	success	Instala dependencias (requirements.txt — explícito, nunca lo que traiga el runner)	success	2026-09-21T15:03:54Z	2026-09-21T15:03:55Z	1.0
35616351333	preflight-calc	success	Prueba por mutación del chequeo (bloqueante — D-21, el acto cablea su test)	success	2026-09-21T15:03:55Z	2026-09-21T15:03:58Z	3.0
35616351333	preflight-calc	success	preflight sobre los CALC sin sello que este cambio toca (bloqueante)	success	2026-09-21T15:03:58Z	2026-09-21T15:03:58Z	0.0
35616351333	preflight-calc	success	Complete job	success	2026-09-21T15:03:58Z	2026-09-21T15:03:58Z	0.0
35616351333	suite	success	Set up job	success	2026-09-21T15:03:46Z	2026-09-21T15:03:46Z	0.0
35616351333	suite	success	Checkout sin marketplace (repo público — cero descargas de action)	success	2026-09-21T15:03:46Z	2026-09-21T15:03:54Z	8.0
35616351333	suite	success	Intérprete del runner (crudo, para que quede en el log)	success	2026-09-21T15:03:54Z	2026-09-21T15:03:54Z	0.0
35616351333	suite	success	Instala dependencias (requirements.txt — explícito, nunca lo que traiga el runner)	success	2026-09-21T15:03:54Z	2026-09-21T15:03:56Z	2.0
35616351333	suite	success	Suite de verificación (modo línea base — verde = no empeoraste)	success	2026-09-21T15:03:56Z	2026-09-21T15:07:05Z	189.0
35616351333	suite	success	Transporte paralelo, compuerta y semántica del baseline (bloqueante)	success	2026-09-21T15:07:05Z	2026-09-21T15:07:07Z	2.0
35616351333	suite	success	Complete job	success	2026-09-21T15:07:07Z	2026-09-21T15:07:07Z	0.0
35616351333	adicionales	success	Set up job	success	2026-09-21T15:03:46Z	2026-09-21T15:03:46Z	0.0
35616351333	adicionales	success	Checkout sin marketplace (repo público — cero descargas de action)	success	2026-09-21T15:03:46Z	2026-09-21T15:03:53Z	7.0
35616351333	adicionales	success	Intérprete del runner (crudo, para que quede en el log)	success	2026-09-21T15:03:53Z	2026-09-21T15:03:53Z	0.0
35616351333	adicionales	success	Instala dependencias (requirements.txt — explícito, nunca lo que traiga el runner)	success	2026-09-21T15:03:53Z	2026-09-21T15:03:55Z	2.0
35616351333	adicionales	success	svystat.py — validación independiente (bloqueante)	success	2026-09-21T15:03:55Z	2026-09-21T15:03:55Z	0.0
35616351333	adicionales	success	sidecars de forense/encargos y forense/notas — sello de cuerpo (bloqueante)	success	2026-09-21T15:03:55Z	2026-09-21T15:03:55Z	0.0
35616351333	adicionales	success	emite_m — resolver de ola_calibracion por conducta (bloqueante)	success	2026-09-21T15:03:55Z	2026-09-21T15:03:58Z	3.0
35616351333	adicionales	success	Baseline temporal — corte y compatibilidad del estimando	success	2026-09-21T15:03:58Z	2026-09-21T15:03:58Z	0.0
35616351333	adicionales	success	T-CRON — huella del cron y no-regresión de baseline (bloqueante)	success	2026-09-21T15:03:58Z	2026-09-21T15:03:58Z	0.0
35616351333	adicionales	success	adq_config.py — lector de data/adq-config.yaml (bloqueante)	success	2026-09-21T15:03:58Z	2026-09-21T15:03:59Z	1.0
35616351333	adicionales	success	adq_doctor.py — clasificación de lock/crontab (bloqueante)	success	2026-09-21T15:03:59Z	2026-09-21T15:03:59Z	0.0
35616351333	adicionales	success	adq_investigacion.py — proyección de demanda no se queda atrás (bloqueante)	success	2026-09-21T15:03:59Z	2026-09-21T15:04:06Z	7.0
35616351333	adicionales	success	Fuentes financieras — unidades, faltantes y duplicados (bloqueante)	success	2026-09-21T15:04:06Z	2026-09-21T15:04:06Z	0.0
35616351333	adicionales	success	N34 — producto, costo y daño (bloqueante)	success	2026-09-21T15:04:06Z	2026-09-21T15:04:06Z	0.0
35616351333	adicionales	success	motor ejecutable — procedencia→B→evaluar() sobre las celdas-D del disco (bloqueante)	success	2026-09-21T15:04:06Z	2026-09-21T15:04:06Z	0.0
35616351333	adicionales	success	contrato sintético de C2 — piloto celda-D (bloqueante)	success	2026-09-21T15:04:06Z	2026-09-21T15:04:06Z	0.0
35616351333	adicionales	success	consumidor de celda-D — piloto 2, fila M05 derivada (bloqueante)	success	2026-09-21T15:04:06Z	2026-09-21T15:04:07Z	1.0
35616351333	adicionales	success	marcador por segmento — tabla derivada y guardias (bloqueante)	success	2026-09-21T15:04:07Z	2026-09-21T15:05:24Z	77.0
35616351333	adicionales	success	tubería de ids y union — T15 por mutación, guarda de salto de línea, gramática de FP (bloqueante)	success	2026-09-21T15:05:24Z	2026-09-21T15:05:25Z	1.0
35616351333	adicionales	success	comparabilidad por texto de crédito ENIF — forma de la tabla K1-K8 × 5 olas (bloqueante)	success	2026-09-21T15:05:25Z	2026-09-21T15:05:25Z	0.0
35616351333	adicionales	success	métrica rectora — celdas_validadas en la primera línea del tablero (bloqueante)	success	2026-09-21T15:05:25Z	2026-09-21T15:05:56Z	31.0
35616351333	adicionales	success	descargador por id de manifiesto — arnés HTTP local (bloqueante)	success	2026-09-21T15:05:56Z	2026-09-21T15:05:58Z	2.0
35616351333	adicionales	success	cargador de linaje — los tres caminos del id superado (bloqueante)	success	2026-09-21T15:05:58Z	2026-09-21T15:05:58Z	0.0
35616351333	adicionales	success	Complete job	success	2026-09-21T15:05:58Z	2026-09-21T15:05:58Z	0.0
35616351333	guardias	success	Set up job	success	2026-09-21T15:03:47Z	2026-09-21T15:03:47Z	0.0
35616351333	guardias	success	Checkout sin marketplace (repo público — cero descargas de action)	success	2026-09-21T15:03:48Z	2026-09-21T15:04:05Z	17.0
35616351333	guardias	success	Intérprete del runner (crudo, para que quede en el log)	success	2026-09-21T15:04:05Z	2026-09-21T15:04:05Z	0.0
35616351333	guardias	success	Instala dependencias (requirements.txt — explícito, nunca lo que traiga el runner)	success	2026-09-21T15:04:05Z	2026-09-21T15:04:08Z	3.0
35616351333	guardias	success	Guardias huérfanas — censo + invocador correcto por archivo (bloqueante)	success	2026-09-21T15:04:08Z	2026-09-21T15:04:44Z	36.0
35616351333	guardias	success	Complete job	success	2026-09-21T15:04:44Z	2026-09-21T15:04:44Z	0.0
35616351333	check	success	Set up job	success	2026-09-21T15:07:12Z	2026-09-21T15:07:12Z	0.0
35616351333	check	success	Todos los grupos requeridos terminaron correctamente	success	2026-09-21T15:07:12Z	2026-09-21T15:07:12Z	0.0
35616351333	check	success	Complete job	success	2026-09-21T15:07:12Z	2026-09-21T15:07:12Z	0.0
35611048115	guardias	success	Set up job	success	2026-09-21T14:17:13Z	2026-09-21T14:17:13Z	0.0
35611048115	guardias	success	Checkout sin marketplace (repo público — cero descargas de action)	success	2026-09-21T14:17:13Z	2026-09-21T14:17:29Z	16.0
35611048115	guardias	success	Intérprete del runner (crudo, para que quede en el log)	success	2026-09-21T14:17:29Z	2026-09-21T14:17:29Z	0.0
35611048115	guardias	success	Instala dependencias (requirements.txt — explícito, nunca lo que traiga el runner)	success	2026-09-21T14:17:29Z	2026-09-21T14:17:33Z	4.0
35611048115	guardias	success	Guardias huérfanas — censo + invocador correcto por archivo (bloqueante)	success	2026-09-21T14:17:33Z	2026-09-21T14:18:09Z	36.0
35611048115	guardias	success	Complete job	success	2026-09-21T14:18:09Z	2026-09-21T14:18:09Z	0.0
35611048115	adicionales	success	Set up job	success	2026-09-21T14:17:11Z	2026-09-21T14:17:11Z	0.0
35611048115	adicionales	success	Checkout sin marketplace (repo público — cero descargas de action)	success	2026-09-21T14:17:11Z	2026-09-21T14:17:16Z	5.0
35611048115	adicionales	success	Intérprete del runner (crudo, para que quede en el log)	success	2026-09-21T14:17:16Z	2026-09-21T14:17:16Z	0.0
35611048115	adicionales	success	Instala dependencias (requirements.txt — explícito, nunca lo que traiga el runner)	success	2026-09-21T14:17:16Z	2026-09-21T14:17:18Z	2.0
35611048115	adicionales	success	svystat.py — validación independiente (bloqueante)	success	2026-09-21T14:17:18Z	2026-09-21T14:17:18Z	0.0
35611048115	adicionales	success	sidecars de forense/encargos y forense/notas — sello de cuerpo (bloqueante)	success	2026-09-21T14:17:18Z	2026-09-21T14:17:18Z	0.0
35611048115	adicionales	success	emite_m — resolver de ola_calibracion por conducta (bloqueante)	success	2026-09-21T14:17:18Z	2026-09-21T14:17:21Z	3.0
35611048115	adicionales	success	Baseline temporal — corte y compatibilidad del estimando	success	2026-09-21T14:17:21Z	2026-09-21T14:17:21Z	0.0
35611048115	adicionales	success	T-CRON — huella del cron y no-regresión de baseline (bloqueante)	success	2026-09-21T14:17:21Z	2026-09-21T14:17:22Z	1.0
35611048115	adicionales	success	adq_config.py — lector de data/adq-config.yaml (bloqueante)	success	2026-09-21T14:17:22Z	2026-09-21T14:17:22Z	0.0
35611048115	adicionales	success	adq_doctor.py — clasificación de lock/crontab (bloqueante)	success	2026-09-21T14:17:22Z	2026-09-21T14:17:22Z	0.0
35611048115	adicionales	success	adq_investigacion.py — proyección de demanda no se queda atrás (bloqueante)	success	2026-09-21T14:17:22Z	2026-09-21T14:17:28Z	6.0
35611048115	adicionales	success	Fuentes financieras — unidades, faltantes y duplicados (bloqueante)	success	2026-09-21T14:17:28Z	2026-09-21T14:17:28Z	0.0
35611048115	adicionales	success	N34 — producto, costo y daño (bloqueante)	success	2026-09-21T14:17:28Z	2026-09-21T14:17:28Z	0.0
35611048115	adicionales	success	motor ejecutable — procedencia→B→evaluar() sobre las celdas-D del disco (bloqueante)	success	2026-09-21T14:17:28Z	2026-09-21T14:17:29Z	1.0
35611048115	adicionales	success	contrato sintético de C2 — piloto celda-D (bloqueante)	success	2026-09-21T14:17:29Z	2026-09-21T14:17:29Z	0.0
35611048115	adicionales	success	consumidor de celda-D — piloto 2, fila M05 derivada (bloqueante)	success	2026-09-21T14:17:29Z	2026-09-21T14:17:29Z	0.0
35611048115	adicionales	success	marcador por segmento — tabla derivada y guardias (bloqueante)	success	2026-09-21T14:17:29Z	2026-09-21T14:18:49Z	80.0
35611048115	adicionales	success	tubería de ids y union — T15 por mutación, guarda de salto de línea, gramática de FP (bloqueante)	success	2026-09-21T14:18:49Z	2026-09-21T14:18:49Z	0.0
35611048115	adicionales	success	comparabilidad por texto de crédito ENIF — forma de la tabla K1-K8 × 5 olas (bloqueante)	success	2026-09-21T14:18:49Z	2026-09-21T14:18:49Z	0.0
35611048115	adicionales	success	métrica rectora — celdas_validadas en la primera línea del tablero (bloqueante)	success	2026-09-21T14:18:49Z	2026-09-21T14:19:14Z	25.0
35611048115	adicionales	success	descargador por id de manifiesto — arnés HTTP local (bloqueante)	success	2026-09-21T14:19:14Z	2026-09-21T14:19:16Z	2.0
35611048115	adicionales	success	cargador de linaje — los tres caminos del id superado (bloqueante)	success	2026-09-21T14:19:16Z	2026-09-21T14:19:16Z	0.0
35611048115	adicionales	success	Complete job	success	2026-09-21T14:19:16Z	2026-09-21T14:19:16Z	0.0
35611048115	suite	success	Set up job	success	2026-09-21T14:17:10Z	2026-09-21T14:17:10Z	0.0
35611048115	suite	success	Checkout sin marketplace (repo público — cero descargas de action)	success	2026-09-21T14:17:10Z	2026-09-21T14:17:16Z	6.0
35611048115	suite	success	Intérprete del runner (crudo, para que quede en el log)	success	2026-09-21T14:17:16Z	2026-09-21T14:17:16Z	0.0
35611048115	suite	success	Instala dependencias (requirements.txt — explícito, nunca lo que traiga el runner)	success	2026-09-21T14:17:16Z	2026-09-21T14:17:18Z	2.0
35611048115	suite	success	Suite de verificación (modo línea base — verde = no empeoraste)	success	2026-09-21T14:17:18Z	2026-09-21T14:19:55Z	157.0
35611048115	suite	success	Transporte paralelo, compuerta y semántica del baseline (bloqueante)	success	2026-09-21T14:19:55Z	2026-09-21T14:19:55Z	0.0
35611048115	suite	success	Complete job	success	2026-09-21T14:19:55Z	2026-09-21T14:19:55Z	0.0
35611048115	check	success	Set up job	success	2026-09-21T14:20:00Z	2026-09-21T14:20:00Z	0.0
35611048115	check	success	Todos los grupos requeridos terminaron correctamente	success	2026-09-21T14:20:00Z	2026-09-21T14:20:00Z	0.0
35611048115	check	success	Complete job	success	2026-09-21T14:20:00Z	2026-09-21T14:20:00Z	0.0
35610753704	adicionales	cancelled	Set up job	success	2026-09-21T14:15:31Z	2026-09-21T14:15:31Z	0.0
