estimando_tipo,producto,ola,variable_codigos,universo,n_elegible,n_valido,n_positivo,masa_elegible,masa_valida,masa_positiva,faltantes_por_causa,estimacion,unidad,alcance
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=0&tdc_comp_pago=1,tenedores con costo y pago validos,544,524,56,7595925.550890869461,7230230.931186728179,590824.472622660338,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.081715850883,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=0&tdc_comp_pago=2,tenedores con costo y pago validos,544,524,27,7595925.550890869461,7230230.931186728179,366967.302257564093,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.050754575580,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=0&tdc_comp_pago=3,tenedores con costo y pago validos,544,524,0,7595925.550890869461,7230230.931186728179,0,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=0&tdc_comp_pago=4,tenedores con costo y pago validos,544,524,0,7595925.550890869461,7230230.931186728179,0,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=1&tdc_comp_pago=1,tenedores con costo y pago validos,544,524,4,7595925.550890869461,7230230.931186728179,35893.559482427569,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.004964372483,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=1&tdc_comp_pago=2,tenedores con costo y pago validos,544,524,2,7595925.550890869461,7230230.931186728179,23635.182669264148,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.003268938834,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=1&tdc_comp_pago=3,tenedores con costo y pago validos,544,524,0,7595925.550890869461,7230230.931186728179,0,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=1&tdc_comp_pago=4,tenedores con costo y pago validos,544,524,0,7595925.550890869461,7230230.931186728179,0,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.000000000000,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=2&tdc_comp_pago=1,tenedores con costo y pago validos,544,524,5,7595925.550890869461,7230230.931186728179,20219.288184908484,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.002796492723,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
distribucion_conjunta_costo_pago,tarjeta_credito,2019,tdc_intereses=2&tdc_comp_pago=2,tenedores con costo y pago validos,544,524,2,7595925.550890869461,7230230.931186728179,9212.141695097429,costo_no_sabe_no_contesto=16;pago_no_sabe_no_contesto=7,0.001274114448,proporcion ponderada,Mexico;18-70;localidades_50000_mas;descriptivo_no_causal
