serie_id	instrumento	dominio	conducta	conducta_texto	eje	segmento	unidad	ola	calc	result_p	result_lo	result_hi	par_con_anterior	cita_par	marca_2020	nota
ENVIPE-NODENUNCIA-MIEDO-DESCONFIANZA-NACIONAL-TOTAL	ENVIPE	Seguridad y norma	NODENUNCIA-MIEDO-DESCONFIANZA	Proporción ponderada de delitos personales no denunciados cuya razón principal declarada fue miedo al agresor, miedo a extorsión o desconfianza en la autoridad (P-C1-U1, forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1; homologado en las olas del árbitro R por forense/prereg-caja/R-ENVIPE-SERIE-spec-v1_0.md §0.2/§3 y forense/prereg-caja/R-ENVIPE-SERIE-DBF-spec-v1_0.md).	NACIONAL	TOTAL	DELITO-PERSONAL-NO-DENUNCIADO	2011	CALC-ENVIPE-SERIE-2011	RESULT-ENVIPE-SERIE-2011-P-C1-U1	RESULT-ENVIPE-SERIE-2011-IC-LO-C1-U1	RESULT-ENVIPE-SERIE-2011-IC-HI-C1-U1	PRIMERA		NO	Primera ola de la serie C1/U1 (2011).
ENVIPE-NODENUNCIA-MIEDO-DESCONFIANZA-NACIONAL-TOTAL	ENVIPE	Seguridad y norma	NODENUNCIA-MIEDO-DESCONFIANZA	Proporción ponderada de delitos personales no denunciados cuya razón principal declarada fue miedo al agresor, miedo a extorsión o desconfianza en la autoridad (P-C1-U1, forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1; homologado en las olas del árbitro R por forense/prereg-caja/R-ENVIPE-SERIE-spec-v1_0.md §0.2/§3 y forense/prereg-caja/R-ENVIPE-SERIE-DBF-spec-v1_0.md).	NACIONAL	TOTAL	DELITO-PERSONAL-NO-DENUNCIADO	2012	CALC-R-CIV-M-01	RESULT-R-CIV-M-01-P-C1-U1	RESULT-R-CIV-M-01-IC-LO-C1-U1	RESULT-R-CIV-M-01-IC-HI-C1-U1	COMPARABLE	forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1 ("ruptura de instrumentación nominal y de categorías residuales, no del núcleo C1/U1") + data/corrida0/envipe-serie-denuncia-v1_0.tsv (col. comparabilidad, fila ola=2012)	NO	NINGUNA-EN-C1-U1 == MISMO-INSTRUMENTO
ENVIPE-NODENUNCIA-MIEDO-DESCONFIANZA-NACIONAL-TOTAL	ENVIPE	Seguridad y norma	NODENUNCIA-MIEDO-DESCONFIANZA	Proporción ponderada de delitos personales no denunciados cuya razón principal declarada fue miedo al agresor, miedo a extorsión o desconfianza en la autoridad (P-C1-U1, forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1; homologado en las olas del árbitro R por forense/prereg-caja/R-ENVIPE-SERIE-spec-v1_0.md §0.2/§3 y forense/prereg-caja/R-ENVIPE-SERIE-DBF-spec-v1_0.md).	NACIONAL	TOTAL	DELITO-PERSONAL-NO-DENUNCIADO	2013	CALC-R-CIV-M-02	RESULT-R-CIV-M-02-P-C1-U1	RESULT-R-CIV-M-02-IC-LO-C1-U1	RESULT-R-CIV-M-02-IC-HI-C1-U1	COMPARABLE	forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1 ("ruptura de instrumentación nominal y de categorías residuales, no del núcleo C1/U1") + data/corrida0/envipe-serie-denuncia-v1_0.tsv (col. comparabilidad, fila ola=2013)	NO	NINGUNA-EN-C1-U1 == MISMO-INSTRUMENTO
ENVIPE-NODENUNCIA-MIEDO-DESCONFIANZA-NACIONAL-TOTAL	ENVIPE	Seguridad y norma	NODENUNCIA-MIEDO-DESCONFIANZA	Proporción ponderada de delitos personales no denunciados cuya razón principal declarada fue miedo al agresor, miedo a extorsión o desconfianza en la autoridad (P-C1-U1, forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1; homologado en las olas del árbitro R por forense/prereg-caja/R-ENVIPE-SERIE-spec-v1_0.md §0.2/§3 y forense/prereg-caja/R-ENVIPE-SERIE-DBF-spec-v1_0.md).	NACIONAL	TOTAL	DELITO-PERSONAL-NO-DENUNCIADO	2014	CALC-ENVIPE-SERIE-2014	RESULT-ENVIPE-SERIE-2014-P-C1-U1	RESULT-ENVIPE-SERIE-2014-IC-LO-C1-U1	RESULT-ENVIPE-SERIE-2014-IC-HI-C1-U1	COMPARABLE	forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1 ("ruptura de instrumentación nominal y de categorías residuales, no del núcleo C1/U1") + data/corrida0/envipe-serie-denuncia-v1_0.tsv (col. comparabilidad, fila ola=2014)	NO	NINGUNA-EN-C1-U1 == MISMO-INSTRUMENTO
ENVIPE-NODENUNCIA-MIEDO-DESCONFIANZA-NACIONAL-TOTAL	ENVIPE	Seguridad y norma	NODENUNCIA-MIEDO-DESCONFIANZA	Proporción ponderada de delitos personales no denunciados cuya razón principal declarada fue miedo al agresor, miedo a extorsión o desconfianza en la autoridad (P-C1-U1, forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1; homologado en las olas del árbitro R por forense/prereg-caja/R-ENVIPE-SERIE-spec-v1_0.md §0.2/§3 y forense/prereg-caja/R-ENVIPE-SERIE-DBF-spec-v1_0.md).	NACIONAL	TOTAL	DELITO-PERSONAL-NO-DENUNCIADO	2015	CALC-R-CIV-M-04	RESULT-R-CIV-M-04-P-C1-U1	RESULT-R-CIV-M-04-IC-LO-C1-U1	RESULT-R-CIV-M-04-IC-HI-C1-U1	COMPARABLE	forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1 ("ruptura de instrumentación nominal y de categorías residuales, no del núcleo C1/U1") + data/corrida0/envipe-serie-denuncia-v1_0.tsv (col. comparabilidad, fila ola=2015)	NO	NINGUNA-EN-C1-U1 == MISMO-INSTRUMENTO
ENVIPE-NODENUNCIA-MIEDO-DESCONFIANZA-NACIONAL-TOTAL	ENVIPE	Seguridad y norma	NODENUNCIA-MIEDO-DESCONFIANZA	Proporción ponderada de delitos personales no denunciados cuya razón principal declarada fue miedo al agresor, miedo a extorsión o desconfianza en la autoridad (P-C1-U1, forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1; homologado en las olas del árbitro R por forense/prereg-caja/R-ENVIPE-SERIE-spec-v1_0.md §0.2/§3 y forense/prereg-caja/R-ENVIPE-SERIE-DBF-spec-v1_0.md).	NACIONAL	TOTAL	DELITO-PERSONAL-NO-DENUNCIADO	2016	CALC-ENVIPE-SERIE-2016	RESULT-ENVIPE-SERIE-2016-P-C1-U1	RESULT-ENVIPE-SERIE-2016-IC-LO-C1-U1	RESULT-ENVIPE-SERIE-2016-IC-HI-C1-U1	COMPARABLE	forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1 ("ruptura de instrumentación nominal y de categorías residuales, no del núcleo C1/U1") + data/corrida0/envipe-serie-denuncia-v1_0.tsv (col. comparabilidad, fila ola=2016)	NO	NINGUNA-EN-C1-U1 == MISMO-INSTRUMENTO
ENVIPE-NODENUNCIA-MIEDO-DESCONFIANZA-NACIONAL-TOTAL	ENVIPE	Seguridad y norma	NODENUNCIA-MIEDO-DESCONFIANZA	Proporción ponderada de delitos personales no denunciados cuya razón principal declarada fue miedo al agresor, miedo a extorsión o desconfianza en la autoridad (P-C1-U1, forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1; homologado en las olas del árbitro R por forense/prereg-caja/R-ENVIPE-SERIE-spec-v1_0.md §0.2/§3 y forense/prereg-caja/R-ENVIPE-SERIE-DBF-spec-v1_0.md).	NACIONAL	TOTAL	DELITO-PERSONAL-NO-DENUNCIADO	2017	CALC-ENVIPE-SERIE-2017	RESULT-ENVIPE-SERIE-2017-P-C1-U1	RESULT-ENVIPE-SERIE-2017-IC-LO-C1-U1	RESULT-ENVIPE-SERIE-2017-IC-HI-C1-U1	COMPARABLE	forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1 ("ruptura de instrumentación nominal y de categorías residuales, no del núcleo C1/U1") + data/corrida0/envipe-serie-denuncia-v1_0.tsv (col. comparabilidad, fila ola=2017)	NO	NINGUNA-EN-C1-U1 == MISMO-INSTRUMENTO
ENVIPE-NODENUNCIA-MIEDO-DESCONFIANZA-NACIONAL-TOTAL	ENVIPE	Seguridad y norma	NODENUNCIA-MIEDO-DESCONFIANZA	Proporción ponderada de delitos personales no denunciados cuya razón principal declarada fue miedo al agresor, miedo a extorsión o desconfianza en la autoridad (P-C1-U1, forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1; homologado en las olas del árbitro R por forense/prereg-caja/R-ENVIPE-SERIE-spec-v1_0.md §0.2/§3 y forense/prereg-caja/R-ENVIPE-SERIE-DBF-spec-v1_0.md).	NACIONAL	TOTAL	DELITO-PERSONAL-NO-DENUNCIADO	2018	CALC-ENVIPE-SERIE-2018	RESULT-ENVIPE-SERIE-2018-P-C1-U1	RESULT-ENVIPE-SERIE-2018-IC-LO-C1-U1	RESULT-ENVIPE-SERIE-2018-IC-HI-C1-U1	COMPARABLE	forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1 ("ruptura de instrumentación nominal y de categorías residuales, no del núcleo C1/U1") + data/corrida0/envipe-serie-denuncia-v1_0.tsv (col. comparabilidad, fila ola=2018)	NO	NINGUNA-EN-C1-U1 == MISMO-INSTRUMENTO
ENVIPE-NODENUNCIA-MIEDO-DESCONFIANZA-NACIONAL-TOTAL	ENVIPE	Seguridad y norma	NODENUNCIA-MIEDO-DESCONFIANZA	Proporción ponderada de delitos personales no denunciados cuya razón principal declarada fue miedo al agresor, miedo a extorsión o desconfianza en la autoridad (P-C1-U1, forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1; homologado en las olas del árbitro R por forense/prereg-caja/R-ENVIPE-SERIE-spec-v1_0.md §0.2/§3 y forense/prereg-caja/R-ENVIPE-SERIE-DBF-spec-v1_0.md).	NACIONAL	TOTAL	DELITO-PERSONAL-NO-DENUNCIADO	2019	CALC-ENVIPE-SERIE-2019	RESULT-ENVIPE-SERIE-2019-P-C1-U1	RESULT-ENVIPE-SERIE-2019-IC-LO-C1-U1	RESULT-ENVIPE-SERIE-2019-IC-HI-C1-U1	COMPARABLE	forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1 ("ruptura de instrumentación nominal y de categorías residuales, no del núcleo C1/U1") + data/corrida0/envipe-serie-denuncia-v1_0.tsv (col. comparabilidad, fila ola=2019)	NO	NINGUNA-EN-C1-U1 == MISMO-INSTRUMENTO
ENVIPE-NODENUNCIA-MIEDO-DESCONFIANZA-NACIONAL-TOTAL	ENVIPE	Seguridad y norma	NODENUNCIA-MIEDO-DESCONFIANZA	Proporción ponderada de delitos personales no denunciados cuya razón principal declarada fue miedo al agresor, miedo a extorsión o desconfianza en la autoridad (P-C1-U1, forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1; homologado en las olas del árbitro R por forense/prereg-caja/R-ENVIPE-SERIE-spec-v1_0.md §0.2/§3 y forense/prereg-caja/R-ENVIPE-SERIE-DBF-spec-v1_0.md).	NACIONAL	TOTAL	DELITO-PERSONAL-NO-DENUNCIADO	2020	CALC-ENVIPE-SERIE-2020	RESULT-ENVIPE-SERIE-2020-P-C1-U1	RESULT-ENVIPE-SERIE-2020-IC-LO-C1-U1	RESULT-ENVIPE-SERIE-2020-IC-HI-C1-U1	COMPARABLE	forense/prereg-caja/ENVIPE-SERIE-COMPLETA-spec-v1_0.md §1 ("ruptura de instrumentación nominal y de categorías residuales, no del núcleo C1/U1") + data/corrida0/envipe-serie-denuncia-v1_0.tsv (col. comparabilidad, fila ola=2020)	SI	NINGUNA-EN-C1-U1 == MISMO-INSTRUMENTO
