serie_id	instrumento	dominio	conducta	conducta_texto	eje	segmento	unidad	ola	calc	result_p	result_lo	result_hi	par_con_anterior	cita_par	marca_2020	nota
ENIF-DFVEJEZ-A-P-NO-RECIBE-NACIONAL-TOTAL	ENIF	familia	DFVEJEZ-A-P-NO-RECIBE	no_recibe_dinero_familiares_para_vejez	NACIONAL	TOTAL	complemento contado, 1-A-P-RECIBE	2024	CALC-DINERO-FAMILIARES-VEJEZ-0001-v1_1	RESULT-DFVEJEZ-A-P-NO-RECIBE			PRIMERA		NO	
ENIF-DFVEJEZ-A-P-RECIBE-NACIONAL-TOTAL	ENIF	familia	DFVEJEZ-A-P-RECIBE	recibe_dinero_familiares_para_vejez	NACIONAL	TOTAL	p ponderado de recibe_dinero_familiares_para_vejez	2024	CALC-DINERO-FAMILIARES-VEJEZ-0001-v1_1	RESULT-DFVEJEZ-A-P-RECIBE			PRIMERA		NO	
ENIF-DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS	ENIF	dinero	DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-ENTRE-TENEDORES	tenencia de crédito bancario; ver denominador	NACIONAL	TODOS	proporción ponderada [0,1]	2012	CALC-DIN-CREDITO-K2-BANCARIA-HISTORIA-0002	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2012-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS-P	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2012-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS-IC-LO	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2012-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS-IC-HI	PRIMERA	data/credito-comparabilidad-texto-v1_1.tsv:conducta=K2	NO	
ENIF-DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS	ENIF	dinero	DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-ENTRE-TENEDORES	tenencia de crédito bancario; ver denominador	NACIONAL	TODOS	proporción ponderada [0,1]	2015	CALC-DIN-CREDITO-K2-BANCARIA-HISTORIA-0002	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2015-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS-P	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2015-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS-IC-LO	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2015-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS-IC-HI	COMPARABLE	data/credito-comparabilidad-texto-v1_1.tsv:conducta=K2 ola=2012(CAMBIO-MENOR) ola=2015(CAMBIO-MENOR)	SI	
ENIF-DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS	ENIF	dinero	DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-ENTRE-TENEDORES	tenencia de crédito bancario; ver denominador	NACIONAL	TODOS	proporción ponderada [0,1]	2018	CALC-DIN-CREDITO-K2-BANCARIA-HISTORIA-0002	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2018-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS-P	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2018-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS-IC-LO	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2018-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS-IC-HI	COMPARABLE	data/credito-comparabilidad-texto-v1_1.tsv:conducta=K2 ola=2015(CAMBIO-MENOR) ola=2018(CAMBIO-MENOR)	NO	
ENIF-DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS	ENIF	dinero	DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-ENTRE-TENEDORES	tenencia de crédito bancario; ver denominador	NACIONAL	TODOS	proporción ponderada [0,1]	2021	CALC-DIN-CREDITO-K2-BANCARIA-HISTORIA-0002	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2021-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS-P	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2021-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS-IC-LO	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2021-BANCARIA-ENTRE-TENEDORES-NACIONAL-TODOS-IC-HI	COMPARABLE	data/credito-comparabilidad-texto-v1_1.tsv:conducta=K2 ola=2018(CAMBIO-MENOR) ola=2021(MISMO-INSTRUMENTO)	NO	
ENIF-DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-NACIONAL-TODOS	ENIF	dinero	DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA	tenencia de crédito bancario; ver denominador	NACIONAL	TODOS	proporción ponderada [0,1]	2012	CALC-DIN-CREDITO-K2-BANCARIA-HISTORIA-0002	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2012-BANCARIA-NACIONAL-TODOS-P	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2012-BANCARIA-NACIONAL-TODOS-IC-LO	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2012-BANCARIA-NACIONAL-TODOS-IC-HI	PRIMERA	data/credito-comparabilidad-texto-v1_1.tsv:conducta=K2	NO	
ENIF-DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-NACIONAL-TODOS	ENIF	dinero	DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA	tenencia de crédito bancario; ver denominador	NACIONAL	TODOS	proporción ponderada [0,1]	2015	CALC-DIN-CREDITO-K2-BANCARIA-HISTORIA-0002	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2015-BANCARIA-NACIONAL-TODOS-P	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2015-BANCARIA-NACIONAL-TODOS-IC-LO	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2015-BANCARIA-NACIONAL-TODOS-IC-HI	COMPARABLE	data/credito-comparabilidad-texto-v1_1.tsv:conducta=K2 ola=2012(CAMBIO-MENOR) ola=2015(CAMBIO-MENOR)	NO	
ENIF-DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-NACIONAL-TODOS	ENIF	dinero	DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA	tenencia de crédito bancario; ver denominador	NACIONAL	TODOS	proporción ponderada [0,1]	2018	CALC-DIN-CREDITO-K2-BANCARIA-HISTORIA-0002	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2018-BANCARIA-NACIONAL-TODOS-P	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2018-BANCARIA-NACIONAL-TODOS-IC-LO	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2018-BANCARIA-NACIONAL-TODOS-IC-HI	COMPARABLE	data/credito-comparabilidad-texto-v1_1.tsv:conducta=K2 ola=2015(CAMBIO-MENOR) ola=2018(CAMBIO-MENOR)	NO	
ENIF-DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA-NACIONAL-TODOS	ENIF	dinero	DIN-CREDITO-K2-BANCARIA-HISTORIA-BANCARIA	tenencia de crédito bancario; ver denominador	NACIONAL	TODOS	proporción ponderada [0,1]	2021	CALC-DIN-CREDITO-K2-BANCARIA-HISTORIA-0002	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2021-BANCARIA-NACIONAL-TODOS-P	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2021-BANCARIA-NACIONAL-TODOS-IC-LO	RESULT-DIN-CREDITO-K2-BANCARIA-HISTORIA-2021-BANCARIA-NACIONAL-TODOS-IC-HI	COMPARABLE	data/credito-comparabilidad-texto-v1_1.tsv:conducta=K2 ola=2018(CAMBIO-MENOR) ola=2021(MISMO-INSTRUMENTO)	NO	
