result_id	calc_id	resultados_sha256	resultado	ventana	eje	categoria	estado	n	upm	p	ic95_lo	ic95_hi	se	masa_ponderada	replicas_n	causa
RESULT-ENDIREH2016-REST-TABLA	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	escolar_vida		nacional	MX	PUBLICABLE	102289	17912	0.2530506671988991	0.24874240983299895	0.2576164270390048	0.0023315815817301455	42978713.0	200	
RESULT-ENDIREH2016-REST-TABLA	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	escolar_vida		edad	15-29	PUBLICABLE	30549	13123	0.2880033788598921	0.2806422011583686	0.2955421632994215	0.003950082897009035	14923377.0	200	
RESULT-ENDIREH2016-REST-TABLA	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	escolar_vida		edad	30-44	PUBLICABLE	34992	13972	0.2561208821897744	0.2494890356675834	0.2629580843632206	0.003727731198409279	13256014.0	200	
RESULT-ENDIREH2016-REST-TABLA	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	escolar_vida		edad	45-59	PUBLICABLE	22987	11981	0.2422570207351575	0.23415782139852528	0.25058750085094084	0.004375350531956207	9494020.0	200	
RESULT-ENDIREH2016-REST-TABLA	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	escolar_vida		edad	60+	PUBLICABLE	13761	8376	0.16637582554207092	0.15659527784111446	0.17634307610906474	0.004987701192432381	5305302.0	200	
RESULT-ENDIREH2016-REST-TABLA	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	escolar_vida		escolaridad	ninguno	PUBLICABLE	897	831	0.15213152215310397	0.11802737712255298	0.1861878232399012	0.016745695480934884	393850.0	200	
RESULT-ENDIREH2016-REST-TABLA	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	escolar_vida		escolaridad	basica	PUBLICABLE	62980	15773	0.2374485424498585	0.2324227668555191	0.24263068172738975	0.002597866329122424	25234878.0	200	
RESULT-ENDIREH2016-REST-TABLA	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	escolar_vida		escolaridad	media_superior	PUBLICABLE	21302	11707	0.2710520315822033	0.2624902244104306	0.27853876352807094	0.00416435310692133	9714965.0	200	
RESULT-ENDIREH2016-REST-TABLA	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	escolar_vida		escolaridad	superior	PUBLICABLE	17104	9964	0.28694720957010755	0.27669211956142004	0.2990901935663457	0.005930088618637154	7633770.0	200	
RESULT-ENDIREH2016-REST-TABLA	CALC-ENDIREH-PISOS-2016-RESTANTES-0001	15bc446bc8dc1efc182b770d53726e842db71eeeab9a16ff1cad36eda0a06388	escolar_vida		localidad	U	PUBLICABLE	52853	14471	0.273183470457204	0.2674775758634315	0.2799088189996627	0.003185223680498799	24810414.0	200	
