result_id	calc_id	resultados_sha256	resultado	ventana	eje	categoria	estado	n	upm	p	ic95_lo	ic95_hi	se	masa_ponderada	replicas_n	causa
RESULT-ENDIREH2021-NF-BC-TABLA	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	emocional_control	vida_relacion	nacional	MX	PUBLICABLE	105216	17725	0.3541435545552355	0.3494625943140777	0.3588803103647203	0.002312080761601185	47312856.0	200	
RESULT-ENDIREH2021-NF-BC-TABLA	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	emocional_control	vida_relacion	edad	15-29	PUBLICABLE	24780	11520	0.346982499945075	0.3385567481767222	0.35472025007261976	0.004216275243403092	12972245.0	200	
RESULT-ENDIREH2021-NF-BC-TABLA	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	emocional_control	vida_relacion	edad	30-44	PUBLICABLE	32760	13352	0.3629589144433222	0.35452208094467536	0.37106419462756723	0.0040530937461238	13786475.0	200	
RESULT-ENDIREH2021-NF-BC-TABLA	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	emocional_control	vida_relacion	edad	45-59	PUBLICABLE	26339	12570	0.36780328411342506	0.3595706233766326	0.375940441590163	0.004350117646287129	11676576.0	200	
RESULT-ENDIREH2021-NF-BC-TABLA	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	emocional_control	vida_relacion	edad	60+	PUBLICABLE	21337	10782	0.3329511712677808	0.32372778285630655	0.34136888371825164	0.004519900321337359	8877560.0	200	
RESULT-ENDIREH2021-NF-BC-TABLA	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	emocional_control	vida_relacion	escolaridad	ninguno	PUBLICABLE	5637	3413	0.3574477867570608	0.34127137873726165	0.3745628851495208	0.009174730974616766	2579518.0	200	
RESULT-ENDIREH2021-NF-BC-TABLA	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	emocional_control	vida_relacion	escolaridad	basica	PUBLICABLE	56718	15039	0.3654808948507395	0.3598087826635446	0.37254271224006846	0.0031547880298717487	24496197.0	200	
RESULT-ENDIREH2021-NF-BC-TABLA	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	emocional_control	vida_relacion	escolaridad	media_superior	PUBLICABLE	22336	11763	0.3524427579785936	0.3444085469129046	0.36178423272148713	0.004535416913864344	10654760.0	200	
RESULT-ENDIREH2021-NF-BC-TABLA	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	emocional_control	vida_relacion	escolaridad	superior	PUBLICABLE	20525	11125	0.32616267293066303	0.31682112532439555	0.33614580126994564	0.004880210046421572	9582381.0	200	
RESULT-ENDIREH2021-NF-BC-TABLA	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	emocional_control	vida_relacion	localidad	U	PUBLICABLE	52059	14276	0.3587058283641437	0.3524559915217367	0.36449739944347964	0.003155766522531638	25597903.0	200	
RESULT-ENDIREH2021-NF-BC-TABLA	CALC-ENDIREH-PISOS-2021-NOFISICA-BC-0001	197b2f696aefc02ed60395644dca21826d7c322f05c99b491904a6bc60141a0c	emocional_control	vida_relacion	localidad	C	PUBLICABLE	27229	1797	0.36476565787921134	0.3566010092559266	0.37459300552042935	0.004732633890493222	10856499.0	200	
