result_id	calc_id	resultados_sha256	resultado	ventana	eje	categoria	estado	n	upm	p	ic95_lo	ic95_hi	se	masa_ponderada	replicas_n	causa
RESULT-ENDIREH2006-MOD-TABLA	CALC-ENDIREH-PISOS-2006-MODULOS-0002	e3ce066c8cdb661b2059922fdd48740f9f24163910e1a13fda9ea1568476a7a5	comunitaria_aviso_o_denuncia		nacional	MX	PUBLICABLE	49646	16030	0.43764610197244397	0.42947336374974293	0.4456995326644273	0.004422140456697492	14110008.0	200	
RESULT-ENDIREH2006-MOD-TABLA	CALC-ENDIREH-PISOS-2006-MODULOS-0002	e3ce066c8cdb661b2059922fdd48740f9f24163910e1a13fda9ea1568476a7a5	comunitaria_aviso_o_denuncia		edad	15-29	PUBLICABLE	20272	11708	0.505265213509002	0.49247999721723035	0.5178672759655198	0.006421502604832313	6252453.0	200	
RESULT-ENDIREH2006-MOD-TABLA	CALC-ENDIREH-PISOS-2006-MODULOS-0002	e3ce066c8cdb661b2059922fdd48740f9f24163910e1a13fda9ea1568476a7a5	comunitaria_aviso_o_denuncia		edad	30-44	PUBLICABLE	17756	10790	0.4094539434676182	0.3960382130872365	0.4207172116961461	0.00655940361506758	4663345.0	200	
RESULT-ENDIREH2006-MOD-TABLA	CALC-ENDIREH-PISOS-2006-MODULOS-0002	e3ce066c8cdb661b2059922fdd48740f9f24163910e1a13fda9ea1568476a7a5	comunitaria_aviso_o_denuncia		edad	45-59	PUBLICABLE	8958	6749	0.3619987442790344	0.3464787899329191	0.37836948590909886	0.008124995791112272	2420920.0	200	
RESULT-ENDIREH2006-MOD-TABLA	CALC-ENDIREH-PISOS-2006-MODULOS-0002	e3ce066c8cdb661b2059922fdd48740f9f24163910e1a13fda9ea1568476a7a5	comunitaria_aviso_o_denuncia		edad	60+	PUBLICABLE	2660	2362	0.2977511670912594	0.27326233434097585	0.32624679461080475	0.015270370341888601	773290.0	200	
RESULT-ENDIREH2006-MOD-TABLA	CALC-ENDIREH-PISOS-2006-MODULOS-0002	e3ce066c8cdb661b2059922fdd48740f9f24163910e1a13fda9ea1568476a7a5	comunitaria_aviso_o_denuncia		escolaridad	ninguno	PUBLICABLE	1645	1471	0.36127668310181266	0.32323452564334343	0.3966980093712057	0.01903211905248439	555314.0	200	
RESULT-ENDIREH2006-MOD-TABLA	CALC-ENDIREH-PISOS-2006-MODULOS-0002	e3ce066c8cdb661b2059922fdd48740f9f24163910e1a13fda9ea1568476a7a5	comunitaria_aviso_o_denuncia		escolaridad	basica	PUBLICABLE	22165	11226	0.4127849268282462	0.40298546090592796	0.4240177054026905	0.005639402827471562	6681540.0	200	
RESULT-ENDIREH2006-MOD-TABLA	CALC-ENDIREH-PISOS-2006-MODULOS-0002	e3ce066c8cdb661b2059922fdd48740f9f24163910e1a13fda9ea1568476a7a5	comunitaria_aviso_o_denuncia		escolaridad	media_superior	PUBLICABLE	13966	9059	0.47421861401571735	0.46008914563360015	0.48935433619597984	0.0073432540443307956	3849250.0	200	
RESULT-ENDIREH2006-MOD-TABLA	CALC-ENDIREH-PISOS-2006-MODULOS-0002	e3ce066c8cdb661b2059922fdd48740f9f24163910e1a13fda9ea1568476a7a5	comunitaria_aviso_o_denuncia		escolaridad	superior	PUBLICABLE	11562	7432	0.46027604886592444	0.4439910965491231	0.4762117321142137	0.008932225559354776	2930713.0	200	
RESULT-ENDIREH2006-MOD-TABLA	CALC-ENDIREH-PISOS-2006-MODULOS-0002	e3ce066c8cdb661b2059922fdd48740f9f24163910e1a13fda9ea1568476a7a5	comunitaria_aviso_o_denuncia		localidad	R	PUBLICABLE	3741	940	0.4322799379562018	0.40657552210593817	0.4555421529524558	0.01283526476482089	1398367.0	200	
RESULT-ENDIREH2006-MOD-TABLA	CALC-ENDIREH-PISOS-2006-MODULOS-0002	e3ce066c8cdb661b2059922fdd48740f9f24163910e1a13fda9ea1568476a7a5	comunitaria_aviso_o_denuncia		localidad	U	PUBLICABLE	45905	15090	0.4382364165256083	0.42995248899101646	0.4474354773256066	0.0046009840135756265	12711641.0	200	
RESULT-ENDIREH2006-MOD-TABLA	CALC-ENDIREH-PISOS-2006-MODULOS-0002	e3ce066c8cdb661b2059922fdd48740f9f24163910e1a13fda9ea1568476a7a5	comunitaria_aviso_o_denuncia		pareja	MC	PUBLICABLE	27929	13635	0.40737072157828497	0.394989925357217	0.417040255221713	0.005121668278571108	7482958.0	200	
