result_id	calc_id	resultados_sha256	resultado	ventana	eje	categoria	estado	n	upm	p	ic95_lo	ic95_hi	se	masa_ponderada	replicas_n	causa
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		nacional	MX	PUBLICABLE	86879	16633	0.9102008493487352	0.906082908365139	0.9140900871044262	0.0020782416661550567	24871527.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		edad	15-29	PUBLICABLE	20175	9344	0.9019725145572322	0.8945842787555675	0.9088245420083547	0.003443922779260119	5992554.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		edad	30-44	PUBLICABLE	33508	13033	0.9174523705294351	0.9128329988563225	0.9219104634215947	0.0023696088054210476	9651325.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		edad	45-59	PUBLICABLE	23151	11492	0.9169437474651064	0.9111845332456439	0.9222852887857933	0.002795147508017337	6412991.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		edad	60+	PUBLICABLE	10045	6330	0.8874910868358027	0.8774982988781636	0.8965465171552394	0.005268481050590416	2814657.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		escolaridad	ninguno	PUBLICABLE	5422	3069	0.8452319114891269	0.8303097265797958	0.8588607430210576	0.008102417735264341	1913618.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		escolaridad	basica	PUBLICABLE	51235	13612	0.9011918463042897	0.8966159131162336	0.9064468482953777	0.0025551588931182765	15201205.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		escolaridad	media_superior	PUBLICABLE	18561	10393	0.9363276676291806	0.9309524327288343	0.9425838808634431	0.002992271895294954	4869886.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		escolaridad	superior	PUBLICABLE	11484	7381	0.9565443984850048	0.9495248060638889	0.9618853156111351	0.002929473196563486	2820603.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		localidad	U	PUBLICABLE	69040	15740	0.9193667879061109	0.915982807743443	0.9233182284741585	0.0019784386453546	18667742.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		localidad	R	PUBLICABLE	17839	893	0.8826197232818352	0.8712262113415244	0.892821599620825	0.005513816306990794	6203785.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		pareja	A	PUBLICABLE	86879	16633	0.9102008493487352	0.9058301725023129	0.9131546228023331	0.0019820530315358366	24871527.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		pareja	B	SUPRIMIDA	0	0						0	soporte
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		pareja	C	SUPRIMIDA	0	0						0	soporte
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		entidad	01	PUBLICABLE	3141	482	0.9070981677040069	0.8959552537491393	0.9191083442254508	0.005500665143633564	246303.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		entidad	02	PUBLICABLE	2545	635	0.9382514719319371	0.9286145419432501	0.9466775864823731	0.004563052923217757	661036.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		entidad	03	PUBLICABLE	2595	386	0.9106134649143617	0.8978422480430025	0.9233807741580691	0.006444674744802437	147539.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		entidad	04	PUBLICABLE	2912	456	0.8947150422062602	0.883197372156695	0.907586829670289	0.006440773466913758	190730.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		entidad	05	PUBLICABLE	2797	604	0.9357902293726635	0.9236685483118795	0.950140821575097	0.0067483347199144865	644933.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		entidad	06	PUBLICABLE	2501	490	0.9184849526100278	0.9027445008958831	0.9318321894588848	0.00734468019514955	139692.0	200	
RESULT-ENDIREH2011-MOD-TABLA	CALC-ENDIREH-PISOS-2011-MODULOS-0001	e202c81d3addf8c0e2344af32c921da2219185db80ab81b58f660899fd324c63	decision_gasto		entidad	07	PUBLICABLE	2908	557	0.8434043358279123	0.806997217739811	0.8797547722473951	0.01929297729708731	1046536.0	200	
