calc	conducta	dominio	ola	eje	categoria	p	ic_lo	ic_hi	icc_lo	icc_hi	n	result_id_p
CALC-ENBIARE-PISOS-BIENESTAR-0001	CUENTA-APOYO-AMISTADES	CAPITAL_SOCIAL	2021	EDAD	18-29	0.703211	0.689067	0.718163			7723	RESULT-ENBIARE-PISOS-BIENESTAR-CUENTA-APOYO-AMISTADES-2021-EDAD-18-29-P
CALC-ENBIARE-PISOS-BIENESTAR-0001	CUENTA-APOYO-AMISTADES	CAPITAL_SOCIAL	2021	EDAD	30-44	0.728529	0.716808	0.740296			10087	RESULT-ENBIARE-PISOS-BIENESTAR-CUENTA-APOYO-AMISTADES-2021-EDAD-30-44-P
CALC-ENBIARE-PISOS-BIENESTAR-0001	CUENTA-APOYO-AMISTADES	CAPITAL_SOCIAL	2021	EDAD	45-59	0.745596	0.732270	0.758500			7726	RESULT-ENBIARE-PISOS-BIENESTAR-CUENTA-APOYO-AMISTADES-2021-EDAD-45-59-P
CALC-ENBIARE-PISOS-BIENESTAR-0001	CUENTA-APOYO-AMISTADES	CAPITAL_SOCIAL	2021	EDAD	60-MAS	0.708203	0.688938	0.726784			5630	RESULT-ENBIARE-PISOS-BIENESTAR-CUENTA-APOYO-AMISTADES-2021-EDAD-60-MAS-P
CALC-ENBIARE-PISOS-BIENESTAR-0001	CUENTA-APOYO-AMISTADES	CAPITAL_SOCIAL	2021	ESCOLARIDAD	HASTA-PRIMARIA	0.661515	0.644487	0.677414			7658	RESULT-ENBIARE-PISOS-BIENESTAR-CUENTA-APOYO-AMISTADES-2021-ESCOLARIDAD-HASTA-PRIMARIA-P
CALC-ENBIARE-PISOS-BIENESTAR-0001	CUENTA-APOYO-AMISTADES	CAPITAL_SOCIAL	2021	ESCOLARIDAD	MEDIA-SUPERIOR	0.731412	0.716726	0.746601			7092	RESULT-ENBIARE-PISOS-BIENESTAR-CUENTA-APOYO-AMISTADES-2021-ESCOLARIDAD-MEDIA-SUPERIOR-P
CALC-ENBIARE-PISOS-BIENESTAR-0001	CUENTA-APOYO-AMISTADES	CAPITAL_SOCIAL	2021	ESCOLARIDAD	SECUNDARIA	0.686277	0.673301	0.698890			9535	RESULT-ENBIARE-PISOS-BIENESTAR-CUENTA-APOYO-AMISTADES-2021-ESCOLARIDAD-SECUNDARIA-P
CALC-ENBIARE-PISOS-BIENESTAR-0001	CUENTA-APOYO-AMISTADES	CAPITAL_SOCIAL	2021	ESCOLARIDAD	SUPERIOR	0.819857	0.806185	0.833474			6820	RESULT-ENBIARE-PISOS-BIENESTAR-CUENTA-APOYO-AMISTADES-2021-ESCOLARIDAD-SUPERIOR-P
CALC-ENBIARE-PISOS-BIENESTAR-0001	CUENTA-APOYO-AMISTADES	CAPITAL_SOCIAL	2021	SEXO	HOMBRE	0.735606	0.724961	0.745879			14255	RESULT-ENBIARE-PISOS-BIENESTAR-CUENTA-APOYO-AMISTADES-2021-SEXO-HOMBRE-P
CALC-ENBIARE-PISOS-BIENESTAR-0001	CUENTA-APOYO-AMISTADES	CAPITAL_SOCIAL	2021	SEXO	MUJER	0.710553	0.700288	0.721222			16911	RESULT-ENBIARE-PISOS-BIENESTAR-CUENTA-APOYO-AMISTADES-2021-SEXO-MUJER-P
