indicador_id,indicador_tipo,interaccion,ventana_referencia,dominio_id,dominio,n_entrevistados,peso_entrevistados,n_expuestos,peso_expuestos,n_si,peso_si,n_no,peso_no,n_desconocido,peso_desconocido,n_elegibilidad_desconocida,peso_elegibilidad_desconocida,n_sin_interaccion,peso_sin_interaccion,n_denominador_observado,peso_denominador_observado,proporcion_observada,porcentaje_observado,masa_desconocida_entre_expuestos,limite_inferior_faltantes,limite_superior_faltantes,incertidumbre_muestral,estado,ponderador,unidad,uso
COMPUESTO-SEIS-INTERACCIONES,compuesto descriptivo propio,Al menos una de seis interacciones,ventana propia de cada interacción (una o dos años),TOTAL,Total nacional cubierto,1322,484464.218750000000,257,49044.606323242188,38,7300.364746093750,204,40603.156250000000,15,1141.085327148438,16,2273.663330078125,1049,433145.937500000000,242,47903.520996093750,0.152397247515,15.239724751525,0.023266275595,0.148851531155,0.172117806749,IC-DE-DISEÑO-NO-ESTIMABLE-CON-INSUMOS-DISPONIBLES,OK,wmedian,establecimientos expuestos,CONTEXTO-INFORME-NO-CALIBRA;UNIDAD-DISTINTA-NO-TRANSFERENCIA
COMPUESTO-SEIS-INTERACCIONES,compuesto descriptivo propio,Al menos una de seis interacciones,ventana propia de cada interacción (una o dos años),PEQUENA,Pequeña (5-19),624,382616.812500000000,104,34956.525222778320,17,5349.212890625000,85,29434.335937500000,2,172.976394653320,6,2049.485107421875,514,345610.812500000000,102,34783.548828125000,0.153785713961,15.378571396084,0.004948329205,0.153024731621,0.157973060826,IC-DE-DISEÑO-NO-ESTIMABLE-CON-INSUMOS-DISPONIBLES,OK,wmedian,establecimientos expuestos,CONTEXTO-INFORME-NO-CALIBRA;UNIDAD-DISTINTA-NO-TRANSFERENCIA
COMPUESTO-SEIS-INTERACCIONES,compuesto descriptivo propio,Al menos una de seis interacciones,ventana propia de cada interacción (una o dos años),MEDIANA,Mediana (20-99),305,78281.203125000000,62,9680.212646484375,8,1300.503051757812,49,7889.317871093750,5,490.391723632812,3,143.240386962891,240,68457.750000000000,57,9189.820922851562,0.141515603261,14.151560326099,0.050659189167,0.134346537545,0.185005726712,IC-DE-DISEÑO-NO-ESTIMABLE-CON-INSUMOS-DISPONIBLES,OK,wmedian,establecimientos expuestos,CONTEXTO-INFORME-NO-CALIBRA;UNIDAD-DISTINTA-NO-TRANSFERENCIA
COMPUESTO-SEIS-INTERACCIONES,compuesto descriptivo propio,Al menos una de seis interacciones,ventana propia de cada interacción (una o dos años),GRANDE,Grande (100-250),229,18044.708984375000,44,2902.856201171875,7,451.027709960938,34,2106.186767578125,3,345.641723632812,5,76.210311889648,180,15065.640625000000,41,2557.214477539062,0.176374611485,17.637461148546,0.119069530035,0.155373769386,0.274443299421,IC-DE-DISEÑO-NO-ESTIMABLE-CON-INSUMOS-DISPONIBLES,OK,wmedian,establecimientos expuestos,CONTEXTO-INFORME-NO-CALIBRA;UNIDAD-DISTINTA-NO-TRANSFERENCIA
COMPUESTO-SEIS-INTERACCIONES,compuesto descriptivo propio,Al menos una de seis interacciones,ventana propia de cada interacción (una o dos años),EXTRA-GRANDE,Extra grande (251+),164,5521.468750000000,47,1505.013092041016,6,199.621002197266,36,1173.316650390625,5,132.075439453125,2,4.727458000183,115,4011.728515625000,42,1372.937652587891,0.145396990039,14.539699003884,0.087757003678,0.132637385849,0.220394389527,IC-DE-DISEÑO-NO-ESTIMABLE-CON-INSUMOS-DISPONIBLES,OK,wmedian,establecimientos expuestos,CONTEXTO-INFORME-NO-CALIBRA;UNIDAD-DISTINTA-NO-TRANSFERENCIA
INTERACCION-ELECTRICIDAD,tasa separada documentada,Conexión eléctrica,últimos dos años,TOTAL,Total nacional cubierto,1322,484464.218750000000,44,15237.445281982422,8,4169.133300781250,33,10933.465820312500,3,134.846160888672,6,394.146453857422,1272,468832.625000000000,41,15102.599121093750,0.276054026685,27.605402668460,0.008849656776,0.273611043297,0.282460700073,IC-DE-DISEÑO-NO-ESTIMABLE-CON-INSUMOS-DISPONIBLES,OK,wmedian,establecimientos expuestos,CONTEXTO-INFORME-NO-CALIBRA;UNIDAD-DISTINTA-NO-TRANSFERENCIA
INTERACCION-ELECTRICIDAD,tasa separada documentada,Conexión eléctrica,últimos dos años,PEQUENA,Pequeña (5-19),624,382616.812500000000,19,12997.409179687500,5,3296.480468750000,14,9700.928710937500,0,0.000000000000,2,198.901489257812,603,369420.500000000000,19,12997.409179687500,0.253625966774,25.362596677358,0.000000000000,0.253625966774,0.253625966774,IC-DE-DISEÑO-NO-ESTIMABLE-CON-INSUMOS-DISPONIBLES,OK,wmedian,establecimientos expuestos,CONTEXTO-INFORME-NO-CALIBRA;UNIDAD-DISTINTA-NO-TRANSFERENCIA
INTERACCION-ELECTRICIDAD,tasa separada documentada,Conexión eléctrica,últimos dos años,MEDIANA,Mediana (20-99),305,78281.203125000000,8,1387.505935668945,2,790.645446777344,5,508.655426025391,1,88.205062866211,1,97.567634582520,296,76796.132812500000,7,1299.300872802734,0.608516059157,60.851605915713,0.063570944526,0.569832118517,0.633403063043,IC-DE-DISEÑO-NO-ESTIMABLE-CON-INSUMOS-DISPONIBLES,OK,wmedian,establecimientos expuestos,CONTEXTO-INFORME-NO-CALIBRA;UNIDAD-DISTINTA-NO-TRANSFERENCIA
INTERACCION-ELECTRICIDAD,tasa separada documentada,Conexión eléctrica,últimos dos años,GRANDE,Grande (100-250),229,18044.708984375000,10,719.925102233887,1,82.007225036621,8,612.988159179688,1,24.929718017578,3,97.677352905273,216,17227.105468750000,9,694.995384216309,0.117996790913,11.799679091264,0.034628210546,0.113910773193,0.148538983739,IC-DE-DISEÑO-NO-ESTIMABLE-CON-INSUMOS-DISPONIBLES,OK,wmedian,establecimientos expuestos,CONTEXTO-INFORME-NO-CALIBRA;UNIDAD-DISTINTA-NO-TRANSFERENCIA
INTERACCION-ELECTRICIDAD,tasa separada documentada,Conexión eléctrica,últimos dos años,EXTRA-GRANDE,Extra grande (251+),164,5521.468750000000,7,132.604518890381,0,0.000000000000,6,110.893142700195,1,21.711376190186,0,0.000000000000,157,5388.864746093750,6,110.893142700195,0.000000000000,0.000000000000,0.163730288921,0.000000000000,0.163730288921,IC-DE-DISEÑO-NO-ESTIMABLE-CON-INSUMOS-DISPONIBLES,OK,wmedian,establecimientos expuestos,CONTEXTO-INFORME-NO-CALIBRA;UNIDAD-DISTINTA-NO-TRANSFERENCIA
