# data/inventario-reactivos-contexto-fd26-v1_0.tsv -- sucesor overlay; no reordena fuentes historicas
# contexto_busqueda es vocabulario editorial de recuperacion, no texto literal de la fuente
# {"extractor_version": "reactivos-contexto-1.1.7", "filas_con_texto_publicadas": 17888, "filas_metadato_perimetro": 36707, "filas_sin_texto_residual": 18819, "fuentes": {"ADQ15_CNBV_AhorroFinanciero_Financiamiento/Diccionario_DGEE.xlsx": "651e0d17f27e", "ADQ15_CNBV_AhorroFinanciero_Financiamiento/Glosario_Base_de_Ahorro_Financiero_y_Financiamiento.xlsx": "25ec5f80c235", "ADQ15_CNBV_BDIF_inclusion_financiera/Diccionario_DGPASF.xlsx": "8c45e5684625", "ADQ15_CNBV_BDIF_inclusion_financiera/Glosario_Datos_Abiertos_DGASF.xlsx": "18d8d88392bb", "Censo2020_CAAS_descriptor_bd.xlsx": "ca169ac742c3", "Censo2020_CEU_descriptor_bd.xlsx": "b497acecd542", "diccionario_cuestionario_ampliado_cpv2020.xlsx": "e728cdac1872", "elcos2012/elcos_fd.xls": "5d93835e086b", "enasem2018/enasem_2018_fd.xlsx": "00d1cd1ac75c", "enasem2021/enasem_2021_fd.xlsx": "00f5dfaef813", "enasem2024/enasem_2024_fd.xlsx": "79b02638baa7", "enasic2022/enasic_2022_fd.xlsx": "33c692e05bd7", "enbiare2021/enbiare_2021_fd.pdf": "8a79265d8c1f", "encig2011/fd_encig2011.pdf": "62923b38a66f", "endireh2006/fd_endireh06.xls": "019b47033407", "endireh2011/fd_endireh11.xls": "b038c66d69bc", "endutih2023/FD_ENDUTIH2023.xlsx": "0f78146a6d61", "endutih2024/fd_endutih2024.xlsx": "ecdf95924b0b", "endutih2025/fd_endutih2025.xlsx": "d02caecea044", "enfih2019/enfih_2019_fd.xlsx": "326b68b34279", "enpol2021/fd_enpol2021.pdf": "7f3a23e15782", "enti2022/enti_2022_fd.pdf": "40b570551e12", "enut2009_fd.pdf": "7f51369ae142", "enut2019_fd.xlsx": "8577edc8e1f2", "enut2024_fd.xlsx": "4a7dddf1bc06", "fd_enadid23.xlsx": "d56582b7ace0", "fd_iter_cpv2020.pdf": "1b7ea20fb8f0", "mociba2015/mociba2015_fd.xlsx": "d22b978b21b4", "mociba2016/mociba2016_fd.xlsx": "bf54150e6b7e", "mociba2017/mociba2017_fd.xlsx": "636f2df5f630"}, "grupos_residuales": 370, "motivos_residuales": {"CORRESPONDENCIA_AMBIGUA": 9396, "ETIQUETA_TECNICA_NO_ACREDITADA": 7108, "PREGUNTA_NO_LOCALIZADA": 2315}, "objetos": ["ADQ15_CNBV_AhorroFinanciero_Financiamiento", "ADQ15_CNBV_BDIF_inclusion_financiera", "censo2020", "cpv2020", "elcos2012", "enadid2023", "enasem2018", "enasem2021", "enasem2024", "enasic2022", "enbiare2021", "encig2011", "endireh2006", "endireh2011", "endutih2023", "endutih2024", "endutih2025", "enfih2019", "enpol2021", "enti2022", "enut2009", "enut2019", "enut2024", "mociba2015", "mociba2016", "mociba2017"]}
id_origen	payload_id	sha256_12	instrumento	ola	archivo_miembro	variable_id	texto_reactivo	texto_tipo	contexto_busqueda	metodo	universo_declarado	fuente_texto	fuente_sha256_12	referencia_fuente
ext:17201	endireh2011/bd_endireh_2011_dta.zip	5bf6f4828709	endireh2011	2011	bd_endireh_2011_dta/TDunida1.dta	CONTROL	Control de vivienda	PREGUNTA_DICCIONARIO		INSPECT_STATA	PRESENTE_EN_DATA_RAW	endireh2011/fd_endireh11.xls	b038c66d69bc	miembro=endireh2011/fd_endireh11.xls;hoja=TDunida1;fila=21
ext:17202	endireh2011/bd_endireh_2011_dta.zip	5bf6f4828709	endireh2011	2011	bd_endireh_2011_dta/TDunida1.dta	VIV_SEL	Control de vivienda	PREGUNTA_DICCIONARIO		INSPECT_STATA	PRESENTE_EN_DATA_RAW	endireh2011/fd_endireh11.xls	b038c66d69bc	miembro=endireh2011/fd_endireh11.xls;hoja=TDunida1;fila=22
ext:17203	endireh2011/bd_endireh_2011_dta.zip	5bf6f4828709	endireh2011	2011	bd_endireh_2011_dta/TDunida1.dta	HOGAR	Control de vivienda	PREGUNTA_DICCIONARIO		INSPECT_STATA	PRESENTE_EN_DATA_RAW	endireh2011/fd_endireh11.xls	b038c66d69bc	miembro=endireh2011/fd_endireh11.xls;hoja=TDunida1;fila=23
ext:17204	endireh2011/bd_endireh_2011_dta.zip	5bf6f4828709	endireh2011	2011	bd_endireh_2011_dta/TDunida1.dta	R_SEL_M	Número de renglón de la mujer	PREGUNTA_DICCIONARIO		INSPECT_STATA	PRESENTE_EN_DATA_RAW	endireh2011/fd_endireh11.xls	b038c66d69bc	miembro=endireh2011/fd_endireh11.xls;hoja=TDunida1;fila=25
ext:17205	endireh2011/bd_endireh_2011_dta.zip	5bf6f4828709	endireh2011	2011	bd_endireh_2011_dta/TDunida1.dta	N_REN_E	Número de renglón del ex esposo o ex pareja	PREGUNTA_DICCIONARIO		INSPECT_STATA	PRESENTE_EN_DATA_RAW	endireh2011/fd_endireh11.xls	b038c66d69bc	miembro=endireh2011/fd_endireh11.xls;hoja=TDunida1;fila=33
ext:17206	endireh2011/bd_endireh_2011_dta.zip	5bf6f4828709	endireh2011	2011	bd_endireh_2011_dta/TDunida1.dta	BP1_2	1.2 ¿Usted habla alguna lengua indígena?	PREGUNTA_DICCIONARIO		INSPECT_STATA	PRESENTE_EN_DATA_RAW	endireh2011/fd_endireh11.xls	b038c66d69bc	miembro=endireh2011/fd_endireh11.xls;hoja=TDunida1;fila=36
ext:17207	endireh2011/bd_endireh_2011_dta.zip	5bf6f4828709	endireh2011	2011	bd_endireh_2011_dta/TDunida1.dta	BP1_3	1.3 ¿Su ex esposo o ex pareja habla o hablaba alguna lengua indígena?	PREGUNTA_DICCIONARIO		INSPECT_STATA	PRESENTE_EN_DATA_RAW	endireh2011/fd_endireh11.xls	b038c66d69bc	miembro=endireh2011/fd_endireh11.xls;hoja=TDunida1;fila=40
ext:17208	endireh2011/bd_endireh_2011_dta.zip	5bf6f4828709	endireh2011	2011	bd_endireh_2011_dta/TDunida1.dta	BP1_4_1	1.4 Actualmente ¿usted recibe dinero o apoyo... 1 por jubilación o pensión?	PREGUNTA_DICCIONARIO		INSPECT_STATA	PRESENTE_EN_DATA_RAW	endireh2011/fd_endireh11.xls	b038c66d69bc	miembro=endireh2011/fd_endireh11.xls;hoja=TDunida1;fila=44
ext:17209	endireh2011/bd_endireh_2011_dta.zip	5bf6f4828709	endireh2011	2011	bd_endireh_2011_dta/TDunida1.dta	BP1_5_1	1.5 ¿Cuánto recibe (RESPUESTA DE 1.4)?	PREGUNTA_DICCIONARIO		INSPECT_STATA	PRESENTE_EN_DATA_RAW	endireh2011/fd_endireh11.xls	b038c66d69bc	miembro=endireh2011/fd_endireh11.xls;hoja=TDunida1;fila=49
ext:17210	endireh2011/bd_endireh_2011_dta.zip	5bf6f4828709	endireh2011	2011	bd_endireh_2011_dta/TDunida1.dta	BP1_4_2	1.4 Actualmente ¿usted recibe dinero o apoyo... 2 de familiares o conocidos de Estados Unidos de América?	PREGUNTA_DICCIONARIO		INSPECT_STATA	PRESENTE_EN_DATA_RAW	endireh2011/fd_endireh11.xls	b038c66d69bc	miembro=endireh2011/fd_endireh11.xls;hoja=TDunida1;fila=52
