# data/inventario-fd-ext-v1_0.tsv -- ACTO MAESTRA32-E12 · EXTRACTOR-FD, COMMIT-2
# Extiende data/inventario-fd-v1_1.tsv (.xlsx) al perimetro no-xlsx de FP-173/FP-175(b): PDF/XLS/HTML sueltos y zip que los envuelve. Mismo esquema de 9 columnas. Ver forense/notas/2026-08-30-fd-ext-spec.md (COMMIT-1) y forense/notas/2026-08-30-fd-ext-cierre.md (COMMIT-2).
payload_id	sha256_12	instrumento	ola	archivo_miembro	variable_id	texto_reactivo	metodo	universo_declarado
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	ENCUCI	Estructura de la base de datos	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	ENCUCI_2020_VIV	Características generales de la vivienda y del hogar principal, datos de identificación, resultado de la	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	ENCUCI_2020_SD	Características sociodemográficas: Lista de personas, parentesco, sexo, edad, fecha de nacimiento,	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	ENCUCI_2020_SEC_4_5	Contiene información sobre sentido de arraigo y pertenencia; conocimiento e interés en asuntos públicos	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	ENCUCI_2020_SEC_9_10	Contiene información sobre representación social y política, así como características del informante	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	Mnemónico	Pregunta	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	(3)	(2)	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	Mnemónico	Pregunta	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	(3)	(2)	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	Mnemónico	Pregunta	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	(3)	(2)	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	Mnemónico	Pregunta	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	(3)	(2)	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	Mnemónico	Pregunta	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	(3)	(2)	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	Mnemónico	Pregunta	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	(3)	(2)	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	Mnemónico	Pregunta	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
FD_ENCUCI2020.pdf	6cd6f7475a0b	encuci2020	NO_DETERMINADO	FD_ENCUCI2020.pdf	(3)	(2)	INSPECT_PDF_FD	PRESENTE_EN_DATA_RAW
