# data/inventario-reactivos-descargas-mx-v1_0.tsv -- ACTO MAESTRA37-L1, P1, COMMIT-2.
# Union de dos corridas sobre la raiz descargas_mx (data/raices.local.yaml): tools/inventario_reactivos.py --raiz descargas_mx (inspect_assets.py: zip/pdf/xlsx/xls/html/csv/tsv/txt/json/xml) + tools/inventario_reactivos_ext.py --raiz descargas_mx (formatos estadisticos .dta/.sav/.dbf/.rdata). Mismas columnas y mismo metodo que las tablas v1_2/ext-v1_0; NO se etiqueta v1_1/v1_2 (esa capa opera sobre payload_id de data/raw, no de esta raiz).
# Cobertura base (inspect_assets): 210/224 payloads con >=1 fila (14082 filas). Cobertura ext: 35/111 payloads con >=1 fila (17592 filas). Union: 31674 filas de dato.
# universo_declarado hereda el valor PRESENTE_EN_DATA_RAW de los scripts fuente por diseno (no se edita la columna): significa PRESENTE_EN_LA_RAIZ_INDEXADA, ver 'raiz' del comando invocado.
payload_id	sha256_12	instrumento	ola	archivo_miembro	variable_id	texto_reactivo	metodo	universo_declarado
AGS_PEL_2016.zip	5373242a2cb9	(raiz)	NO_DETERMINADO	AGS_PEL_2016/AYUNTAMIENTOS_csv/2016_SEE_AYUN_AGS_CAS.csv	CABECERA_DISTRITAL		INSPECT_ZIP	PRESENTE_EN_DATA_RAW
AGS_PEL_2016.zip	5373242a2cb9	(raiz)	NO_DETERMINADO	AGS_PEL_2016/AYUNTAMIENTOS_csv/2016_SEE_AYUN_AGS_CAS.csv	CAND_IND10		INSPECT_ZIP	PRESENTE_EN_DATA_RAW
AGS_PEL_2016.zip	5373242a2cb9	(raiz)	NO_DETERMINADO	AGS_PEL_2016/AYUNTAMIENTOS_csv/2016_SEE_AYUN_AGS_CAS.csv	CAND_IND11		INSPECT_ZIP	PRESENTE_EN_DATA_RAW
AGS_PEL_2016.zip	5373242a2cb9	(raiz)	NO_DETERMINADO	AGS_PEL_2016/AYUNTAMIENTOS_csv/2016_SEE_AYUN_AGS_CAS.csv	CAND_IND12		INSPECT_ZIP	PRESENTE_EN_DATA_RAW
AGS_PEL_2016.zip	5373242a2cb9	(raiz)	NO_DETERMINADO	AGS_PEL_2016/AYUNTAMIENTOS_csv/2016_SEE_AYUN_AGS_CAS.csv	CAND_IND13		INSPECT_ZIP	PRESENTE_EN_DATA_RAW
AGS_PEL_2016.zip	5373242a2cb9	(raiz)	NO_DETERMINADO	AGS_PEL_2016/AYUNTAMIENTOS_csv/2016_SEE_AYUN_AGS_CAS.csv	CAND_IND14		INSPECT_ZIP	PRESENTE_EN_DATA_RAW
AGS_PEL_2016.zip	5373242a2cb9	(raiz)	NO_DETERMINADO	AGS_PEL_2016/AYUNTAMIENTOS_csv/2016_SEE_AYUN_AGS_CAS.csv	CAND_IND15		INSPECT_ZIP	PRESENTE_EN_DATA_RAW
AGS_PEL_2016.zip	5373242a2cb9	(raiz)	NO_DETERMINADO	AGS_PEL_2016/AYUNTAMIENTOS_csv/2016_SEE_AYUN_AGS_CAS.csv	CAND_IND16		INSPECT_ZIP	PRESENTE_EN_DATA_RAW
AGS_PEL_2016.zip	5373242a2cb9	(raiz)	NO_DETERMINADO	AGS_PEL_2016/AYUNTAMIENTOS_csv/2016_SEE_AYUN_AGS_CAS.csv	CAND_IND9		INSPECT_ZIP	PRESENTE_EN_DATA_RAW
AGS_PEL_2016.zip	5373242a2cb9	(raiz)	NO_DETERMINADO	AGS_PEL_2016/AYUNTAMIENTOS_csv/2016_SEE_AYUN_AGS_CAS.csv	CASILLA		INSPECT_ZIP	PRESENTE_EN_DATA_RAW
