# data/inventario-reactivos-descargas-mx-v1_2.tsv -- ACTO MAESTRA38-LOTE-CRUCE, piezas (a)/(b)/(f) (6/sep/2026).
# UNION de tres conjuntos, verificada por conteo, no supuesta:
#   (i)  v1_1 completo (42 535 filas, ACTO MAESTRA37-A1 P4) -- v1_1 NO se toca;
#   (ii) el v1_2 ANTERIOR (28 922 filas, snapshot de v1_0 congelado por ACTO MAESTRA38-A1) -- de el, 9 443 filas
#        (las de UNIVERSO-2026-09/) NO estan en v1_1: v1_1 no contiene a v1_2, ni al reves. Reconstruir v1_2
#        solo desde v1_1 habria borrado esas 9 443 filas en silencio. Verificado con diferencia de conjuntos.
#   (iii) las filas nuevas de este acto: data_raw losmexicanos_unam_iij/, cultura_constitucional_unam_iij/,
#        ecopred2014/, A6_MMAD_PROTESTA_MEXICO/ (S11-CRUCE-spec-v1_0.md §0.2: el manifiesto las pone en data_raw,
#        no en descargas_mx) + descargas_mx UNIVERSO-2026-09/CSES/ (3 .sav CIDE-CSES 2015, 0 filas en todo
#        inventario previo) + relectura de LAPOP 2021/2023.
# Generado importando tools/inventario_reactivos_ext.py::procesar_payload y tools/inventario_reactivos.py::procesar
# sin editarlos (tools/*.py es NO-TOCA en el perimetro de este acto).
payload_id	sha256_12	instrumento	ola	archivo_miembro	variable_id	texto_reactivo	metodo	universo_declarado
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	ccode		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	country		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	endday		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	endmonth		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	endyear		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	id		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	location		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	notes		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	participants		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	participants_category		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	protest		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	protesterdemand1		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	protesterdemand2		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	protesterdemand3		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	protesterdemand4		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	protesteridentity		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	protesterviolence		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	protestnumber		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	region		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	sources		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	startday		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	startmonth		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	startyear		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	stateresponse1		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	stateresponse2		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	stateresponse3		INSPECT_CSV	PRESENTE_EN_DATA_RAW
A6_MMAD_PROTESTA_MEXICO/mmALL_073120_csv.csv	5906226e24c9	A6_MMAD_PROTESTA_MEXICO	NO_DETERMINADO	mmALL_073120_csv.csv	stateresponse4		INSPECT_CSV	PRESENTE_EN_DATA_RAW
