# data/inventario-reactivos-ext-v1_0.tsv -- ACTO MAESTRA32-E3 · EXTRACTOR-DTA (v2), COMMIT-2
# Rama (a) de FP-175 (mesa, 30/ago/2026): formatos estadisticos .dta/.sav/.por/.sas7bdat/.xpt (pyreadstat metadataonly=True), .dbf (dbfread, load=False) y .rdata/.rds (pyreadr list_objects), sueltos o miembros de zip, sobre el perimetro re-derivado de data/cobertura-composicion-v1_0.tsv causa B: 125 .zip + 8 .dta sueltos = 133 payloads. Metadato puro: NUNCA se carga un valor de dato.
# Cobertura: payloads con >=1 fila = 123/133 (92.5%); falsador COMMIT-1(e) <50% no disparado. Filas con texto_reactivo no vacio = 24035/63242 (38.0%) -- .dbf/.rdata solo dan nombres, por diseno de biblioteca.
# Reutiliza sin editar: tools/inventario_reactivos.py (sha256_file_12, sanitiza_celda), tools/etiqueta_v1_2.py (aplica_v1_1, aplica_v1_2, familias_canonicas, carga_manifiesto). Fallos por payload documentados como fila ERROR, no parchados.
payload_id	sha256_12	instrumento	ola	archivo_miembro	variable_id	texto_reactivo	metodo	universo_declarado
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	edo		INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	estado		INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	mun		INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	municipality		INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	precinct		INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	random		INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	rank		INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	treatment		INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	treatment1	treatment== 1.0000	INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	treatment2	treatment== 2.0000	INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	treatment3	treatment== 3.0000	INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	anal05	Illiteracy	INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	spri05	No primary school	INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	sdye05	No sewage	INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	see05	No electricity	INSPECT_STATA	PRESENTE_EN_DATA_RAW
ADQ15_JPAL_Experimento_Informacion_Electoral_2009/Replication-files-24ft7wz.zip	bade222ed313	(sin-instrumento-derivable)	NO_DETERMINADO	Replication files/Chongetal_aggregate_JOP.dta	sagua05	No safe water	INSPECT_STATA	PRESENTE_EN_DATA_RAW
