variante,desglose,grupo,medida,estimacion,ic95_inferior,ic95_superior,estado,n_marco_grupo,masa_marco_grupo,n_valido_comun,masa_valida_comun,cobertura_n,cobertura_ponderada,n_participantes,masa_participantes,ponderador,unidad
CON_CP,nacional,total,participacion,0.518455640213,0.510337996388,0.525960953249,OK,73891,107537532.000000000000,73891,107537532.000000000000,1.000000000000,1.000000000000,39837,55753440.000000000000,FAC_PER,proporcion
CON_CP,nacional,total,media_incluye_ceros,11.115436729569,10.811339893002,11.424752110605,OK,73891,107537532.000000000000,73891,107537532.000000000000,1.000000000000,1.000000000000,39837,55753440.000000000000,FAC_PER,horas/semana
CON_CP,nacional,total,media_participantes,21.439513561854,20.957299450820,21.941566341825,OK,73891,107537532.000000000000,73891,107537532.000000000000,1.000000000000,1.000000000000,39837,55753440.000000000000,FAC_PER,horas/semana
CON_CP,sexo,hombre,participacion,0.474644146262,0.465316666599,0.483509000415,OK,34063,50028349.000000000000,34063,50028349.000000000000,1.000000000000,1.000000000000,16721,23745663.000000000000,FAC_PER,proporcion
CON_CP,sexo,hombre,media_incluye_ceros,6.641489830429,6.416351156550,6.860618805816,OK,34063,50028349.000000000000,34063,50028349.000000000000,1.000000000000,1.000000000000,16721,23745663.000000000000,FAC_PER,horas/semana
CON_CP,sexo,hombre,media_participantes,13.992566605391,13.606435745847,14.372230090500,OK,34063,50028349.000000000000,34063,50028349.000000000000,1.000000000000,1.000000000000,16721,23745663.000000000000,FAC_PER,horas/semana
CON_CP,sexo,mujer,participacion,0.556568104958,0.547896538132,0.564404058247,OK,39828,57509183.000000000000,39828,57509183.000000000000,1.000000000000,1.000000000000,23116,32007777.000000000000,FAC_PER,proporcion
CON_CP,sexo,mujer,media_incluye_ceros,15.007409545069,14.559374689400,15.441776960587,OK,39828,57509183.000000000000,39828,57509183.000000000000,1.000000000000,1.000000000000,23116,32007777.000000000000,FAC_PER,horas/semana
CON_CP,sexo,mujer,media_participantes,26.964192542435,26.302960261701,27.638874782723,OK,39828,57509183.000000000000,39828,57509183.000000000000,1.000000000000,1.000000000000,23116,32007777.000000000000,FAC_PER,horas/semana
CON_CP,edad,12-17,participacion,0.542631767055,0.525735108322,0.558712934272,OK,9696,13301466.000000000000,9696,13301466.000000000000,1.000000000000,1.000000000000,5453,7217798.000000000000,FAC_PER,proporcion
CON_CP,edad,12-17,media_incluye_ceros,5.614258023639,5.244506955924,5.993287831747,OK,9696,13301466.000000000000,9696,13301466.000000000000,1.000000000000,1.000000000000,5453,7217798.000000000000,FAC_PER,horas/semana
CON_CP,edad,12-17,media_participantes,10.346349706194,9.778268652115,10.928678114881,OK,9696,13301466.000000000000,9696,13301466.000000000000,1.000000000000,1.000000000000,5453,7217798.000000000000,FAC_PER,horas/semana
