id_lectura	archivo_fuente_linea	componente_dictaminado_o_residual	contrato_existente	estado_lectura	pregunta_documental_pendiente	archivo_pieza_exacta	propietario	siguiente_operacion
LECTURA-4c062d9e-01	corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md:L10	ENCUCI 2020 mezcla pertenencia a tipos de grupo, acción comunitaria 22.1% y petición 27.4%; no estiman una misma tasa de cooperación. Faena/tandas son instituciones fuera del marco de membresía formal.		PENDIENTE-ENCUCI	¿Qué reactivos ENCUCI, periodo de referencia, filtros de edad, respuestas múltiples y ponderadores generan 23/19/16/11/22.1/27.4?	ENCUCI 2020 cuestionario, FD, diseño y tabulados básicos por localizar	ASTRA5-U3	Contratar cada reactivo y denominador; no sumar porcentajes de membresía ni equiparar a frecuencia de faena.
LECTURA-4c062d9e-02	corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md:L12	Pew 2025 18%, ENCUCI 2020 32.1% mayoría y 62.1% conocidos, WVS México 2018 Q57 10.5% son olas/escalas/universos diferentes. Q58/Q61 WVS solo contrastan familia y primera vez dentro de 2018.	ASTRA5-U0-TRUST-001;ASTRA5-U0-TRUST-002	MIXTA-WVS-CERRADO-PEW-ENCUCI-PENDIENTE	¿Qué texto, campo, peso y universo Pew 2025 producen 18%, y cuáles ENCUCI producen 32.1/62.1? ¿El grado 8-10 usa misma escala/referente?	Pew Global Attitudes 2025 México cuestionario/metodología/tabulado; ENCUCI 2020 reactivos; WVS México 2018 Q57/Q58/Q61 documentos en main	ASTRA5-U3	Usar WVS como contraste de otro año, sin sustituir Pew/ENCUCI; no llamar causal a la brecha de confianza.
LECTURA-4c062d9e-03	corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md:L14	ENSAFI 2023 P6_1_5 contrata participación actual en tanda entre adultos y entre cualquier ahorrador informal P6_1_1..6; 22% no es RESULT compatible. CONDUSEF 32.7%, cifra 41% y ROSCA/impago/organizadora siguen con fuentes y denominadores propios.	ASTRA5-U0-CAPSOC-001;ASTRA5-U0-FIN-002 (ENIF 2024, otra ventana)	MIXTA-ENSAFI-CERRADO-OTROS-PENDIENTES	¿Qué publicación/denominador CONDUSEF produce 32.7%, qué filtros ENSAFI originan 41/22%, y dónde se observaron las ROSCAs/0.005%?	ensafi2023_cuestionario_pdf §6.1 p.15; ensafi2023_fd_xlsx_zip TMODULO P6_1_1..6/FAC_ELE/UPM_DIS/EST_DIS; gen2_ensafi2023_diseno_muestral; ensafi2023_bd_csv_zip registrado sin abrir; CONDUSEF y Vélez-Ibáñez por localizar	ASTRA5-MESA-DINERO	Cotejar RESULT ENSAFI por P6_1_5 y denominadores; localizar CONDUSEF y estudio ROSCA. No sustituir con FIN-002 ENIF 2024 de últimos 12 meses.
LECTURA-4c062d9e-04	corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md:L16	Tequio como trabajo comunitario, obligación, multa y sustitución de migrante requiere municipio, norma y estudio específico; no se generaliza a todos los pueblos indígenas.		PENDIENTE-TEQUIO	¿Qué artículo constitucional y ordenanzas municipales fijan tequio y sanción, en qué comunidades/periodos se documentó coerción y pago sustituto?	Constitución Oaxaca y leyes/ordenanzas municipales; etnografías de tequio Oaxaca/Chiapas/Puebla/Guerrero por localizar	ASTRA5-MESA-RURAL	Separar existencia jurídica de prevalencia y mecanismo; acotar geografía, comunidad y sanción.
LECTURA-4c062d9e-05	corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md:L18	ENVIPE acciones conjuntas con vecinos son medida de hogar; 92.4% cifra negra ENVIPE 2023 y 60.7% inseguridad ENVIPE 2024 son olas/universos distintos; POL-002 ENVIPE 2025 no los mide.	ASTRA5-U0-POL-002	MIXTA-OLA-DISTINTA-PENDIENTE	¿Qué reactivo ENVIPE 2019/2022/nacional mide acción vecinal y base hogar? ¿Qué tablas 2023/2024 fijan 92.4/10.9/60.7?	ENVIPE 2019/2022/2023/2024 cuestionarios y tabulados básicos por ola; diseño 2025 #1089 solo para POL-002	ASTRA5-U3	Contratar hogar vecinal y cifra negra por ola; no extrapolar % estatal a nacional ni inferir que inseguridad causó chats.
LECTURA-4c062d9e-06	corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md:L20	CRAC-PC 1995/Ley 701 2011, 23 grupos armados y 64% de Guerrero agregan instituciones y coberturas diferentes; «64% del estado» carece de unidad (municipios, territorio o población).		PENDIENTE-CRAC	¿Cuál texto vigente de Ley 701 reconoce CRAC-PC y qué registro estatal define 23 grupos y 64%; cómo separa grupos homologables?	Ley 701 Guerrero versión 2011/vigente; Secretaría de Seguridad estatal 2012-18; Fini/Fuentes Díaz/Gasparello estudios primarios	ASTRA5-MESA-RURAL	Verificar norma y unidad de cobertura; separar CRAC-PC de autodefensas/imitadores.
LECTURA-4c062d9e-07	corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md:L22	Redes pentecostales como apoyo mutuo y sustituto de asistencia pública es tesis de mecanismo; concentración regional y clase exigen datos de afiliación y servicios, no solo cita cualitativa.		PENDIENTE-REDES-RELIGIOSAS	¿Qué estudio mexicano y muestra observan apoyo laboral/asistencial por iglesia, y qué censo/encuesta fija concentración norte-sur?	INEGI Censo 2020 religión; etnografías/encuestas de redes pentecostales en México por localizar	ASTRA5-MESA-RELIGION	Contratar afiliación y apoyo por separado; no afirmar sustitución de asistencia pública sin comparación de cobertura.
LECTURA-4c062d9e-08	corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md:L24	Dictator 34% y ultimatum 34-46% proceden de 11 aldeas; trust game 152/300 de Caja Mixtlán n=69 es otro juego/lugar/muestra. Ninguno estima cooperación condicional nacional ni castigo altruista en PGG urbano.		PENDIENTE-JUEGOS-MEXICO	¿Qué protocolos, grupos, pagos, tamaños y errores de Candelo/Eckel/Johnson 2005 y Caja Mixtlán 2013 generan medias, y qué juego mide castigo/condicionalidad?	Candelo et al. Games 2018 y Economics Letters 2019 artículos/datos; Di Giannatale et al. Economía Mexicana 2013; protocolo PGG mexicano por localizar	ASTRA5-U3	Leer métodos originales; mantener DG/UG/TG separados y no importar Henrich 15 sociedades como muestra mexicana.
LECTURA-4c062d9e-INT-09	corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md:L28-L43	Tres sustitutos de enforcement y «cálculo racional» son mecanismos causales no identificados por prevalencias de Pew/ENCUCI/ENVIPE; cifra negra es no denuncia/no carpeta, no tasa de impunidad o valor esperado individual.		PENDIENTE-INTERNO	¿Qué diseño identifica efecto de puente/sanción/liderazgo sobre cooperación en la misma unidad y qué variable mide percepción de sanción?	Pew/ENCUCI/ENVIPE reactivos por ola; experimento/estudio de cooperación con tratamientos de monitoreo por localizar	ASTRA5-U3	Separar estimando descriptivo de mecanismo; no convertir cifra negra en impunidad ni en utilidad esperada.
LECTURA-4c062d9e-INT-10	corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md:L43-L57	Riego/agua de Dayton-Johnson y comités, LAPOP escolaridad, World Giving y asociaciones ENCUCI mezclan comunidades, hogares/personas y escalas de ranking; Henrich 15 sociedades no incluyó México.		PENDIENTE-INTERNO	¿Qué muestras/variables de mantenimiento y heterogeneidad estudia Dayton-Johnson; qué reactivo LAPOP de participación y qué medida/ranking World Giving aplica a México?	Dayton-Johnson JEBO; estudios Palerm/Sandoval-Moreno/Perevochtchikova; LAPOP ola exacta; World Giving Index 2025 metodología; Henrich Foundations muestra	ASTRA5-MESA-RURAL	Contratar cada estudio y sitio; preservar exclusión México del estudio comparado como límite de transferencia.
