id_afirmacion	lote	report	dominio	dictamen	pieza_faltante	causa_registrada	rotulo	sucesor	receta
ASTRA5-U0-APUEST-016	apuestas	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	DINERO	MEDIBLE-CON-ADQUISICIÓN	comunicado propio, blog corporativo, entrevista en video o publicacion en canal oficial (LinkedIn/sitio) de Angel Pena (Aplazo) o Jaime Romero (Kueski) con la declaracion citada por TechCrunch (15-nov-2021) Reintentar la busqueda del canal oficial de Aplazo/Kueski (comunicado, blog, LinkedIn corpora	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-APUEST-022	apuestas	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	TRABAJO	MEDIBLE-CON-ADQUISICIÓN	CEPAL (2016), documento/informe sobre el impacto de Progresa/Oportunidades en movilidad ocupacional intergeneracional en America Latina, repositorio.cepal.org o www.cepal.org/es/publicaciones Buscar con WebSearch (cuando haya presupuesto) 'CEPAL 2016 Oportunidades movilidad ocupacional intergeneraci	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-APUEST-027	apuestas	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	MOVILIDAD	MEDIBLE-CON-ADQUISICIÓN	comunicado o estudio (DiDi, Uber, AMVO, o consultora de movilidad) con la cifra de participacion de mercado conjunta DiDi+Uber (~56%) en apps de movilidad en Mexico y su fecha de corte Buscar con WebSearch (cuando haya presupuesto) un estudio de participacion de mercado de apps de movilidad en Mexic	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-APUEST-033	apuestas	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	CONSUMO	MEDIBLE-CON-ADQUISICIÓN	comunicado oficial de Heineken Mexico/Cuauhtemoc Moctezuma sobre el retiro de las campañas 'Es facil ser hombre'/'Somos Bax' y el viraje a posicionamiento anti-violencia de genero	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-APUEST-035	apuestas	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	CONSUMO	MEDIBLE-CON-ADQUISICIÓN	comunicado oficial de Justo, Grupo OMNi o General Atlantic sobre el cierre (dic-2025) y rescate (2026)	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-APUEST-038	apuestas	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	SALUD	MEDIBLE-CON-ADQUISICIÓN	resolucion o acto administrativo de COFEPRIS que inhabilita a Laboratorios Imperiales Pharma como proveedor de BCG (buscar en la base de 'Resoluciones y sanciones' de COFEPRIS, gob.mx/cofepris), o la licitacion/compra consolidada de BCG fallida subsecuente (Secretaria de Salud/compras publicas) Con 	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-APUEST-044	apuestas	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	CONSUMO	MEDIBLE-CON-ADQUISICIÓN	informe/boletin de Profeco con el conteo de quejas contra Kavak en 2025 (218), y comunicado de la ronda de inversion (Kavak/inversionistas) con la valuacion de 2,200 mdd Con presupuesto de WebSearch, localizar el boletin de prensa de Profeco (seccion 'Comunicados y alertas' o el Sistema de Quejas) c	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-APUEST-046	apuestas	corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	SALUD	MEDIBLE-CON-ADQUISICIÓN	comunicado oficial de la Secretaria de Salud sobre el lanzamiento de 'Susana Distancia' (marzo 2020)	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-ASPIR-004	aspiracional	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	CONSUMO	MEDIBLE-CON-ADQUISICIÓN	AppsFlyer (reporte de penetracion de apps/dispositivos; appsflyer.com/press-releases y appsflyer.com/resources/reports/state-of-app-marketing/ revisados, sin pieza especifica MX localizada); Omdia (tracker trimestral de envios; omdia.tech.informa.com/pr con acceso bloqueado 403 Forbidden); The CIU (	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-ASPIR-022	aspiracional	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	CONSUMO	MEDIBLE-CON-ADQUISICIÓN	Euromonitor, informe 'Beer in Mexico' (identificado con URL y fecha de edicion, ago-2026; ficha leida, texto completo tras muro de pago); Declaracion de Grupo Modelo (2018-2019) sobre 'premiumness' y crecimiento 38% del segmento premium: documento no identificado con URL propia en este lote (ab-inbe	ruta candidata 404 sin buscador para ubicar la vigente	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-ASPIR-026	aspiracional	corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	CONSUMO	MEDIBLE-CON-ADQUISICIÓN	AMDA - Power Rank Ligeros (amda.mx/power-rank/, mensual, confirmado con cobertura de marcas chinas y origen de marca); AMDA - boletines Ventas Ligeros 2024/2025 (amda.mx/category/ventas-ligeros-general/); INEGI RAIAVL - URL vigente no localizada tras 3 intentos (inegi.org.mx/programas/raiavl/, /prog	ruta candidata 404 sin buscador para ubicar la vigente	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-AUTOR-023	autoridad	corpus/reports/Autoridad_y_jerarquía_en_el_México_contemporáneo__anatomía_psicológica_de_un_sistema_dual.md	AUTORIDAD	MEDIBLE-CON-ADQUISICIÓN	localizar la fuente exacta del '27%' (posible Transparency International GCB de otra edición, Latinobarómetro, o encuesta MCCI) antes de dictaminar medibilidad plena	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CAPSOC-007	capital-social	corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md	CAPITAL_SOCIAL	MEDIBLE-CON-ADQUISICIÓN	identificar el topical brief/estudio comparado LatAm citado implícitamente (AmericasBarometer? Latinobarómetro Informe 2023?) con URL y tabla	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CAPSOC-026	capital-social	corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md	CONFIANZA	MEDIBLE-CON-ADQUISICIÓN	identificar con certeza el artículo 'Economía Mexicana NUEVA ÉPOCA 2013' de Di Giannatale/Elbittar/López/Roa (distinto del working paper CIDE 2009 y del artículo Scielo/Estudios Económicos) y leer n=69, 152/300 pesos, y el hallazgo de cuenta bancaria/visitas.	documento no localizado con las rutas disponibles desde el sandbox	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CAPSOC-031	capital-social	corpus/reports/Non-Family_Social_Capital_in_Mexico__Cooperation__Trust__and_Collective_Action_Beyond_Kinship.md	CAPITAL_SOCIAL	MEDIBLE-CON-ADQUISICIÓN	identificar si '104/147' y '64-68' provienen de World Giving Index 2024 (última edición con ranking clásico, URL no confirmada) u otra fuente, y leer la tabla exacta.	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CLIENT-002	clientelismo	corpus/forense/Validación_Forense_del_Clientelismo_Electoral_en_México__Agencia_del_Votante__Programas_Sociales_y_Límites_de_la_Compra_de_Voto.md	POLITICA	MEDIBLE-CON-ADQUISICIÓN	artículo Imai, King y Velasco Rivera (2020) Journal of Politics 82(2):714-730 DOI 10.1086/707059 y sus datos de réplica (Harvard Dataverse doi:10.7910/DVN/70SNIS), para leer los 12 IC citados. De La O (2013) AJPS citada por el report pero no verificada aparte en este lote (presupuesto web de 12 cons	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-TRUST-007	confianza	corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md	CONFIANZA	MEDIBLE-CON-ADQUISICIÓN	Yanez et al. (2006), estudio factorial confianza/desconfianza n=575 (autor completo, revista, pais de la muestra sin identificar). Localizar con WebSearch fresco (agotado en esta sesion) antes de citarlo como evidencia de factores independientes en Mexico.	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-TRUST-018	confianza	corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md	DINERO	MEDIBLE-CON-ADQUISICIÓN	localizar y registrar en manifiesto el informe/estudio especifico de Banxico con la cifra 82% de transacciones en efectivo, ano y denominador exacto	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-TRUST-028	confianza	corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md	CAPITAL_SOCIAL	MEDIBLE-CON-ADQUISICIÓN	Mogro-Wilson et al. (2021), escala psicometrica de personalismo, n=1,296, latino-americanos en EE.UU. (revista sin identificar). Localizar con WebSearch fresco (agotado en esta sesion)	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CONOC-017	conocimiento	corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	SALUD	MEDIBLE-CON-ADQUISICIÓN	comunicado primario de Research Land/Grupo UPAX de abril de 2026 (Dia Mundial de la Salud) con las cifras 41%/28%/44% sobre automedicacion	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CONOC-021	conocimiento	corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	CONOCIMIENTO	MEDIBLE-CON-ADQUISICIÓN	SEP o INEE/Mejoredu, 'Panorama Educativo de Mexico' edicion 2024 (o la fuente real probable, 'Principales Cifras del Sistema Educativo Nacional' de la SEP, o el Panorama Educativo de Mexico de INEE/Mejoredu) con matricula por sostenimiento publico/privado y egreso de instituciones privadas en educac	cadena TLS incompleta desde el sandbox	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CONOC-023	conocimiento	corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	CONOCIMIENTO	MEDIBLE-CON-ADQUISICIÓN	articulo/analisis de Luis F. Lopez-Calva (Brookings, o blogs afines como Future Development / Let's Talk Development del Banco Mundial, donde escribe con frecuencia) sobre caida de retornos salariales por escolaridad en Mexico/America Latina y erosion del retorno por sobreeducacion e informalidad	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CONOC-024	conocimiento	corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	SALUD	MEDIBLE-CON-ADQUISICIÓN	Wellcome Global Monitor 2018 y 2020	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CONOC-025	conocimiento	corpus/reports/Report_26__The_Contemporary_Mexican_and_Knowledge__Expertise__Education_and_Information_as_Decision_Behavior.md	CONOCIMIENTO	MEDIBLE-CON-ADQUISICIÓN	INEGI, boletin de prensa 272/18, ENPECYT 2017 (tabla de respetabilidad de profesiones -bomberos/inventores/enfermeras/investigadores- e item 'se confia demasiado en la fe y muy poco en la ciencia')	ruta candidata 404 sin buscador para ubicar la vigente	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CONS-025	consumidor	corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	DINERO	MEDIBLE-CON-ADQUISICIÓN	No identificado (posible reporte de mercado privado tipo Statista/Research and Markets)	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CONS-032	consumidor	corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	CONSUMO	MEDIBLE-CON-ADQUISICIÓN	'Salud Publica de Mexico' (revista), articulo no identificado con titulo/ano/DOI exacto	documento no localizado con las rutas disponibles desde el sandbox	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CONS-033	consumidor	corpus/reports/Psicología_del_Consumidor_Mexicano__Patrones__Contradicciones_y_Estrategia.md	CONSUMO	MEDIBLE-CON-ADQUISICIÓN	(1) fuente no identificada por el report para 77%/59%	ruta candidata 404 sin buscador para ubicar la vigente	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CRPOP-014	credito-popular	corpus/forense/Crédito_Popular_en_México__Morosidad_Auditada__Fondeo_y_Gobierno_Corporativo_como_Verdaderos_Riesgos_Estructurales.md	DINERO	MEDIBLE-CON-ADQUISICIÓN	NO-APLICA (no es encuesta con ola; documento institucional/regulatorio puntual)	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CRPOP-020	credito-popular	corpus/forense/Crédito_Popular_en_México__Morosidad_Auditada__Fondeo_y_Gobierno_Corporativo_como_Verdaderos_Riesgos_Estructurales.md	DINERO	MEDIBLE-CON-ADQUISICIÓN	NO-APLICA (no es encuesta con ola; documento institucional/regulatorio puntual)	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-CRPOP-025	credito-popular	corpus/forense/Crédito_Popular_en_México__Morosidad_Auditada__Fondeo_y_Gobierno_Corporativo_como_Verdaderos_Riesgos_Estructurales.md	DINERO	MEDIBLE-CON-ADQUISICIÓN	NO-APLICA (no es encuesta con ola; documento institucional/regulatorio puntual)	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-DUEL-026	duelo	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	DUELO	MEDIBLE-CON-ADQUISICIÓN	URL vigente de la Plataforma Ciudadana de Fosas (IBERO) con metodología, universo y la cifra 'más de 72 mil'. Con cupo de WebSearch disponible, ubicar la URL vigente de la Plataforma Ciudadana de Fosas de la Ibero (puede haber cambiado de dominio) y leer su metodología/cifra.	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-DUEL-027	duelo	corpus/reports/Ausencia_sin_certeza__duelo_y_pérdida_ambigua_en_familias_de_personas_desaparecidas_en_México.md	DUELO	MEDIBLE-CON-ADQUISICIÓN	comunicado de prensa o acta de cierre del 28º período de sesiones del CED (marzo-abril 2025, ohchr.org) con el anuncio del 4/abr/2025 y la calificación de 'primera vez en la historia del organismo'. Con cupo de WebSearch disponible, ubicar en ohchr.org el comunicado de prensa o acta de cierre del 28	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
ASTRA5-U0-FAM-010	familia	corpus/reports/La_familia_mexicana_como_sistema_psicológico__entre_el_afecto__la_obligación_y_la_adaptación_económica.md	FAMILIA_CUIDADOS	MEDIBLE-CON-ADQUISICIÓN	registro DOF/Gaceta Parlamentaria del estatus de la Ley General de Cuidados / Sistema Nacional de Cuidados en Mexico a la fecha de corte del report. EXISTENCIA-NO-COMPROBADA tras 2 consultas: dof.gob.mx/busqueda_detalle.php (fallo de certificado TLS en www.dof.gob.mx), dof.gob.mx/busqueda_detalle.ph	buscador web de la sesión agotado (200/200)	NO-ACCESIBLE-DESDE-SANDBOX	GEN2-ASTRA5-U5-ADQUISICION-1	forense/analisis/dominios/receta-acceso-fuentes-2026-09-24.md
