id_lectura	archivo_fuente_linea	componente_dictaminado_o_residual	contrato_existente	estado_lectura	pregunta_documental_pendiente	archivo_pieza_exacta	propietario	siguiente_operacion
LECTURA-2ead6a5a-01	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L9	Hofstede PDI/IVR/IDV/UAI/MAS/LTO es índice de marco importado (c) IBM, no prevalencia poblacional ni explicación causal de liderazgo/fiesta.		PENDIENTE-HOFSTEDE-PERFIL	¿Qué edición, muestra y incertidumbre de cada índice y qué conducta mexicana independiente se mide?	Hofstede metodología; ADR-06/FP-293; estudio empresa 2017	ASTRA5-U0	Aplicar degradación canónica a todo el report.
LECTURA-2ead6a5a-02	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L17	WVS mapa Inglehart-Welzel es agregado; rango 12-28% confianza 2018 no corresponde a Q57 codebook México 2018 10.5%.		PENDIENTE-WVS-MAPA	¿Qué variable/ola/categoría da rango 12-28 e Ipsos sexo 2022?	WVS México 2018 Q57/Q58/Q61; Ipsos 2022 fuente por registrar	ASTRA5-U3	Deduplicar TRUST y no promediar fuentes.
LECTURA-2ead6a5a-03	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L23	GLOBE As Is/Should Be y liderazgo usan gerentes de sectores acotados; brecha 4.10/6.16 no mide desempeño nacional.		PENDIENTE-GLOBE-GERENTES	¿Qué n mexicano, sectores, escala e incertidumbre producen cada puntuación?	GLOBE México House et al. 2004 tablas/metodología	ASTRA5-MESA-AUTORIDAD	Separar práctica, ideal y efecto laboral.
LECTURA-2ead6a5a-04	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L31	Gelfand rigidez 7.2 proviene de 221 participantes CDMX; Brasil/Venezuela son otras muestras, no rigidez de todo México.		PENDIENTE-GELFAND-TIGHT	¿Qué ítems, ciudad, edad, pesos y comparabilidad hay entre 33 naciones?	Gelfand Science 2011 material suplementario	ASTRA5-MESA-INTERACCION	Acotar a muestra y no inferir población rural.
LECTURA-2ead6a5a-05	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L45	ADR-31 retira híbrido rural honor/urbano dignidad; Smith N=210 estudiantes mide autopercepción y r=.96 no prueba conducta face.		PENDIENTE-HONOR-RETIRADO	¿Qué pregunta Smith mide sensibilidad reputacional y qué observación conductual la sostiene?	Smith 2017; ADR-31/FP-293; lectura-emociones-morales-v1_0.tsv	ASTRA5-U0	Conservar corrección y residual reputación conducta.
LECTURA-2ead6a5a-06	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L47	Familismo apoyo/obligación/referente y efectos de Cahill/Zeiders mezclan diáspora y México; obligación no protectora no implica daño universal.		PENDIENTE-FAMILISMO-APOYO	¿Qué subescala, población y desenlace de cada metaestudio se validaron en México?	Cahill 2021; Zeiders 2013; lectura-familia-v1_0.tsv	ASTRA5-MESA-FAMILIA	Deduplicar familia y separar asociación de causa.
LECTURA-2ead6a5a-07	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L53	PHSC Díaz-Guerrero son escalas históricas y sujetos delimitados; contraste clase/educación no es destino psicológico.		PENDIENTE-PHSC-TRANSVERSAL	¿Qué olas, muestras y reactivos miden obediencia, abnegación y machismo?	Díaz-Guerrero PHSC; Díaz-Loving 2011-2017	ASTRA5-MESA-FAMILIA	Deduplicar autoridad/género y acotar tiempo.
LECTURA-2ead6a5a-08	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L59	Paz/Ramos/Bartra son interpretación filosófica y crítica histórica, no dato medible de máscara o inferioridad nacional.		PENDIENTE-MITO-NACIONAL	¿Qué proposición específica de esos textos se pretende contrastar y con qué observable?	Paz 1950; Ramos 1934; Bartra 1987	ASTRA5-U0	Mantener como marco debatido sin contrato de medición ficticio.
LECTURA-2ead6a5a-09	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L69	WVS serie 33% 1990/16% 2005 y ENCUCI conocidos/vecinos no comparten preguntas; ENCUCI C-06b da mayoría 21.9%, conocidos 62.2 ≥8, vecinos 32.1.		PENDIENTE-CONFIANZA-TRANSVERSAL	¿Qué Q57 WVS y referente P5.1 ENCUCI dan cada tasa; qué significa «alta»?	WVS series por registrar; ENCUCI 2020 C-06b y contratos CAPSOC	ASTRA5-U3	Deduplicar capital social y no mezclar confianza general con referente.
LECTURA-2ead6a5a-10	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L77	Pavett/Morris 180 gerentes en cinco países y Dorfman/Howell/Madlock miden escalas laborales distintas; paternalismo no se deriva de PDI 81.		PENDIENTE-PATERALISMO-LABORAL	¿Qué n México, reactivo, escala y modelo producen 7.9 y efectos de liderazgo?	Pavett/Morris 1995; Dorfman/Howell; Madlock 2012	ASTRA5-MESA-AUTORIDAD	Deduplicar report autoridad; marcar muestras y ajustes.
LECTURA-2ead6a5a-11	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L83	Gabrielidis estudiantes mexicanos y Ramírez-Esparza bilingües de diáspora son muestras distintas; simpatía no es conducta nacional única.		PENDIENTE-SIMPATIA-TRANSVERSAL	¿Qué tarea, n y país observan acomodación/colaboración y bilingüismo?	Gabrielidis 1997; Ramírez-Esparza 2008	ASTRA5-MESA-INTERACCION	Deduplicar interacción/emociones y marcar diáspora.
LECTURA-2ead6a5a-12	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L89	Albur, origen minero, juego verbal y duelo de Día de Muertos son afirmaciones históricas/etnográficas distintas; estudio Puebla no prueba mecanismo nacional.		PENDIENTE-HUMOR-MUERTE	¿Qué fuentes históricas y niños/lugar documentan cada práctica y desenlace?	Paz; Rosengren et al. Puebla; tesis PSU	ASTRA5-MESA-CULTURA	Deduplicar humor/duelo sin generalización.
LECTURA-2ead6a5a-13	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L95	Fatalismo activo/pasivo y locus de control son constructos diferentes; estudio sobrevivientes hispanas cáncer no representa México general.		PENDIENTE-FATALISMO-AGENCIA	¿Qué escala, país, n y ajuste distinguen fatalismo activo y pasivo?	Ross/Mirowsky 1983; estudio MDPI 2024; Ramondt/Ramírez 2017	ASTRA5-MESA-SALUD	Marcar transferencia y no inferir carácter nacional.
LECTURA-2ead6a5a-14	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L103	Vergüenza y machismo/caballerismo usan literatura cultural y diáspora; relación con atención mental requiere estudio mexicano conjunto.		PENDIENTE-VERGUENZA-TRANSVERSAL	¿Qué escala mexicana relaciona vergüenza, búsqueda de ayuda y sexo con control por acceso?	Fontes 2007; Arciniega 2008; lectura-salud-mental	ASTRA5-MESA-SALUD	Deduplicar emociones/salud mental.
LECTURA-2ead6a5a-15	corpus/reports/Psicología__Conducta_y_Sociedad_en_el_México_Contemporáneo__Análisis_Transcultural_y_Estructural.md:L109	EMOVI 2011 49/100 bajo y CEEY 2023 50/100 son olas/cohortes distintas; percepción de Gini en siete ciudades no equivale a Gini nacional.		PENDIENTE-EMOVI-PERCEPCION	¿Qué matriz/quintil/origen y encuesta n2493 mide percepción de riqueza/movilidad?	CEEY EMOVI 2011/2023; encuesta siete ciudades	ASTRA5-MESA-ESTATUS	Deduplicar mérito/clase y no fusionar olas.
