id_lectura	archivo_fuente_linea	componente_dictaminado_o_residual	contrato_existente	estado_lectura	pregunta_documental_pendiente	archivo_pieza_exacta	propietario	siguiente_operacion
LECTURA-ab76b878-01	corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md:L7	Smith 2017 N=210 estudiantes mexicanos mide atribución a «gente de la nación», no conducta ni prevalencia nacional de dignidad.		PENDIENTE-SMITH-DIGNIDAD	¿Qué ítems, campus, pesos y prueba de invarianza generan rangos 2/8/5 entre nueve muestras?	Smith et al. 2017 cuestionario/tablas/appendix por registrar	ASTRA5-MESA-INTERACCION	Deduplicar con interacción; no generalizar muestra universitaria.
LECTURA-ab76b878-02	corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md:L9	r=.96 dignidad-face y r negativos honor son correlaciones entre escalas del estudio; no prueban un continuo psicológico nacional ni oposición conductual.		PENDIENTE-SMITH-CORRELACION	¿Qué unidad de análisis, n e IC tiene cada correlación .96/−.76/−.71?	Smith et al. 2017 matriz de correlaciones y datos suplementarios	ASTRA5-MESA-INTERACCION	Distinguir correlación individual/país y revisar validez discriminante.
LECTURA-ab76b878-03	corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md:L11	Krys 2022 sintetiza 17,255/53 naciones; d>2.2 para escala concreta no es efecto causal en México ni equivalencia de constructo automática.		PENDIENTE-KRYS-SELF	¿Qué muestras mexicanas, subescalas Singelis/Vignoles y comparación sustentan d>2.2?	Krys et al. 2022 paper/suplementos por registrar	ASTRA5-MESA-INTERACCION	Separar Latinoamérica agregado y México; cotejar hipótesis Salvador 2025.
LECTURA-ab76b878-04	corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md:L13	Movilidad relacional Thomson, indulgencia Hofstede IVR97 y control Hornsey son tres constructos/muestras; ranking no identifica mecanismo.		PENDIENTE-MOVILIDAD-INDULGENCIA	¿Qué n, año, escala y rangos mexicanos de cada estudio, con incertidumbre?	Thomson PNAS 2018; Hofstede metodología; Hornsey 2019	ASTRA5-MESA-INTERACCION	Deduplicar IVR con familia; conservar FP-293 sobre co-variación.
LECTURA-ab76b878-05	corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md:L15	Vergüenza pública, culpa religiosa y dignidad aspiracional son hipótesis de dominio sin observación conjunta ni escala nacional.		PENDIENTE-DOMINIOS-MORALES	¿Qué instrumento mexicano mide las tres emociones por esfera y religiosidad en mismas personas?	Reidl/Jurado UNAM 2007; TOSCA/GASP mexicano por registrar	ASTRA5-MESA-EMOCIONES	No presentar partición editorial como resultado empírico.
LECTURA-ab76b878-06	corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md:L17	Censo 1895/2010/2020 mide afiliación religiosa, no culpa interiorizada; series históricas y categorías necesitan armonización.		PENDIENTE-CENSO-RELIGION	¿Qué tabulados y categorías/edades originan 99.1/82.7/77.7, 11.2 y 8.1?	INEGI censos 1895/2010/2020 religión tabulados/metadatos	ASTRA5-MESA-RELIGION	Deduplicar con religiosidad; separar pertenencia de práctica/emoción.
LECTURA-ab76b878-07	corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md:L19	Simpatía y quedar bien tienen evidencia hispana y bilingüe; motivación cálida vs jerárquica no está comparada directamente México/Asia.		PENDIENTE-SIMPATIA-FACE	¿Qué tarea, idioma, población y medida conductual prueban motivo y comparación?	Triandis 1984; Ramírez-Esparza 2008; estudio asiático comparable	ASTRA5-MESA-INTERACCION	Marcar diáspora y analogía, no conducta nacional.
LECTURA-ab76b878-08	corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md:L21	PHSC obediencia, abnegación y autosacrificio son escalas históricas; relación con valor propio/honor es interpretación, no ítem directo.		PENDIENTE-PHSC-MORAL	¿Qué ola, ciudad, edad, ítems y escalas de Díaz-Guerrero definen cada premisa?	Díaz-Guerrero PHSC publicaciones/series por registrar	ASTRA5-MESA-FAMILIA	Deduplicar con familia/autoridad y acotar periodo.
LECTURA-ab76b878-09	corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md:L23	Asociación vergüenza/malestar y culpa reparadora procede de literatura de escalas; marianismo/autosilenciamiento en latinas de EE.UU. no estima mexicanas residentes.		PENDIENTE-VERGUENZA-CLINICA	¿Qué estudios mexicanos validan TOSCA/GASP y qué población/modelo mide marianismo y desenlaces?	TOSCA/GASP validación México; estudios marianismo diáspora	ASTRA5-MESA-SALUD	Separar emociones, muestras y correlación de causalidad clínica.
LECTURA-ab76b878-10	corpus/reports/Moral_Emotions_in_Mexico__Declared_Dignity__Relational_Face__and_Residual_Catholic_Guilt.md:L25	Arciniega 2008 machismo/caballerismo usa mexicanoamericanos; asociaciones de escolaridad y salud no son prevalencia o efecto mexicano nacional.		PENDIENTE-MACHISMO-CABALLERISMO	¿Qué escala, muestra, n, ajustes y réplica en México sustentan dos factores?	Arciniega et al. 2008 y validación mexicana por localizar	ASTRA5-MESA-GENERO	Deduplicar con género/familia y marcar diáspora.
