id_lectura	archivo_fuente_linea	componente_dictaminado_o_residual	contrato_existente	estado_lectura	pregunta_documental_pendiente	archivo_pieza_exacta	propietario	siguiente_operacion
LECTURA-bbdb2e23-01	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L9	163 L refresco y ~6% dieta maíz-frijol son estimaciones de fuentes/unidades distintas; predominio causal de precio/tiempo no resulta de esas tasas.		PENDIENTE-DIETA-ENTORNO	¿Qué año, consumo aparente/real y población definen 163 L; qué reactivo y muestra definen dieta principal ~6%?	Gaceta UNAM/Yale; Guibrunet Instituto Geografía UNAM 2024 por registrar	ASTRA5-MESA-SALUD	Verificar cifras y descomponer mecanismos de elección.
LECTURA-bbdb2e23-02	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L11	IEPS 2014: −6% compra media anual y −12% diciembre son ventanas distintas; etiquetado 2020 mezcla autoreporte, compra observada y reformulación.		PENDIENTE-IEPS-ETIQUETADO	¿Qué panel, contrafactual, NSE y producto sustentan cada cambio y cuál es efecto del etiquetado separado?	Colchero BMJ 2016/Health Affairs 2017; estudios NOM-051 panel/IFPS	ASTRA5-MESA-SALUD	No atribuir nutrición o salud a reducción de compras sin medición.
LECTURA-bbdb2e23-03	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L13	325-350 mil consultas/día y 10.5-10.6m/mes son flujos de fuentes no idénticas; 17.7% usa personas con necesidad en 2022.		PENDIENTE-CAF-USO	¿Qué registro distingue consultas/personas, periodo y universo de necesidad 2022?	COFEPRIS/Anafarmex; ENSANUT 2022 uso de servicios por registrar	ASTRA5-MESA-SALUD	Separar volumen, cuota de atención y razón individual de elección.
LECTURA-bbdb2e23-04	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L15	ENCODAT mujeres alcohol 62.6→69.3 y binge adolescente 8.3→2.6 requieren definición alguna vez/año/episodio, edad y comparabilidad 2016/2025.		PENDIENTE-ENCODAT-ALCOHOL	¿Qué reactivos, pesos y universos por sexo/edad son comparables entre olas?	ENCODAT 2016/2025 cuestionario, diseño y tabulados por registrar	ASTRA5-MESA-SALUD	No llamar cierre de brecha sin marginal masculino armonizado.
LECTURA-bbdb2e23-05	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L17	ENSANUT necesidad reportada 21.6/27.4, >60% atención tardía y 38% consultas IMSS miden tres bases; machismo/horario/diseño son mecanismos no identificados.		PENDIENTE-SALUD-HOMBRES	¿Qué pregunta/periodo ENSANUT, fuente INEGI primaria del 60% y denominador IMSS del 38%?	ENSANUT 2022; INEGI fuente por localizar; IMSS primer nivel registros	ASTRA5-MESA-SALUD	Verificar fuente primaria y separar necesidad, uso y motivo.
LECTURA-bbdb2e23-06	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L19	Informalidad ENOE 54.8% y carencia acceso 44.5m INEGI no son la misma población; sin IMSS no equivale a sin todo servicio.		PENDIENTE-ACCESO-PREVENCION	¿Qué ola ENOE y definición INEGI 2024 miden cada base; qué escala mide fatalismo frente a acceso?	ENOE 2025 ola por identificar; ENIGH 2024 acceso a salud; encuesta de creencias	ASTRA5-MESA-SALUD	Deduplicar informalidad laboral y no inferir causalidad de carencia.
LECTURA-bbdb2e23-07	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L21	ENSANUT 36.1% HbA1c<7 entre diagnóstico previo no es tasa de adherencia; «hasta 50% abandona» requiere enfermedad/periodo.		PENDIENTE-DIABETES-ADHERENCIA	¿Qué edad, medición de HbA1c y denominador/IC usó Basto-Abreu; qué cohorte mide abandono?	Basto-Abreu ENSANUT 2022; meta-análisis DM2 por registrar	ASTRA5-MESA-SALUD	Separar control glucémico, tratamiento y adherencia.
LECTURA-bbdb2e23-08	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L23	Obesidad ENSANUT 2018-19 y drogas ENCODAT 2025 tienen regiones, edad y fechas diferentes; gradiente conjunto no es un efecto identificado.		PENDIENTE-REGION-SALUD	¿Qué mapa regional/edad/tasa define 41.6/33.0 y 22.3/10.0?	ENSANUT 2018-19; ENCODAT 2025 tabulados y diseños	ASTRA5-MESA-SALUD	Comparar dentro de cada instrumento sin agregación causal.
LECTURA-bbdb2e23-09	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L25	ENCODAT 0.1-0.2% fentanilo no médico y ausencia de casos adolescentes describen respuesta muestral; tráfico/violencia usan otras fuentes.		PENDIENTE-FENTANILO	¿Qué pregunta, ventana, edad, IC y tratamiento de ceros produce 0.1-0.2?	ENCODAT 2025 cuestionario/diseño; registros seguridad separados	ASTRA5-MESA-SALUD	No inferir cero poblacional ni explicar violencia desde prevalencia.
LECTURA-bbdb2e23-10	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L27	Vapeo 1.1→2.6% cruza olas; prohibición 2025 y ascenso no establecen efecto de la norma.		PENDIENTE-VAPEO-NORMA	¿Qué pregunta/edad/periodo comparable y cuál texto/vigencia DOF se aplicó en cada ventana?	ENCODAT 2016/2025; DOF 17-01-2025 y normas posteriores por verificar	ASTRA5-MESA-SALUD	Separar tendencia, adolescencia y evaluación causal de norma.
LECTURA-bbdb2e23-11	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L29	Insatisfacción corporal femenina procede de muestras urbanas/clase media; normalización de cuerpos grandes y efecto de colorismo no se miden en misma base.		PENDIENTE-IMAGEN-CORPORAL	¿Qué escala, tamaño, edad y método del estudio 79%/70% y qué comparación rural existe?	Estudio SciELO imagen corporal 25-45; validación CIMEC mexicana	ASTRA5-MESA-SALUD	No extrapolar a hombres o país y separar colorismo hipotético.
LECTURA-bbdb2e23-12	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L31	Herbolaria 80% frecuente vs 90% alguna vez usa horizontes distintos y atribuciones secundarias; seguridad/eficacia tampoco se deducen.		PENDIENTE-HERBOLARIA	¿Qué encuesta primaria, pregunta, edad y frecuencia sostiene 80% y 90%?	Alamilla/Neyra CONABIO 2020; Campos Navarro/SEMARNAT por registrar	ASTRA5-MESA-SALUD	Deduplicar con rural indígena; no mezclar uso y eficacia.
LECTURA-bbdb2e23-13	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L33	ENSANUT 4% cumple tres recomendaciones y 16.5→19.8% inactividad usan definiciones diferentes; contraste urbano/rural requiere ajuste.		PENDIENTE-ACTIVIDAD-FISICA	¿Qué tres recomendaciones, edades, minutos y pesos definen tasas 2018/2022 por localidad?	ENSANUT 2018/2022 actividad física cuestionario/tabulados	ASTRA5-MESA-SALUD	Verificar comparabilidad y no llamar sedentarismo a todo incumplimiento.
LECTURA-bbdb2e23-14	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L35	Consumo compensatorio de comida/alcohol como recompensa es mecanismo hipotético sin pregunta mexicana de motivo/elección.		PENDIENTE-RECOMPENSA-CONSUMO	¿Qué estudio mide estrés, presupuesto, motivo de recompensa y compra observada en mismo hogar?	Estudio de motivación y panel de compra por identificar	ASTRA5-MESA-CONSUMO	Deduplicar con consumo y mantener hipótesis.
LECTURA-bbdb2e23-15	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L37	Narrativa de elección descuidada es tesis causal a refutar; precios/tiempo/disponibilidad necesitan modelos conjuntos para atribuir peso.		PENDIENTE-CULPA-INDIVIDUAL	¿Qué diseño identifica efectos relativos de precios, tiempo, acceso e información sobre dieta?	Colchero BMJ; panel de hogares/precios; ENSANUT por registrar	ASTRA5-MESA-SALUD	No convertir corrección editorial en resultado cuantitativo.
SALUD-INTERNO-01	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L39-L76	Marco de cinco planos y marca b/c invertida frente a glosario: en este report b=marco y c=diáspora; predisposición metabólica queda fuera de conducta.		PENDIENTE-INTERNO-SALUD	¿Qué citas son datos en México, marcos importados o diáspora?	glosario §0.1; censo-integridad-v1_0.md; fuentes del report	ASTRA5-U0	Normalizar procedencia sin invertirla silenciosamente.
SALUD-INTERNO-02	corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md:L78-L175	Patrones A-G expanden impuestos, sellos, farmacias, enfermedad, imagen y drogas; compra observada, autoreporte y reformulación son desenlaces distintos.		PENDIENTE-INTERNO-SALUD	¿Qué pregunta/universo/ventana y diseño identifica cada tasa y efecto?	Colchero, IFPS, ENSANUT, ENCODAT, NOM-051 por registrar	ASTRA5-MESA-SALUD	Deduplicar quince hallazgos y abrir mecanismos por separado.
