id_lectura	archivo_fuente_linea	componente_dictaminado_o_residual	contrato_existente	estado_lectura	pregunta_documental_pendiente	archivo_pieza_exacta	propietario	siguiente_operacion
LECTURA-6dc7d7a8-01	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L12	Monto 2025, comparación 2024, operaciones, promedio y porcentaje PIB son cinco estimandos de fuentes/cálculos distintos; no inferir conducta familiar del agregado.		PENDIENTE-BANXICO-SERIE	¿Qué serie Banxico, versión, unidad, corte anual y fórmula originan 61,791/64,746, -4.6%, 155.74/164.77, 397 y PIB 3.4%?	Banxico Ingresos por remesas 2024-2025 y serie PIB INEGI/Banxico; análisis BBVA/Banco BASE por registrar	ASTRA5-MESA-MIGRACION	Registrar series y SHA/corte; replicar aritmética separando remesas, transacciones, promedio y PIB.
LECTURA-6dc7d7a8-02	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L13	Caída de empleo estadounidense, envejecimiento y miedo a deportación son explicaciones rivales/conjuntas, no identificadas causalmente por variación anual de remesas.		PENDIENTE-CAUSALIDAD	¿Qué serie BLS de empleo y modelo identifica aportes separados de empleo, stock migrante y temor de deportación a remesas 2025?	BLS empleo 2024-2025; Banxico remesas; BBVA Research/Banco BASE métodos por registrar	ASTRA5-MESA-MIGRACION	Contratar series y degradar atribución causal hasta contar identificación y contrafactual.
LECTURA-6dc7d7a8-03	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L14	Uso de remesas en consumo, salud, educación y vivienda es distribución de hogares receptores; la tesis de no desarrollo es un juicio macro distinto.		PENDIENTE-USO-REMESAS	¿Qué encuesta de hogares receptores, pregunta, periodo y categorías mide usos; qué estimando macro sostiene ausencia de desarrollo autónomo?	Canales/De Haas y encuesta de uso de remesas primaria por identificar	ASTRA5-MESA-MIGRACION	Separar distribución de uso, inversión humana, productividad y juicio de política.
LECTURA-6dc7d7a8-04	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L15	Duelo del migrante y duelo ambiguo de familiares en origen tienen unidades y escalas diferentes; síndrome de Ulises solo describe estrés extremo y no diagnóstico universal.		PENDIENTE-DUELO-MIGRATORIO	¿Qué instrumentos, muestras y definiciones separan migrante en destino, menor que permanece y estrés extremo de Achotegui?	Achotegui 2002 y Rivera-Heredia et al. Salud Mental; textos/ítems por registrar	ASTRA5-MESA-MIGRACION	Contratar cada población/escala y deduplicar duelo ambiguo con report de desaparición solo como concepto, no prevalencia.
LECTURA-6dc7d7a8-05	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L16	Kandel/Massey estudian estudiantes de comunidades zacatecanas de alta migración; rito masculino, preferencia migrar/estudiar y explicación por redes son afirmaciones separadas.		PENDIENTE-KANDEL-MASSEY	¿Cuál encuesta exacta, N, reactivo de preferencia, años y municipios de la muestra ~7,000; qué prueba distingue cultura de retorno esperado?	Kandel y Massey 2002 estudio Zacatecas por registrar	ASTRA5-MESA-MIGRACION	Fijar universo escolar regional y no transferirlo al conjunto nacional.
LECTURA-6dc7d7a8-06	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L17	Estatus documentado, circularidad y ansiedad son componentes relacionados; la frase «modula todo» excede los estimandos citados.		PENDIENTE-ESTATUS	¿Qué medida de estatus legal y qué resultados observables capturan viajes, planificación y ansiedad, con qué universo México/EE.UU.?	MPI/Pew/Calva-Alarcón estudios por registrar	ASTRA5-MESA-MIGRACION	Separar asociaciones por estatus y contrastar confusión por clase, duración y cohorte.
LECTURA-6dc7d7a8-07	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L18	Retorno voluntario/deportación, remesas sociales, consumo e identidad son procesos distintos; dificultad documental no prueba cambio universal de gustos.		PENDIENTE-RETORNO	¿Qué estudio de retornados, diseño, fecha y pregunta mide prácticas de consumo/identidad; cuál fuente MATT sostiene 40% sin documento?	Levitt 1998/2001; estudios COLEF/SciELO y MATT por identificar	ASTRA5-MESA-MIGRACION	Separar mecanismo conceptual, estimación documental y segmentos de retorno.
LECTURA-6dc7d7a8-08	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L19	Jefatura femenina de facto, carga de cuidado y autonomía no comparten necesariamente misma definición o dirección de efecto.		PENDIENTE-HOGARES	¿Qué encuesta longitudinal o comparación válida identifica migración masculina, jefatura, carga y autonomía en hogares de origen?	Estudios Zacatecas/Edomex/Guanajuato citados en L61 por identificar	ASTRA5-MESA-GENERO	Contratar resultados por lugar y mujer; conservar ambivalencia y evitar promedio nacional.
LECTURA-6dc7d7a8-09	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L20	Síntomas depresivos de adolescentes que permanecen, calidad del cuidador y comunicación son variables distintas; no equivale a trauma de todos los menores.		PENDIENTE-RIVERA-HEREDIA	¿Qué escala, N, municipio, edad, grupo comparador y ajuste emplea Rivera-Heredia para síntomas y migración familiar?	Rivera-Heredia et al. Salud Mental, estudio Michoacán por registrar	ASTRA5-MESA-INFANCIA	Fijar población y asociación; separar mediadores de evidencia causal.
LECTURA-6dc7d7a8-10	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L21	Consecuencias en niños ciudadanos de familias de estatus mixto pertenecen al universo estadounidense; no son prevalencias de niños residentes en México.		PENDIENTE-NINOS-EEUU	¿Qué estudio Rojas-Flores/Urban/Brookings mide ansiedad, depresión o TEPT, con qué selección y referente?	Rojas-Flores; Urban Institute Well-Being and Basic Needs Survey; Brookings por registrar	ASTRA5-MESA-INFANCIA	Separar clínica, percepción parental y población mexicana/estadounidense.
LECTURA-6dc7d7a8-11	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L22	28,900 desplazados internos y +129% en 2024 requieren definición de evento/persona, cobertura y base 2023; no confundir con emigración a EE.UU.		PENDIENTE-DESPLAZAMIENTO	¿Qué tabla, método y corte de Travesías Forzadas producen 28,900 y +129%; incluye Chiapas 61.8% citado L183?	PDH IBERO/ACNUR Travesías Forzadas edición 2024 por registrar	ASTRA5-MESA-MIGRACION	Contratar conteo y geografía; mantener desplazamiento interno como fenómeno separado.
LECTURA-6dc7d7a8-12	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L23	«Paradoja del inmigrante» agrupa indicadores sanitarios heterogéneos y cohortes seleccionadas; no identifica efecto mecánico de aculturación.		PENDIENTE-PARADOJA	¿Qué desenlace, generación, cohorte, país y ajuste sustentan cada asociación de salud/aculturación?	SALSA/PAHO y artículos epidemiológicos específicos por identificar	ASTRA5-MESA-SALUD	Desagregar desenlaces y sesgos de selección antes de transferencia.
LECTURA-6dc7d7a8-13	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L24	Alcance jurídico del impuesto 1%, medios cubiertos y fecha son una pieza; aceleración digital y ventaja por proveedor son inferencias comerciales distintas.		PENDIENTE-LEY-Y-EFECTO	¿Qué texto legal/guía IRS fija tasa, vigencia, base y exenciones; qué serie antes/después identifica digitalización atribuible al impuesto?	Ley federal EE.UU. 2025 y guía IRS; Banxico canales de remesa 2025-2026 por registrar	ASTRA5-MESA-MIGRACION	Verificar derecho vigente con fuente primaria y medir canal antes de recomendar producto.
LECTURA-6dc7d7a8-14	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L25	Frontera, programa Bracero, circularidad, redes y contraste Filipinas/Triángulo Norte no comparten una sola unidad; «distintivo» exige comparación explícita.		PENDIENTE-COMPARACION	¿Qué series y definiciones comparables estiman circularidad, contratos/trabajadores braceros, remesas/PIB y retorno por corredor?	Programa Bracero SMU; Banxico/Banco Mundial y fuentes Filipinas/Centroamérica por registrar	ASTRA5-MESA-MIGRACION	Separar hechos históricos de ranking y comparación entre corredores.
LECTURA-6dc7d7a8-15	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L26	Subrepresentación indígena y del desplazamiento es hipótesis sobre selección del corpus; requiere denominador bibliográfico y poblacional.		PENDIENTE-SESGO-CORPUS	¿Cuál universo de estudios, regla de inclusión y distribución observada permite estimar sesgo de cobertura rural/indígena/documentada?	Bibliografía completa del report y revisión sistemática por construir	ASTRA5-MESA-MIGRACION	Construir matriz de muestras antes de inferir subrepresentación.
MIGRACION-INTERNO-01	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L32-L46	Transnacionalismo, remesas sociales, maternidad a distancia, Ulises, redes y asimilación son seis marcos; el report ya advierte límites por clase/estatus y traslado a origen.		PENDIENTE-MARCOS	¿Qué textos primarios definen cada constructo y qué medidas empíricas existen para México origen y EE.UU. destino?	Glick-Schiller; Levitt; Hondagneu-Sotelo/Ávila; Achotegui; Massey/Durand; Gordon/Berry	ASTRA5-MESA-MIGRACION	Separar constructos y reservar causalidad hasta cotejo empírico.
MIGRACION-INTERNO-02	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L74-L87	Cinco patrones mezclan descripción, mecanismo, segmento y recomendación; las cifras MATT 40%, Urban 47/27/8 y Brookings 4.6m/2.5m/146,635 tienen universos incompatibles.		PENDIENTE-CIFRAS-MIXTAS	¿Qué cuestionario, fechas, unidad y universo tiene cada cifra y cómo se seleccionaron retornados, familias inmigrantes y menores ciudadanos?	MATT; Urban Institute WBNS dic-2025; Brookings Watson mayo-2026 por registrar	ASTRA5-MESA-MIGRACION	Crear contratos numéricos separados; no agregarlos en una tasa México-EU.
MIGRACION-INTERNO-03	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L91-L100	Pesos ALTO/MEDIO/MENOR de economía, política, redes y cultura son clasificación editorial; no provienen de un modelo identificado.		PENDIENTE-PESOS	¿Qué modelo comparativo estima efectos independientes y pesos de ocho factores sobre flujos y remesas?	Modelo causal y series por definir; L93-L100	ASTRA5-MESA-MIGRACION	Degradar jerarquía causal a hipótesis hasta estimación.
MIGRACION-INTERNO-04	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L104-L113	Segmentación por origen, clase, edad, género, religiosidad y generación cruza universos de residentes México y EE.UU.; cada eje precisa distribución propia.		PENDIENTE-SEGMENTOS	¿Qué fuente y pregunta fijan composición de deportados por estado 2025, generación y estatus; existe medida de redes religiosas?	Estadística repatriación INM/DHS; encuestas origen/destino por identificar	ASTRA5-MESA-MIGRACION	Contratar cada corte; no imputar valores de un corredor a todo migrante.
MIGRACION-INTERNO-05	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L117-L134	Tabla internacional mezcla remesas/PIB, braceros, costos globales y narrativa heroica; requiere años, divisas y fuentes comparables.		PENDIENTE-TABLA-COMPARADA	¿Qué tablas primarias sustentan ratios 2025, 4.6m contratos/2.2m trabajadores, costos 2023T4 y remesas 2026?	Banco Mundial Remittance Prices Worldwide; SMU Bracero; cuentas nacionales por país	ASTRA5-MESA-MIGRACION	Recalcular ratios y distinguir contratos repetidos de personas.
MIGRACION-INTERNO-06	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L138-L150	Fintech, reintegración, salud mental, marketing y política son propuestas condicionadas; ley, eficacia clínica, capacidad de centros y bancarización del receptor exigen pruebas distintas.		PENDIENTE-APLICACION	¿Qué norma del impuesto, evaluación de programa México te abraza, evidencia clínica y encuesta de receptores sustentan cada recomendación?	Ley/IRS; evaluación programa México te abraza; estudios de intervención; ENIF/encuesta receptores	ASTRA5-MESA-MIGRACION	Mantener propuestas como diseño condicionado, sin convertirlas en RESULT.
MIGRACION-INTERNO-07	corpus/reports/Psychology_of_Mexico-US_Migration__Identity__Family__Aspiration__and_Wellbeing_in_2025.md:L154-L193	Mitos y auditoría contienen juicios sobre abandono, criminalidad, deportaciones comparadas y ausencia de ley federal de desplazamiento; cada uno requiere contraste fechado.		PENDIENTE-MITOS-Y-LEY	¿Qué datos ICE/DHS y México distinguen arrestos, deportaciones, retornos y personas; qué ley federal vigente rige desplazamiento?	DHS/ICE, INM/UPMRIP y legislación federal vigente por consultar	ASTRA5-MESA-MIGRACION	Separar eventos/personas y verificar norma vigente antes de citar recomendaciones.
