id_lectura	archivo_fuente_linea	componente_dictaminado_o_residual	contrato_existente	estado_lectura	pregunta_documental_pendiente	archivo_pieza_exacta	propietario	siguiente_operacion
LECTURA-e869c511-01	corpus/reports/Psicología_del_Trabajo_en_México__Un_Mapa_Basado_en_Evidencia.md:L23	Liderazgo paternalista es generalización desde estudios de directivos/maquiladoras; 55% sin protecciones no equivale a contrato escrito ni a empleo informal; explicación de lealtad es causal	ASTRA5-U0-ENOE-002	MIXTA-CONTRATO-LABORAL-NO-EQUIVALENTE	¿Qué población/ítems y estimador de Pellegrini-Scandura, Pavett-Morris y Howell et al. identifican paternalismo y desempeño en México?	Pellegrini-Scandura 2008; Pavett-Morris 1995 n=180; Howell et al. 2007, artículos primarios por localizar; ENOE P3i/TIP_CON en main	ASTRA5-U1	Leer muestra y resultado de cada estudio; separar práctica gerencial, protección laboral y efecto causal.
LECTURA-e869c511-02	corpus/reports/Psicología_del_Trabajo_en_México__Un_Mapa_Basado_en_Evidencia.md:L31	Escala de confianza 2024 n=278 no establece patrón nacional mexicano; red personal y corrupción institucional repiten hipótesis de confianza general		PENDIENTE-ESCALA-POBLACION	¿Dónde se validó Confianza Scale–Spanish, quiénes fueron 278 participantes y qué ítems miden reciprocidad laboral?	Confianza Scale–Spanish 2024 artículo; estudio compadrazgo HRM 2024 y Morris-Klesner 2010 por localizar	ASTRA5-U1	Verificar país/muestra/validez; deduplicar corrupción-confianza con report de confianza sin tratar red como causa probada.
LECTURA-e869c511-03	corpus/reports/Psicología_del_Trabajo_en_México__Un_Mapa_Basado_en_Evidencia.md:L39	«Quedar bien» como evitación de conflicto procede de muestra intercultural y anécdota de practicantes; «sí=probablemente» no es tasa medible		PENDIENTE-ESTUDIO-CONFLICTO	¿Qué situaciones y muestra de Posthuma et al. 2006 midieron evitación/acomodación y cómo se distinguió país de tipo de empleo?	Posthuma et al. 2006 artículo y cuestionario por localizar; testimonio de practicantes no es encuesta nacional	ASTRA5-U1	Leer estudio primario y acotar población; formular norma conversacional como hipótesis, no regularidad universal.
LECTURA-e869c511-04	corpus/reports/Psicología_del_Trabajo_en_México__Un_Mapa_Basado_en_Evidencia.md:L47	Improvisación/resolver como fortaleza nacional no procede de la etnografía del mandato echarle ganas ni de teoría general de bricolage		PENDIENTE-OPERACIONALIZACION	¿Qué observación mexicana mide improvisación en trabajo, desempeño y condiciones estructurales en la misma unidad?	Pfister 2019 etnografía; Baker-Nelson 2005 marco de bricolage; entrevistas Stanford GSB por localizar	ASTRA5-U1	Leer evidencia local y separar resiliencia observada de desplazamiento de costo estructural a individuos.
LECTURA-e869c511-05	corpus/reports/Psicología_del_Trabajo_en_México__Un_Mapa_Basado_en_Evidencia.md:L55	31% engagement es región LAC, 75% fatiga IMSS es trabajadores formales México, 15.9% burnout muestra CDMX; 28.7% >50h se coteja con ENOE 2024T3 22.09% en universo definido	ASTRA5-U0-ENOE-003	MIXTA-HORAS-COTEJADAS-RESTO-PENDIENTE	¿Qué instrumento/fecha IMSS produce 75% y qué escala/denominador del Gallup 31% permite estimación México y cruce individual con agotamiento?	Gallup State Global Workplace 2025; IMSS informe/ficha técnica; Uribe-Prado MBI-GS n=1110; RESULT ENOE #1087 main 76b0e56b	ASTRA5-U1	Separar país/región, empleo formal/muestra local y variables de compromiso/estrés; no inferir coexistencia individual de marginales.
LECTURA-e869c511-06	corpus/reports/Psicología_del_Trabajo_en_México__Un_Mapa_Basado_en_Evidencia.md:L65	32.5% Nuevo León y 80.1% Oaxaca informalidad son tasas estatales; estilos psicológicos norte/sur son generalización distinta		PENDIENTE-TASA-ESTATAL-FECHA	¿Qué trimestre/indicador INEGI originan 32.5/80.1, y qué instrumento comparable mide comunicación laboral por estado?	ENOE resultados estatales por ola en main #1087; informes INEGI citados por localizar; estudio regional organizacional por identificar	ASTRA5-U1	Cotejar definición de empleo/sector informal y fecha en RESULT; no deducir psicología regional de tasa laboral.
LECTURA-e869c511-07	corpus/reports/Psicología_del_Trabajo_en_México__Un_Mapa_Basado_en_Evidencia.md:L69	55% de fuerza laboral menor de 25 parece incompatible con estructura ENOE y requiere fuente; motivadores Randstad 2025 son encuesta de trabajadores con muestra propia		PENDIENTE-EDAD-Y-RANDSTAD	¿Qué conteo ENOE y denominador sustentan 55% <25 y cuál muestra/ítem Randstad mide prioridad balance-salario en México?	ENOE 2024T3 y RESULT por edad main #1087; Randstad Workmonitor 2025 cuestionario/ficha por localizar	ASTRA5-U1	Verificar cota etaria y posible error 25/35 antes de usar cifra; no atribuir cambio generacional a corte transversal.
LECTURA-e869c511-08	corpus/reports/Psicología_del_Trabajo_en_México__Un_Mapa_Basado_en_Evidencia.md:L73	Participación femenina, CEO, brecha salarial, horas domésticas y representación parlamentaria tienen cinco universos; brecha 34.2% requiere métrica de salario y año	ASTRA5-U0-TIME-002	MIXTA-ENUT-HORAS-NO-COINCIDEN	¿Qué preguntas/denominadores producen 47%, 1/10, 34.2% y ~40/10 horas; corresponde esto último a ENUT 2024 39.7/18.2?	ENOE/ENUT 2024 main; Conapred brecha salarial, McKinsey CEO/2125 y Cámara de Diputados composición por localizar	ASTRA5-U1	Separar participación, dirección, salario, tiempo y cámara; cotejar horas ENUT sin sustituir 18.2 por ~10.
LECTURA-e869c511-09	corpus/reports/Psicología_del_Trabajo_en_México__Un_Mapa_Basado_en_Evidencia.md:L77	Piel, educación, inglés y riqueza forman cadena causal no acreditada por correlaciones de estudios distintos; 1% riqueza y selección ejecutiva son objetos separados		PENDIENTE-MEDIACION	¿Qué diseño y muestra de Villarreal 2010 y Solís et al. 2023 miden tono, educación y ocupación; qué fuente de selección ejecutiva mide apariencia/contactos?	Villarreal 2010; Solís-Güémez-Campos-Vázquez 2023; World Inequality Report 2022; selección ejecutiva por localizar	ASTRA5-U1	Leer diseños, separar asociación de cadena mediada y cotejar percentiles de riqueza con fuente primaria.
LECTURA-e869c511-10	corpus/reports/Psicología_del_Trabajo_en_México__Un_Mapa_Basado_en_Evidencia.md:L97	Doble lógica de evaluaciones de desempeño es hallazgo organizacional; coaching privado/desacoplar salario es recomendación sin evaluación de efecto México		PENDIENTE-INTERVENCION	¿Qué empresas/muestra Dávila-Elvira documentan inflación/deflación de ratings y qué evaluación prueba superioridad de coaching privado?	Dávila y Elvira European Business Review artículo; ensayo/evaluación de sistemas de feedback por localizar	ASTRA5-U1	Cotejar hallazgo cualitativo y separar recomendaciones de resultados probados.
