id_afirmacion	intento	ruta	url	http_code	bytes	sha256	estructura	fecha_utc	resultado_intento	nota	lote
ASTRA5-U0-CAPSOC-026	c4-1	OPENALEX	https://api.openalex.org/works?search=Di%20Giannatale%20Elbittar%20Lopez%20Roa%20Economia%20Mexicana%20confianza&per_page=5	200	545	0070b5de9209439282e2e700fb79881974dc824917612afeffedc19d6e7da5ac	JSON-OK	2026-09-24T21:24:20Z	NO-ENCONTRADO	Busqueda por texto libre en OpenAlex no devolvio ningun resultado con estos autores/tema (0 hits).	caja4
ASTRA5-U0-CAPSOC-026	c4-2	OPENALEX	https://api.openalex.org/works?filter=raw_author_name.search:Elbittar&per_page=25	200	363134	5be6166c949916dc2a324c0d8d474db86f95afd047cbeb08f3a17e75613a65b3	JSON-OK	2026-09-24T21:24:20Z	NO-ENCONTRADO	Filtro por autor Elbittar devuelve 66 obras (juegos de confianza, subastas, telecomunicaciones); ninguna es el articulo Economia Mexicana Nueva Epoca 2013 con n=69 y hallazgo de cuenta bancaria/visitas que pide el report; lo mas cercano es 'Trust, Information Acquisition and Financial Decisions: A Field Experiment' (2010, sin DOI) y 'Confianza, redes sociales y habitos financieros' (2010, sin DOI), ninguno de 2013.	caja4
ASTRA5-U0-CAPSOC-026	c4-3	CROSSREF	https://api.crossref.org/works?query.bibliographic=Di+Giannatale+Elbittar+Lopez+Roa+confianza+Caja+Popular+Mixtlan&rows=5	200	42313	851386a4fbb521c19918f740ffd53fd2501b27fa4541de0dcb733d2af40ecde9	JSON-OK	2026-09-24T21:24:20Z	NO-ENCONTRADO	Busqueda bibliografica en Crossref no devolvio el articulo objetivo; resultados mas cercanos son papers distintos de finanzas conductual sin relacion con Caja Popular Mixtlan ni con Economia Mexicana Nueva Epoca 2013.	caja4
ASTRA5-U0-CAPSOC-026	c4-4	REPEC	https://ideas.repec.org/cgi-bin/htsearch?q=Di+Giannatale+Elbittar+confianza	200	16573	7f2c634f70904b9c58c5a71bdbbd9caf4db8d7b0c4b27bacd8d4c4c8d502ac47	HTML-OK	2026-09-24T21:24:20Z	NO-ACCESIBLE	IDEAS/RePEc devuelve HTML cascaron con buscador cargado por JavaScript (loadDoc/XMLHttpRequest); curl no ejecuta el AJAX y no se puede leer la lista de resultados. Requiere navegador para ver los resultados reales de la busqueda.	caja4
ASTRA5-U0-TRUST-028	c4-1	OPENALEX	https://api.openalex.org/works?search=Mogro-Wilson%20personalismo%20scale%20Latino&per_page=5	200	116745	a2192e7ddec3bc87243a72e8697b05c5027a49fbafc7afeb522563d4bf6b84b1	JSON-OK	2026-09-24T21:24:20Z	NO-ENCONTRADO	Ningun resultado de OpenAlex corresponde a Mogro-Wilson et al. (2021) sobre escala de personalismo n=1296; resultados devueltos son de otros temas de salud/paternidad latina.	caja4
ASTRA5-U0-TRUST-028	c4-2	CROSSREF	https://api.crossref.org/works?query.bibliographic=Mogro-Wilson+personalism+scale+Latino+2021&rows=5	200	61614	03cc5b99d8351da54594c67f655cd9b9decc9e1fcb69a1722b147ecf53e2e31f	JSON-OK	2026-09-24T21:24:20Z	NO-ENCONTRADO	Crossref no devuelve el articulo objetivo; no se pudo confirmar autor/revista exacta de Mogro-Wilson et al. 2021 (escala psicometrica de personalismo) con esta busqueda.	caja4
ASTRA5-U0-TRUST-007	c4-1	OPENALEX	https://api.openalex.org/works?search=Yanez%20confianza%20desconfianza%20factorial%20escala&per_page=5	200	79757	66c450a8f76090da87d33e9594562cf0623dbad92843f222af76e8749893d3c9	JSON-OK	2026-09-24T21:24:20Z	NO-ENCONTRADO	Busqueda en OpenAlex por 'Yanez confianza desconfianza factorial escala' no devuelve el estudio Yanez et al. 2006 (n=575) citado por el report; resultados son articulos mexicanos de comunicacion politica sin relacion.	caja4
ASTRA5-U0-TRUST-007	c4-2	CROSSREF	https://api.crossref.org/works?query.bibliographic=Yanez+trust+distrust+factorial+structure+2006&rows=5	200	11417	f1bde10295845e3121a82b343797859c0d252efac6e500dd3831f9f880ca1d5b	JSON-OK	2026-09-24T21:24:20Z	NO-ENCONTRADO	Crossref no devuelve el articulo objetivo (Yanez et al. 2006, estudio factorial de confianza/desconfianza); resultados son de teoria politica de confianza institucional sin autor Yanez.	caja4
ASTRA5-U0-TRAB-007	c4-1	OPENALEX	https://api.openalex.org/works?search=Schmitz%20Weber%20manufacturing%20workers%20Mexico%202017&per_page=5	200	110733	3e34cf8b54d3a74d76e598ce894a8f96f9acc69ae49164b958a6340fabfce9f8	JSON-OK	2026-09-24T21:24:20Z	NO-ENCONTRADO	OpenAlex no indexa Schmitz & Weber (2017), International Journal of Academic Research and Reflection, n=79 trabajadores de manufactura; resultados devueltos son de otros temas de manufactura/cadenas globales de valor.	caja4
ASTRA5-U0-TRAB-007	c4-2	CROSSREF	https://api.crossref.org/works?query.bibliographic=Schmitz+Weber+2017+International+Journal+Academic+Research+Reflection+manufacturing+Mexico&rows=5	200	46214	37bee35970f33586639c05e2b341e8b29c3190c761b32b6b1f172319e86f2579	JSON-OK	2026-09-24T21:24:20Z	NO-ENCONTRADO	Crossref confirma que la revista 'International Journal of Academic Research and Reflection' no esta indexada (0 coincidencias relevantes); consistente con la nota original del lote de que la revista no esta indexada en Crossref.	caja4
ASTRA5-U0-GENBEH-019	c4-5	EUROPEPMC	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=Lea%20Chambers%20MAOA%20Maori%20warrior%20gene%20New%20Zealand%20Medical%20Journal&format=json&resultType=core	200	227	6778092078d1bd01d28f3f8c0ad7b8fadb79ff97295546a059d0a140c69003e7	JSON-OK	2026-09-24T21:24:51Z	NO-ENCONTRADO	Europe PMC devuelve hitCount=0 para Lea & Chambers (2007), New Zealand Medical Journal, sobre MAOA-L y guerreros maories. Confirma (via 5a via distinta a las 4 previas de la sesion: OpenAlex, Crossref, NZMA, Wayback) que el articulo no esta indexado en ninguna base biomedica mayor; el New Zealand Medical Journal no forma parte de PubMed/Europe PMC para ese periodo.	caja4
ASTRA5-U0-FAM-010	c4-3	SIDOF	https://sidof.segob.gob.mx/	200	242951	d6fbdaa1b35fcc678ad6379d12e2ed767311fe36b1bb445d079f57f55c8b8dbb	HTML-OK	2026-09-24T21:27:22Z	NO-ENCONTRADO	[supervisor: portal alcanzado, no el documento pedido] SIDOF (Sistema de Informacion del DOF) responde 200 con <title>Diario Oficial de la Federacion...Bienvenido al Sistema de Informacion del Diario Oficial de la Federacion</title>, a diferencia de www.dof.gob.mx que fallaba por certificado TLS. Sin embargo la busqueda de notas requiere inicio de sesion (formularios form-login detectados); no se puede consultar el estatus de la Ley General de Cuidados sin credenciales, que estan fuera de alcance.	caja4
