id_lectura	archivo_fuente_linea	componente_dictaminado_o_residual	contrato_existente	estado_lectura	pregunta_documental_pendiente	archivo_pieza_exacta	propietario	siguiente_operacion
LECTURA-546e89cc-01	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md:L7	Cuatro pilares de comunalidad son descripción institucional de Sierra Norte de Oaxaca; concepto político contemporáneo y alcance territorial no prueban prevalencia mexicana.		PENDIENTE-ETNOGRAFIA-LOCAL	¿Qué localidades y fechas documentan simultáneamente territorio, tequio, asamblea/cargos y fiesta?	Floriberto Díaz y Jaime Martínez Luna, obras primarias por registrar	ASTRA5-MESA-RURAL	Registrar pasajes y alcance local; separar concepto de frecuencia poblacional.
LECTURA-546e89cc-02	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md:L9	Servicio gratuito, rotación, revocación y prestigio de cargos son componentes distintos; costos altos pueden estratificar ciudadanía.		PENDIENTE-CARGOS	¿Qué etnografías y localidades prueban gratuidad, rotación, revocación y exclusión por separado?	Cancian 1965; Chance y Taylor 1985; estatutos/asambleas locales por registrar	ASTRA5-MESA-RURAL	Descomponer diseño del cargo y efectos distributivos, con lugar y periodo.
LECTURA-546e89cc-03	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md:L11	417/570 municipios oaxaqueños por sistemas normativos es conteo administrativo de elección; soberanía, consenso y Cherán son afirmaciones jurídicas/institucionales separadas.		PENDIENTE-ASAMBLEA-LEGAL	¿Qué corte IEEPCO da 417, qué norma local y sentencia TEPJF rigen cada caso, y cuál es el universo municipal?	IEEPCO catálogo SNI 2023; Constitución Oaxaca art. 25; TEPJF SUP-JDC-9167/2011	ASTRA5-MESA-RURAL	Verificar vigencia legal y fechas con fuente oficial; no inferir calidad deliberativa del conteo.
LECTURA-546e89cc-04	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md:L13	Tequio, gozona, guelaguetza y mano vuelta no son una variable única; obra pública, intercambio familiar y seguro mutuo tienen beneficiarios y cargas diferentes.		PENDIENTE-RECIPROCIDAD	¿Qué registros locales miden trabajo aportado, reciprocidad diferida, cobertura y carga de mujeres?	Etnografías Oaxaca; Arturo Warman; González de la Rocha por registrar	ASTRA5-MESA-RURAL	Separar práctica observada, función de seguro e inferencia de redistribución.
LECTURA-546e89cc-05	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md:L15	Sistemas normativos internos tienen órganos y procedimientos; sanción, mediación y derechos varían por comunidad, no equivalen a ausencia de ley.		PENDIENTE-SNI-CASOS	¿Qué estatutos, dictámenes y expedientes documentan órganos, procedimientos y límites en municipios concretos?	IEEPCO dictámenes de métodos; legislación Oaxaca y TEPJF por registrar	ASTRA5-MESA-RURAL	Cotejar casos y vigencia; no asignar una regla uniforme a 417 municipios.
LECTURA-546e89cc-06	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md:L17	RAN 99,759,455 ha/50.7% al 2022 mide propiedad social ejidal y comunal, no población indígena ni proporción que practica comunalidad.		PENDIENTE-RAN-2022	¿Qué cuadro RAN al 31-12-2022 define superficie, núcleos y denominador territorial y distingue ejido/comunidad?	RAN Indicadores Básicos de la Propiedad Social corte 2022; Ley Agraria vigente por registrar	ASTRA5-MESA-RURAL	Verificar tabla/hash y distinguir régimen jurídico de identidad étnica.
LECTURA-546e89cc-07	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md:L19	Cargos y cuotas translocales constan en casos mixtecos/zapotecos; clubes 3x1 y remesas colectivas son programa y flujo, no prueba de que toda migración preserve comunidad.		PENDIENTE-COMUNIDAD-TRANSLOCAL	¿Qué localidades/periodos y fuente administrativa sostienen cargos a distancia y 527 clubes/15m USD en 2005?	Kearney/Besserer/Stephen; Programa 3x1 informe 2005 por registrar	ASTRA5-MESA-MIGRACION	Deduplicar con lectura migración; acotar casos y separar desigualdad entre hogares.
LECTURA-546e89cc-08	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md:L21	Rarámuri, yaqui, comcáac y ódami tienen instituciones y territorios distintos; «el norte» no constituye un universo homogéneo ni refuta cada rasgo mesoamericano.		PENDIENTE-NORTE-ETNOGRAFIA	¿Qué etnografías por pueblo describen movilidad, kórima, ocho pueblos yaquis y gobierno local?	Matrices indígenas del norte de México; estudios rarámuri, yaqui y comcáac por registrar	ASTRA5-MESA-RURAL	Construir comparación por pueblo y contexto ecológico, no por norte agregado.
LECTURA-546e89cc-09	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md:L23	Despojo, ausencia estatal y autodefensa Cherán son hipótesis históricas/causales; desconfianza medida exige reactivo individual y no se deduce de un caso.		PENDIENTE-CAUSAL-CHERAN	¿Qué cronología primaria documenta tala, autogobierno y servicios; qué encuesta mide desconfianza en las mismas comunidades?	TEPJF SUP-JDC-9167/2011; expediente Cherán; encuesta local por localizar	ASTRA5-MESA-RURAL	Separar hechos del caso, mecanismo adaptativo y generalización nacional.
LECTURA-546e89cc-10	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md:L25	Comunalidad y buen vivir son genealogías intelectuales situadas; semejanza discursiva no hace equivalentes prácticas o poblaciones México/Andes.		PENDIENTE-GENEALOGIA	¿Qué publicaciones fechadas de Díaz/Martínez Luna y autores andinos fijan concepto, territorio y uso político?	Textos primarios Díaz y Martínez Luna; fuentes andinas por registrar	ASTRA5-MESA-RURAL	Citar autor y fecha; mantener comparación como marco conceptual.
LECTURA-546e89cc-11	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md:L27	Origen colonial de cofradías y consolidación decimonónica de jerarquía cívico-religiosa combinada son tesis históricas distintas.		PENDIENTE-ORIGEN-CARGOS	¿Qué documentos y casos comparó Chance/Taylor para fechar cofradía, cargo civil y combinación?	Chance y Taylor 1985; Carrasco y archivos históricos por registrar	ASTRA5-MESA-RURAL	Evitar origen único prehispánico o colonial para todos los pueblos.
LECTURA-546e89cc-12	corpus/reports/El_México_Rural_e_Indígena_en_sus_Propios_Términos__Comunalidad__Autoridad_y_Reciprocidad_como_Sistemas_con_Lógica_Propia.md:L29	Faccionalismo, costos de cargo, exclusión de mujeres/avecindados y expulsión religiosa son cuatro fenómenos con periodo y comunidad propios; la resta 417-350 no prueba 67 conflictos agudos.		PENDIENTE-EXCLUSION-CASOS	¿Qué expedientes IEEPCO/TEPJF y etnografías verifican cada forma y qué define «sin conflicto» en EDUCA 2020?	EDUCA Oaxaca 2020; IEEPCO litigios; TEPJF casos por registrar	ASTRA5-MESA-RURAL	Cotejar derechos/fecha y retirar inferencia automática de conflicto agudo.
