id_afirmacion	fila_local	unidades	localizador	texto_vigente	tier_report	clase	procedencia_evidencia	componente_contrastable	limite_inferencial	conducta_unidad_universo	instrumento_ola	documento_id_hash_pagina	pregunta_textual_codigo_respuestas	dictamen	dictamen_razon	datos_id_estado	reserva	gen2_existente	propietario_propuesto	siguiente_operacion	dedup_concepto	contrato_existente	busqueda_a13	dominio	falsador
ENLACE	confianza-001	LECTURA-6da09e39-01	L9, hallazgo 1; L47; L71	La confianza interpersonal generalizada en México es del ~22% (WVS 2018)... Ha caído desde 33% en 1990 hasta un mínimo de 16% en 2005, con recuperación parcial.	NO-EXPLÍCITO (FUERTE en mapa de evidencia L69-71)	ENLACE	primaria México	VER-CONTRATO ASTRA5-U0-TRUST-001	VER-CONTRATO ASTRA5-U0-TRUST-001	VER-CONTRATO ASTRA5-U0-TRUST-001	World Values Survey ola 7, México 2018	VER-CONTRATO ASTRA5-U0-TRUST-001	VER-CONTRATO ASTRA5-U0-TRUST-001	MEDIBLE-EN-CORPUS	VER-CONTRATO ASTRA5-U0-TRUST-001: Q57 codebook v3.0 publica 10.5% para 'se puede confiar en la mayoría', no 22%; el origen de ~22% no está identificado. La serie 1990-2005 y comparadores OCDE/Colombia/Brasil/Perú NO están en el contrato (ver confianza-006).	VER-CONTRATO ASTRA5-U0-TRUST-001		ninguna corrida con f00011928_world_values_survey_wave_7_2017_2020_mexico_v3_0 (u0mf --calc: 0)	ASTRA5-U3	Ninguna: contrato ya cerrado; U3 localiza fuente exacta de ~22% antes de recitar la cifra.	CONC-WVS2018-Q57	ASTRA5-U0-TRUST-001	ENLACE directo por paquete confianza.md (contrato ya cerrado; no requiere nueva búsqueda)	CONFIANZA	Cambiaría si se localiza el tabulado/ola exacto que publica 22% para Q57 (o su equivalente) y coincide en escala con el codebook v3.0 vigente.
ASTRA5-U0-TRUST-003	confianza-002		L9	muy por debajo del promedio OCDE (~40%), pero significativamente superior a Colombia (5%), Brasil (7%) y Perú (5%). Ha caído desde 33% en 1990 hasta un mínimo de 16% en 2005, con recuperación parcial.	NO-EXPLÍCITO	CIFRA-PUBLICADA	marco importado	Comparación de la proporción de personas que responden 'se puede confiar en la mayoría' (ítem equivalente a WVS Q57) entre países y entre olas de WVS para México (1990, 2005, 2018).	Solo se verificó el manifiesto para México ola 7 (2018); no hay ids de olas 1-6 de México ni de Colombia/Brasil/Perú/países OCDE en el corpus. No prueba tendencia causal, solo serie descriptiva si se localizan los tabulados.	Personas adultas encuestadas en cada país/ola de WVS; comparación entre países y en el tiempo para México.	WVS olas 1-7 (México y comparadores); ninguna ola distinta a México 2018 está en el manifiesto	faltante: WVS Longitudinal/Integrated time-series file y codebooks de Colombia/Brasil/Perú/países OCDE ola 7	códigos por extraer de f00011928_world_values_survey_wave_7_2017_2020_mexico_v3_0 (único documento con el ítem, solo México 2018)	MEDIBLE-CON-ADQUISICIÓN	El instrumento (WVS, ítem de confianza generalizada) está identificado y documentado (worldvaluessurvey.org, acceso público con registro); u0mf confirma 11 documentos de WVS México 2018 pero ninguna ola histórica (1990-2005) ni codebook de otro país. Falta registrar esos documentos/datos en el manifiesto para citar la cifra literal.	SIN-ID-MANIFIESTO para olas 1-6 México y para Colombia/Brasil/Perú/OCDE ola 7; U0 no abrió microdato		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: 0)	ASTRA5-U3	faltante: adquirir WVS Longitudinal file (o codebooks por ola 1-7 de México) y codebooks ola 7 de Colombia/Brasil/Perú/países OCDE seleccionados vía worldvaluessurvey.org.	CONC-WVS-SERIE-PAISES		u0mf --busca wvs → 11 entradas, todas México 2018 (u0mf A.13: 1680 entradas examinadas); ningún id de olas 1-6 ni de otros países	CONFIANZA	Cambiaría si el WVS Longitudinal file muestra una serie distinta para México 1990-2018, o si los codebooks de Colombia/Brasil/Perú ola 7 no confirman los valores citados (5%/7%/5%).
ASTRA5-U0-TRUST-004	confianza-003	LECTURA-6da09e39-02	L11, hallazgo 2	La familia es la única institución con diferencial de confianza positivo (+52 puntos netos en 2026). Ninguna otra institución —ni el ejército, ni la iglesia, ni las empresas— alcanza un saldo positivo entre confianza alta y nula.	NO-EXPLÍCITO	CIFRA-PUBLICADA	primaria México	Diferencial de confianza (% mucha confianza − % ninguna confianza) por institución, encuesta 'Confianza en las Instituciones 2026' de Research Land/Grupo UPAX.	No se confirmó ficha técnica (muestra, fecha de levantamiento, fórmula exacta del diferencial) con cita de página; solo un resumen de prensa/blog de la propia empresa. El diferencial no es directamente el % que confía.	Personas adultas mexicanas encuestadas por Research Land, ronda 2026 (bienal).	Research Land / Grupo UPAX, «Confianza en las Instituciones» 2026 (encuesta privada, no en manifiesto)	faltante: ficha técnica/reporte de Research Land 2026 (researchland.com/herramientas/confianza-instituciones-mexicanas)	No localizada la pregunta exacta ni escala de respuesta (mucha/algo/poca/ninguna confianza presumible por analogía con ENCIG); pendiente de ficha técnica	MEDIBLE-CON-ADQUISICIÓN	El emisor (Research Land/Grupo UPAX) y el documento están identificados: existe la landing 'researchland.com/herramientas/confianza-instituciones-mexicanas' y el blog researchland.com/blog/confianza-en-las-instituciones-perspectivas-ciudadanas-y-su-impacto-electoral (consulta web del ejecutor previo del lote, sesión 24/sep/2026, presupuesto de 12 consultas ya agotado por este lote). El blog solo confirma partidos políticos -68, senadores -65, policía -64, familia +52 (el mejor evaluado) pero no ficha técnica con muestra/fecha exacta ni fórmula documentada con cita de página.	SIN-ID-MANIFIESTO; U0 no abrió microdato		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: 0)	ASTRA5-MESA-CONFIANZA	faltante: ficha técnica y tabulado completo de Research Land 'Confianza en las Instituciones 2026' (muestra, fecha, pregunta, fórmula del diferencial), y registrarlo en manifiesto antes de citar como fuente.	CONC-DOC-RESEARCHLAND-2026		u0mf --busca 'research land' → 0 entradas (u0mf A.13: 1680 examinadas); WebSearch/WebFetch researchland.com (sesión previa, contadas en las 12 del lote): blog confirma familia +52, partidos -68, sin ficha técnica	CONFIANZA	Cambiaría si la ficha técnica de Research Land muestra otra institución con diferencial positivo, o si el +52 de familia no se sostiene con la muestra/fórmula publicada.
ASTRA5-U0-TRUST-005	confianza-004	LECTURA-6da09e39-03	L13, hallazgo 3	Existe una jerarquía institucional de confianza notablemente estable: familia (87%) > escuelas públicas (77%) > universidades (76%) > ejército/marina (71-89%) > iglesia (65%) > medios (50%) > gobierno federal (50-54%) > jueces (39%) > policía (37%) > partidos políticos (29%).	NO-EXPLÍCITO (FUERTE parcial en mapa de evidencia L73-74)	CIFRA-PUBLICADA	primaria México	Proporción de personas de 18+ que declara 'mucha confianza'/'algo de confianza' por institución (universidades, policías, jueces, iglesia, medios, partidos, ejército/marina, escuelas públicas), batería Sección XI de ENCIG 2023.	ENCIG cubre solo localidades de 100,000+ habitantes (40% de la población) y NO incluye un ítem literal de 'familia' (solo 'parientes como tíos/primos/sobrinos', p11_1_09): la cifra de familia (87%) de esta jerarquía no puede provenir de ENCIG 2023. Los % exactos citados por el report (87/77/76/71-89/65/50/50-54/39/37/29) no se cotejaron contra un tabulado publicado; solo se verificó que el instrumento existe.	Persona de 18+ en localidades de 100,000+ habitantes, ENCIG 2023 (46 mil hogares aprox. según report).	ENCIG 2023 (INEGI), Sección XI Confianza en Instituciones	encig23_estructura_base_datos_pdf|eb89820cd58af0d8799387a376b9e60b062ed59daea74cdbea7ff3b4ee13a906|pp.65-68; encig23_cuestionario_pdf|65000ad38419da504e46b34a0a2426f218d1ba6e604ad37a14762bbd07881e1e|p.24	11.1 '¿Cuánta confianza le generan...?' 14 universidades públicas (p11_1_01), 15 policías (p11_1_02), 26 medios de comunicación (p11_1_13), 29 escuelas públicas nivel básico (p11_1_16), 30 jueces(as) y magistrados(as) (p11_1_17), 31 instituciones religiosas/iglesia (p11_1_18), 32 partidos políticos (p11_1_19), 34 ejército y marina (p11_1_21); códigos 1 mucha confianza, 2 algo de confianza, 3 algo de desconfianza, 4 mucha desconfianza, 5 no aplica, 9 no sabe/no responde.	MEDIBLE-EN-CORPUS	La variable/instrumento para cada institución de la jerarquía (salvo familia) tiene id en manifiesto (ENCIG 2023 dato + estructura) y no está reservado; el texto literal de la pregunta y códigos de respuesta se citó arriba con página. U0 no abrió microdato: no se cotejó el % exacto (87/77/76/71-89/65/50/50-54/39/37/29) contra un tabulado publicado.	encig_2023_encig23_base_datos_dbf|8512fc49f4cbac12e18d44c4d7d0d063214bbd3d01ff1b24cca4df7bf7285737|raíz data_raw; U0 no abrió microdato		ninguna corrida con encig_2023_encig23_base_datos_dbf (u0mf --calc: 0)	ASTRA5-U3	Abrir en CAJA y tabular p11_1_01..p11_1_25 por institución (universo 18+, factor fac_p18) y cotejar contra los % citados; para 'familia' ver confianza-005 (fuente distinta a ENCIG).	CONC-ENCIG2023-P11_1		u0pdf --id encig23_estructura_base_datos_pdf -q 'p11_1_' → 25 coincidencias listando p11_1_01..p11_1_25 (u0pdf A.13: 1 PDF examinado); u0pdf -q 'ejercito|fuerzas armadas|marina' → 4; u0pdf -q 'su familia' → 2 (ninguna en batería XI, ambas en Sección IV satisfacción con seguridad)	CONFIANZA	Cambiaría si el tabulado publicado de ENCIG 2023 no reproduce el orden o los porcentajes citados por institución.
ASTRA5-U0-TRUST-006	confianza-005		L13	familia (87%) > escuelas públicas...	NO-EXPLÍCITO	CIFRA-PUBLICADA	mixta	Proporción de personas que confía 'mucha'/'algo' en 'la familia' como institución; identificar el instrumento del que procede el 87% citado en la jerarquía.	ENCIG 2023 no pregunta por 'familia' (solo parientes extendidos, ítem distinto). WVS México 2018 Q58 pregunta por 'su familia' con escala de 4 puntos y publica 73.0% 'confía completamente' / 91.9% 'completamente o algo' (codebook v3.0), ninguno de los cuales es 87%. CESOP y Research Land 2026 (citados en el mapa de evidencia L72) no están en el manifiesto.	Persona de 18+; instrumento y ola sin identificar para el valor específico de 87%.	Sin identificar (no es ENCIG 2023; no coincide con WVS 2018 Q58)	f00011928_world_values_survey_wave_7_2017_2020_mexico_v3_0|faee54eeaff1ca170bc86b3f26c0593df99b576d035d44055f08470f97b03005|pp.27-28 (Q58, valor distinto: 73.0%/91.9%, no 87%)	WVS Q58 'Su familia' 1=Confía completamente...4=No confía nada (73.0%+18.9%=91.9%); no es la pregunta que sustenta 87%	MEDIBLE-CON-ADQUISICIÓN	El componente (confianza declarada en la familia) es observable en instrumentos identificados (ENCIG no lo tiene; WVS Q58 lo tiene con otra escala/valor; CESOP y Research Land 2026 citados por el report no están en manifiesto). Falta localizar el documento primario exacto que publica 87% antes de poder marcar EN-CORPUS.	SIN-ID-MANIFIESTO para CESOP y Research Land; f00011928_world_values_survey_wave_7_2017_2020_mexico_v3_0 en manifiesto pero con valor distinto (91.9%, no 87%)		ninguna corrida (u0mf --calc: 0)	ASTRA5-U3	faltante: ficha técnica/tabulado de CESOP sobre confianza institucional y de Research Land 2026 (ver confianza-003); no reetiquetar WVS Q58 (91.9%) como el 87% citado.	CONC-CONFIANZA-FAMILIA-87PCT	ASTRA5-U0-TRUST-002	u0mf --busca cesop → (ver confianza-018 log); u0pdf --id encig23_estructura_base_datos_pdf -q 'p11_1_' confirma ausencia de ítem 'familia' en la batería (25 ítems listados, ninguno es 'familia')	CONFIANZA	Cambiaría si se localiza un tabulado primario (CESOP, Research Land, u otro) que publique exactamente 87% de confianza en la familia con ficha técnica citable.
ASTRA5-U0-TRUST-007	confianza-006	LECTURA-6da09e39-04	L15, hallazgo 4	La desconfianza y la confianza operan como dimensiones independientes, no como polos opuestos. Un mexicano puede simultáneamente confiar profundamente en su red personal y desconfiar radicalmente de las instituciones sin contradicción psicológica.	NO-EXPLÍCITO	CONCLUSION-DE-ESTUDIO	no-aplica	Análisis factorial (n=575) de Yáñez et al. (2006) que separa confianza y desconfianza como factores distintos.	Sin identificar población, país de la muestra ni ítems del estudio; sin réplica mexicana verificada. No se puede afirmar que aplique a la población mexicana en general sin leer el artículo original.	Participantes del estudio de Yáñez et al. (2006), n=575, población sin identificar.	Yáñez et al. (2006), estudio psicométrico (no encuesta poblacional mexicana)	no localizado	no localizado	MEDIBLE-CON-ADQUISICIÓN	EXISTENCIA-NO-COMPROBADA tras 2 consultas adicionales via Crossref (WebFetch, 2026-09-24; WebSearch de la sesion agotado 200/200): 'Yanez confianza desconfianza factor analysis 2006' (5 resultados, ninguno del autor Yanez) y 'trust distrust independent dimensions not opposite poles factor analysis 2006' (1 resultado relevante pero de otro autor, Gonzalez-Roma et al. 2006 sobre burnout/engagement, no confianza/desconfianza). Con solo el apellido Yanez y n=575, sin iniciales, revista ni pais, no se pudo identificar el articulo primario.	SIN-ID-MANIFIESTO; U0 no abrio microdato; documento primario no confirmado tras busqueda de segunda pasada		ninguna corrida (u0mf --calc: 0)	ASTRA5-U3	faltante: Yanez et al. (2006), estudio factorial confianza/desconfianza n=575 (autor completo, revista, pais de la muestra sin identificar). Localizar con WebSearch fresco (agotado en esta sesion) antes de citarlo como evidencia de factores independientes en Mexico.	CONC-DOC-YANEZ-2006		u0mf --busca yanez -> 0 entradas (u0mf A.13: 1680 examinadas); sin consulta web (presupuesto de 12 agotado por el lote, ver previas/confianza.log items 12-22,26). Segunda pasada 2026-09-24: WebSearch de la sesion agotado (200/200); Crossref API via WebFetch: 'Yanez confianza desconfianza factor analysis 2006' -> 5 resultados, 0 del autor citado; 'trust distrust independent dimensions not opposite poles factor analysis 2006' -> 1 resultado relevante (Gonzalez-Roma et al. 2006, Journal of Vocational Behavior, DOI 10.1016/j.jvb.2005.01.003, sobre burnout/engagement, no confianza).	CONFIANZA	Cambiaría si al leer el artículo original el análisis factorial no separa confianza/desconfianza, o si la muestra no es generalizable (p.ej. estudiantes de un solo país no-mexicano).
ENLACE	confianza-007	LECTURA-6da09e39-05	L17, hallazgo 5	El 93.2% de los delitos no se denuncian ni investigan (ENVIPE 2025), creando una 'cifra negra' que refleja y refuerza la desconfianza institucional.	NO-EXPLÍCITO (FUERTE en mapa de evidencia L77)	ENLACE	primaria México	VER-CONTRATO ASTRA5-U0-POL-002	VER-CONTRATO ASTRA5-U0-POL-002	VER-CONTRATO ASTRA5-U0-POL-002	ENVIPE 2025 (INEGI), módulo de victimización, hechos de 2024	VER-CONTRATO ASTRA5-U0-POL-002	VER-CONTRATO ASTRA5-U0-POL-002	MEDIBLE-EN-CORPUS	VER-CONTRATO ASTRA5-U0-POL-002: microdato, módulo, FD y diseño ENVIPE 2025 en manifiesto con SHA coincidentes; la cifra negra (93.2%) requiere fijar denominador y filtro por tipo de delito, sin RESULT adjudicado en el contrato. El interpretativo 'refleja y refuerza la desconfianza institucional' es atribución de mecanismo, no observada por BP1_20/21/24 (ver confianza-008).	VER-CONTRATO ASTRA5-U0-POL-002		ninguna corrida con envipe2025_csv (u0mf --calc: 0)	ASTRA5-U3	Ninguna: contrato ya cerrado.	CONC-ENVIPE2025-CIFRANEGRA	ASTRA5-U0-POL-002	ENLACE directo por paquete confianza.md (contrato ya cerrado)	CONFIANZA	Cambiaría si el RESULT adjudicado sobre BP1_20/21/24 con denominador fijo produce una cifra fuera del rango 90-96%.
ASTRA5-U0-TRUST-008	confianza-008		L17	Solo el 1.2% de las denuncias tiene resolución positiva para la víctima.	NO-EXPLÍCITO	CIFRA-PUBLICADA	primaria México	Proporción de denuncias ante Ministerio Público/Fiscalía (BP1_20=1) para las que el incidente tuvo un desenlace favorable para la víctima (recuperación de bienes, sentencia, resolución del conflicto), ENVIPE 2025.	El denominador (denuncias vs. carpetas vs. delitos) y el reactivo exacto de 'resolución positiva' no se identificaron; distinto del 0.8% de todos los delitos citado en el report de política (POL-002 lo declara expresamente diferente). No se puede tomar 1.2% como cotejo directo de 93.2%/0.8%.	Incidente delictivo denunciado por persona de 18+ en 2024, ENVIPE 2025.	ENVIPE 2025 (INEGI), módulo de victimización	envipe2025_cuest_modulo_pdf|21df38610b21c481382dfb05cf8061e87216d97557c665b2e6e50aacaa216d27|§1; envipe2025_fd_pdf|83fe02467b661d64e8638d882b242b0e534b8383e683a3fcbeadd66ead777fad|p.72-73	BP1_29 '¿Cómo califica el trato que le dieron en la Agencia del MP...?'; BP1_28 razón de denuncia; ningún ítem literal de 'resolución positiva/recuperación de bienes' localizado aún en el módulo de victimización; falta identificar el reactivo exacto que sustenta 1.2%.	MEDIBLE-CON-ADQUISICIÓN	El instrumento (ENVIPE 2025, módulo de victimización) está en el manifiesto y no reservado; falta identificar el reactivo específico de 'resolución favorable' (no confirmado con u0busca en este lote) y fijar el denominador (denuncias, no delitos) antes de EN-CORPUS.	faltante: ENVIPE 2025 (INEGI), módulo de victimización; envipe2025_csv|8a7a99fd90ce9d03229759ba0ad84db4fba98b5bb1f5c85eef7d718b007816fa|raíz data_raw; U0 no abrió microdato		ninguna corrida con envipe2025_csv (u0mf --calc: 0)	ASTRA5-U3	Buscar en el módulo de victimización el reactivo exacto de desenlace/resolución (p.ej. BP1_3X sobre recuperación de bienes o sentencia) y fijar denominador (denuncias BP1_20=1) antes de tabular 1.2%.	CONC-ENVIPE2025-RESOLUCION		u0busca -q 'denuncio|denuncia' --encuesta envipe --ola 2025 (ejecutor previo) → 85 aciertos con texto (u0busca A.13: 314256 identidades revisadas, 113780 con texto); ningún ítem de 'resolución positiva' confirmado aún	CONFIANZA	Cambiaría si el reactivo identificado de resolución muestra una proporción muy distinta a 1.2%, o si el denominador correcto (delitos, no denuncias) cambia sustancialmente la cifra.
ASTRA5-U0-TRUST-009	confianza-009	LECTURA-6da09e39-06	L19, hallazgo 6	México es una anomalía global en género y confianza: es el único país donde las mujeres confían interpersonalmente más que los hombres...	NO-EXPLÍCITO (FUERTE en mapa de evidencia L78)	CIFRA-PUBLICADA	marco importado	Diferencia por sexo en confianza interpersonal generalizada, Ipsos Global Trustworthiness Index/Monitor 2022, México entre 28-30 países.	El documento existe (ipsos.com) pero el texto extraído en la consulta web previa no contiene el desglose por sexo para México ni el número exacto de países (28 según ipsos.com vs. '30' citado por el report); falta leer el PDF completo con tabla por país y sexo.	Persona adulta encuestada por Ipsos, 28-30 países, 2022 (21,515 adultos globalmente).	Ipsos Global Trustworthiness Index/Monitor 2022	no en manifiesto; https://www.ipsos.com/sites/default/files/ct/news/documents/2022-07/Global%20trustworthiness%202022%20Report.pdf (existencia confirmada por WebFetch previo a landing ipsos.com, sin tabla de género extraída)	no localizada la pregunta exacta ni la tabla país×sexo	MEDIBLE-CON-ADQUISICIÓN	El instrumento y emisor están identificados y el documento primario existe (ipsos.com, confirmado por WebFetch en sesión previa del lote); la tabla con el desglose México por sexo no se pudo leer con cita de página (landing sin ese detalle). Discrepancia de conteo de países: Ipsos reporta 28, el report cita 30.	SIN-ID-MANIFIESTO; U0 no abrió microdato		ninguna corrida (u0mf --calc: 0)	ASTRA5-U2	faltante: leer el PDF completo del Ipsos Global Trustworthiness Index 2022 (tabla país×sexo, p. específica) y registrar en manifiesto.	CONC-DOC-IPSOS-TRUST-2022		u0mf --busca ipsos → 0 entradas (u0mf A.13: 1680 examinadas); WebSearch+WebFetch ipsos.com (sesión previa, dentro de las 12 del lote): 28 países, 21,515 adultos, sin desglose de género por país en el texto extraído	GENERO	Cambiaría si la tabla país×sexo de Ipsos 2022 no muestra a México como único caso con mujeres > hombres en confianza interpersonal.
ENLACE	confianza-010		L19	el 66% de las mujeres ha sufrido alguna forma de violencia y el 93.7% de las agredidas no denuncia.	NO-EXPLÍCITO	ENLACE	primaria México	Prevalencia de violencia contra mujeres a lo largo de la vida (66%) y proporción de agredidas que no denuncia (93.7%), presumiblemente ENDIREH.	Distinto del 70.1% que adjudica ASTRA5-U0-GEN-001 (psicológica 51.6%/sexual 49.7%/física 34.7%); 66% y 93.7% son otras cifras del mismo dominio (violencia contra mujeres) sin universo/ámbito fijado en este lote.	Mujer de 15+ en México; instrumento y ámbito exacto de 66%/93.7% sin fijar aquí (ver GEN-001 para el componente ya contratado).	Presumiblemente ENDIREH (ola sin fijar); no fue el objeto de este lote confirmar el reactivo exacto de 66%/93.7%	VER-CONTRATO ASTRA5-U0-GEN-001 (mismo instrumento, componente distinto: 70.1%, no 66%/93.7%)	VER-CONTRATO ASTRA5-U0-GEN-001 para el componente ya cerrado; 66%/93.7% quedan sin cotejar en este lote	MEDIBLE-CON-ADQUISICIÓN	El instrumento general (ENDIREH) está en el manifiesto y GEN-001 ya lo dictaminó MEDIBLE-EN-CORPUS para el subcomponente de violencia física de pareja (34.7%/70.1% agregados); 66% y 93.7% son cifras distintas de ese contrato y requieren su propio cotejo de batería/universo antes de EN-CORPUS.	VER-CONTRATO ASTRA5-U0-GEN-001 (mismo payload ENDIREH); U0 no abrió microdato en este lote		RESULT-ENDIREH2021-PF-TABLA mide pareja física actual 15.60% (distinto estimando de 66%/93.7%): RESULT de otro componente, sin contraste directo	ASTRA5-U2	U2: fijar batería/universo exacto (A/B/C/General, ámbito) que produce 66% y 93.7% antes de sumar a la jerarquía de género-confianza; no fusionar con el 70.1% de GEN-001.	CONC-ENDIREH-VIOLENCIA-PREVALENCIA	ASTRA5-U0-GEN-001	Ninguna búsqueda propia de este lote sobre 66%/93.7% (fuera de perímetro de confianza; referencia a mapa-parcial-v0_1.tsv fila ASTRA5-U0-GEN-001)	VIOLENCIA	Cambiaría si ninguna batería ENDIREH agregada por universo/ámbito reproduce 66% de prevalencia o 93.7% de no denuncia.
