unidad	tipo	filas_o_contratos	razon
LECTURA-2f7b4f03-01	G	ASTRA5-U0-AUTOR-005;ASTRA5-U0-AUTOR-006	
LECTURA-2f7b4f03-01	F	ASTRA5-U0-AUTOR-005;ASTRA5-U0-AUTOR-006	
LECTURA-2f7b4f03-02	G	ASTRA5-U0-AUTOR-004;ASTRA5-U0-AUTOR-007;ASTRA5-U0-AUTOR-008	
LECTURA-2f7b4f03-02	F	ASTRA5-U0-AUTOR-004;ASTRA5-U0-AUTOR-007;ASTRA5-U0-AUTOR-008	
LECTURA-2f7b4f03-03	G	ASTRA5-U0-AUTOR-009	
LECTURA-2f7b4f03-03	F	ASTRA5-U0-AUTOR-009	
LECTURA-2f7b4f03-04	G	ASTRA5-U0-AUTOR-001;ASTRA5-U0-AUTOR-002;ASTRA5-U0-AUTOR-010;ASTRA5-U0-AUTOR-011	
LECTURA-2f7b4f03-04	F	ASTRA5-U0-AUTOR-001;ASTRA5-U0-AUTOR-002;ASTRA5-U0-AUTOR-010;ASTRA5-U0-AUTOR-011	
LECTURA-2f7b4f03-05	G	ASTRA5-U0-AUTOR-012	
LECTURA-2f7b4f03-05	F	ASTRA5-U0-AUTOR-012	
LECTURA-2f7b4f03-06	G	ASTRA5-U0-AUTOR-003;ASTRA5-U0-AUTOR-013	
LECTURA-2f7b4f03-06	F	ASTRA5-U0-AUTOR-003;ASTRA5-U0-AUTOR-013	
LECTURA-2f7b4f03-07	G	ASTRA5-U0-AUTOR-014	
LECTURA-2f7b4f03-07	F	ASTRA5-U0-AUTOR-014	
LECTURA-2f7b4f03-08	G	ASTRA5-U0-AUTOR-015	
LECTURA-2f7b4f03-08	F	ASTRA5-U0-AUTOR-015	
LECTURA-2f7b4f03-09	G	ASTRA5-U0-AUTOR-016;ASTRA5-U0-AUTOR-017	
LECTURA-2f7b4f03-09	F	ASTRA5-U0-AUTOR-016;ASTRA5-U0-AUTOR-017	
LECTURA-2f7b4f03-10	G	ASTRA5-U0-AUTOR-018;ASTRA5-U0-AUTOR-019	
LECTURA-2f7b4f03-10	F	ASTRA5-U0-AUTOR-018;ASTRA5-U0-AUTOR-019	
LECTURA-2f7b4f03-11	G	ASTRA5-U0-AUTOR-020	
LECTURA-2f7b4f03-11	F	ASTRA5-U0-AUTOR-020	
LECTURA-2f7b4f03-12	G	ASTRA5-U0-AUTOR-021	
LECTURA-2f7b4f03-12	F	ASTRA5-U0-AUTOR-021	
LECTURA-2f7b4f03-13	G	ASTRA5-U0-AUTOR-022	
LECTURA-2f7b4f03-13	F	ASTRA5-U0-AUTOR-022	
LECTURA-2f7b4f03-14	G	ASTRA5-U0-MER-008;ASTRA5-U0-AUTOR-023	
LECTURA-2f7b4f03-14	F	ASTRA5-U0-MER-008;ASTRA5-U0-AUTOR-023	
LECTURA-2f7b4f03-15	G	ASTRA5-U0-AUTOR-024;ASTRA5-U0-AUTOR-025	
LECTURA-2f7b4f03-15	F	ASTRA5-U0-AUTOR-024;ASTRA5-U0-AUTOR-025	
INT-L67	INT	ASTRA5-U0-AUTOR-026	
INT-L71	INT	ASTRA5-U0-AUTOR-027	
INT-L73	INT	ASTRA5-U0-AUTOR-028	
INT-L133	INT	ASTRA5-U0-AUTOR-029	
INT-L249-L277	INT	ASTRA5-U0-AUTOR-030	
INT-L277	INT	ASTRA5-U0-AUTOR-031	
