unidad	tipo	filas_o_contratos	razon
LECTURA-57ec2d17-01	G	ASTRA5-U0-HUM-008;ASTRA5-U0-HUM-009;ASTRA5-U0-HUM-010;ASTRA5-U0-HUM-011	
LECTURA-57ec2d17-02	G	ASTRA5-U0-HUM-012;ASTRA5-U0-HUM-013	
LECTURA-57ec2d17-03	G	ASTRA5-U0-HUM-015;ASTRA5-U0-HUM-016	
LECTURA-57ec2d17-04	G	ENLACE;ENLACE;ENLACE;ENLACE;ENLACE;ENLACE;ASTRA5-U0-HUM-017	
LECTURA-57ec2d17-05	G	ENLACE;ASTRA5-U0-HUM-018;ASTRA5-U0-HUM-019;ASTRA5-U0-HUM-020	
LECTURA-57ec2d17-06	G	ASTRA5-U0-HUM-021;ASTRA5-U0-HUM-022	
LECTURA-57ec2d17-07	G	ASTRA5-U0-HUM-023	
LECTURA-57ec2d17-08	G	ASTRA5-U0-HUM-024	
LECTURA-57ec2d17-09	G	ASTRA5-U0-HUM-025	
LECTURA-57ec2d17-10	G	ASTRA5-U0-HUM-026	
LECTURA-57ec2d17-01-EHV	F	ASTRA5-U0-HUM-008	
LECTURA-57ec2d17-01-ESSH-AFE	F	ASTRA5-U0-HUM-009	
LECTURA-57ec2d17-01-ESSH-FINAL	F	ASTRA5-U0-HUM-010	
LECTURA-57ec2d17-01-ESSH-INVAR	F	ASTRA5-U0-HUM-011	
LECTURA-57ec2d17-02	F	ASTRA5-U0-HUM-012;ASTRA5-U0-HUM-013	
LECTURA-57ec2d17-03	F	ASTRA5-U0-HUM-015;ASTRA5-U0-HUM-016	
LECTURA-57ec2d17-04-WHR	F	ENLACE;ENLACE;ENLACE	
LECTURA-57ec2d17-04-CAUSA	F	ASTRA5-U0-HUM-017	
LECTURA-57ec2d17-04-LB	F	ENLACE;ENLACE;ENLACE	
LECTURA-57ec2d17-05-IDENTIDADES	F	ENLACE	
LECTURA-57ec2d17-05-PLATAFORMAS	F	ASTRA5-U0-HUM-018;ASTRA5-U0-HUM-019	
LECTURA-57ec2d17-05-HUMOR	F	ASTRA5-U0-HUM-020	
LECTURA-57ec2d17-06	F	ASTRA5-U0-HUM-021;ASTRA5-U0-HUM-022	
LECTURA-57ec2d17-07	F	ASTRA5-U0-HUM-023	
LECTURA-57ec2d17-08	F	ASTRA5-U0-HUM-024	
LECTURA-57ec2d17-09	F	ASTRA5-U0-HUM-025	
LECTURA-57ec2d17-10	F	ASTRA5-U0-HUM-026	
LECTURA-57ec2d17-INT-11	F	ASTRA5-U0-HUM-027;ASTRA5-U0-HUM-028;ASTRA5-U0-HUM-029;ASTRA5-U0-HUM-030	
LECTURA-57ec2d17-INT-12	F	ASTRA5-U0-HUM-031;ASTRA5-U0-HUM-032;ASTRA5-U0-HUM-033	
LECTURA-57ec2d17-INT-13	F	ASTRA5-U0-HUM-034;ASTRA5-U0-HUM-035	
INT-L37	INT	ASTRA5-U0-HUM-014	Afirmacion con marca implicita de completitud de busqueda ('Brechas confirmadas tras busqueda dedicada') hallada en L37, fuera de las unidades G/P/T/F provistas por el paquete; se crea por lectura integra del report (SS2 del encargo).
