unidad	tipo	filas_o_contratos	razon
LECTURA-916eb783-01	G	ASTRA5-U0-SANC-001	
LECTURA-916eb783-01	F	ASTRA5-U0-SANC-001	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
LECTURA-916eb783-02	G	ASTRA5-U0-SANC-002	
LECTURA-916eb783-02	F	ASTRA5-U0-SANC-002	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
LECTURA-916eb783-03	G	ASTRA5-U0-SANC-003	
LECTURA-916eb783-03	F	ASTRA5-U0-SANC-003	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
LECTURA-916eb783-04	G	ASTRA5-U0-SANC-004	
LECTURA-916eb783-04	F	ASTRA5-U0-SANC-004	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
LECTURA-916eb783-05	G	ASTRA5-U0-SANC-005	
LECTURA-916eb783-05	F	ASTRA5-U0-SANC-005	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
LECTURA-916eb783-06	G	ASTRA5-U0-SANC-006;ASTRA5-U0-SANC-007	
LECTURA-916eb783-06	F	ASTRA5-U0-SANC-006;ASTRA5-U0-SANC-007	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
LECTURA-916eb783-07	G	ASTRA5-U0-SANC-008	
LECTURA-916eb783-07	F	ASTRA5-U0-SANC-008	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
LECTURA-916eb783-08	G	ASTRA5-U0-SANC-009	
LECTURA-916eb783-08	F	ASTRA5-U0-SANC-009	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
LECTURA-916eb783-09	G	ASTRA5-U0-SANC-010	
LECTURA-916eb783-09	F	ASTRA5-U0-SANC-010	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
LECTURA-916eb783-10	G	ASTRA5-U0-SANC-011	
LECTURA-916eb783-10	F	ASTRA5-U0-SANC-011	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
LECTURA-916eb783-11	G	ASTRA5-U0-SANC-012	
LECTURA-916eb783-11	F	ASTRA5-U0-SANC-012	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
LECTURA-916eb783-12	G	ASTRA5-U0-SANC-013	
LECTURA-916eb783-12	F	ASTRA5-U0-SANC-013	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
LECTURA-916eb783-13	G	ASTRA5-U0-SANC-014	
LECTURA-916eb783-13	F	ASTRA5-U0-SANC-014	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
LECTURA-916eb783-14	G	ASTRA5-U0-SANC-015;ASTRA5-U0-SANC-016	
LECTURA-916eb783-14	F	ASTRA5-U0-SANC-015;ASTRA5-U0-SANC-016	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
LECTURA-916eb783-15	G	ASTRA5-U0-SANC-017	
LECTURA-916eb783-15	F	ASTRA5-U0-SANC-017	ficha de lectura de Codex, mismo id que la unidad G; ver fila(s) enlazada(s)
CAND-916eb783-L5	P		DEDUP: sancion-horizontal-001;sancion-horizontal-002;sancion-horizontal-006a (reformulacion de la tesis general del report, ya cubierta por esas filas: suma cero, envidia sistema, no destaques racional)
CAND-916eb783-L6	P		DEDUP: sancion-horizontal-002 (misma distincion envidia-emocion vs envidia-sistema que el hallazgo G02)
CAND-916eb783-L7	P	ASTRA5-U0-SANC-006	
CAND-916eb783-L215	P	ASTRA5-U0-SANC-018	
CAND-916eb783-L284	P		DEDUP: sancion-horizontal-016 (mismo caveat de genero, repetido en Caveats)
TIER-916eb783-L87	T		NO-AFIRMACION: encabezado de seccion (Mapa de evidencia > Narrativa popular) que introduce un bloque de dos vinetas; el bloque se trata en sancion-horizontal-013 (L88, sindrome del cangrejo) y sancion-horizontal-017 (L89, no le gusta ver triunfar)
SANCION-INTERNO-01	F	ASTRA5-U0-SANC-001;ASTRA5-U0-SANC-002;ASTRA5-U0-SANC-003;ASTRA5-U0-SANC-004;ASTRA5-U0-SANC-005;ASTRA5-U0-SANC-006;ASTRA5-U0-SANC-007;ASTRA5-U0-SANC-008;ASTRA5-U0-SANC-014;ASTRA5-U0-SANC-019;ASTRA5-U0-SANC-020;ASTRA5-U0-SANC-021	
SANCION-INTERNO-02	F	ASTRA5-U0-SANC-009;ASTRA5-U0-SANC-010;ASTRA5-U0-SANC-011;ASTRA5-U0-SANC-012;ASTRA5-U0-SANC-013	
SANCION-INTERNO-03	F	ASTRA5-U0-SANC-018;ASTRA5-U0-SANC-011;ASTRA5-U0-SANC-022	
SANCION-INTERNO-04	F	ASTRA5-U0-SANC-015;ASTRA5-U0-SANC-016;ASTRA5-U0-SANC-017;ASTRA5-U0-SANC-018	
INT-L89	INT	ASTRA5-U0-SANC-019	
INT-L74	INT	ASTRA5-U0-SANC-020	
INT-L145	INT	ASTRA5-U0-SANC-020	
INT-L80	INT	ASTRA5-U0-SANC-021	
INT-L237	INT	ASTRA5-U0-SANC-021	
INT-L85	INT	ASTRA5-U0-SANC-022	
INT-L207	INT	ASTRA5-U0-SANC-022	
INT-L208	INT	ASTRA5-U0-SANC-022	
