unidad	tipo	filas_o_contratos	razon
LECTURA-b27f1923-01	G	ASTRA5-U0-PAREJA-001;ASTRA5-U0-PAREJA-002;ASTRA5-U0-PAREJA-003;ASTRA5-U0-PAREJA-004	
LECTURA-b27f1923-02	G	ASTRA5-U0-PAREJA-005	
LECTURA-b27f1923-03	G	ASTRA5-U0-PAREJA-006	
LECTURA-b27f1923-04	G	ASTRA5-U0-PAREJA-013;ASTRA5-U0-PAREJA-014	
LECTURA-b27f1923-05	G	ASTRA5-U0-PAREJA-015;ASTRA5-U0-PAREJA-017	
LECTURA-b27f1923-06	G	ASTRA5-U0-PAREJA-009;ASTRA5-U0-PAREJA-010;ASTRA5-U0-PAREJA-011;ASTRA5-U0-PAREJA-012	
LECTURA-b27f1923-07	G	ASTRA5-U0-PAREJA-018	
LECTURA-b27f1923-08	G	ASTRA5-U0-PAREJA-019	
LECTURA-b27f1923-09	G	ASTRA5-U0-PAREJA-020	
LECTURA-b27f1923-10	G	ASTRA5-U0-PAREJA-021;ASTRA5-U0-PAREJA-022	
LECTURA-b27f1923-11	G	ASTRA5-U0-PAREJA-023;ASTRA5-U0-PAREJA-024	
LECTURA-b27f1923-12	G	ASTRA5-U0-PAREJA-025	
LECTURA-b27f1923-13	G	ASTRA5-U0-PAREJA-026	
LECTURA-b27f1923-14	G	ASTRA5-U0-PAREJA-027	
LECTURA-b27f1923-15	G	ASTRA5-U0-PAREJA-028;ASTRA5-U0-PAREJA-029	DEDUP: la cifra rigurosa 20.2% (ENDIREH 2021) que da este hallazgo como referente ya está en pareja-013 (mismo artículo Rodríguez-Hernández et al. 2023).
LECTURA-b27f1923-01	F	ASTRA5-U0-PAREJA-001;ASTRA5-U0-PAREJA-002;ASTRA5-U0-PAREJA-003;ASTRA5-U0-PAREJA-004	
LECTURA-b27f1923-02	F	ASTRA5-U0-PAREJA-005	
LECTURA-b27f1923-03	F	ASTRA5-U0-PAREJA-006	
LECTURA-b27f1923-04	F	ASTRA5-U0-PAREJA-013;ASTRA5-U0-PAREJA-014	
LECTURA-b27f1923-05	F	ASTRA5-U0-PAREJA-015;ASTRA5-U0-PAREJA-017	
LECTURA-b27f1923-06	F	ASTRA5-U0-PAREJA-009;ASTRA5-U0-PAREJA-010;ASTRA5-U0-PAREJA-011;ASTRA5-U0-PAREJA-012	
LECTURA-b27f1923-07	F	ASTRA5-U0-PAREJA-018	
LECTURA-b27f1923-08	F	ASTRA5-U0-PAREJA-019	
LECTURA-b27f1923-09	F	ASTRA5-U0-PAREJA-020	
LECTURA-b27f1923-10	F	ASTRA5-U0-PAREJA-021;ASTRA5-U0-PAREJA-022	
LECTURA-b27f1923-11	F	ASTRA5-U0-PAREJA-023;ASTRA5-U0-PAREJA-024	
LECTURA-b27f1923-12	F	ASTRA5-U0-PAREJA-025	
LECTURA-b27f1923-13	F	ASTRA5-U0-PAREJA-026	
LECTURA-b27f1923-14	F	ASTRA5-U0-PAREJA-027	
LECTURA-b27f1923-15	F	ASTRA5-U0-PAREJA-028;ASTRA5-U0-PAREJA-029	
PAREJA-INTERNO-01	F	ASTRA5-U0-PAREJA-018;ASTRA5-U0-PAREJA-019;ASTRA5-U0-PAREJA-040	Resto de L37-L74 (intro de constructos base L39-44, distinciones analíticas obligatorias L46, advertencia de marco L48, y la sección '## Mapa de evidencia' L50-74) es NO-AFIRMACION: nota editorial/leyenda de tiers que recapitula los hallazgos G01-15 ya filados (fuerte=1,2,5,6,4; media=9,2,7,11,8; hipótesis=12,13,+individualismo→pareja-040; narrativa=14,15,+union libre=fracaso→dedup con pareja-005/027).
PAREJA-INTERNO-02	F	ASTRA5-U0-PAREJA-001;ASTRA5-U0-PAREJA-002;ASTRA5-U0-PAREJA-003;ASTRA5-U0-PAREJA-004;ASTRA5-U0-PAREJA-005;ASTRA5-U0-PAREJA-030;ASTRA5-U0-PAREJA-031;ASTRA5-U0-PAREJA-032;ASTRA5-U0-PAREJA-033	Segmentos por región/escolaridad (L86,L102) no se filan aparte: mismo instrumento/variable que pareja-003/005, cruce no computado por U0 (cero microdato), anotado en limite_inferencial de esas filas.
PAREJA-INTERNO-03	F	ASTRA5-U0-PAREJA-006;ASTRA5-U0-PAREJA-007;ASTRA5-U0-PAREJA-008;ASTRA5-U0-PAREJA-025;ASTRA5-U0-PAREJA-034	Riesgo de mala interpretación (L122) y segmentos (L118) no se filan aparte: ya están como limite_inferencial de pareja-006/007. Implicaciones de producto (L124) DEDUP con pareja-043.
PAREJA-INTERNO-04	F	ASTRA5-U0-PAREJA-013;ASTRA5-U0-PAREJA-014;ASTRA5-U0-PAREJA-023;ASTRA5-U0-PAREJA-024;ASTRA5-U0-PAREJA-035;ASTRA5-U0-PAREJA-036;ASTRA5-U0-PAREJA-037;ASTRA5-U0-PAREJA-038;ASTRA5-U0-PAREJA-039	L138/L150 (riesgo de mala interpretación) son nota editorial, NO-AFIRMACION. L160/L162 (Grindr Chiapas, geografía LGBT+) DEDUP con pareja-026/pareja-011. Implicaciones L140/L152/L164 DEDUP con pareja-045/043/046.
PAREJA-INTERNO-05	F	ASTRA5-U0-PAREJA-016;ASTRA5-U0-PAREJA-041;ASTRA5-U0-PAREJA-042;ASTRA5-U0-PAREJA-043;ASTRA5-U0-PAREJA-044;ASTRA5-U0-PAREJA-045;ASTRA5-U0-PAREJA-046;ASTRA5-U0-PAREJA-047	Segmentación explícita (L174-184, salvo migración=pareja-041) DEDUP con pareja-003(edad/género),pareja-015/016/017(religión),pareja-010(LGBT+). Comparación internacional L189 (feminicidio México~Brasil) DEDUP con pareja-037. Los 6 'Mitos y sobreinterpretaciones' (L216-221) DEDUP: mito1→pareja-027, mito2→pareja-005, mito3→pareja-025, mito4→pareja-028/029, mito5→pareja-019, mito6→pareja-042. 'Síntesis final' (L223-231) DEDUP: recombina todo lo anterior sin contenido nuevo. 'Módulo de auditoría de rigor extremo' (L233-247) es NO-AFIRMACION: auditoría meta (el propio report reflexiona sobre sus límites; no formula afirmaciones nuevas, incl. la mención de 'magnitud real de la infidelidad mal medida' en L245, que es autocrítica, no una cifra).
INT-L44	INT	ASTRA5-U0-PAREJA-040	
