unidad	tipo	filas_o_contratos	razon
LECTURA-f8ef1dd3-01	G	ASTRA5-U0-MER-013;ASTRA5-U0-MER-014;ASTRA5-U0-MER-015;ASTRA5-U0-MER-016;ASTRA5-U0-MER-017;ASTRA5-U0-MER-018;ASTRA5-U0-MER-037	
LECTURA-f8ef1dd3-02	G	ASTRA5-U0-MER-004;ASTRA5-U0-MER-005;ASTRA5-U0-MER-010;ASTRA5-U0-MER-011;ASTRA5-U0-MER-012	
LECTURA-f8ef1dd3-03	G	ENLACE;ASTRA5-U0-MER-023;ASTRA5-U0-MER-024;ASTRA5-U0-MER-027;ASTRA5-U0-MER-039;ASTRA5-U0-MER-040	
LECTURA-f8ef1dd3-04	G	ASTRA5-U0-MER-025;ASTRA5-U0-MER-026;ASTRA5-U0-MER-041	
LECTURA-f8ef1dd3-05	G	ASTRA5-U0-MER-006;ASTRA5-U0-MER-007;ASTRA5-U0-MER-008;ASTRA5-U0-MER-009	
LECTURA-f8ef1dd3-06	G	ENLACE;ASTRA5-U0-MER-030;ASTRA5-U0-MER-031;ASTRA5-U0-MER-032;ASTRA5-U0-MER-033;ASTRA5-U0-MER-019;ASTRA5-U0-MER-020;ASTRA5-U0-MER-021;ASTRA5-U0-MER-022	
CAND-f8ef1dd3-L4	P	ASTRA5-U0-MER-037	
LECTURA-f8ef1dd3-01	F	ASTRA5-U0-MER-013;ASTRA5-U0-MER-014;ASTRA5-U0-MER-015;ASTRA5-U0-MER-016;ASTRA5-U0-MER-017;ASTRA5-U0-MER-018;ASTRA5-U0-MER-037	
LECTURA-f8ef1dd3-01-Q1	F	ASTRA5-U0-MER-013	
LECTURA-f8ef1dd3-01-Q5	F	ASTRA5-U0-MER-014	
LECTURA-f8ef1dd3-01-EDU9	F	ASTRA5-U0-MER-015	
LECTURA-f8ef1dd3-01-EDU63	F	ASTRA5-U0-MER-016	
LECTURA-f8ef1dd3-01-POB73	F	ASTRA5-U0-MER-037	
LECTURA-f8ef1dd3-01-FIN13	F	ASTRA5-U0-MER-017	
LECTURA-f8ef1dd3-01-FIN04	F	ASTRA5-U0-MER-018	
LECTURA-f8ef1dd3-02	F	ASTRA5-U0-MER-004;ASTRA5-U0-MER-005;ASTRA5-U0-MER-010;ASTRA5-U0-MER-011;ASTRA5-U0-MER-012	
LECTURA-f8ef1dd3-02-POB	F	ASTRA5-U0-MER-010	
LECTURA-f8ef1dd3-02-EXT	F	ASTRA5-U0-MER-011	
LECTURA-f8ef1dd3-02-SER	F	ASTRA5-U0-MER-012	
LECTURA-f8ef1dd3-03	F	ENLACE;ASTRA5-U0-MER-023;ASTRA5-U0-MER-024;ASTRA5-U0-MER-027;ASTRA5-U0-MER-039;ASTRA5-U0-MER-040	
LECTURA-f8ef1dd3-04	F	ASTRA5-U0-MER-025;ASTRA5-U0-MER-026;ASTRA5-U0-MER-041	
LECTURA-f8ef1dd3-05	F	ASTRA5-U0-MER-006;ASTRA5-U0-MER-007;ASTRA5-U0-MER-008;ASTRA5-U0-MER-009	
LECTURA-f8ef1dd3-05-VICT	F	ASTRA5-U0-MER-009	
LECTURA-f8ef1dd3-05-CPI	F	ASTRA5-U0-MER-008	
LECTURA-f8ef1dd3-06	F	ENLACE;ASTRA5-U0-MER-030;ASTRA5-U0-MER-031;ASTRA5-U0-MER-032;ASTRA5-U0-MER-033;ASTRA5-U0-MER-019;ASTRA5-U0-MER-020;ASTRA5-U0-MER-021;ASTRA5-U0-MER-022	
LECTURA-f8ef1dd3-INT-07	F	ASTRA5-U0-MER-028;ASTRA5-U0-MER-029	
LECTURA-f8ef1dd3-INT-08	F	ASTRA5-U0-MER-038	
LECTURA-f8ef1dd3-INT-09	F	ASTRA5-U0-MER-034;ASTRA5-U0-MER-035;ASTRA5-U0-MER-036	
