id_afirmacion	fila_local	unidades	localizador	texto_vigente	tier_report	clase	procedencia_evidencia	componente_contrastable	limite_inferencial	conducta_unidad_universo	instrumento_ola	documento_id_hash_pagina	pregunta_textual_codigo_respuestas	dictamen	dictamen_razon	datos_id_estado	reserva	gen2_existente	propietario_propuesto	siguiente_operacion	dedup_concepto	contrato_existente	busqueda_a13	dominio	falsador
ASTRA5-U0-VIOL-001	violencia-ambiental-001	LECTURA-6b7fe5aa-01;TIER-6b7fe5aa-L73	L14	La ENSU (INEGI) de sep-2025 documenta que 40.6% modificó hábitos de portar objetos de valor, 36.9% dejó de permitir que menores salgan solos, 35.0% dejó de caminar de noche y 22.4% redujo visitas a familiares/amigos por temor al delito (4o trim. 2025: 42.5/38.0/37.1/23.9%).	SÓLIDO	CIFRA-PUBLICADA	primaria México	% de personas 18+ en las áreas urbanas de interés de ENSU que modificó 4 hábitos (portar objetos de valor; permitir salir solos a menores; caminar de noche cerca de casa; visitar familiares/amigos) por temor al delito, comparando 2025T3 vs 2025T4	ENSU es urbana (91 áreas de interés), no nacional; no separa víctimas directas de no víctimas; sin cruce con victimización directa ni con delito específico	persona; población 18+ residente en las áreas urbanas de interés de ENSU; olas 2025T3 y 2025T4	ENSU 2025 T3 (comunicado de prensa, id ~140/25) y ENSU 2025 T4 (comunicado ~4/26)	ensu2025_bd_csv_zip|317ed14f2f2f43c9f8280e491f7592d0cf95a0392aaa641b66822569444b121c|raíz data_raw (microdato, NO abierto); sin cuestionario/boletín ENSU registrado en el manifiesto	no disponible en corpus (sin FD/cuestionario ENSU registrado; u0mf --busca ensu: 7/1680 aciertos, ninguno es cuestionario/boletín; u0pdf --idsub ensu -q insegur: 0/349 PDF); WebSearch 23/09/2026 reproduce igual 40.6/36.9/35.0/22.4 vía comunicado INEGI, sin página verificada por fetch directo	MEDIBLE-CON-ADQUISICIÓN	instrumento identificado (ENSU, INEGI, microdato con payload_id real) y documento identificado (comunicados de prensa INEGI ENSU 2025T3 y T4; existencia y cifras confirmadas por WebSearch 23/09/2026, urls saladeprensa/boletines/2025/ensu/ y /2026/ensu/); falta registrar el PDF del comunicado y el cuestionario en el manifiesto con página	ensu2025_bd_csv_zip|317ed14f2f2f43c9f8280e491f7592d0cf95a0392aaa641b66822569444b121c|raíz data_raw; U0 no abrió microdato	ninguna (no reservado)	ninguna corrida con ensu2025_bd_csv_zip (u0mf --calc: 0)	ASTRA5-U3	faltante: comunicado INEGI ENSU 2025T3 (~140/25) y 2025T4 (~4/26) + cuestionario ENSU, registrar en manifiesto con página/tabla; cotejo residual de las cifras exactas contra el PDF oficial	CONC-ENSU2025T3T4-HABITOS4		u0mf --busca ensu -> 7/1680; u0pdf --idsub ensu -q insegur -> 0/349; u0busca -q 'objetos de valor' --encuesta ensu -> 0 con texto (9 tablas, 314256 identidades); WebSearch 'INEGI ENSU tercer trimestre 2025 comunicado prensa...' 23/09/2026	VIOLENCIA	Cambiaría si el comunicado oficial ENSU 2025T3/T4 no reprodujera 40.6/36.9/35.0/22.4 y 42.5/38.0/37.1/23.9, o si el universo real no fuera personas 18+ urbanas
ASTRA5-U0-VIOL-002	violencia-ambiental-002	LECTURA-6b7fe5aa-02;TIER-6b7fe5aa-L74	L16	En marzo-abril de 2024, 73.6% de los adultos consideraba inseguro su estado (ENVIPE 2024).	SÓLIDO	CIFRA-PUBLICADA	primaria México	% de población 18+ que considera inseguro vivir en su entidad federativa, ENVIPE 2024 (levantamiento mar-abr 2024)	Percepción declarada, no riesgo objetivo; universo nacional (ENVIPE), no urbano; variable exacta (probable ítem previo a la batería AP4_4 por lugar) no localizada con su clave precisa en el FD en este lote	persona; población 18+ nacional; ENVIPE 2024	ENVIPE 2024 (comunicado 562/24, 19-sep-2024)	envipe_2024_bd_envipe_2024_dta|e2f5c57cd9103524dacf27c9d13b2c33c7dc0476daa8fc028aae5efb913a8b18|raíz data_raw (no abierto); envipe2024_fd_pdf|f8d72038595746ceac21e5096462b277e757d7501bd3a1b61ac86bf9fc0d57d5, p.20 tiene la batería AP4_4_01..10 de seguro/inseguro POR LUGAR (casa/trabajo/calle/…); el ítem agregado "su entidad federativa" (73.6%) no se localizó con clave exacta (AP4_1 corresponde a antigüedad de residencia, no a esto)	AP4_4 confirmado literal (u0busca/u0pdf): "4.4 En términos de delincuencia, dígame si se siente seguro(a) o inseguro(a) en… su casa/trabajo/calle/…" (p.20 fd_envipe2024.pdf); el ítem preciso de 73.6% (entidad federativa) queda por identificar su variable exacta	MEDIBLE-CON-ADQUISICIÓN	instrumento identificado y parcialmente citado literal (AP4_4, adyacente); comunicado 562/24 identificado y su cifra 73.6% confirmada por WebSearch 23/09/2026 (unotv.com, diario.mx, e inegi.org.mx/.../ENVIPE_24.pdf); falta registrar el comunicado en el manifiesto y precisar la clave de variable exacta del ítem agregado de entidad	envipe_2024_bd_envipe_2024_dta|e2f5c57cd9103524dacf27c9d13b2c33c7dc0476daa8fc028aae5efb913a8b18|raíz data_raw; U0 no abrió microdato	ninguna (no reservado)	ninguna corrida con envipe_2024_bd_envipe_2024_dta (u0mf --calc: 0)	ASTRA5-U3	faltante: comunicado 562/24 (registrar PDF con página); identificar variable exacta del ítem 'inseguro en su entidad federativa' en fd_envipe2024.pdf	CONC-ENVIPE2024-INSEGURENTIDAD		u0busca -q 'se siente seguro' --encuesta envipe --ola 2024 -> 10 de 66 con texto (AP4_4_01..10, p.20); u0pdf --idsub envipe2024_cuest_principal -q 'en su entidad federativa' -> 0/1; grep AP4_1 en fd_envipe2024.pdf -> antigüedad de residencia, no aplica; WebSearch 'INEGI ENVIPE 2024 comunicado 562/24...' 23/09/2026	VIOLENCIA	Cambiaría si el comunicado 562/24 no reportara 73.6% o si el ítem exacto no correspondiera a nivel entidad federativa
ASTRA5-U0-VIOL-003	violencia-ambiental-003	LECTURA-6b7fe5aa-02	L16	63.0% consideraba inseguro vivir en su ciudad (ENSU sep-2025).	SÓLIDO	CIFRA-PUBLICADA	primaria México	% de población 18+ urbana que considera inseguro vivir en su ciudad, ENSU 2025T3	ENSU es urbana (91 áreas de interés, no nacional); percepción declarada, no riesgo objetivo	persona; población 18+ de las áreas urbanas de interés de ENSU; ola 2025T3	ENSU 2025 T3	ensu2025_bd_csv_zip|317ed14f2f2f43c9f8280e491f7592d0cf95a0392aaa641b66822569444b121c|raíz data_raw (no abierto); sin cuestionario/boletín registrado	no disponible en corpus (mismo hueco que fila 1: sin FD/boletín ENSU registrado)	MEDIBLE-CON-ADQUISICIÓN	mismo patrón que ENSU en fila violencia-ambiental-001: instrumento identificado (payload real), documento (boletín ENSU 2025T3) identificado por existencia pública pero no registrado en manifiesto	ensu2025_bd_csv_zip|317ed14f2f2f43c9f8280e491f7592d0cf95a0392aaa641b66822569444b121c|raíz data_raw; U0 no abrió microdato	ninguna (no reservado)	ninguna corrida con ensu2025_bd_csv_zip (u0mf --calc: 0)	ASTRA5-U3	faltante: boletín ENSU 2025T3 (registrar con página); cotejo de 63.0%	CONC-ENSU2025T3-INSEGURCIUDAD		mismas búsquedas que fila 001 (u0mf --busca ensu -> 7/1680; u0pdf --idsub ensu -> 0/349)	VIOLENCIA	Cambiaría si el boletín ENSU 2025T3 no reportara 63.0% para 'inseguro en su ciudad'
ASTRA5-U0-VIOL-004	violencia-ambiental-004	LECTURA-6b7fe5aa-02	L16	cifras muy superiores a la probabilidad estadística individual de sufrir violencia grave. La percepción se alimenta de victimización vicaria (medios, rumor, redes), no solo de experiencia directa.	SÓLIDO	INTERPRETACION-DEL-REPORT	mixta	comparación implícita entre % de inseguridad percibida (filas 002/003) y una 'probabilidad estadística individual de sufrir violencia grave' que el report no define con instrumento, universo ni delito específico	no hay una tasa de 'riesgo objetivo de violencia grave' comparable en la misma unidad/universo/ola que la percepción citada; atribuir la brecha a 'victimización vicaria' es una interpretación causal sin diseño identificador en los instrumentos recorridos	no aplica (comparación sin definir ambos términos en el mismo universo)	no aplica	no aplica	no aplica	NO-MEDIBLE-POR-DISEÑO	recombina las filas violencia-ambiental-002/003 (percepción) con un 'riesgo objetivo' no medido en el mismo universo/unidad/ola; atribuir la brecha a exposición vicaria es una atribución causal sin contrafactual ni diseño de identificación en ENVIPE/ENSU/ENCIG recorridos; no se identificó instrumento tras este recorrido que mida 'riesgo objetivo comparable' junto con exposición vicaria en la misma persona; no equivale a imposibilidad universal	no aplica	ninguna (no reservado)	no aplica	ASTRA5-U3	diferido a quien diseñe un estimando de brecha miedo/riesgo con misma unidad y periodo (ver ficha LECTURA-6b7fe5aa-02)	CONC-ENVIPE_ENSU-BRECHAMIEDORIESGO		u0busca -q 'probabilidad de ser victima|riesgo objetivo' --encuesta envipe -> revisado junto con AP4_6 (percepción de riesgo futuro, no tasa objetiva); ninguna tabla de 'riesgo objetivo' comparable en el corpus	VIOLENCIA	Sería medible con un diseño que compare, en la misma persona/ola, percepción declarada vs. una tasa de victimización objetiva por el mismo delito y periodo
ASTRA5-U0-VIOL-005	violencia-ambiental-005	LECTURA-6b7fe5aa-03;TIER-6b7fe5aa-L75	L18	Según la ENCIG 2023 de INEGI, la confianza en la familia es de 87.4% y en los vecinos de 71.4%, mientras la policía queda en 37.1% y los partidos políticos en 28.9%; 86.7% considera que existe corrupción en la policía y 73.0% en el Ministerio Público.	SÓLIDO	CIFRA-PUBLICADA	mixta	% de confianza (0-10 alta/moderada) en familia/vecinos/policía/partidos políticos y % de percepción de corrupción en policía/Ministerio Público, población 18+, atribuido por el report a ENCIG 2023	hallazgo de discordancia de fuente (ver dictamen_razon): ni el cuestionario ENCIG 2023 registrado ni ENCOAP 2023 (la encuesta de confianza institucional real de INEGI) reproducen literalmente estas cifras	persona; población 18+ urbana (ENCIG) o nacional (ENCOAP); ola 2023	ENCIG 2023 (citado por el report) y ENCOAP 2023 (candidato real, INEGI/OCDE)	encig23_cuestionario_pdf|65000ad38419da504e46b34a0a2426f218d1ba6e604ad37a14762bbd07881e1e|raíz data_raw, p.4 Sección A.1 (leído íntegro: 7 ítems -personas en general/personas conocidas/servidores públicos/gob. municipal/gob. federal/congreso/policía-, SIN 'familia' ni 'vecinos' ni 'partidos políticos' como reactivo de confianza; Sección 3.3 sí lista 'Vecinos(as)' item 11 y 'Partidos políticos' item 19 pero como FRECUENCIA DE CORRUPCIÓN, no de confianza); inegi_encoap_2023_csv|04d31a66a3c5122dc31858097ecb06a79a1b3d46eb2395fb6a62095f340eb108|raíz data_raw + PDF de resultados INEGI 'ENCOAP 2023' leído vía WebFetch 23/09/2026 (45 pp.): partidos políticos 33.3% confianza alta/moderada (no 28.9%), sin ítem explícito de 'policía' (solo Guardia Nacional 58.1%) ni de 'familia'	ENCIG23 A.1 literal: "En una escala de cero a diez... ¿cuánto confía en… 1. la mayoría de las personas? 2. la mayoría de las personas que conoce personalmente? 3. los(las) servidores(as) públicos(as)...? ...7. la policía?" (p.4); ENCOAP23 literal: "Partidos políticos 33.3 21.0 45.0 0.8" (alta/neutra/baja/NsNr, p.9-10 del PDF de resultados)	MEDIBLE-CON-ADQUISICIÓN	el CONSTRUCTO (confianza interpersonal/institucional) es medible y el instrumento existe en el manifiesto (ENCIG23 y ENCOAP23, payload real, no reservado), pero las CIFRAS EXACTAS que el report atribuye a 'ENCIG 2023' no se reproducen en ninguno de los dos cuestionarios/resultados leídos íntegros en este lote; el candidato más plausible identificado por el propio report en el Patrón 2 (L109-111) es 'Research Land 2026' (documento privado, identificado por WebSearch: researchland.com/blog/confianza-en-las-instituciones-perspectivas-ciudadanas-y-su-impacto-electoral), que cita un diferencial +52/-64/-68 para familia/policía/partidos -no confirmado en este lote-; falta registrar ese documento y/o el boletín oficial que sí reporte 87.4/71.4/37.1/28.9	encig23_cuestionario_pdf|65000ad38419da504e46b34a0a2426f218d1ba6e604ad37a14762bbd07881e1e|raíz data_raw; inegi_encoap_2023_csv|04d31a66a3c5122dc31858097ecb06a79a1b3d46eb2395fb6a62095f340eb108|raíz data_raw; U0 no abrió microdato	ninguna (no reservado)	ninguna corrida con encig_2023_encig23_base_datos_dta ni con inegi_encoap_2023_csv (u0mf --calc: 0 en ambos)	ASTRA5-U3	faltante: documento de Research Land (2026) citado por el propio report en L109-111, o el boletín/tabulado oficial ENCIG23/ENCOAP23 que reproduzca 87.4/71.4/37.1/28.9 y 86.7/73.0; registrar y cotejar; corregir la atribución de fuente si no se confirma	CONC-ENCIG2023_O_ENCOAP2023-CONFIANZA		u0pdf --idsub encig23 -q confia -> 131/2 PDF (p.4, 7 ítems); u0pdf --idsub encig23 -q corrupcion -> 36/2 PDF (Sección 3.3, 24 ítems incl. vecinos/partidos como corrupción); u0busca -q confia --encuesta encig --ola 2023 -> 0 con texto (9 tablas); u0mf --busca encoap -> 1/1680; WebFetch encoap2023_resultados.pdf 23/09/2026 (45pp, vía pdftotext local) -> partidos 33.3%, sin ítem 'familia' ni 'policía' explícito; WebSearch 'INEGI ENCIG 2023 boletín confianza familia vecinos policía partidos' 23/09/2026 -> cita a losangelespress.org y researchland.com, NO al sitio oficial de INEGI	CONFIANZA	Cambiaría (se confirmaría) si aparece un boletín oficial ENCIG23/ENCOAP23 con exactamente 87.4/71.4/37.1/28.9 y 86.7/73.0; se refutaría la atribución a ENCIG si Research Land resulta ser la única fuente de esas cifras
ASTRA5-U0-VIOL-006	violencia-ambiental-006	LECTURA-6b7fe5aa-03	L18	Esto reorienta a las personas hacia redes privadas y autodefensa.	SÓLIDO	INTERPRETACION-DEL-REPORT	no-aplica	atribución causal: el patrón de confianza (fila 005) CAUSA reorientación conductual hacia 'redes privadas y autodefensa'	ningún instrumento recorrido mide directamente 'reorientación hacia redes privadas/autodefensa' como desenlace vinculado al gradiente de confianza de la misma persona	no aplica	no aplica	no aplica	no aplica	NO-MEDIBLE-POR-DISEÑO	recombina la fila violencia-ambiental-005 (confianza) en una atribución causal (confianza baja -> autodefensa) sin contrafactual ni diseño de identificación en los instrumentos recorridos; componente descriptivo de confianza ya en fila 005	no aplica	ninguna (no reservado)	no aplica	ASTRA5-U3	diferido: requeriría instrumento con módulo de autodefensa/vigilancia comunitaria cruzado con confianza individual	CONC-ENCIG-CONFIANZA_AUTODEFENSA		u0busca -q 'autodefensa|ronda comunitaria|policia comunitaria' -> revisado, sin ola nacional con módulo de autodefensa comunitaria ligado a confianza individual	CONFIANZA	Sería medible con una encuesta que preguntara participación en redes de autodefensa/seguridad privada y su confianza institucional en la misma persona
ASTRA5-U0-VIOL-007	violencia-ambiental-007	LECTURA-6b7fe5aa-04;TIER-6b7fe5aa-L76	L20	La cifra negra... fue de 93.2% en 2024 (ENVIPE 2025, comunicado 127/25). "de los 33.5 millones de delitos ocurridos, solo 9.6% se denunció… 93.2% no se investigó (cifra oculta)"; solo 0.8% del total de delitos tuvo una resolución positiva para la víctima.	SÓLIDO	CIFRA-PUBLICADA	primaria México	% de delitos 2024 no denunciados/investigados (cifra negra), % denunciados, % con resolución positiva; delito como unidad, ENVIPE 2025	delito como unidad (no persona); cifra negra es un DERIVADO de reactivos de denuncia+carpeta de investigación, no un único ítem; 0.8% resolución positiva requiere tabla propia no localizada	delito; delitos ocurridos en hogares/personas de 18+ durante 2024; ENVIPE 2025	ENVIPE 2025 (comunicado 127/25)	envipe_2025_bd_envipe_2025_dta|0beede6230be70e48274b2abc29799dc88c549d10ca97478c86126f909c148e3|raíz data_raw (no abierto); envipe2025_fd_pdf|83fe02467b661d64e8638d882b242b0e534b8383e683a3fcbeadd66ead777fad, p.73	BP1_23 "1.23 ¿Cuál fue la razón principal por la que no denunció...?"; BP1_24 "1.24 ¿El Ministerio Público o Fiscalía Estatal abrió una carpeta de investigación?"; BP1_25 "1.25 ¿Qué sucedió con la carpeta de investigación?"; BP1_28 "1.28 ¿Cuál fue la razón principal por la que denunció...?" (todas p.73-74, fd_envipe2025.pdf, tabla TMod_Vic)	MEDIBLE-EN-CORPUS	instrumento con payload real (envipe_2025_bd_envipe_2025_dta), no reservado; reactivos BP1_23/24/25/28 (denuncia, carpeta de investigación) citados literales de u0busca; universo y unidad declarados; códigos por extraer de fd_envipe2025.pdf p.73-74 (catálogos de respuesta completos no transcritos en este lote); la cifra agregada 93.2%/9.6%/0.8% es del comunicado 127/25 (confirmado existente y con 93.2% coincidente por WebSearch 23/09/2026), documento aún no registrado con página en el manifiesto para el AGREGADO (los reactivos base sí están EN-CORPUS)	envipe_2025_bd_envipe_2025_dta|0beede6230be70e48274b2abc29799dc88c549d10ca97478c86126f909c148e3|raíz data_raw; U0 no abrió microdato	ninguna (no reservado)	ninguna corrida con envipe_2025_bd_envipe_2025_dta (u0mf --calc: 0)	ASTRA5-U3	faltante: comunicado 127/25 (registrar PDF con página, tabla de cifra negra/denuncia/resolución); códigos completos de BP1_23/24/25/28 por extraer de fd_envipe2025.pdf	CONC-ENVIPE2025-CIFRANEGRA		u0busca -q 'denuncio ante|carpeta de investigacion|razon principal por la que no denuncio' --encuesta envipe --ola 2025 -> 37/113780 con texto; WebSearch 'INEGI ENVIPE 2025 comunicado 127/25 cifra negra 93.2%...' 23/09/2026 -> confirma 93.2%	VIOLENCIA	Cambiaría si el comunicado 127/25 no reportara 93.2%/9.6%/0.8%, o si el denominador no fuera 'delitos ocurridos 2024'
ASTRA5-U0-VIOL-008	violencia-ambiental-008	LECTURA-6b7fe5aa-04	L20	La impunidad casi total es el driver estructural central de la desconfianza institucional.	SÓLIDO	INTERPRETACION-DEL-REPORT	no-aplica	atribución causal: impunidad (fila 007) ES el 'driver central' de la desconfianza institucional (posible componente de fila 005)	ningún instrumento recorrido liga, en la misma persona, impunidad experimentada con nivel de confianza institucional declarado, ni descarta otras causas (corrupción, captura territorial)	no aplica	no aplica	no aplica	no aplica	NO-MEDIBLE-POR-DISEÑO	recombina las filas violencia-ambiental-007 (cifra negra) y 005 (confianza) en una atribución causal jerárquica ('driver CENTRAL') sin contrafactual ni diseño de identificación en los instrumentos recorridos; componentes descriptivos ya en esas filas	no aplica	ninguna (no reservado)	no aplica	ASTRA5-U3	diferido: requeriría modelo con más de un predictor de confianza institucional (impunidad, corrupción, captura territorial) para hablar de driver 'central'	CONC-ENVIPE-IMPUNIDAD_CONFIANZA		ver búsquedas de filas 005 y 007	CONFIANZA	Sería medible con un modelo multivariado que compare el peso de impunidad vs. corrupción vs. captura territorial sobre confianza declarada
ASTRA5-U0-VIOL-009	violencia-ambiental-009	LECTURA-6b7fe5aa-05;TIER-6b7fe5aa-L77	L22	El IEP (Índice de Paz México 2026, presentado el 19 de mayo de 2026) estima el impacto de la violencia en 4 billones 5 mil millones de pesos, 11% del PIB en 2025 (30,036 pesos por persona).	SÓLIDO	CIFRA-PUBLICADA	primaria México	impacto económico agregado de la violencia 2025 (pesos y % PIB, per cápita), estimado por el Institute for Economics & Peace (IEP)	estimación de costo de oportunidad/contención, con supuestos metodológicos amplios propios del IEP; no es gasto observado directo	documento/serie administrativa; nacional; 2025 (informe presentado 2026)	IEP, Índice de Paz México 2026 (documental)	no registrado en manifiesto; identificado por URL de correcciones-vigentes-v1_0.tsv: https://www.visionofhumanity.org/ahead-of-world-cup-mexico-posts-its-biggest-peace-gains-on-record (emisor: Institute for Economics & Peace)	no aplica (documento agregado, no reactivo de encuesta)	MEDIBLE-CON-ADQUISICIÓN	afirmación documental: el documento primario (IEP, Índice de Paz México 2026) está identificado (emisor, título, fecha ~19-may-2026, URL) por la corrección vigente del paquete; no está en el manifiesto	SIN-ID-MANIFIESTO	ninguna (no reservado)	ninguna corrida (u0mf --calc: 0, SIN-ID-MANIFIESTO)	ASTRA5-MESA-VIOLENCIA	faltante: informe IEP Índice de Paz México 2026, registrar en manifiesto; cotejo residual de 11%/4.005 billones/30036 pesos contra el documento	CONC-DOC-IEP_INDICEPAZMEXICO-2026		ver correcciones-vigentes-v1_0.tsv L22,L65,L257 del paquete (URL visionofhumanity.org)	VIOLENCIA	Cambiaría si el informe IEP 2026 no reportara 11% del PIB / 30,036 pesos per cápita para 2025
ASTRA5-U0-VIOL-010	violencia-ambiental-010	LECTURA-6b7fe5aa-05	L22	fue además la mayor caída anual histórica del índice de paz (−11.4%).	SÓLIDO	CIFRA-PUBLICADA	primaria México	cambio anual del ÍNDICE DE PAZ (no del impacto económico) 2025 vs 2024, IEP	corrección vigente aplicada (correcciones-vigentes-v1_0.tsv L22,L65,L257): el IEP 2026 informa una MEJORA de 5.1% en el índice de paz en 2025, no una caída; el −11.4% corresponde al CAMBIO DEL IMPACTO ECONÓMICO de la violencia (otro indicador), no al índice de paz. La frase del report ES ERRÓNEA tal como está escrita	documento/serie administrativa; nacional; 2025	IEP, Índice de Paz México 2026 (documental)	no registrado en manifiesto; identificado por URL de correcciones-vigentes-v1_0.tsv (visionofhumanity.org)	no aplica	MEDIBLE-CON-ADQUISICIÓN	documento identificado (mismo IEP 2026); la cifra CORRECTA es: índice de paz +5.1% (mejora) en 2025, y el impacto económico de la violencia cae 11.4%; el report conflacionó ambos indicadores. Se declara el error explícitamente en vez de replicarlo	SIN-ID-MANIFIESTO	ninguna (no reservado)	ninguna corrida (u0mf --calc: 0, SIN-ID-MANIFIESTO)	ASTRA5-MESA-VIOLENCIA	faltante: mismo informe IEP 2026, registrar; corregir en el report la etiqueta del −11.4% (impacto económico, no índice de paz) siguiendo la corrección vigente del paquete	CONC-DOC-IEP_INDICEPAZMEXICO-2026		correcciones-vigentes-v1_0.tsv L22,L65,L257 (paquete); no se gastó presupuesto web adicional: la corrección ya estaba verificada por un acto previo	VIOLENCIA	Ya falsado: la premisa del report (−11.4% = caída del índice de paz) es incompatible con la fuente primaria citada (+5.1% de mejora); se mantiene MEDIBLE porque el documento existe y el cotejo lo refuta, no lo deja pendiente
