unidad	tipo	filas_o_contratos	razon
LECTURA-6b7fe5aa-01	G	ASTRA5-U0-VIOL-001	
LECTURA-6b7fe5aa-02	G	ASTRA5-U0-VIOL-002;ASTRA5-U0-VIOL-003;ASTRA5-U0-VIOL-004	
LECTURA-6b7fe5aa-03	G	ASTRA5-U0-VIOL-005;ASTRA5-U0-VIOL-006	
LECTURA-6b7fe5aa-04	G	ASTRA5-U0-VIOL-007;ASTRA5-U0-VIOL-008	
LECTURA-6b7fe5aa-05	G	ASTRA5-U0-VIOL-009;ASTRA5-U0-VIOL-010;ASTRA5-U0-VIOL-011;ASTRA5-U0-VIOL-012	
LECTURA-6b7fe5aa-06	G	ASTRA5-U0-VIOL-013	
LECTURA-6b7fe5aa-07	G	ASTRA5-U0-VIOL-014;ASTRA5-U0-VIOL-015;ASTRA5-U0-VIOL-016	
LECTURA-6b7fe5aa-08	G	ASTRA5-U0-VIOL-017;ASTRA5-U0-VIOL-018	
LECTURA-6b7fe5aa-09	G	ASTRA5-U0-VIOL-019;ASTRA5-U0-VIOL-020;ASTRA5-U0-VIOL-021;ASTRA5-U0-VIOL-022	
LECTURA-6b7fe5aa-10	G	ASTRA5-U0-VIOL-023;ASTRA5-U0-VIOL-024	
LECTURA-6b7fe5aa-11	G	ASTRA5-U0-VIOL-025;ASTRA5-U0-VIOL-026;ASTRA5-U0-VIOL-027	
LECTURA-6b7fe5aa-12	G	ASTRA5-U0-VIOL-028	
LECTURA-6b7fe5aa-13	G	ASTRA5-U0-VIOL-029	
LECTURA-6b7fe5aa-14	G	ASTRA5-U0-VIOL-030;ASTRA5-U0-VIOL-031	
CAND-6b7fe5aa-L12	P		NO-AFIRMACION: nota editorial (explica la convención de marcado SÓLIDO/MEDIO/HIPÓTESIS/NARRATIVA de los 14 hallazgos; no es en sí una afirmación sobre México)
TIER-6b7fe5aa-L73	T	ASTRA5-U0-VIOL-001	
TIER-6b7fe5aa-L74	T	ASTRA5-U0-VIOL-002	
TIER-6b7fe5aa-L75	T	ASTRA5-U0-VIOL-005	
TIER-6b7fe5aa-L76	T	ASTRA5-U0-VIOL-007	
TIER-6b7fe5aa-L77	T	ASTRA5-U0-VIOL-009	
TIER-6b7fe5aa-L78	T	ASTRA5-U0-VIOL-017	
TIER-6b7fe5aa-L79	T	ASTRA5-U0-VIOL-013	
TIER-6b7fe5aa-L81	T	ASTRA5-U0-VIOL-025	
TIER-6b7fe5aa-L82	T	ASTRA5-U0-VIOL-023	
TIER-6b7fe5aa-L83	T	ASTRA5-U0-VIOL-029	
LECTURA-6b7fe5aa-01	F	ASTRA5-U0-VIOL-001	
LECTURA-6b7fe5aa-02	F	ASTRA5-U0-VIOL-002;ASTRA5-U0-VIOL-003;ASTRA5-U0-VIOL-004	
LECTURA-6b7fe5aa-03	F	ASTRA5-U0-VIOL-005;ASTRA5-U0-VIOL-006	
LECTURA-6b7fe5aa-04	F	ASTRA5-U0-VIOL-007;ASTRA5-U0-VIOL-008	
LECTURA-6b7fe5aa-05	F	ASTRA5-U0-VIOL-009;ASTRA5-U0-VIOL-010;ASTRA5-U0-VIOL-011;ASTRA5-U0-VIOL-012	
LECTURA-6b7fe5aa-06	F	ASTRA5-U0-VIOL-013	
LECTURA-6b7fe5aa-07	F	ASTRA5-U0-VIOL-014;ASTRA5-U0-VIOL-015;ASTRA5-U0-VIOL-016	
LECTURA-6b7fe5aa-08	F	ASTRA5-U0-VIOL-017;ASTRA5-U0-VIOL-018	
LECTURA-6b7fe5aa-09	F	ASTRA5-U0-VIOL-019;ASTRA5-U0-VIOL-020;ASTRA5-U0-VIOL-021;ASTRA5-U0-VIOL-022	
LECTURA-6b7fe5aa-10	F	ASTRA5-U0-VIOL-023;ASTRA5-U0-VIOL-024	
LECTURA-6b7fe5aa-11	F	ASTRA5-U0-VIOL-025;ASTRA5-U0-VIOL-026;ASTRA5-U0-VIOL-027	
LECTURA-6b7fe5aa-12	F	ASTRA5-U0-VIOL-028	
LECTURA-6b7fe5aa-13	F	ASTRA5-U0-VIOL-029	
LECTURA-6b7fe5aa-14	F	ASTRA5-U0-VIOL-030;ASTRA5-U0-VIOL-031	
VIOLENCIA-INTERNO-01	F	ASTRA5-U0-VIOL-012	
VIOLENCIA-INTERNO-02	F	ASTRA5-U0-VIOL-032;ASTRA5-U0-VIOL-033;ASTRA5-U0-VIOL-034;ASTRA5-U0-VIOL-035;ASTRA5-U0-VIOL-036;ASTRA5-U0-VIOL-037;ASTRA5-U0-VIOL-038	
VIOLENCIA-INTERNO-03	F	ASTRA5-U0-VIOL-039;ASTRA5-U0-VIOL-040;ASTRA5-U0-VIOL-041;ASTRA5-U0-VIOL-042	
VIOLENCIA-INTERNO-04	F	ASTRA5-U0-VIOL-043;ASTRA5-U0-VIOL-044;ASTRA5-U0-VIOL-045;ASTRA5-U0-VIOL-046;ASTRA5-U0-VIOL-047;ASTRA5-U0-VIOL-048	
VIOLENCIA-INTERNO-05	F	ASTRA5-U0-VIOL-049;ASTRA5-U0-VIOL-050	
INT-L80	INT	ASTRA5-U0-VIOL-014	
INT-L84	INT	ASTRA5-U0-VIOL-030	
INT-L85	INT		NO-AFIRMACION: nota editorial (fila de la tabla §3 que clasifica "cultura de la violencia" como narrativa popular A REFUTAR, no una afirmación que el report sostenga; su refutación ya es la fila violencia-ambiental-030/031 y el Mito 1 de §9 L222)
