unidad	tipo	filas_o_contratos	razon
LECTURA-112051b2-01	G	ENLACE;ASTRA5-U0-TIME-006;ASTRA5-U0-TIME-007	
LECTURA-112051b2-01	F	ENLACE;ASTRA5-U0-TIME-006;ASTRA5-U0-TIME-007	
CAND-112051b2-L208	P	ASTRA5-U0-TIME-006	
CAND-112051b2-L209	P	ASTRA5-U0-TIME-006	
LECTURA-112051b2-02	G	ENLACE;ASTRA5-U0-TIME-008;ASTRA5-U0-TIME-009;ASTRA5-U0-TIME-010	exposición ENOE 2026T1 registrada en exposicion-enoe2026t1-v1_0.md; la cifra 55.2% (2026) queda en cuarentena, sin contrato activo
LECTURA-112051b2-02	F	ENLACE;ASTRA5-U0-TIME-008;ASTRA5-U0-TIME-009;ASTRA5-U0-TIME-010	exposición ENOE 2026T1 registrada en exposicion-enoe2026t1-v1_0.md; la cifra 55.2% (2026) queda en cuarentena, sin contrato activo
LECTURA-112051b2-03	G	ASTRA5-U0-TIME-011;ASTRA5-U0-TIME-012	
LECTURA-112051b2-03	F	ASTRA5-U0-TIME-011;ASTRA5-U0-TIME-012	
CAND-112051b2-L197	P	ASTRA5-U0-TIME-011	
LECTURA-112051b2-04	G	ASTRA5-U0-TIME-013	
LECTURA-112051b2-04	F	ASTRA5-U0-TIME-013	
TIER-112051b2-L73	T	ASTRA5-U0-TIME-013;ASTRA5-U0-TIME-017;ASTRA5-U0-TIME-030;ASTRA5-U0-TIME-028	
LECTURA-112051b2-05	G	ENLACE;ASTRA5-U0-TIME-014	
LECTURA-112051b2-05	F	ENLACE;ASTRA5-U0-TIME-014	
LECTURA-112051b2-06	G	ASTRA5-U0-TIME-015	
LECTURA-112051b2-06	F	ASTRA5-U0-TIME-015	
CAND-112051b2-L114	P	ASTRA5-U0-TIME-015	
CAND-112051b2-L214	P	ASTRA5-U0-TIME-015	
CAND-112051b2-L215	P	ASTRA5-U0-TIME-015	
LECTURA-112051b2-07	G	ASTRA5-U0-TIME-016;ASTRA5-U0-TIME-017;ASTRA5-U0-TIME-018	
LECTURA-112051b2-07	F	ASTRA5-U0-TIME-016;ASTRA5-U0-TIME-017;ASTRA5-U0-TIME-018	
CAND-112051b2-L67	P	ASTRA5-U0-TIME-011;ASTRA5-U0-TIME-017;ASTRA5-U0-TIME-021;ASTRA5-U0-TIME-022	
LECTURA-112051b2-08	G	ENLACE;ASTRA5-U0-TIME-019;ASTRA5-U0-TIME-020	
LECTURA-112051b2-08	F	ENLACE;ASTRA5-U0-TIME-019;ASTRA5-U0-TIME-020	
