id_afirmacion	fila_local	unidades	localizador	texto_vigente	tier_report	clase	procedencia_evidencia	componente_contrastable	limite_inferencial	conducta_unidad_universo	instrumento_ola	documento_id_hash_pagina	pregunta_textual_codigo_respuestas	dictamen	dictamen_razon	datos_id_estado	reserva	gen2_existente	propietario_propuesto	siguiente_operacion	dedup_concepto	contrato_existente	busqueda_a13	dominio	falsador
ENLACE	finanzas-001	LECTURA-d6710e19-01	L9	36.6% ahorro solo informal, 21.6% ambos, 8.2% solo formal, 33.6% sin ahorro (ENIF 2024).	FUERTE	ENLACE	a	VER-CONTRATO	VER-CONTRATO	VER-CONTRATO	enif2024	VER-CONTRATO	VER-CONTRATO	VER-CONTRATO	Cubierto por ASTRA5-U0-FIN-001: clasificacion exhaustiva 4 categorias, secciones 5.1/5.6 ENIF 2024, ya EN-CORPUS.	VER-CONTRATO		12 corridas con input enif2024_csv (u0mf --calc), ninguna etiquetada para esta clasificacion exhaustiva especifica	ASTRA5-MESA-DINERO	Ninguna; componente cerrado por el contrato.	CONC-ENIF2024-P5_1_P5_6	ASTRA5-U0-FIN-001	Contrato citado en paquete finanzas.md L76 (mapa-parcial-v0_1.tsv)	DINERO	
ASTRA5-U0-FIN-010	finanzas-002	LECTURA-d6710e19-01	L9	En paralelo, la tenencia de cuenta de ahorro formal subio a 63.0% en 2024 (desde 44.1% en 2015).	FUERTE	CIFRA-PUBLICADA	a	Persona adulta 18+ que declara tener cuenta de ahorro (producto especifico, no cualquier cuenta) en el momento de la entrevista.	El contrato FIN-001 cubre la clasificacion cruzada formal/informal de los ultimos 12 meses; esta cifra es tenencia puntual de un producto especifico y su serie 2015->2024 no esta comprobada byte a byte, solo la existencia de la pregunta candidata.	Persona 18+, nacional, ENIF 2024 vs ENIF 2015	enif2024; enif_2015	enif2024_cuestionario_pdf|32e37cc13da38691dee20fbffcef3637aeb87b8dac194e64f83bebed8b57ef8b|p.12	5.4 (listado de tipos de cuenta) opcion 4 'cuenta de ahorro?' -- codigos por extraer de enif2024_fd_xlsx hoja TMODULO variable candidata p5_4_4; serie 44.1% (2015) requiere el comunicado/FD ENIF 2015 equivalente	MEDIBLE-EN-CORPUS	La pregunta candidata (tenencia de 'cuenta de ahorro' como producto especifico, opcion 4 de la bateria 5.4) esta en el cuestionario ENIF 2024 registrado en el manifiesto; falta extraer el codigo exacto y el FD 2015 para reconstruir la serie 44.1%->63.0% citada por el report.	enif2024_csv|a3507b4038888247f565f1640a718ef552bb8fc363378e3372a5bf2796bb2e4c|raiz data_raw; U0 no abrio microdato		12 corridas con input enif2024_csv (u0mf --calc); ninguna con nombre que indique serie 2015-2024 de cuenta de ahorro	ASTRA5-MESA-DINERO	Extraer p5_4_4 y su codigo de respuesta de enif_2024_fd.xlsx; localizar el comunicado/FD ENIF 2015 con el indicador comparable de 44.1%	CONC-ENIF2024-P5_4_4		u0pdf -q 'cuenta de ahorro' --idsub enif2024 --contexto 200 --limite 6 -> 7 coincidencias (p.9,p.12,p.16,p.24,p.25); u0busca -q 'cuenta de ahorro' --encuesta enif -> aciertos en p5_4 (ejecutor previo, reverificado por mi via u0pdf)	DINERO	Cambiaria si el FD muestra que 63.0% corresponde a CUALQUIER cuenta (no solo 'cuenta de ahorro' p5_4_4) o si el comunicado 2015 usa un universo distinto de 18+.
ENLACE	finanzas-003	LECTURA-d6710e19-02	L11	Del 36.6% que ahorra informalmente: efectivo en casa 74%, tandas 22%, cajas de ahorro comunitarias 16% (ENIF 2024).	FUERTE-MEDIA	ENLACE	a	VER-CONTRATO	VER-CONTRATO	VER-CONTRATO	enif2024	VER-CONTRATO	VER-CONTRATO	VER-CONTRATO	Cubierto por ASTRA5-U0-FIN-002: participacion en tanda ultimos 12 meses entre ahorradores informales.	VER-CONTRATO		12 corridas con input enif2024_csv (u0mf --calc); ninguna etiquetada para esta cifra especifica	ASTRA5-MESA-DINERO	Ninguna; componente cerrado por el contrato.	CONC-ENIF2024-P5_1_5	ASTRA5-U0-FIN-002	Contrato citado en paquete finanzas.md L77	DINERO	
ASTRA5-U0-FIN-011	finanzas-004	LECTURA-d6710e19-02	L11	Dicho de otro modo, cerca del 32% de quienes ahorran usan tandas.	FUERTE-MEDIA (rige encabezado L9, calculo derivado del report)	INTERPRETACION-DEL-REPORT	a	Persona adulta que ahorra (en cualquier modalidad, base ~66.4% = 100%-33.6% sin ahorro) y que declara haber ahorrado en tanda en los ultimos 12 meses (p5_1_5=1).	Esta cifra NO es un marginal publicado de ENIF: es un calculo del report que combina dos bases distintas (22% es sobre el 36.6% que ahorra SOLO informal; 32% supone dividir participacion en tanda entre TODOS los que ahorran, incluidos formales). El contrato FIN-002 ya distingue ambos denominadores; falta el cruce real p5_1_5 x cualquier-ahorro para confirmar el 32%.	Persona 18+, nacional, ENIF 2024	enif2024	enif2024_cuestionario_pdf|32e37cc13da38691dee20fbffcef3637aeb87b8dac194e64f83bebed8b57ef8b|p.9-p.12 (bateria 5.1 tanda, 5.4-5.6 ahorro)	p5_1_5 '5.1 En los ultimos 12 meses, de junio de 2023 a la fecha, ¿usted participo en una tanda?' -- fuente_id enif2024_fd_xlsx|sha256 17e2ad86ce9e4fd5783ee54e9b51ee436b934e002d5736b82094070c74a25db2|miembro=enif_2024_fd.xlsx;hoja=TMODULO;fila=342; codigos si/no por extraer	MEDIBLE-EN-CORPUS	La variable p5_1_5 (tanda) y el indicador de 'ahorro en cualquier modalidad' estan en el mismo instrumento ENIF 2024 registrado (payload real); el 32% es una razon derivada de un cruce que aun no se reconstruyo con los denominadores exactos.	enif2024_csv|a3507b4038888247f565f1640a718ef552bb8fc363378e3372a5bf2796bb2e4c|raiz data_raw; U0 no abrio microdato		12 corridas con input enif2024_csv (u0mf --calc); ninguna nombra un cruce tanda/cualquier-ahorro	ASTRA5-MESA-DINERO	Reconstruir el cruce p5_1_5=1 dentro de {ahorro formal o informal cualquiera} sobre el total de ahorradores para confirmar o corregir el 32%	CONC-ENIF2024-P5_1_5-RAZON		u0busca -q 'tanda' --encuesta enif --limite 15 -> 32 aciertos con texto (ejecutor previo, variable p5_1_5/p5_4_7/p9_4_5 confirmadas por mi via lectura del log); u0busca -q 'tanda' --encuesta enif --ola 2024 --limite 15 -> 6 aciertos con texto, confirma p5_1_5 y p4_7_3 especificamente en enif2024_csv/enif_2024_enif_2024_bd_csv con fuente enif2024_fd_xlsx (busqueda propia, reverificacion dirigida a la ola 2024)	DINERO	Cambiaria si el cruce real muestra que el 32% mezcla bases de ahorradores formales e informales sin ponderar correctamente, o si el denominador correcto da una cifra sustancialmente distinta.
ASTRA5-U0-FIN-012	finanzas-005	LECTURA-d6710e19-02	L11	Son ROSCAs... un fenomeno universal -susu en Africa Occidental, chit funds en India, arisan en Indonesia, hui en China- que aparece donde la bancarizacion es baja: es ESTRUCTURA, no idiosincrasia mexicana.	FUERTE-MEDIA (rige encabezado L9)	INTERPRETACION-DEL-REPORT	mixta (a+c)	Comparacion funcional entre la tanda mexicana y ROSCAs de otros paises (susu, chit funds, arisan, hui) como mismo mecanismo ante baja bancarizacion.	Ningun instrumento del corpus mexicano recorrido observa ROSCAs de otros paises ni compara funcionalmente la tanda mexicana contra ellas; es una afirmacion comparativa apoyada en literatura, no en datos del corpus.	No aplica (comparacion internacional de mecanismos, no una conducta observable en una encuesta mexicana)	no aplica	no aplica	no aplica	NO-MEDIBLE-POR-DISEÑO	Limite de diseno: el corpus de este proyecto es de encuestas mexicanas (INEGI/CNBV/Banxico/CONDUSEF); no incluye microdatos ni cuestionarios de susu, chit funds, arisan o hui para comparar funcionalmente. Busqueda: u0mf --busca susu/chit fund/arisan -> 0/0/0 entradas; u0busca -q 'susu|chit fund|arisan|hui rotativo' -> 0 aciertos con texto (314256 identidades revisadas). No se identifico instrumento tras este recorrido; no equivale a imposibilidad universal.			ninguna corrida aplica (comparacion no es una variable de encuesta)	ASTRA5-MESA-DINERO	Si se requiere sostener la comparacion, adquirir series de ROSCA internacionales (p.ej. FinScope, Findex por modalidad de ahorro) fuera de este corpus			u0mf --busca susu -> 0; u0mf --busca 'chit fund' -> 0; u0mf --busca arisan -> 0; u0busca -q 'susu|chit fund|arisan|hui rotativo' --limite 10 -> 0 aciertos con texto (ejecutor previo, reverificado)	DINERO	Un diseno que permita observar tandas y ROSCAs extranjeras en la misma base de datos, con mismas preguntas de funcion (compromiso, seguro, credito), permitiria probar o rechazar la equivalencia funcional.
ENLACE	finanzas-006	LECTURA-d6710e19-03	L13	Tasa de informalidad laboral ~54.8%-55.7% en 2024-2025 (ENOE), contexto de la afirmacion sobre horizonte corto.	MEDIA-FUERTE	ENLACE	a	VER-CONTRATO	VER-CONTRATO	VER-CONTRATO	enoe (olas 2024-2025 no reservadas)	VER-CONTRATO	VER-CONTRATO	VER-CONTRATO	Cubierto por ASTRA5-U0-ENOE-001 (paquete trabajo.md); mismo objeto estadistico de informalidad citado con denominador/ola propios.	VER-CONTRATO		no verificado en este lote (contrato pertenece al paquete trabajo)	ASTRA5-MESA-TRABAJO	Ninguna desde finanzas; el paquete trabajo.md dictamina el componente.	ENOE-INFORMALIDAD	ASTRA5-U0-ENOE-001	Cruce de deduplicacion ENOE-INFORMALIDAD citado en paquete finanzas.md L92 (deduplicacion-v1_0.tsv)	TRABAJO	
ASTRA5-U0-FIN-013	finanzas-007	LECTURA-d6710e19-03	L13	Solo alrededor del 43% de los adultos podria enfrentar una emergencia con ahorros equivalentes a un mes de ingreso (ENIF 2024).	MEDIA-FUERTE	CIFRA-PUBLICADA	a	Persona adulta 18+ que declara poder cubrir sus gastos con ahorros por al menos el equivalente a un mes si dejara de recibir ingresos.	La pregunta pide un umbral temporal categorico (menos de una semana/no tiene ahorros, una semana a un mes, etc.); el 43% exacto que cita el report depende de que codigos se agrupan como 'un mes' y aun no se extrajeron todos los codigos ni el corte preciso.	Persona 18+, nacional, ENIF 2024	enif2024	enif2024_cuestionario_pdf|32e37cc13da38691dee20fbffcef3637aeb87b8dac194e64f83bebed8b57ef8b|p.9	4.10 'Si usted dejara de recibir ingresos, ¿por cuanto tiempo podria cubrir sus gastos con sus ahorros?' codigos: 1=menos de una semana/no tiene ahorros, 2=al menos una semana pero menos de un mes, (codigos siguientes por extraer de enif_2024_fd.xlsx)	MEDIBLE-EN-CORPUS	La variable p4_10 esta en el cuestionario y en la base ENIF 2024 registrados en el manifiesto (payload real, no SIN-ID); falta extraer la lista completa de codigos y el corte que produce 43%.	enif2024_csv|a3507b4038888247f565f1640a718ef552bb8fc363378e3372a5bf2796bb2e4c|raiz data_raw; U0 no abrio microdato		12 corridas con input enif2024_csv (u0mf --calc); ninguna nombra p4_10/colchon de emergencia	ASTRA5-MESA-DINERO	Extraer el listado completo de codigos de p4_10 de enif_2024_fd.xlsx y confirmar que codigos suman 43%	CONC-ENIF2024-P4_10		u0busca -q 'gasto imprevisto|un mes de ingreso' --encuesta enif -> P4_10 confirmada (ejecutor previo); u0pdf -q 'podria cubrir sus gastos con sus ahorros' --idsub enif2024 --contexto 600 -> 1 coincidencia p.9 con primeros 2 codigos (reverificado por mi)	DINERO	Cambiaria si el corte real de 'un mes' en los codigos de p4_10 no coincide con 43%, o si la pregunta se filtra solo a quienes ya declararon tener ahorros (sesgo de base).
ASTRA5-U0-FIN-014	finanzas-008	LECTURA-d6710e19-03	L13	Con... informalidad laboral... y decenas de millones de trabajadores sin seguridad social, planear a corto plazo es optimo, no imprevision.	MEDIA-FUERTE	INTERPRETACION-DEL-REPORT	a	Atribucion de racionalidad/optimalidad al horizonte corto de planeacion dado el entorno de volatilidad de ingreso.	'Optimo' es un juicio normativo sobre una funcion de utilidad no observada; ningun instrumento del corpus mide directamente si el horizonte corto maximiza bienestar esperado bajo restricciones. Las piezas descriptivas (informalidad ENOE, horizonte de metas ENIF) ya estan en otras filas; la inferencia de optimalidad no tiene diseno identificador en este corpus.	No aplica (juicio normativo sobre una funcion de utilidad, no una conducta observable directa)	no aplica	no aplica	no aplica	NO-MEDIBLE-POR-DISEÑO	Limite de diseno: para calificar una conducta como 'optima' se requeriria un modelo estructural con datos de panel sobre ingreso, consumo y shocks, y contraste contra una alternativa de horizonte largo; los instrumentos recorridos (ENIF, ENOE, transversales) no permiten esa identificacion. Busqueda: u0mf --busca 'panel' variantes no evaluadas por presupuesto de esta fila; el estudio de racionalidad requeriria series longitudinales no localizadas en el manifiesto para este dominio. No se identifico instrumento tras este recorrido; no equivale a imposibilidad universal.			ninguna corrida aplica (juicio normativo, no variable de encuesta)	ASTRA5-MESA-DINERO	Si se quiere sostener 'optimo' con evidencia, se requeriria un panel de ingreso-consumo mexicano (p.ej. ENIGH panel si existe) fuera del alcance de este lote			Revision de literatura citada por el report (Mullainathan & Shafir; Banerjee & Duflo) es marco importado, no dato del corpus mexicano; sin busqueda adicional en corpus dado que el limite es conceptual, no de disponibilidad de dato	DINERO	Un diseno cuasi-experimental (shock de ingreso exogeno + medicion de horizonte de planeacion antes/despues) que muestre que el horizonte se alarga cuando el ingreso se estabiliza corroboraria; que no cambie con estabilidad de ingreso lo refutaria.
ENLACE	finanzas-009	LECTURA-d6710e19-04	L15	La desconfianza en bancos es un driver de primer orden y esta historicamente fundada (memoria de 1982, 1987, 1994).	MEDIA	ENLACE	a	VER-CONTRATO	VER-CONTRATO	VER-CONTRATO	enif2024	VER-CONTRATO	VER-CONTRATO	VER-CONTRATO	Cubierto por ASTRA5-U0-FIN-007: entre adultos sin cuenta/tarjeta, razon principal P5_20=03 desconfianza o mal servicio.	VER-CONTRATO		12 corridas con input enif2024_csv (u0mf --calc); ninguna etiquetada para P5_20	ASTRA5-MESA-DINERO	Ninguna; componente cerrado por el contrato.	CONC-ENIF2024-P5_20	ASTRA5-U0-FIN-007	Contrato citado en paquete finanzas.md L82	DINERO	
ASTRA5-U0-FIN-015	finanzas-010	LECTURA-d6710e19-04	L15	La memoria de la devaluacion y nacionalizacion bancaria de 1982, la hiperinflacion de 1987 y el 'error de diciembre' de 1994 racionaliza la preferencia por activos duros y circuitos informales.	MEDIA	INTERPRETACION-DEL-REPORT	a	Mecanismo psicologico individual: memoria historica/generacional de crisis financieras especificas (1982/1987/1994) como causa de preferencia actual por efectivo/activos duros y desconfianza bancaria.	El contrato FIN-007 ya mide la razon declarada 'desconfianza o mal servicio' (P5_20=03), pero ningun reactivo del corpus pregunta por memoria individual o generacional de esas crisis especificas; el vinculo causal memoria->conducta actual es una atribucion del report, no una medicion.	No aplica (no hay reactivo de memoria historica individual en el corpus recorrido)	no aplica	no aplica	no aplica	NO-MEDIBLE-POR-DISEÑO	Limite de diseno: ningun instrumento del corpus (ENIF en sus 5 olas, ENSAFI, ENCIG, ENAFIN) pregunta por experiencia o memoria de las crisis de 1982/1987/1994; serian necesarias variables de edad-cohorte cruzadas con una pregunta de memoria/percepcion historica que no existe. Busqueda: u0busca -q '1982|1987|1994|nacionalizacion|nacionalizacion|error de diciembre' (sin filtro de encuesta) -> 0 aciertos con texto sobre 314256 identidades revisadas (9 tablas). No se identifico instrumento tras este recorrido; no equivale a imposibilidad universal.			ninguna corrida aplica (sin variable de encuesta que mida memoria historica individual)	ASTRA5-MESA-DINERO	Si se requiere sostener el mecanismo, adquirir un modulo de memoria/percepcion historica (no localizado en el corpus actual) o usar P5_20=03 solo como asociacion descriptiva sin atribuir la causa historica especifica			u0busca -q '1982|1987|nacionalizacion|nacionalización' --encuesta enif --limite 10 -> 0 aciertos (ejecutor previo); u0busca -q '1982|1987|1994|nacionalizacion|nacionalización|error de diciembre' --limite 15 -> 0 aciertos con texto, 314256 identidades revisadas (reverificado por mi sin filtro de encuesta)	DINERO	Un instrumento que preguntara directamente por experiencia/memoria de esas crisis y mostrara correlacion con preferencia por efectivo controlando cohorte corroboraria el mecanismo; ausencia de correlacion por cohorte lo debilitaria.
