id_afirmacion	fila_local	unidades	localizador	texto_vigente	tier_report	clase	procedencia_evidencia	componente_contrastable	limite_inferencial	conducta_unidad_universo	instrumento_ola	documento_id_hash_pagina	pregunta_textual_codigo_respuestas	dictamen	dictamen_razon	datos_id_estado	reserva	gen2_existente	propietario_propuesto	siguiente_operacion	dedup_concepto	contrato_existente	busqueda_a13	dominio	falsador
ASTRA5-U0-CRPOP-045	compass-4-001	LECTURA-ea74603e-03	L16	«Nacional Monte de Piedad reporta ~90% de redención de prendas ("nueve de cada 10 clientes recuperan sus prendas", Expansión, 2019); hasta 3 refrendos (~20 meses).»	NO-EXPLÍCITO	CIFRA-PUBLICADA	primaria México	tasa de redención de prendas empeñadas en Nacional Monte de Piedad (institución de asistencia privada sin fines de lucro), según nota de prensa que cita a la institución	cifra AUTO-REPORTADA (institución/prensa, no calificadora ni regulador); no declara universo exacto (prendas vs. clientes) ni corte temporal preciso; 'redención' no equivale a 'pago voluntario de crédito sin garantía' -- acota indirectamente el mito, no lo mide directamente	unidad=prenda empeñada/cliente; universo=clientes de Nacional Monte de Piedad; fecha=2019 (nota Expansión)	NO-APLICA (no es encuesta con ola; nota de prensa que cita a la institución)	SIN-ID-MANIFIESTO; candidatos identificados: expansion.mx/finanzas-personales/2019/07/18 (nota original) y reporteanual.montepiedad.com.mx (Reportes Anuales Integrados 2019-2024)	NO-APLICA (no es reactivo de encuesta: nota de prensa/informe institucional)	MEDIBLE-CON-ADQUISICIÓN	documentos primarios candidatos IDENTIFICADOS (Expansión 18-jul-2019 y los Reportes Anuales Integrados de NMP en reporteanual.montepiedad.com.mx) pero NO leídos con página/cita en esta sesión -- el WebSearch del ejecutor previo sólo trajo un snippet que dice '8 out of 10 clients recover' (discrepante del ~90%/'9 de cada 10' citado por compass-4; ver falsador). faltante: abrir la nota Expansión y/o el Reporte Anual con la cifra exacta y su universo, y resolver la discrepancia 80% vs 90%.	SIN-ID-MANIFIESTO		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica, sin payload_id)	ASTRA5-MESA-DINERO	leer expansion.mx/finanzas-personales/2019/07/18 y/o el Reporte Anual Integrado de Monte de Piedad con cita literal, página y fecha de acceso; registrar en manifiesto; resolver discrepancia 80%/90% de redención	CONC-DOC-CREDPOP-MONTEPIEDAD-2019		u0mf --busca monte -> 0 entradas (1680 examinadas). u0pdf -q 'monte de piedad' -> 3 coincidencias (349 PDF: ehh02cb_b3b p.43, ehh05cb_b3b p.46, ehh09cb_b3b p.67, ENNVIH), las tres son la opción de respuesta 'monte de piedad/casa de préstamo' en la pregunta cr14_1 '¿dónde pidió prestado?', no la cifra de redención de NMP ni un informe propio. WebSearch 'Nacional Monte de Piedad estadística redención prendas informe anual' (ejecutor previo, 23-sep-2026): confirma existencia de Reportes Anuales Integrados 2019-2024 en reporteanual.montepiedad.com.mx; el snippet obtenido dice '8 out of 10 clients recover' (no '9 de cada 10'/~90%) -- discrepancia no resuelta, declarada en falsador; no se abrió el PDF ni el artículo de Expansión.	DINERO	Cambiaría si el Reporte Anual Integrado o el artículo de Expansión no reportaran ~90% de redención -- el propio WebSearch de este lote ya sugiere una cifra distinta (~80%, '8 de cada 10') que debe cotejarse antes de dar el dato por corroborado.
ASTRA5-U0-CRPOP-046	compass-4-002	LECTURA-ea74603e-03	L16	FirstCash reporta inventario mayor a un año en apenas 1%-2% (reportes SEC); CAT ~69% / 23% mensual; rotación 2.8x LatAm; presta 30-70% del valor.	NO-EXPLÍCITO	CIFRA-PUBLICADA	marco importado/extranjera (emisora pública de EE.UU. -NASDAQ- que opera en México vía FirstCash México/Cash America; el 10-K consolida el segmento Latinoamérica, no aísla México en el snippet obtenido)	proporción de inventario de prendas no redimidas (>1 año) del segmento de empeño Latinoamérica/México reportada por FirstCash Holdings Inc. en su 10-K/comunicados SEC, y CAT cobrado en sus tiendas mexicanas	FirstCash consolida 'Latin America Pawn Segment' sin desglosar México por separado (según el snippet obtenido); el CAT ~69%/23% mensual es AUTO-REPORTADA (sitio propio, no el 10-K); ninguna cifra fue leída con página en esta sesión	unidad=prenda/inventario de empeño; universo=segmento Latinoamérica/México de FirstCash Holdings; fecha=FY2024/1T-2T25	NO-APLICA (no es encuesta; reporte SEC 10-K de emisora pública + sitio institucional)	SIN-ID-MANIFIESTO; candidato identificado: sec.gov/Archives/edgar/data/840489/000084048925000032/fcfs-20241231.htm (10-K FY2024)	NO-APLICA	MEDIBLE-CON-ADQUISICIÓN	documento primario IDENTIFICADO con URL exacta (10-K FY2024 en sec.gov/Archives/edgar) pero no leído con página/cita en esta sesión; el snippet de WebSearch sólo confirma el tema general (impacto cambiario del peso en el segmento LatAm), no la cifra de inventario aged >1 año ni el CAT. faltante: abrir el 10-K FY2024 (sección Latin America Pawn Segment) y firstcashtienda.com/faq para el CAT, con página/fecha de acceso.	SIN-ID-MANIFIESTO		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica, sin payload_id)	ASTRA5-MESA-DINERO	abrir sec.gov 10-K FY2024 de FirstCash (Latin America Pawn Segment) y registrar la cifra de inventario aged >1 año con página; cotejar CAT en firstcashtienda.com/faq	CONC-DOC-CREDPOP-FIRSTCASH-2024		u0mf --busca firstcash -> 0 entradas (1680 examinadas). u0pdf -q 'firstcash|first cash' -> 0 coincidencias (349 PDF). WebSearch 'FirstCash 10-K 2024 annual report pawn inventory Mexico segment' (ejecutor previo, 23-sep-2026): confirma URL sec.gov del 10-K FY2024; snippet no trae la cifra de inventario >1 año ni desglose de México (sólo impacto cambiario consolidado del segmento LatAm).	DINERO	Cambiaría si el 10-K reportara un inventario aged >1 año fuera del rango 1%-2%, o si no permitiera aislar México del consolidado LatAm para ninguna cifra.
ASTRA5-U0-CRPOP-047	compass-4-003	LECTURA-ea74603e-03	L16	La garantía prendaria *sustituye* a la confianza: si el cliente no paga, la casa vende la prenda y recupera capital + interés. La alta redención prueba que el cliente *valora su prenda*, no que 'pague' en el sentido conductual.	NO-EXPLÍCITO	INTERPRETACION-DEL-REPORT	primaria México	NINGUNO nuevo -- relectura conceptual de las cifras de redención/inventario ya filadas en compass-4-001 (NMP) y compass-4-002 (FirstCash): el argumento no propone una medición adicional, reinterpreta los mismos datos	atribución de mecanismo (garantía sustituye confianza) derivada por el report de las cifras de redención/inventario; 'valorar la prenda' no es un constructo que un instrumento del corpus observe por separado de la redención misma -- exigirlo sería circular	unidad=prenda/cliente; universo=clientes NMP/FirstCash; fecha=2019-2025 (mismo periodo de 001/002)	NO-APLICA	NO-APLICA (interpretación, no dato propio)	NO-APLICA	NO-MEDIBLE-POR-DISEÑO	es una atribución de mecanismo sobre cifras ya filadas (001, 002); no se identificó instrumento en el corpus que observe 'valorar la prenda'/'pago voluntario' como constructo distinto de la redención misma tras este recorrido (u0busca 'empeño|prendari' -> 569 aciertos, todos preguntas de uso/fuente de crédito, ninguna sobre motivación de redención); no equivale a imposibilidad universal.			NO-APLICA (interpretación)	ASTRA5-MESA-DINERO	NO-APLICA (depende de que se cierren los faltantes de 001/002)			u0busca -q 'empeño|prendari' --limite 15 -> 569 aciertos con texto (313256 identidades, 113780 con texto); revisados los primeros 15: todos son preguntas de fuente/uso de crédito (ENIF, ENVIPE 'empeño' como falso positivo de 'desempeño'), ninguna pregunta directamente motivación de redención o valoración de la prenda.	DINERO	Cambiaría si existiera una encuesta que preguntara la intención de repago antes de empeñar y esa intención NO predijera la redención observada (es decir, si hubiera evidencia de que la redención ocurre por mecanismos ajenos a valorar la prenda).
ASTRA5-U0-CRPOP-048	compass-4-004	LECTURA-ea74603e-02	L14	Crédito Real reportaba mora de su cartera de nómina en torno a 1.2%-1.5% precisamente porque el descuento ocurre *antes* de que el trabajador cobre (nómina 62.8%->69.2% de la cartera, 2016-18, Factsheets).	NO-EXPLÍCITO	CIFRA-PUBLICADA	primaria México	tasa de morosidad (NPL) y proporción de la cartera total en el producto de crédito de nómina, reportadas por Crédito Real en sus Factsheets trimestrales 3T16-3T18	cifra AUTO-REPORTADA por la propia emisora (Factsheets, no EEFF auditados independientes para ese segmento); el propio report declara en §C que 'no confirmada por auditor independiente post-2020 (la empresa no presentó EEFF auditados tras 2020)'; la interpretación de que el cobro involuntario hace irrelevante la conducta del deudor es lectura del report, no medición directa (ver también compass-4-017 y ASTRA5-U0-CRPOP-002 limite_inferencial)	unidad=cartera de crédito de nómina; universo=Crédito Real S.A.B. de C.V. (SOFOM ENR); fecha=3T16-3T18	NO-APLICA (no es encuesta; factsheet corporativo trimestral)	SIN-ID-MANIFIESTO; Credito Real Factsheets trimestrales, sitio propio del emisor (creal.mx), CONFIRMADOS accesibles y en linea en esta sesion: https://www.creal.mx/wp-content/uploads/2026/02/Factsheet-3T16.pdf , https://www.creal.mx/wp-content/uploads/2026/02/Factsheet-3T17.pdf (3T18 no confirmado con URL directa pero el patron es consistente); cache alterna: cdn.investorcloud.net/creal/InformacionFinanciera/ReportesTrimestrales/Factsheet-2T16.pdf	por WebSearch (24-sep-2026): 'The 3T16 Factsheet shows an Indice de Morosidad (delinquency index) of 2.4%' -- esta cifra corresponde al IMOR general de la empresa en 3T16, no especificamente al segmento de nomina (1.2-1.5% citado por el report); no se confirmo el desglose por producto (nomina) ni la proporcion de cartera (62.8%->69.2%) en el pasaje leido.	MEDIBLE-CON-ADQUISICIÓN	MEDIBLE-CON-ADQUISICION: a diferencia del hallazgo del ejecutor previo (creal.mx activo pero sin localizar los Factsheets 2016-18 especificos), en esta sesion SI se confirmaron URLs directas y funcionales de los Factsheets 3T16 y 3T17 en creal.mx (el sitio del emisor sigue publicando su archivo historico completo); el valor leido (IMOR general 2.4% en 3T16) no coincide con el 1.2-1.5% de nomina citado por el report, lo que sugiere que la cifra del report es del SEGMENTO nomina especificamente (no el IMOR consolidado), dato que habria que extraer del cuerpo del factsheet.	SIN-ID-MANIFIESTO		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica, sin payload_id)	ASTRA5-MESA-DINERO	Abrir directamente https://www.creal.mx/wp-content/uploads/2026/02/Factsheet-3T16.pdf , Factsheet-3T17.pdf y localizar Factsheet-3T18.pdf; extraer la mora especifica del segmento nomina (1.2-1.5%) y la proporcion de cartera de nomina (62.8%->69.2%) con pagina.	CONC-DOC-CREDPOP-CREALNOMINA-2016_18		WebSearch previo 'Credito Real CREAL reporte trimestral cartera nomina factsheet' -> solo perfil BMV generico (ejecutor previo). Segunda pasada 24-sep-2026: WebSearch 'creal.mx Factsheet 3T16 3T17 3T18 cartera nomina morosidad' -> 1 consulta, localiza URLs directas de Factsheet-3T16.pdf y Factsheet-3T17.pdf en creal.mx (activo), con IMOR general 2.4% en 3T16 (no desglosado por producto en el snippet).	DINERO	Cambiaría si los Factsheets 3T16-3T18 no reportaran una mora de nómina en el rango 1.2%-1.5%, o si la proporción de cartera de nómina no estuviera en el rango 62.8%-69.2%.
ASTRA5-U0-CRPOP-049	compass-4-005	LECTURA-ea74603e-01;LECTURA-ea74603e-06	L12; L22 (tabla fila 4)	Compartamos (microcrédito grupal sin garantía) opera con IMOR etapa-3 de 3.83%-3.88% y castigos anuales que en 2025 llegaron a Ps. 2,406 millones en un solo trimestre (Ps.542M 4T22 -> Ps.1,130M 4T24 -> Ps.2,406M 4T25); cobertura 207%.	NO-EXPLÍCITO	CIFRA-PUBLICADA	primaria México	IMOR etapa-3 y castigos trimestrales de Banco Compartamos (Gentera), según sus reportes trimestrales BMV/CNBV ('Resumen y 4T' / 'Comentarios y Análisis de la Administración')	cifra AUDITADA (BMV/CNBV) según el propio report, pero no leída con página en esta sesión; no distingue microcrédito grupal de individual dentro del IMOR agregado del banco (el propio report nota 'migración a individual' como confusor en la tabla A)	unidad=cartera de microcrédito; universo=Banco Compartamos (Gentera); fecha=4T22, 4T24, 4T25	NO-APLICA (no es encuesta; reporte trimestral BMV/CNBV)	SIN-ID-MANIFIESTO; candidatos: compartamos.com.mx/.../Banco+Compartamos+4T25+-+Press+Release.pdf y gentera.com.mx/.../Comentarios_Administracion_4T25...pdf	NO-APLICA	MEDIBLE-CON-ADQUISICIÓN	documentos primarios IDENTIFICADOS con URL (comunicados 4T24/4T25 de Compartamos/Gentera en sus propios dominios) pero no leídos con página/cita en esta sesión; el snippet de WebSearch (ejecutor previo) confirmó el documento 4T25 y cifras de ROA 7.0%/MIN 42.2%, no el IMOR etapa-3 ni los castigos citados por compass-4. faltante: abrir Banco-PR-4T24.pdf y Comentarios_Administracion_4T25 y extraer IMOR etapa-3 y castigos con página.	SIN-ID-MANIFIESTO		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica, sin payload_id)	ASTRA5-MESA-DINERO	leer compartamos.com.mx Banco-PR-4T24.pdf y gentera.com.mx Comentarios_Administracion_4T25 con cita literal y página; registrar en manifiesto	CONC-DOC-CREDPOP-COMPARTAMOS-2024_25		«u0mf --busca compartamos -> 3 coincidencias (1680 examinadas: milk_rct_microseguro, bauchet, 116334_v1 -- ninguna es reporte propio de Compartamos/Gentera). u0pdf -q 'compartamos' -> 110 coincidencias (349 PDF; 10 mostradas) pero son menciones de terceros (BANSEFI PATMIR, encuestas Banxico de competencias financieras 2019/2021, estudio Bauchet RCT de microseguro), no el reporte financiero propio. WebSearch 'Gentera Banco Compartamos "Comentarios y Análisis" 4T25 resultados IMOR castigos' (ejecutor previo, 23-sep-2026): confirma URLs de gentera.com.mx y compartamos.com.mx para 4T25; snippet trae ROA 7.0%/MIN 42.2% (4T25) pero no el IMOR etapa-3 ni los castigos citados por compass-4.»	DINERO	Cambiaría si los reportes 4T24/4T25 de Compartamos no mostraran IMOR etapa-3 en el rango 3.83%-3.88% o castigos trimestrales fuera de la secuencia 542/1,130/2,406 millones.
ASTRA5-U0-CRPOP-050	compass-4-006	LECTURA-ea74603e-04;LECTURA-ea74603e-06	L18; L22 (tabla fila 4)	Compartamos ~100%+ [CAT] (pérdida esperada Banxico 6.5%, segunda más alta tras Fin Útil 7.7%); tasa comerciante ~100% anual, sin comisiones por atraso (compartamos.com.mx).	NO-EXPLÍCITO	CIFRA-PUBLICADA	primaria México	CAT promedio de Compartamos (microcrédito grupal/comerciante) y pérdida esperada del segmento según Banxico RIB Créditos Personales y Microcréditos	CAT AUTO-REPORTADA (sitio propio compartamos.com.mx); pérdida esperada 6.5% atribuida por compass-4 a Banxico RIB feb-2024, no leída con página en esta sesión	unidad=crédito grupal/comerciante; universo=Banco Compartamos y sector microcrédito (Banxico RIB); fecha=feb-2024	NO-APLICA (no es encuesta; publicación regulatoria Banxico RIB + sitio institucional)	SIN-ID-MANIFIESTO; Banxico RIB Créditos Personales y Microcréditos (serie con URLs por fecha en banxico.org.mx/publicaciones-y-prensa/rib-creditos-personales)	NO-APLICA	MEDIBLE-CON-ADQUISICIÓN	documento primario IDENTIFICADO (serie Banxico RIB confirmada existente y activa por WebSearch, ejecutor previo) pero la edición feb-2024 no apareció en el listado de 10 resultados mostrados ni se leyó la página con 'pérdida esperada 6.5%'; el CAT de compartamos.com.mx tampoco fue leído con cita literal en esta sesión. faltante: abrir el RIB con datos a feb-2024 y compartamos.com.mx (costos y comisiones) con cita y fecha de acceso.	SIN-ID-MANIFIESTO		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica, sin payload_id)	ASTRA5-MESA-DINERO	abrir el RIB Banxico feb-2024 (localizar el PDF con fecha exacta en banxico.org.mx/publicaciones-y-prensa/rib-creditos-personales) y compartamos.com.mx costos/comisiones	CONC-DOC-CREDPOP-BANXICORIB-2024		WebSearch 'Indicadores Básicos de Créditos Personales y Microcréditos Banxico' (ejecutor previo, 23-sep-2026): confirma la serie RIB en banxico.org.mx con ediciones por fecha (ago-2017 a feb-2020 en los 10 resultados mostrados); feb-2024 no apareció en ese listado, se infiere existente por continuidad de la serie; no se abrió ningún PDF con página.	DINERO	Cambiaría si el RIB feb-2024 no reportara una pérdida esperada de 6.5% para Compartamos/microcrédito, o si el CAT publicado por Compartamos no rondara 100% para crédito grupal/comerciante.
ASTRA5-U0-CRPOP-051	compass-4-007	LECTURA-ea74603e-01	L12 (anexo §C, Compartamos)	Tasa Crédito Mujer ~110% (2009), 16 pagos semanales, RCT: Innovations for Poverty Action, 'Microcrédito para Mujeres en México' (poverty-action.org).	NO-EXPLÍCITO	CIFRA-PUBLICADA	mixta (RCT académico con datos de campo en México, publicado por organización internacional -IPA-)	tasa de interés/CAT del producto 'Crédito Mujer' de Compartamos y su cronograma de pagos, documentado por un ensayo controlado aleatorizado (RCT) de Innovations for Poverty Action	estudio de 2009 (dato histórico, no vigente); es evidencia de PRECIO, no de morosidad ni de disposición de pago actual; distinto del estudio Bruhn&Love 2014 sobre Banco Azteca ya filado en ASTRA5-U0-CRPOP-015 (misma familia de evidencia -RCT/Banco Mundial-IPA sobre acceso a crédito en México-, pero institución y desenlace distintos: no colapsar)	unidad=crédito grupal para mujeres; universo=clientas de Compartamos participantes del RCT de IPA; fecha=2009	NO-APLICA (no es encuesta poblacional; es estudio experimental de campo)	SIN-ID-MANIFIESTO; poverty-action.org, 'Microcrédito para Mujeres en México' (URL propia del Anexo §C de compass-4, no verificada con WebFetch en esta sesión)	NO-APLICA	MEDIBLE-CON-ADQUISICIÓN	documento IDENTIFICADO por URL propia del report (poverty-action.org, título y año dados); no abierto ni leído en esta sesión (se priorizó el presupuesto web restante para piezas sin URL propia). faltante: leer poverty-action.org y extraer la tasa/cronograma con cita.	SIN-ID-MANIFIESTO		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica, sin payload_id)	ASTRA5-MESA-DINERO	abrir poverty-action.org 'Microcrédito para Mujeres en México' con cita y página/sección	CONC-DOC-CREDPOP-IPACREDITOMUJER-2009		no se corrió WebSearch adicional para esta pieza en este lote (URL propia ya dada por compass-4 §C); búsqueda 'IPA' en la base credito-popular-filas-v1_0.tsv (ejecutor previo, log previas) fue falso positivo de subcadena ('participa' contiene 'ipa'), verificado al leer el contexto de esos aciertos -- ninguno es el estudio de Crédito Mujer.	DINERO	Cambiaría si poverty-action.org no reportara una tasa cercana a 110% o un cronograma de 16 pagos semanales para el producto Crédito Mujer de 2009.
ASTRA5-U0-CRPOP-052	compass-4-008	LECTURA-ea74603e-04	L18	Banco Azteca Credimax CAT 93.5% sin IVA (jul-2024, El Imparcial); Elektra 'Términos de promociones' cita CAT Credimax 63.5%, tasa 40.53% (vigencia 2026).	NO-EXPLÍCITO	CIFRA-PUBLICADA	primaria México	CAT del producto Credimax de Banco Azteca/Elektra	cifra AUTO-REPORTADA; el propio compass-4 cita DOS cifras distintas (93.5% jul-2024 vía prensa; 63.5% vigente 2026 vía Elektra) -- el CAT varía por periodo de vigencia de la promoción y modalidad (consumo vs. efectivo), no es una constante	unidad=crédito Credimax; universo=clientes Banco Azteca/Elektra; fecha=jul-2024 (93.5%) y may-oct-2026 (63.5%/83.5%, vigente al momento de este lote)	NO-APLICA (no es encuesta; tarifario institucional)	SIN-ID-MANIFIESTO; elektra.mx/terminos-de-promociones (confirmado vigente por WebSearch en esta sesión, ejecutor previo)	NO-APLICA	MEDIBLE-CON-ADQUISICIÓN	documento primario CONFIRMADO vigente por WebSearch (ejecutor previo, 23-sep-2026): elektra.mx/terminos-de-promociones reporta CAT Credimax consumo 63.5% sin IVA / efectivo 83.5% sin IVA, tasa fija 40.53%, vigencia 1-may-2026 a 31-oct-2026 -- corrobora el rango general pero con cifras 2026 distintas al 93.5% (jul-2024) que también cita compass-4; no se abrió el HTML con WebFetch (sólo snippet de búsqueda). faltante: abrir elektra.mx/terminos-de-promociones con WebFetch y registrar cita literal completa.	SIN-ID-MANIFIESTO		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica, sin payload_id)	ASTRA5-MESA-DINERO	abrir elektra.mx/terminos-de-promociones con WebFetch y registrar cita literal, fecha de vigencia y ambas modalidades (consumo/efectivo)	CONC-DOC-CREDPOP-AZTECACAT-2024_26		WebSearch 'Elektra Credimax CAT términos de promociones' (ejecutor previo, 23-sep-2026): confirma elektra.mx/terminos-de-promociones vigente, CAT Credimax consumo 63.5% sin IVA / efectivo 83.5% sin IVA, tasa fija 40.53%, vigencia 1-may-2026 a 31-oct-2026 -- corrobora el rango pero con cifras 2026, distintas al 93.5% (jul-2024) del report.	DINERO	Cambiaría si elektra.mx/terminos-de-promociones no reportara un CAT Credimax en el rango 60%-95% sin IVA para ninguna modalidad, o si El Imparcial no hubiera reportado 93.5% en jul-2024 (la discrepancia temporal ya registrada no es por sí sola una refutación).
ASTRA5-U0-CRPOP-053	compass-4-009	LECTURA-ea74603e-04	L18; L31 (tabla fila 5)	Provident CAT 343.7%-839.6% (343.7% a 51 semanas, 455.0% a 41 semanas, 713.3% a 31 semanas); modelo domiciliario semanal.	NO-EXPLÍCITO	CIFRA-PUBLICADA	primaria México	CAT de préstamos personales/domiciliarios de Provident México por plazo, según su propio sitio/publicaciones	cifra AUTO-REPORTADA; el WebSearch de esta sesión confirmó que Provident opera préstamos personales a domicilio y publica contenido explicativo del CAT, pero NO trajo la tabla de tasas por plazo (343.7%-839.6%)	unidad=préstamo personal domiciliario; universo=clientes Provident México; fecha=no verificada en esta sesión	NO-APLICA (no es encuesta; tarifario institucional)	SIN-ID-MANIFIESTO; provident.com.mx (confirmado activo) y providentest.wordpress.com (citado por compass-4, no verificado en esta sesión)	NO-APLICA	MEDIBLE-CON-ADQUISICIÓN	el sitio primario provident.com.mx está CONFIRMADO activo (WebSearch, ejecutor previo, 23-sep-2026), pero la tabla de CAT por plazo (343.7%-839.6%) no se leyó con cita ni página en esta sesión -- el snippet sólo trae contenido genérico sobre qué es el CAT. faltante: abrir la calculadora/tarifario de provident.com.mx (o providentest.wordpress.com) y extraer la tabla de CAT por plazo con fecha de acceso.	SIN-ID-MANIFIESTO		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica, sin payload_id)	ASTRA5-MESA-DINERO	abrir provident.com.mx/home-csq-b (calculadora) con WebFetch y registrar tabla de CAT por plazo con fecha	CONC-DOC-CREDPOP-PROVIDENT-CAT		u0mf --busca provident -> 0 entradas (1680 examinadas). u0pdf -q 'provident' -> 0 coincidencias (349 PDF). WebSearch 'Provident México CAT costo anual total préstamo domiciliario' (ejecutor previo, 23-sep-2026): confirma provident.com.mx activo con blog explicativo del CAT y calculadora, pero NO trae la tabla de tasas 343.7%-839.6% citada por compass-4.	DINERO	Cambiaría si provident.com.mx no publicara un CAT en el rango 300%-850% para ningún plazo de sus préstamos domiciliarios.
ASTRA5-U0-CRPOP-054	compass-4-010	LECTURA-ea74603e-05;CAND-ea74603e-L7	L20; L7	AlphaCredit (default 2021): reexpresión de derivados 2018-19; deterioro ~Ps.4,100 M (US$206 M) en otros activos/cuentas por cobrar; error/fraude contable en derivados como detonante, no impago de cartera de nómina/consumo.	NO-EXPLÍCITO	NORMA-O-ACTO-DOCUMENTAL	primaria México (empresa mexicana emisora en BMV; procedimiento de insolvencia transnacional con foro adicional en Delaware)	causa del default/concurso mercantil de AlphaCredit (2021): reexpresión de estados financieros por error/fraude contable en derivados, monto del deterioro, y fecha/foro del proceso de insolvencia (concurso mercantil México + Chapter 11 Delaware)	no se comprobó el comunicado BMV ni el expediente Chapter 11 con página/cita en esta sesión; el snippet de WebSearch confirma el concurso mercantil (agosto 2021) y un evento relevante de calificadoras (16-nov-2021) pero no el monto exacto ~Ps.4,100M ni la causal 'error/fraude en derivados' con cita textual	unidad=institución financiera (SOFOM ENR); universo=AlphaCredit Capital, S.A. de C.V.; fecha=2018-2021	NO-APLICA (no es encuesta; documento regulatorio/judicial puntual)	SIN-ID-MANIFIESTO; bmv.com.mx/docs-pub/eventoca/eventoca_1141971_1.pdf (evento relevante calificadoras, 16-nov-2021) y perfil ALPHACB-32988 en bmv.com.mx	NO-APLICA	MEDIBLE-CON-ADQUISICIÓN	el HECHO regulatorio (concurso mercantil ago-2021, evento relevante BMV nov-2021, sustitución de Administrador Primario por Terracota -Administrador Sustituto, HR AM2-) está CORROBORADO por fuente primaria BMV vía WebSearch (ejecutor previo, 23-sep-2026) -- satisface existencia/identidad del documento primario para MEDIBLE-CON-ADQUISICIÓN del componente HECHO; el monto exacto del deterioro (~Ps.4,100M) y la causal 'error/fraude en derivados' con cita textual NO están comprobados en esta sesión. faltante: comunicados BMV 2018-2021 de AlphaCredit (bmv.com.mx/es/emisoras/eventosrelevantes/ALPHACB) y expediente Chapter 11 Delaware con cita literal del monto y causal.	SIN-ID-MANIFIESTO		ninguna corrida con SIN-ID-MANIFIESTO (u0mf --calc: no aplica, sin payload_id)	ASTRA5-MESA-DINERO	abrir bmv.com.mx eventos relevantes de ALPHACB con cita y fecha; localizar expediente Chapter 11 Delaware (docket) y comunicado BMV/Forbes México con el monto Ps.4,100M/US$206M	CONC-DOC-CREDPOP-ALPHACREDIT-2021		u0mf --busca alpha -> 8 coincidencias (1680 examinadas), NINGUNA es AlphaCredit (son encig25, za6980/za5900/za7600 -ISSP-, ieebc_bc_2019 -- 'alpha' es substring de nombres de archivo/estudio, verificados como falsos positivos). u0pdf -q 'alphacredit|alpha credit' -> 0 coincidencias (349 PDF). WebSearch 'AlphaCredit comunicado eventos relevantes 2021' (ejecutor previo, 23-sep-2026): confirma bmv.com.mx/docs-pub/eventoca/eventoca_1141971_1.pdf (evento relevante calificadoras 16-nov-2021), concurso mercantil ago-2021 ante Juzgado Décimo Segundo de Distrito en Materia Civil CDMX (admisión pendiente a la fecha del snippet); no confirma el monto Ps.4,100M ni el expediente Ch.11 Delaware con cita.	DINERO	Cambiaría si los comunicados BMV o el expediente Ch.11 de AlphaCredit atribuyeran el default a impago masivo de la cartera de nómina/consumo del segmento popular en vez de a la reexpresión contable de derivados.
