unidad	tipo	filas_o_contratos	razon
LECTURA-dfb84e08-01	G	ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-002;ASTRA5-U0-RELIG-003	
LECTURA-dfb84e08-02	G	ASTRA5-U0-RELIG-004	
LECTURA-dfb84e08-03	G	ASTRA5-U0-RELIG-005	
LECTURA-dfb84e08-04	G	ASTRA5-U0-RELIG-006	
LECTURA-dfb84e08-05	G	ASTRA5-U0-RELIG-007;ASTRA5-U0-RELIG-008	
LECTURA-dfb84e08-06	G	ASTRA5-U0-RELIG-009	
LECTURA-dfb84e08-07	G	ASTRA5-U0-RELIG-012;ASTRA5-U0-RELIG-013;ASTRA5-U0-RELIG-014	
LECTURA-dfb84e08-08	G	ASTRA5-U0-RELIG-032	
LECTURA-dfb84e08-09	G	ASTRA5-U0-RELIG-016;ASTRA5-U0-RELIG-017;ASTRA5-U0-RELIG-018;ASTRA5-U0-RELIG-019	
LECTURA-dfb84e08-10	G	ASTRA5-U0-RELIG-020;ASTRA5-U0-RELIG-021	
LECTURA-dfb84e08-11	G	ASTRA5-U0-RELIG-027	
LECTURA-dfb84e08-12	G	ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-023	
LECTURA-dfb84e08-13	G	ASTRA5-U0-RELIG-028	
LECTURA-dfb84e08-14	G	ASTRA5-U0-RELIG-014;ASTRA5-U0-RELIG-015	
LECTURA-dfb84e08-15	G	ASTRA5-U0-RELIG-029	
LECTURA-dfb84e08-01	F	ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-002;ASTRA5-U0-RELIG-003	
LECTURA-dfb84e08-02	F	ASTRA5-U0-RELIG-004	
LECTURA-dfb84e08-03	F	ASTRA5-U0-RELIG-005	
LECTURA-dfb84e08-04	F	ASTRA5-U0-RELIG-006	
LECTURA-dfb84e08-05	F	ASTRA5-U0-RELIG-007;ASTRA5-U0-RELIG-008	
LECTURA-dfb84e08-06	F	ASTRA5-U0-RELIG-009	
LECTURA-dfb84e08-07	F	ASTRA5-U0-RELIG-012;ASTRA5-U0-RELIG-013;ASTRA5-U0-RELIG-014	
LECTURA-dfb84e08-08	F	ASTRA5-U0-RELIG-032	
LECTURA-dfb84e08-09	F	ASTRA5-U0-RELIG-016;ASTRA5-U0-RELIG-017;ASTRA5-U0-RELIG-018;ASTRA5-U0-RELIG-019	
LECTURA-dfb84e08-10	F	ASTRA5-U0-RELIG-020;ASTRA5-U0-RELIG-021	
LECTURA-dfb84e08-11	F	ASTRA5-U0-RELIG-027	
LECTURA-dfb84e08-12	F	ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-023	
LECTURA-dfb84e08-13	F	ASTRA5-U0-RELIG-028	
LECTURA-dfb84e08-14	F	ASTRA5-U0-RELIG-014;ASTRA5-U0-RELIG-015	
LECTURA-dfb84e08-15	F	ASTRA5-U0-RELIG-029	
RELIGION-INTERNO-01	F	ASTRA5-U0-RELIG-009;ASTRA5-U0-RELIG-010;ASTRA5-U0-RELIG-011;ASTRA5-U0-RELIG-021;ASTRA5-U0-RELIG-030;ASTRA5-U0-RELIG-031	
RELIGION-INTERNO-02	F	ASTRA5-U0-RELIG-003;ASTRA5-U0-RELIG-038	
RELIGION-INTERNO-03	F	ASTRA5-U0-RELIG-012;ASTRA5-U0-RELIG-013;ASTRA5-U0-RELIG-014;ASTRA5-U0-RELIG-032;ASTRA5-U0-RELIG-033	
RELIGION-INTERNO-04	F	ASTRA5-U0-RELIG-010;ASTRA5-U0-RELIG-011;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-023;ASTRA5-U0-RELIG-024;ASTRA5-U0-RELIG-025;ASTRA5-U0-RELIG-026	
RELIGION-INTERNO-05	F	ASTRA5-U0-RELIG-021;ASTRA5-U0-RELIG-034;ASTRA5-U0-RELIG-035;ASTRA5-U0-RELIG-036;ASTRA5-U0-RELIG-037	DEDUP: seccion 9 (mitos, L217-224) y seccion 10 (sintesis final, L228-236) recapitulan los hallazgos 1-15 ya filados (religiosidad-001 a 029); NO-AFIRMACION: auditoria meta (L240-256, preguntas reflexivas del propio report sobre su rigor, no son afirmaciones nuevas sobre Mexico).
