unidad	tipo	filas_o_contratos	razon
LECTURA-cb16d398-01	G	ASTRA5-U0-CRFAC-014	
LECTURA-cb16d398-02	G	ASTRA5-U0-CRFAC-015	
LECTURA-cb16d398-03	G		DEDUP: credito-facil-007a;credito-facil-007b;credito-facil-008 (mismo contenido: nicho/perfil BNPL e invisibilidad crediticia, ya filados)
LECTURA-cb16d398-04	G	ASTRA5-U0-CRFAC-016;ASTRA5-U0-CRFAC-001;ASTRA5-U0-CRFAC-002;ASTRA5-U0-CRFAC-003;ASTRA5-U0-CRFAC-004;ASTRA5-U0-CRFAC-005;ASTRA5-U0-CRFAC-006;ASTRA5-U0-CRFAC-007	
TIER-cb16d398-L30	T	ASTRA5-U0-CRFAC-001	
TIER-cb16d398-L33	T	ASTRA5-U0-CRFAC-002	
TIER-cb16d398-L36	T	ASTRA5-U0-CRFAC-003	
TIER-cb16d398-L39	T	ASTRA5-U0-CRFAC-004	
TIER-cb16d398-L42	T	ASTRA5-U0-CRFAC-005	
TIER-cb16d398-L45	T	ASTRA5-U0-CRFAC-006;ASTRA5-U0-CRFAC-007	
TIER-cb16d398-L48	T	ASTRA5-U0-CRFAC-008;ASTRA5-U0-CRFAC-009	
TIER-cb16d398-L51	T	ASTRA5-U0-CRFAC-010	
TIER-cb16d398-L54	T	ASTRA5-U0-CRFAC-011;ASTRA5-U0-CRFAC-012	
TIER-cb16d398-L57	T	ASTRA5-U0-CRFAC-013;ENLACE	
CRED-IND-01	F	ASTRA5-U0-CRFAC-001	
CRED-IND-02	F	ASTRA5-U0-CRFAC-002	
CRED-IND-03	F	ASTRA5-U0-CRFAC-003	
CRED-IND-04	F	ASTRA5-U0-CRFAC-004	
CRED-IND-05	F	ASTRA5-U0-CRFAC-005	
CRED-IND-06	F	ASTRA5-U0-CRFAC-006;ASTRA5-U0-CRFAC-007	
CRED-IND-07	F	ASTRA5-U0-CRFAC-008;ASTRA5-U0-CRFAC-009	
CRED-IND-08	F	ASTRA5-U0-CRFAC-010	
CRED-IND-09	F	ASTRA5-U0-CRFAC-011;ASTRA5-U0-CRFAC-012	
CRED-IND-10	F	ASTRA5-U0-CRFAC-013;ENLACE	
CRED-REGLA-01	F	ASTRA5-U0-CRFAC-017	
CRED-REGLA-02	F	ASTRA5-U0-CRFAC-018	
CRED-REGLA-03	F	ENLACE	componente ENIF ya cubierto por contrato ASTRA5-U0-FIN-009 via fila ENLACE credito-facil-010b
CRED-SINT-01	F	ASTRA5-U0-CRFAC-016	
CRED-SINT-02	F	ASTRA5-U0-CRFAC-019	
CRED-SINT-03	F	ASTRA5-U0-CRFAC-020	
