unidad	tipo	filas_o_contratos	razon
LECTURA-546e89cc-01	G	ASTRA5-U0-RURAL-001;ASTRA5-U0-RURAL-002	
LECTURA-546e89cc-02	G	ASTRA5-U0-RURAL-003	
LECTURA-546e89cc-03	G	ASTRA5-U0-RURAL-004;ASTRA5-U0-RURAL-005;ASTRA5-U0-RURAL-006	
LECTURA-546e89cc-04	G	ASTRA5-U0-RURAL-002;ASTRA5-U0-RURAL-007	
LECTURA-546e89cc-05	G	ASTRA5-U0-RURAL-008	
LECTURA-546e89cc-06	G	ASTRA5-U0-RURAL-009;ASTRA5-U0-RURAL-010	
LECTURA-546e89cc-07	G	ASTRA5-U0-RURAL-011;ASTRA5-U0-RURAL-012	
LECTURA-546e89cc-08	G	ASTRA5-U0-RURAL-013	
LECTURA-546e89cc-09	G	ASTRA5-U0-RURAL-014	
LECTURA-546e89cc-10	G	ASTRA5-U0-RURAL-015	
LECTURA-546e89cc-11	G	ASTRA5-U0-RURAL-016	
LECTURA-546e89cc-12	G	ASTRA5-U0-RURAL-017;ASTRA5-U0-RURAL-018;ASTRA5-U0-RURAL-019	
LECTURA-546e89cc-13	G	ASTRA5-U0-RURAL-020;ASTRA5-U0-RURAL-021;ASTRA5-U0-RURAL-022	
LECTURA-546e89cc-14	G	ASTRA5-U0-RURAL-023;ASTRA5-U0-RURAL-024	
LECTURA-546e89cc-15	G	ASTRA5-U0-RURAL-025	
LECTURA-546e89cc-01	F	ASTRA5-U0-RURAL-001;ASTRA5-U0-RURAL-002	
LECTURA-546e89cc-02	F	ASTRA5-U0-RURAL-003	
LECTURA-546e89cc-03	F	ASTRA5-U0-RURAL-004;ASTRA5-U0-RURAL-005;ASTRA5-U0-RURAL-006	
LECTURA-546e89cc-04	F	ASTRA5-U0-RURAL-002;ASTRA5-U0-RURAL-007	
LECTURA-546e89cc-05	F	ASTRA5-U0-RURAL-008	
LECTURA-546e89cc-06	F	ASTRA5-U0-RURAL-009;ASTRA5-U0-RURAL-010	
LECTURA-546e89cc-07	F	ASTRA5-U0-RURAL-011;ASTRA5-U0-RURAL-012	
LECTURA-546e89cc-08	F	ASTRA5-U0-RURAL-013	
LECTURA-546e89cc-09	F	ASTRA5-U0-RURAL-014	
LECTURA-546e89cc-10	F	ASTRA5-U0-RURAL-015	
LECTURA-546e89cc-11	F	ASTRA5-U0-RURAL-016	
LECTURA-546e89cc-12	F	ASTRA5-U0-RURAL-017;ASTRA5-U0-RURAL-018;ASTRA5-U0-RURAL-019	
LECTURA-546e89cc-13	F	ASTRA5-U0-RURAL-020;ASTRA5-U0-RURAL-021;ASTRA5-U0-RURAL-022	
LECTURA-546e89cc-14	F	ASTRA5-U0-RURAL-023;ASTRA5-U0-RURAL-024	
LECTURA-546e89cc-15	F	ASTRA5-U0-RURAL-025	
RURAL-INTERNO-01	F	ASTRA5-U0-RURAL-026;ASTRA5-U0-RURAL-027;ASTRA5-U0-RURAL-028;ASTRA5-U0-RURAL-029;ASTRA5-U0-RURAL-030;ASTRA5-U0-RURAL-031;ASTRA5-U0-RURAL-032;ASTRA5-U0-RURAL-033;ASTRA5-U0-RURAL-034;ASTRA5-U0-RURAL-035	L37-82 cubre marco conceptual (planos a-e, 4 categorías, FP-293=fila-035) y mapa de evidencia (filas-026..034); DEDUP con rural-indigena-001,003,007,008 para las definiciones de comunalidad/usos-costumbres/reciprocidad/autoridad ya filadas.
RURAL-INTERNO-02	F	ASTRA5-U0-RURAL-001;ASTRA5-U0-RURAL-002;ASTRA5-U0-RURAL-003;ASTRA5-U0-RURAL-004;ASTRA5-U0-RURAL-005;ASTRA5-U0-RURAL-006;ASTRA5-U0-RURAL-007;ASTRA5-U0-RURAL-009;ASTRA5-U0-RURAL-010;ASTRA5-U0-RURAL-011;ASTRA5-U0-RURAL-012;ASTRA5-U0-RURAL-013;ASTRA5-U0-RURAL-018;ASTRA5-U0-RURAL-020;ASTRA5-U0-RURAL-021;ASTRA5-U0-RURAL-022;ASTRA5-U0-RURAL-036;ASTRA5-U0-RURAL-037;ASTRA5-U0-RURAL-038;ASTRA5-U0-RURAL-039;ASTRA5-U0-RURAL-048	L84-196 (Patrones 1-8) amplía los hallazgos 1-13 ya filados y aporta piezas propias: Cancian 1965 (fila-036, L106), EDUCA Oaxaca (fila-018, L120), Warman/género del tequio (filas-037/038, L134), desigualdad por remesas (fila-039, L162), INPI/UNAM (fila-048, L188).
RURAL-INTERNO-03	F	ASTRA5-U0-RURAL-026;ASTRA5-U0-RURAL-027;ASTRA5-U0-RURAL-028;ASTRA5-U0-RURAL-029;ASTRA5-U0-RURAL-030;ASTRA5-U0-RURAL-034;ASTRA5-U0-RURAL-040;ASTRA5-U0-RURAL-041;ASTRA5-U0-RURAL-042;ASTRA5-U0-RURAL-043;ASTRA5-U0-RURAL-044	L198-237 (causas, segmentación, comparación internacional). DEDUP: la cadena histórica despojo->...->Cherán 2011 (L206) recombina rural-indigena-004,005,009 (atribución de secuencia, no cifra nueva); el debate Scott/Popkin (L204) es marco teórico ya cubierto por rural-indigena-014.
RURAL-INTERNO-04	F	ASTRA5-U0-RURAL-045;ASTRA5-U0-RURAL-046;ASTRA5-U0-RURAL-047;ASTRA5-U0-RURAL-049	L239-280 (implicaciones aplicadas, regla SI-ENTONCES=fila-046, benchmark salud=fila-047, consulta previa=fila-045, mito Cherán reforestación=fila-049). DEDUP con rural-indigena-013/017/018/019/008/015/025/035/036/016 para los mitos que sólo restatan hallazgos ya filados (buen salvaje ecológico, armonía, usos-y-costumbres=atraso, colectivismo indígena, homogeneidad, cargos nivelan/prehispánico). NO-AFIRMACION: auditoria meta (preguntas de rigor del módulo de auditoría, L269-277, son estructura editorial obligatoria de instrucciones-proyecto §5, no afirmaciones sustantivas nuevas) y nota de límites (L279-280, es meta-texto sobre procedencia de cifras, no afirmación nueva).
