unidad	tipo	filas_o_contratos	razon
LECTURA-ea74603e-01	G;F	ASTRA5-U0-CRPOP-049;ASTRA5-U0-CRPOP-050;ASTRA5-U0-CRPOP-051	
LECTURA-ea74603e-02	G;F	ASTRA5-U0-CRPOP-048	
LECTURA-ea74603e-03	G;F	ASTRA5-U0-CRPOP-045;ASTRA5-U0-CRPOP-046;ASTRA5-U0-CRPOP-047	
LECTURA-ea74603e-04	G;F	ASTRA5-U0-CRPOP-050;ASTRA5-U0-CRPOP-052;ASTRA5-U0-CRPOP-053;ASTRA5-U0-CRPOP-061	
LECTURA-ea74603e-05	G;F	ASTRA5-U0-CRPOP-054	DEDUP parcial: ASTRA5-U0-CRPOP-010 (componente Famsa/Crédito Real, ya filado en el forense base); compass-4-010 cubre el componente nuevo -AlphaCredit- que aporta el complemento
CAND-ea74603e-L6	P	ASTRA5-U0-CRPOP-058	
CAND-ea74603e-L7	P	ASTRA5-U0-CRPOP-054;ASTRA5-U0-CRPOP-059	DEDUP parcial: ASTRA5-U0-CRPOP-010 (Famsa/Crédito Real); ver también deduplicacion-v1_0.tsv cruce CRPOP-COLAPSOS
CAND-ea74603e-L8	P	ASTRA5-U0-CRPOP-055;ASTRA5-U0-CRPOP-060	DEDUP parcial: ASTRA5-U0-CRPOP-001 (Azteca 10.7%/BanCoppel 15.7%, cifras idénticas), ASTRA5-U0-CRPOP-029 (Findep ~20-21.8%, mismo concepto)
LECTURA-ea74603e-06	F	ASTRA5-U0-CRPOP-049;ASTRA5-U0-CRPOP-050	
LECTURA-ea74603e-07	F	ASTRA5-U0-CRPOP-056	
LECTURA-ea74603e-08	F	ASTRA5-U0-CRPOP-055	
LECTURA-ea74603e-09	F	ASTRA5-U0-CRPOP-057;ASTRA5-U0-CRPOP-056	
LECTURA-ea74603e-10	F		NO-AFIRMACION: auditoría meta (ficha de Codex que pide cotejar procedencia de §C por actor contra CNBV/BMV/SEC/DOF vs. prensa/ficha corporativa; no es una afirmación del report sino una instrucción de verificación, ya aplicada de facto en el dictamen_razon/busqueda_a13 de cada fila de este lote y del lote base)
