unidad	tipo	filas_o_contratos	razon
LECTURA-96b842bb-01	G;F	ASTRA5-U0-JUV-001;ASTRA5-U0-JUV-002;ASTRA5-U0-JUV-003	
LECTURA-96b842bb-02	G;F	ASTRA5-U0-JUV-004;ASTRA5-U0-JUV-005;ASTRA5-U0-JUV-006	
LECTURA-96b842bb-03	G;F	ASTRA5-U0-JUV-007;ASTRA5-U0-JUV-008	
LECTURA-96b842bb-04	G;F	ASTRA5-U0-JUV-009;ASTRA5-U0-JUV-010;ASTRA5-U0-JUV-011	
LECTURA-96b842bb-05	G;F	ASTRA5-U0-JUV-012;ASTRA5-U0-JUV-013;ASTRA5-U0-JUV-014;ASTRA5-U0-JUV-015	
LECTURA-96b842bb-06	G;F	ASTRA5-U0-JUV-016	
LECTURA-96b842bb-07	G;F	ASTRA5-U0-JUV-017;ASTRA5-U0-JUV-018	
LECTURA-96b842bb-08	G;F	ASTRA5-U0-JUV-019;ASTRA5-U0-JUV-020	
LECTURA-96b842bb-09	G;F	ASTRA5-U0-JUV-021;ASTRA5-U0-JUV-022;ASTRA5-U0-JUV-023	
LECTURA-96b842bb-10	G;F	ASTRA5-U0-JUV-024;ASTRA5-U0-JUV-025;ASTRA5-U0-JUV-026;ASTRA5-U0-JUV-027	
LECTURA-96b842bb-11	G;F	ASTRA5-U0-JUV-028;ASTRA5-U0-JUV-022	
LECTURA-96b842bb-12	G;F	ASTRA5-U0-JUV-029	
LECTURA-96b842bb-13	G;F	ASTRA5-U0-JUV-030	
LECTURA-96b842bb-14	G;F	ASTRA5-U0-JUV-031	
LECTURA-96b842bb-15	G;F	ASTRA5-U0-JUV-032	
CAND-96b842bb-L7	P		DEDUP: juventud-001,juventud-004,juventud-007,juventud-009,juventud-012,juventud-031 — el marco 'la juventud no es cohorte homogénea' (TL;DR) recombina los componentes de emancipación, fecundidad, digital, salud mental, cuidado e informalidad ya filados; sin componente observable propio distinto.
CAND-96b842bb-L8	P		DEDUP: juventud-001,juventud-002,juventud-004,juventud-005,juventud-009,juventud-010,juventud-011 — el TL;DR bullet 2 repite literalmente las cifras de emancipación, fecundidad y salud mental femenina ya filadas.
CAND-96b842bb-L9	P		DEDUP: juventud-035 — mismos cuatro mitos que TIER-96b842bb-L68 y el hallazgo G-14, ya dictaminados como síntesis/recombinación en juventud-035.
TIER-96b842bb-L31	T		DEDUP: juventud-001,juventud-004,juventud-009,juventud-007,juventud-023,juventud-012 — ranking de 'más sólidos/malinterpretados/útiles' recombina hallazgos ya filados (emancipación, fecundidad, salud mental; nini, nativos digitales, jerarquía); no introduce cifra nueva.
TIER-96b842bb-L68	T		DEDUP: juventud-035,juventud-007,juventud-009,juventud-031,juventud-012 — lista de 'NARRATIVA POPULAR' es la misma que sintetiza juventud-035 (nativos digitales=007, generación de cristal=009, no quieren trabajar=031, ninis ociosos=012).
JUVENTUD-INTERNO-01	F	ASTRA5-U0-JUV-001;ASTRA5-U0-JUV-002;ASTRA5-U0-JUV-003;ASTRA5-U0-JUV-004;ASTRA5-U0-JUV-005;ASTRA5-U0-JUV-006;ASTRA5-U0-JUV-007;ASTRA5-U0-JUV-008;ASTRA5-U0-JUV-009;ASTRA5-U0-JUV-010;ASTRA5-U0-JUV-011	
JUVENTUD-INTERNO-02	F	ASTRA5-U0-JUV-012;ASTRA5-U0-JUV-013;ASTRA5-U0-JUV-014;ASTRA5-U0-JUV-015;ASTRA5-U0-JUV-016;ASTRA5-U0-JUV-017;ASTRA5-U0-JUV-018;ASTRA5-U0-JUV-019;ASTRA5-U0-JUV-020;ASTRA5-U0-JUV-021;ASTRA5-U0-JUV-022;ASTRA5-U0-JUV-023;ASTRA5-U0-JUV-024;ASTRA5-U0-JUV-025;ASTRA5-U0-JUV-026;ASTRA5-U0-JUV-027	
JUVENTUD-INTERNO-03	F		NO-AFIRMACION: encabezado/sección editorial — 'Causas: cultura vs. estructura vs. adaptación racional', 'Segmentación explícita' y 'Comparación internacional útil' (L213-253) son marco interpretativo y segmentación cualitativa que reutiliza los componentes ya citados en las filas de los Patrones 1-10 (juventud-001 a 031); no introduce un componente observable ni cifra propia distinta.
JUVENTUD-INTERNO-04	F	ASTRA5-U0-JUV-015	NO-AFIRMACION (parcial): 'Recommendations' (L248-267) son prescripciones de política con umbrales de decisión, sin desenlace observable propio salvo la evaluación de Jóvenes Construyendo el Futuro (ya en juventud-015); 'Caveats' (L269-277) y el 'Módulo de auditoría de rigor extremo' (L279-293) son honestidad epistémica/autocrítica del propio report, ya reflejada en el campo limite_inferencial de las filas juventud-001 a 036 (discordancia de rangos de edad, sesgo del corpus, causalidad no demostrada, etc.); no requieren fila propia adicional.
