unidad	tipo	filas_o_contratos	razon
LECTURA-4c062d9e-01	G	ENLACE;ENLACE;ENLACE;ASTRA5-U0-CAPSOC-007	
LECTURA-4c062d9e-02	G	ENLACE;ENLACE;ENLACE;ASTRA5-U0-CAPSOC-008	
LECTURA-4c062d9e-03	G	ENLACE;ASTRA5-U0-CAPSOC-009;ASTRA5-U0-CAPSOC-010;ASTRA5-U0-CAPSOC-011	
LECTURA-4c062d9e-04	G	ASTRA5-U0-CAPSOC-012;ASTRA5-U0-CAPSOC-013;ASTRA5-U0-CAPSOC-014;ASTRA5-U0-CAPSOC-015	
LECTURA-4c062d9e-05	G	ASTRA5-U0-CAPSOC-016;ASTRA5-U0-CAPSOC-017;ASTRA5-U0-CAPSOC-018;ASTRA5-U0-CAPSOC-019	
LECTURA-4c062d9e-06	G	ASTRA5-U0-CAPSOC-020;ASTRA5-U0-CAPSOC-021;ASTRA5-U0-CAPSOC-022	
LECTURA-4c062d9e-07	G	ASTRA5-U0-CAPSOC-023;ASTRA5-U0-CAPSOC-024	
LECTURA-4c062d9e-08	G	ASTRA5-U0-CAPSOC-025;ASTRA5-U0-CAPSOC-026	
CAND-4c062d9e-L51	P	ASTRA5-U0-CAPSOC-033	
LECTURA-4c062d9e-01	F		DEDUP: capital-social-001 (ficha coincide con hallazgo G01, mismo id)
LECTURA-4c062d9e-02	F		DEDUP: capital-social-004 (ficha coincide con hallazgo G02, mismo id)
LECTURA-4c062d9e-03	F		DEDUP: capital-social-007 (ficha coincide con hallazgo G03, mismo id)
LECTURA-4c062d9e-04	F		DEDUP: capital-social-013 (ficha coincide con hallazgo G04, mismo id)
LECTURA-4c062d9e-05	F		DEDUP: capital-social-017 (ficha coincide con hallazgo G05, mismo id)
LECTURA-4c062d9e-06	F		DEDUP: capital-social-021 (ficha coincide con hallazgo G06, mismo id)
LECTURA-4c062d9e-07	F		DEDUP: capital-social-024 (ficha coincide con hallazgo G07, mismo id)
LECTURA-4c062d9e-08	F		DEDUP: capital-social-026 (ficha coincide con hallazgo G08, mismo id)
LECTURA-4c062d9e-INT-09	F	ASTRA5-U0-CAPSOC-027;ASTRA5-U0-CAPSOC-028	
LECTURA-4c062d9e-INT-10	F	ASTRA5-U0-CAPSOC-029;ASTRA5-U0-CAPSOC-030;ASTRA5-U0-CAPSOC-031;ASTRA5-U0-CAPSOC-032;ASTRA5-U0-CAPSOC-033	
LECTURA-4c062d9e-INT-11	F	ASTRA5-U0-CAPSOC-019;ASTRA5-U0-CAPSOC-034;ASTRA5-U0-CAPSOC-035;ASTRA5-U0-CAPSOC-036	
LECTURA-4c062d9e-INT-12	F	ASTRA5-U0-CAPSOC-037;ASTRA5-U0-CAPSOC-038;ASTRA5-U0-CAPSOC-039;ASTRA5-U0-CAPSOC-040;ASTRA5-U0-CAPSOC-041;ASTRA5-U0-CAPSOC-042	NO-AFIRMACION (parcial): el caveat L96 sobre el 13% Findex 2017 lo declara el propio report no verificado y omitido; las reglas SI-ENTONCES del bloque tienen filas propias
