unidad	tipo	filas_o_contratos	razon
LECTURA-baa568e2-01	G	ASTRA5-U0-CLIENT-001	
LECTURA-baa568e2-02	G		DEDUP: clientelismo-018 (REGLA-01, mismo contenido: agencia del votante, ineficacia de compra, mecanismo de monitoreo)
LECTURA-baa568e2-03	G		DEDUP: clientelismo-011 (CASO C1, mismo contenido: 4T gana por identidad/aprobación, no condicionalidad)
LECTURA-baa568e2-04	G		DEDUP: clientelismo-023 (PAR-02, mismo contenido: margen 2018/2024 no atribuible a compra)
CAND-baa568e2-L28	P	ASTRA5-U0-CLIENT-002	
CAND-baa568e2-L37	P	ASTRA5-U0-CLIENT-003;ASTRA5-U0-CLIENT-004	
CAND-baa568e2-L46	P	ASTRA5-U0-CLIENT-005	
CAND-baa568e2-L60	P	ASTRA5-U0-CLIENT-007	
CAND-baa568e2-L69	P	ASTRA5-U0-CLIENT-008	
CAND-baa568e2-L134	P	ASTRA5-U0-CLIENT-026	
CAND-baa568e2-L159	P	ASTRA5-U0-CLIENT-027	
TIER-baa568e2-L53	T	ASTRA5-U0-CLIENT-006	
TIER-baa568e2-L75	T	ASTRA5-U0-CLIENT-009;ASTRA5-U0-CLIENT-010	
TIER-baa568e2-L83	T	ASTRA5-U0-CLIENT-011;ASTRA5-U0-CLIENT-012;ASTRA5-U0-CLIENT-013;ASTRA5-U0-CLIENT-014	
TIER-baa568e2-L92	T	ASTRA5-U0-CLIENT-015	
TIER-baa568e2-L99	T	ASTRA5-U0-CLIENT-016;ASTRA5-U0-CLIENT-017	
TIER-baa568e2-L120	T	ASTRA5-U0-CLIENT-018	
TIER-baa568e2-L123	T	ASTRA5-U0-CLIENT-019	
TIER-baa568e2-L126	T	ASTRA5-U0-CLIENT-020	
TIER-baa568e2-L129	T	ASTRA5-U0-CLIENT-021	
LECTURA-baa568e2-01	F	ASTRA5-U0-CLIENT-001	
LECTURA-baa568e2-02	F		DEDUP: clientelismo-018 (misma razón que su par G)
LECTURA-baa568e2-03	F		DEDUP: clientelismo-011 (misma razón que su par G)
LECTURA-baa568e2-04	F		DEDUP: clientelismo-023 (misma razón que su par G)
CASO-baa568e2-A1	F	ASTRA5-U0-CLIENT-002	
CASO-baa568e2-A2	F	ASTRA5-U0-CLIENT-003;ASTRA5-U0-CLIENT-004	
CASO-baa568e2-A3	F	ASTRA5-U0-CLIENT-005	
CASO-baa568e2-A4	F	ASTRA5-U0-CLIENT-006	
CASO-baa568e2-B1	F	ASTRA5-U0-CLIENT-007	
CASO-baa568e2-B2	F	ASTRA5-U0-CLIENT-008	
CASO-baa568e2-B3	F	ASTRA5-U0-CLIENT-009;ASTRA5-U0-CLIENT-010	
CASO-baa568e2-C1	F	ASTRA5-U0-CLIENT-011;ASTRA5-U0-CLIENT-012;ASTRA5-U0-CLIENT-013;ASTRA5-U0-CLIENT-014	
CASO-baa568e2-C2	F	ASTRA5-U0-CLIENT-015	
CASO-baa568e2-C3	F	ASTRA5-U0-CLIENT-016;ASTRA5-U0-CLIENT-017	
PAR-baa568e2-01	F	ASTRA5-U0-CLIENT-022	
PAR-baa568e2-02	F	ASTRA5-U0-CLIENT-023	
PAR-baa568e2-03	F	ASTRA5-U0-CLIENT-024	
PAR-baa568e2-04	F	ASTRA5-U0-CLIENT-025	
REGLA-baa568e2-01	F	ASTRA5-U0-CLIENT-018	
REGLA-baa568e2-02	F	ASTRA5-U0-CLIENT-019	
REGLA-baa568e2-03	F	ASTRA5-U0-CLIENT-020	
REGLA-baa568e2-04	F	ASTRA5-U0-CLIENT-021	
CLIENT-INTERNO-01	F	ASTRA5-U0-CLIENT-026;ASTRA5-U0-CLIENT-027;ASTRA5-U0-CLIENT-028;ASTRA5-U0-CLIENT-029	
