tipo,calc_id,pais,universo,precision,estado,universo_matriz,variable_a,item_a,situacion_a,codigo_a,categoria_a,variable_b,item_b,situacion_b,codigo_b,categoria_b,n_denominador,masa_denominador,n_numerador,masa_numerador,proporcion,unidad
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,1,Familiar cercano,v22,Q7b,Hogar durante enfermedad,1,Familiar cercano,996,996.000000000000,512,512.000000000000,0.514056224900,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,1,Familiar cercano,v22,Q7b,Hogar durante enfermedad,2,Familiar más lejano,996,996.000000000000,51,51.000000000000,0.051204819277,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,1,Familiar cercano,v22,Q7b,Hogar durante enfermedad,3,Amigo cercano,996,996.000000000000,20,20.000000000000,0.020080321285,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,1,Familiar cercano,v22,Q7b,Hogar durante enfermedad,4,Vecino,996,996.000000000000,4,4.000000000000,0.004016064257,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,1,Familiar cercano,v22,Q7b,Hogar durante enfermedad,5,Compañero de trabajo,996,996.000000000000,0,0.000000000000,0.000000000000,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,1,Familiar cercano,v22,Q7b,Hogar durante enfermedad,6,Alguien más,996,996.000000000000,2,2.000000000000,0.002008032129,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,1,Familiar cercano,v22,Q7b,Hogar durante enfermedad,7,Ninguno,996,996.000000000000,2,2.000000000000,0.002008032129,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,2,Familiar más lejano,v22,Q7b,Hogar durante enfermedad,1,Familiar cercano,996,996.000000000000,30,30.000000000000,0.030120481928,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,2,Familiar más lejano,v22,Q7b,Hogar durante enfermedad,2,Familiar más lejano,996,996.000000000000,7,7.000000000000,0.007028112450,proporcion-respuestas-validas
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,Hogar o jardín,2,Familiar más lejano,v22,Q7b,Hogar durante enfermedad,3,Amigo cercano,996,996.000000000000,17,17.000000000000,0.017068273092,proporcion-respuestas-validas
