tipo,calc_id,pais,universo,precision,estado,universo_matriz,variable_a,item_a,variable_b,item_b,familia_a,familia_b,n_denominador,masa_denominador,n_numerador,masa_numerador,proporcion,unidad
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v22,Q7b,FAMILIA,FAMILIA,981,981.000000000000,591,591.000000000000,0.602446483180,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v22,Q7b,FAMILIA,NO_FAMILIA,981,981.000000000000,46,46.000000000000,0.046890927625,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v22,Q7b,NO_FAMILIA,FAMILIA,981,981.000000000000,239,239.000000000000,0.243628950051,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v22,Q7b,NO_FAMILIA,NO_FAMILIA,981,981.000000000000,105,105.000000000000,0.107033639144,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v22,Q7b,FAMILIA,FAMILIA,996,996.000000000000,600,600.000000000000,0.602409638554,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v22,Q7b,FAMILIA,NO_FAMILIA,996,996.000000000000,47,47.000000000000,0.047188755020,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v22,Q7b,NO_FAMILIA,FAMILIA,996,996.000000000000,243,243.000000000000,0.243975903614,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v22,Q7b,NO_FAMILIA,NO_FAMILIA,996,996.000000000000,106,106.000000000000,0.106425702811,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v23,Q7c,FAMILIA,FAMILIA,981,981.000000000000,451,451.000000000000,0.459734964322,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v23,Q7c,FAMILIA,NO_FAMILIA,981,981.000000000000,186,186.000000000000,0.189602446483,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v23,Q7c,NO_FAMILIA,FAMILIA,981,981.000000000000,139,139.000000000000,0.141692150866,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v23,Q7c,NO_FAMILIA,NO_FAMILIA,981,981.000000000000,205,205.000000000000,0.208970438328,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v23,Q7c,FAMILIA,FAMILIA,993,993.000000000000,454,454.000000000000,0.457200402820,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v23,Q7c,FAMILIA,NO_FAMILIA,993,993.000000000000,190,190.000000000000,0.191339375629,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v23,Q7c,NO_FAMILIA,FAMILIA,993,993.000000000000,142,142.000000000000,0.143001007049,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v23,Q7c,NO_FAMILIA,NO_FAMILIA,993,993.000000000000,207,207.000000000000,0.208459214502,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v24,Q7d,FAMILIA,FAMILIA,981,981.000000000000,380,380.000000000000,0.387359836901,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v24,Q7d,FAMILIA,NO_FAMILIA,981,981.000000000000,257,257.000000000000,0.261977573904,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v24,Q7d,NO_FAMILIA,FAMILIA,981,981.000000000000,132,132.000000000000,0.134556574924,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v24,Q7d,NO_FAMILIA,NO_FAMILIA,981,981.000000000000,212,212.000000000000,0.216106014271,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v24,Q7d,FAMILIA,FAMILIA,995,995.000000000000,384,384.000000000000,0.385929648241,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v24,Q7d,FAMILIA,NO_FAMILIA,995,995.000000000000,262,262.000000000000,0.263316582915,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v24,Q7d,NO_FAMILIA,FAMILIA,995,995.000000000000,134,134.000000000000,0.134673366834,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v24,Q7d,NO_FAMILIA,NO_FAMILIA,995,995.000000000000,215,215.000000000000,0.216080402010,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v25,Q7e,FAMILIA,FAMILIA,981,981.000000000000,446,446.000000000000,0.454638124363,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v25,Q7e,FAMILIA,NO_FAMILIA,981,981.000000000000,191,191.000000000000,0.194699286442,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v25,Q7e,NO_FAMILIA,FAMILIA,981,981.000000000000,168,168.000000000000,0.171253822630,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v21,Q7a,v25,Q7e,NO_FAMILIA,NO_FAMILIA,981,981.000000000000,176,176.000000000000,0.179408766565,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v25,Q7e,FAMILIA,FAMILIA,992,992.000000000000,451,451.000000000000,0.454637096774,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v25,Q7e,FAMILIA,NO_FAMILIA,992,992.000000000000,194,194.000000000000,0.195564516129,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v25,Q7e,NO_FAMILIA,FAMILIA,992,992.000000000000,168,168.000000000000,0.169354838710,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v21,Q7a,v25,Q7e,NO_FAMILIA,NO_FAMILIA,992,992.000000000000,179,179.000000000000,0.180443548387,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,v23,Q7c,FAMILIA,FAMILIA,981,981.000000000000,538,538.000000000000,0.548419979613,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,v23,Q7c,FAMILIA,NO_FAMILIA,981,981.000000000000,292,292.000000000000,0.297655453619,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,v23,Q7c,NO_FAMILIA,FAMILIA,981,981.000000000000,52,52.000000000000,0.053007135576,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,CINCO-RESPUESTAS-VALIDAS,v22,Q7b,v23,Q7c,NO_FAMILIA,NO_FAMILIA,981,981.000000000000,99,99.000000000000,0.100917431193,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,v23,Q7c,FAMILIA,FAMILIA,993,993.000000000000,543,543.000000000000,0.546827794562,proporcion-matriz
RESULT,CALC-ISSP2017-CONSISTENCIA-APOYO-FAMILIAR-0001,México,Muestra ISSP 2017 México,EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,PAREJA-DOS-VALIDAS,v22,Q7b,v23,Q7c,FAMILIA,NO_FAMILIA,993,993.000000000000,298,298.000000000000,0.300100704935,proporcion-matriz
