calibracion	conducta	destino	eje	era	error_abs_persistencia	error_abs_tendencia	error_persistencia	ic_diseno_piso_hi	ic_diseno_piso_lo	ic_predictivo	ola_destino	ola_origen	piso	piso_ic_contiene_destino	pronostico_tendencia	segmento	unidad	result_id	calc_id	sello_sha256
SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR	busca_otro_trabajo	0.008641740569196376	edad	clasica	0.0007630553589201474		-0.0007630553589201474	0.010960558823612505	0.008073300491516019		2016T2	2016T1	0.009404795928116523	True		15-29	proporcion	RESULT-ENOE-PERSISTENCIA-TABLA	CALC-ENOE-PERSISTENCIA-0001	fd0951c2e47be94efd09a08e42679562635118bd0049b374f79e241ab9689481  sello.json
SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR	busca_otro_trabajo	0.008426857268686867	edad	clasica	0.00021488330050950868	0.0005481720584106387	-0.00021488330050950868	0.009880283025534835	0.007354472676991083		2016T3	2016T2	0.008641740569196376	True	0.007878685210276229	15-29	proporcion	RESULT-ENOE-PERSISTENCIA-TABLA	CALC-ENOE-PERSISTENCIA-0001	fd0951c2e47be94efd09a08e42679562635118bd0049b374f79e241ab9689481  sello.json
SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR	busca_otro_trabajo	0.008901963563523853	edad	clasica	0.00047510629483698587	0.0006899895953464946	0.00047510629483698587	0.010140391774586009	0.0067403941526651195		2016T4	2016T3	0.008426857268686867	True	0.008211973968177359	15-29	proporcion	RESULT-ENOE-PERSISTENCIA-TABLA	CALC-ENOE-PERSISTENCIA-0001	fd0951c2e47be94efd09a08e42679562635118bd0049b374f79e241ab9689481  sello.json
SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR	busca_otro_trabajo	0.008591162202275836	edad	clasica	0.00031080136124801705	0.0007859076560850029	-0.00031080136124801705	0.010659968168874533	0.0072012499006685144		2017T1	2016T4	0.008901963563523853	True	0.009377069858360839	15-29	proporcion	RESULT-ENOE-PERSISTENCIA-TABLA	CALC-ENOE-PERSISTENCIA-0001	fd0951c2e47be94efd09a08e42679562635118bd0049b374f79e241ab9689481  sello.json
SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR	busca_otro_trabajo	0.009149448929426818	edad	clasica	0.0005582867271509816	0.0008690880883989987	0.0005582867271509816	0.010163503322112764	0.0073250039491142525		2017T2	2017T1	0.008591162202275836	True	0.008280360841027819	15-29	proporcion	RESULT-ENOE-PERSISTENCIA-TABLA	CALC-ENOE-PERSISTENCIA-0001	fd0951c2e47be94efd09a08e42679562635118bd0049b374f79e241ab9689481  sello.json
SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR	busca_otro_trabajo	0.008140928222364724	edad	clasica	0.0010085207070620935	0.0015668074342130751	-0.0010085207070620935	0.010449417260820435	0.008014518495967531		2017T3	2017T2	0.009149448929426818	True	0.0097077356565778	15-29	proporcion	RESULT-ENOE-PERSISTENCIA-TABLA	CALC-ENOE-PERSISTENCIA-0001	fd0951c2e47be94efd09a08e42679562635118bd0049b374f79e241ab9689481  sello.json
SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR	busca_otro_trabajo	0.007789972634147297	edad	clasica	0.00035095558821742704	0.0006575651188446665	-0.00035095558821742704	0.010200440325200788	0.0065172305802040295		2017T4	2017T3	0.008140928222364724	True	0.007132407515302631	15-29	proporcion	RESULT-ENOE-PERSISTENCIA-TABLA	CALC-ENOE-PERSISTENCIA-0001	fd0951c2e47be94efd09a08e42679562635118bd0049b374f79e241ab9689481  sello.json
SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR	busca_otro_trabajo	0.009013621212391635	edad	clasica	0.0012236485782443378	0.0015746041664617648	0.0012236485782443378	0.009141046593759453	0.006421709520841017		2018T1	2017T4	0.007789972634147297	True	0.00743901704592987	15-29	proporcion	RESULT-ENOE-PERSISTENCIA-TABLA	CALC-ENOE-PERSISTENCIA-0001	fd0951c2e47be94efd09a08e42679562635118bd0049b374f79e241ab9689481  sello.json
SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR	busca_otro_trabajo	0.008552961881380125	edad	clasica	0.0004606593310115103	0.001684307909255849	-0.0004606593310115103	0.010874383135927338	0.007059015436371154		2018T2	2018T1	0.009013621212391635	True	0.010237269790635974	15-29	proporcion	RESULT-ENOE-PERSISTENCIA-TABLA	CALC-ENOE-PERSISTENCIA-0001	fd0951c2e47be94efd09a08e42679562635118bd0049b374f79e241ab9689481  sello.json
SIN-COVARIANZA-LONGITUDINAL-PARA-CALIBRAR	busca_otro_trabajo	0.007809926770997387	edad	clasica	0.0007430351103827381	0.0002823757793712278	-0.0007430351103827381	0.01042269832861566	0.006880362289697794		2018T3	2018T2	0.008552961881380125	True	0.008092302550368614	15-29	proporcion	RESULT-ENOE-PERSISTENCIA-TABLA	CALC-ENOE-PERSISTENCIA-0001	fd0951c2e47be94efd09a08e42679562635118bd0049b374f79e241ab9689481  sello.json
