tipo,calc_id,version,pais,universo,precision,estado,variable,item,situacion,dominio_id,dominio,clasificacion,n_denominador,masa_denominador,n_numerador,masa_numerador,proporcion,unidad
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v21,Q7a,Hogar o jardín,TOTAL,"México, personas adultas",VALIDA,1002,1002.000000000000,999,999.000000000000,0.997005988024,proporcion-de-elegibles
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v21,Q7a,Hogar o jardín,TOTAL,"México, personas adultas",NO_PUEDE_ELEGIR,1002,1002.000000000000,3,3.000000000000,0.002994011976,proporcion-de-elegibles
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v21,Q7a,Hogar o jardín,TOTAL,"México, personas adultas",NO_RESPUESTA,1002,1002.000000000000,0,0.000000000000,0.000000000000,proporcion-de-elegibles
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v21,Q7a,Hogar o jardín,TOTAL,"México, personas adultas",PESO_INVALIDO,1002,1002.000000000000,0,,0.000000000000,proporcion-de-elegibles
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v21,Q7a,Hogar o jardín,HOMBRES,Hombres,VALIDA,487,487.000000000000,486,486.000000000000,0.997946611910,proporcion-de-elegibles
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v21,Q7a,Hogar o jardín,HOMBRES,Hombres,NO_PUEDE_ELEGIR,487,487.000000000000,1,1.000000000000,0.002053388090,proporcion-de-elegibles
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v21,Q7a,Hogar o jardín,HOMBRES,Hombres,NO_RESPUESTA,487,487.000000000000,0,0.000000000000,0.000000000000,proporcion-de-elegibles
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v21,Q7a,Hogar o jardín,HOMBRES,Hombres,PESO_INVALIDO,487,487.000000000000,0,,0.000000000000,proporcion-de-elegibles
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v21,Q7a,Hogar o jardín,MUJERES,Mujeres,VALIDA,515,515.000000000000,513,513.000000000000,0.996116504854,proporcion-de-elegibles
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v21,Q7a,Hogar o jardín,MUJERES,Mujeres,NO_PUEDE_ELEGIR,515,515.000000000000,2,2.000000000000,0.003883495146,proporcion-de-elegibles
