tipo,calc_id,version,pais,universo,precision,estado,variable,item,situacion,dominio_id,dominio,codigos_agregados,n_denominador,masa_denominador,n_numerador,masa_numerador,proporcion,porcentaje,unidad
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v21,Q7a,Hogar o jardín,TOTAL,"México, personas adultas",1+2,999,999.000000000000,649,649.000000000000,0.649649649650,64.964964964965,proporcion-familia
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v21,Q7a,Hogar o jardín,HOMBRES,Hombres,1+2,486,486.000000000000,294,294.000000000000,0.604938271605,60.493827160494,proporcion-familia
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v21,Q7a,Hogar o jardín,MUJERES,Mujeres,1+2,513,513.000000000000,355,355.000000000000,0.692007797271,69.200779727096,proporcion-familia
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v22,Q7b,Hogar durante enfermedad,TOTAL,"México, personas adultas",1+2,999,999.000000000000,845,845.000000000000,0.845845845846,84.584584584585,proporcion-familia
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v22,Q7b,Hogar durante enfermedad,HOMBRES,Hombres,1+2,485,485.000000000000,404,404.000000000000,0.832989690722,83.298969072165,proporcion-familia
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v22,Q7b,Hogar durante enfermedad,MUJERES,Mujeres,1+2,514,514.000000000000,441,441.000000000000,0.857976653696,85.797665369650,proporcion-familia
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v23,Q7c,Hablar al sentirse deprimido,TOTAL,"México, personas adultas",1+2,995,995.000000000000,597,597.000000000000,0.600000000000,60.000000000000,proporcion-familia
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v23,Q7c,Hablar al sentirse deprimido,HOMBRES,Hombres,1+2,482,482.000000000000,278,278.000000000000,0.576763485477,57.676348547718,proporcion-familia
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v23,Q7c,Hablar al sentirse deprimido,MUJERES,Mujeres,1+2,513,513.000000000000,319,319.000000000000,0.621832358674,62.183235867446,proporcion-familia
RESULT,CALC-ISSP2017-REDES-APOYO-COTIDIANO-0001,ZA6980 v2.0.0; DOI 10.4232/1.13322,México,"Personas de 18 años o más, muestra nacional de México",EE-IC-NO-DISPONIBLES-DISENO-NO-ACREDITADO,OK,v24,Q7d,Consejo sobre problemas familiares,TOTAL,"México, personas adultas",1+2,997,997.000000000000,520,520.000000000000,0.521564694082,52.156469408225,proporcion-familia
