id	encuesta	ola	universo	variable	estimador	ponderador	escala	grado_dependencia	publicada	cv_arbitro	n_no_ponderado	frase_discriminacion	post_corte_u_ola_retenida	dominio	dificultad	estrato	regla	conducta	clase_procedencia	base_medida	en_corpus	en_marco_60	elegible	ola_calibracion	grado_sellado	grado_transferencia	transferencia	razon	grado_DD	razon_DD	elegible_v1_1
CIV-M-01	ENVIPE	2012	NO ESTIMADO EN ESTE ACTO -- censo de existencia sobre inventario de reactivos, no re-derivacion contra microdato (misma regla de columnas que MAESTRA32-E15 spec (e))	BP1_23	NO ESTIMADO EN ESTE ACTO	NO ESTIMADO EN ESTE ACTO	binaria	PENDIENTE-D-D		BP1_23		civico.denuncia.miedo_desconfianza -> denuncia_con_miedo_o_desconfianza (transferencia de ola: variable_id BP1_23 hallado en ENVIPE 2012, 1 fila(s) de inventario; NO estimado en este acto)		civico	PENDIENTE	PENDIENTE	civico.denuncia.miedo_desconfianza	denuncia_con_miedo_o_desconfianza	NO ESTIMADO (censo de existencia)	NO	SI	NO	SI	ENVIPE 2025 (unica ola disponible para este universo)	P1	P1	SI	Estadistica BP1_23, desenlace de la regla civico.denuncia.miedo_desconfianza que ACTO MAESTRA32-E20 · P0 cargo al motor por FP-200=b. Enlace estadistica->regla: milpa/tramite.yaml:211 (fuente -> coeficientes_generador_medidos.G4_exposicion_violencia) x milpa/procedencia.yaml:998 ('x desenlace BP1_23'). Fila derivada del censo de existencia sobre la union de los 4 inventarios (269320 filas examinadas); familia por prefijo de `instrumento`. La columna `ola` del inventario es NO_DETERMINADO en el 100% de estas filas: la ola se deriva del campo `instrumento` (p.ej. envipe2012 -> 2012), limite declarado.	P1 PUNTUA	(encuesta,ola)=(ENVIPE,2012) != ola_calibracion=ENVIPE 2025 (unica ola disponible para este universo) -> validacion externa bajo F-DD (ADR-237). Regla civico.denuncia.miedo_desconfianza presente en cargar_reglas() post-P0 (FP-200=b).	SI
CIV-M-02	ENVIPE	2013	NO ESTIMADO EN ESTE ACTO -- censo de existencia sobre inventario de reactivos, no re-derivacion contra microdato (misma regla de columnas que MAESTRA32-E15 spec (e))	BP1_23	NO ESTIMADO EN ESTE ACTO	NO ESTIMADO EN ESTE ACTO	binaria	PENDIENTE-D-D		BP1_23		civico.denuncia.miedo_desconfianza -> denuncia_con_miedo_o_desconfianza (transferencia de ola: variable_id BP1_23 hallado en ENVIPE 2013, 1 fila(s) de inventario; NO estimado en este acto)		civico	PENDIENTE	PENDIENTE	civico.denuncia.miedo_desconfianza	denuncia_con_miedo_o_desconfianza	NO ESTIMADO (censo de existencia)	NO	SI	NO	SI	ENVIPE 2025 (unica ola disponible para este universo)	P1	P1	SI	Estadistica BP1_23, desenlace de la regla civico.denuncia.miedo_desconfianza que ACTO MAESTRA32-E20 · P0 cargo al motor por FP-200=b. Enlace estadistica->regla: milpa/tramite.yaml:211 (fuente -> coeficientes_generador_medidos.G4_exposicion_violencia) x milpa/procedencia.yaml:998 ('x desenlace BP1_23'). Fila derivada del censo de existencia sobre la union de los 4 inventarios (269320 filas examinadas); familia por prefijo de `instrumento`. La columna `ola` del inventario es NO_DETERMINADO en el 100% de estas filas: la ola se deriva del campo `instrumento` (p.ej. envipe2012 -> 2012), limite declarado.	P1 PUNTUA	(encuesta,ola)=(ENVIPE,2013) != ola_calibracion=ENVIPE 2025 (unica ola disponible para este universo) -> validacion externa bajo F-DD (ADR-237). Regla civico.denuncia.miedo_desconfianza presente en cargar_reglas() post-P0 (FP-200=b).	SI
CIV-M-04	ENVIPE	2015	NO ESTIMADO EN ESTE ACTO -- censo de existencia sobre inventario de reactivos, no re-derivacion contra microdato (misma regla de columnas que MAESTRA32-E15 spec (e))	BP1_23	NO ESTIMADO EN ESTE ACTO	NO ESTIMADO EN ESTE ACTO	binaria	PENDIENTE-D-D		BP1_23		civico.denuncia.miedo_desconfianza -> denuncia_con_miedo_o_desconfianza (transferencia de ola: variable_id BP1_23 hallado en ENVIPE 2015, 1 fila(s) de inventario; NO estimado en este acto)		civico	PENDIENTE	PENDIENTE	civico.denuncia.miedo_desconfianza	denuncia_con_miedo_o_desconfianza	NO ESTIMADO (censo de existencia)	NO	SI	NO	SI	ENVIPE 2025 (unica ola disponible para este universo)	P1	P1	SI	Estadistica BP1_23, desenlace de la regla civico.denuncia.miedo_desconfianza que ACTO MAESTRA32-E20 · P0 cargo al motor por FP-200=b. Enlace estadistica->regla: milpa/tramite.yaml:211 (fuente -> coeficientes_generador_medidos.G4_exposicion_violencia) x milpa/procedencia.yaml:998 ('x desenlace BP1_23'). Fila derivada del censo de existencia sobre la union de los 4 inventarios (269320 filas examinadas); familia por prefijo de `instrumento`. La columna `ola` del inventario es NO_DETERMINADO en el 100% de estas filas: la ola se deriva del campo `instrumento` (p.ej. envipe2012 -> 2012), limite declarado.	P1 PUNTUA	(encuesta,ola)=(ENVIPE,2015) != ola_calibracion=ENVIPE 2025 (unica ola disponible para este universo) -> validacion externa bajo F-DD (ADR-237). Regla civico.denuncia.miedo_desconfianza presente en cargar_reglas() post-P0 (FP-200=b).	SI
CIV-M-10	ENVIPE	2021	NO ESTIMADO EN ESTE ACTO -- censo de existencia sobre inventario de reactivos, no re-derivacion contra microdato (misma regla de columnas que MAESTRA32-E15 spec (e))	BP1_23	NO ESTIMADO EN ESTE ACTO	NO ESTIMADO EN ESTE ACTO	binaria	PENDIENTE-D-D		BP1_23		civico.denuncia.miedo_desconfianza -> denuncia_con_miedo_o_desconfianza (transferencia de ola: variable_id BP1_23 hallado en ENVIPE 2021, 7 fila(s) de inventario; NO estimado en este acto)		civico	PENDIENTE	PENDIENTE	civico.denuncia.miedo_desconfianza	denuncia_con_miedo_o_desconfianza	NO ESTIMADO (censo de existencia)	NO	SI	NO	SI	ENVIPE 2025 (unica ola disponible para este universo)	P1	P1	SI	Estadistica BP1_23, desenlace de la regla civico.denuncia.miedo_desconfianza que ACTO MAESTRA32-E20 · P0 cargo al motor por FP-200=b. Enlace estadistica->regla: milpa/tramite.yaml:211 (fuente -> coeficientes_generador_medidos.G4_exposicion_violencia) x milpa/procedencia.yaml:998 ('x desenlace BP1_23'). Fila derivada del censo de existencia sobre la union de los 4 inventarios (269320 filas examinadas); familia por prefijo de `instrumento`. La columna `ola` del inventario es NO_DETERMINADO en el 100% de estas filas: la ola se deriva del campo `instrumento` (p.ej. envipe2012 -> 2012), limite declarado.	P1 PUNTUA	(encuesta,ola)=(ENVIPE,2021) != ola_calibracion=ENVIPE 2025 (unica ola disponible para este universo) -> validacion externa bajo F-DD (ADR-237). Regla civico.denuncia.miedo_desconfianza presente en cargar_reglas() post-P0 (FP-200=b).	SI
CIV-M-12	ENVIPE	2023	NO ESTIMADO EN ESTE ACTO -- censo de existencia sobre inventario de reactivos, no re-derivacion contra microdato (misma regla de columnas que MAESTRA32-E15 spec (e))	BP1_23	NO ESTIMADO EN ESTE ACTO	NO ESTIMADO EN ESTE ACTO	binaria	PENDIENTE-D-D		BP1_23		civico.denuncia.miedo_desconfianza -> denuncia_con_miedo_o_desconfianza (transferencia de ola: variable_id BP1_23 hallado en ENVIPE 2023, 6 fila(s) de inventario; NO estimado en este acto)		civico	PENDIENTE	PENDIENTE	civico.denuncia.miedo_desconfianza	denuncia_con_miedo_o_desconfianza	NO ESTIMADO (censo de existencia)	NO	SI	NO	SI	ENVIPE 2025 (unica ola disponible para este universo)	P1	P1	SI	Estadistica BP1_23, desenlace de la regla civico.denuncia.miedo_desconfianza que ACTO MAESTRA32-E20 · P0 cargo al motor por FP-200=b. Enlace estadistica->regla: milpa/tramite.yaml:211 (fuente -> coeficientes_generador_medidos.G4_exposicion_violencia) x milpa/procedencia.yaml:998 ('x desenlace BP1_23'). Fila derivada del censo de existencia sobre la union de los 4 inventarios (269320 filas examinadas); familia por prefijo de `instrumento`. La columna `ola` del inventario es NO_DETERMINADO en el 100% de estas filas: la ola se deriva del campo `instrumento` (p.ej. envipe2012 -> 2012), limite declarado.	P1 PUNTUA	(encuesta,ola)=(ENVIPE,2023) != ola_calibracion=ENVIPE 2025 (unica ola disponible para este universo) -> validacion externa bajo F-DD (ADR-237). Regla civico.denuncia.miedo_desconfianza presente en cargar_reglas() post-P0 (FP-200=b).	SI
CIV-M-13	ENVIPE	2024	NO ESTIMADO EN ESTE ACTO -- censo de existencia sobre inventario de reactivos, no re-derivacion contra microdato (misma regla de columnas que MAESTRA32-E15 spec (e))	BP1_23	NO ESTIMADO EN ESTE ACTO	NO ESTIMADO EN ESTE ACTO	binaria	PENDIENTE-D-D		BP1_23		civico.denuncia.miedo_desconfianza -> denuncia_con_miedo_o_desconfianza (transferencia de ola: variable_id BP1_23 hallado en ENVIPE 2024, 7 fila(s) de inventario; NO estimado en este acto)		civico	PENDIENTE	PENDIENTE	civico.denuncia.miedo_desconfianza	denuncia_con_miedo_o_desconfianza	NO ESTIMADO (censo de existencia)	NO	SI	NO	SI	ENVIPE 2025 (unica ola disponible para este universo)	P1	P1	SI	Estadistica BP1_23, desenlace de la regla civico.denuncia.miedo_desconfianza que ACTO MAESTRA32-E20 · P0 cargo al motor por FP-200=b. Enlace estadistica->regla: milpa/tramite.yaml:211 (fuente -> coeficientes_generador_medidos.G4_exposicion_violencia) x milpa/procedencia.yaml:998 ('x desenlace BP1_23'). Fila derivada del censo de existencia sobre la union de los 4 inventarios (269320 filas examinadas); familia por prefijo de `instrumento`. La columna `ola` del inventario es NO_DETERMINADO en el 100% de estas filas: la ola se deriva del campo `instrumento` (p.ej. envipe2012 -> 2012), limite declarado.	P1 PUNTUA	(encuesta,ola)=(ENVIPE,2024) != ola_calibracion=ENVIPE 2025 (unica ola disponible para este universo) -> validacion externa bajo F-DD (ADR-237). Regla civico.denuncia.miedo_desconfianza presente en cargar_reglas() post-P0 (FP-200=b).	SI
DIN-M-01	ENNViH/MxFLS	2002 (ola 1)	NO ESTIMADO EN ESTE ACTO -- censo de existencia sobre inventario de reactivos, no re-derivacion contra microdato (misma regla de columnas que MAESTRA32-E15 spec (e))	cr27	NO ESTIMADO EN ESTE ACTO	NO ESTIMADO EN ESTE ACTO	binaria	PENDIENTE-D-D		cr27		dinero.ahorro.tiene_ahorros -> tiene_ahorros (transferencia de ola: variable_id CR27 hallado en ENNViH/MxFLS 2002 (ola 1), 2 fila(s) de inventario; NO estimado en este acto)		dinero	PENDIENTE	PENDIENTE	dinero.ahorro.tiene_ahorros	tiene_ahorros	NO ESTIMADO (censo de existencia)	NO	SI	NO	SI	ENNViH olas 2-3 (2005-06 -> 2009-12), panel retenido	P1	P1	SI	Estadistica CR27, desenlace de la regla dinero.ahorro.tiene_ahorros que ACTO MAESTRA32-E20 · P0 cargo al motor por FP-200=b. Enlace estadistica->regla: milpa/tramite.yaml:236 -- cr27 nombrado literalmente en el universo de la regla cargada. Fila derivada del censo de existencia sobre la union de los 4 inventarios (269320 filas examinadas); familia por prefijo de `instrumento`, con respaldo por payload_id porque `instrumento` no resuelve ENNViH (hallazgo de MAESTRA32-E15, heredado como metodo). La columna `ola` del inventario es NO_DETERMINADO en el 100% de estas filas: la ola se deriva del payload_id (ehh02/ehh05/ehh09 -> olas 1/2/3, data/manifiesto.yaml:468-533 + forense/notas/2026-08-24-cal-g3-puntual-cierre.md:34-46), limite declarado.	P1 PUNTUA	(encuesta,ola)=(ENNViH/MxFLS,2002 (ola 1)) != ola_calibracion=ENNViH olas 2-3 (2005-06 -> 2009-12), panel retenido -> validacion externa bajo F-DD (ADR-237). Regla dinero.ahorro.tiene_ahorros presente en cargar_reglas() post-P0 (FP-200=b).	SI
FAM-M-01	ENIF	2018	NO ESTIMADO EN ESTE ACTO -- censo de existencia sobre inventario de reactivos, no re-derivacion contra microdato (misma regla de columnas que MAESTRA32-E15 spec (e))	P9_9_4	NO ESTIMADO EN ESTE ACTO	NO ESTIMADO EN ESTE ACTO	binaria	PENDIENTE-D-D		P9_9_4		familia.apoyo.recibe_dinero_familiares -> recibe_dinero_familiares_para_vejez (transferencia de ola: variable_id P9_9_4 hallado en ENIF 2018, 3 fila(s) de inventario; NO estimado en este acto)		familia	PENDIENTE	PENDIENTE	familia.apoyo.recibe_dinero_familiares	recibe_dinero_familiares_para_vejez	NO ESTIMADO (censo de existencia)	NO	SI	NO	SI	ENIF 2024 (unica ola)	P1	P1	SI	Estadistica P9_9_4, desenlace de la regla familia.apoyo.recibe_dinero_familiares que ACTO MAESTRA32-E20 · P0 cargo al motor por FP-200=b. Enlace estadistica->regla: milpa/tramite.yaml:260 (P9_9_4 literal) + :253 fuente -> condicionales_escalares.familismo_apoyo x milpa/procedencia.yaml:303. Fila derivada del censo de existencia sobre la union de los 4 inventarios (269320 filas examinadas); familia por prefijo de `instrumento`. La columna `ola` del inventario es NO_DETERMINADO en el 100% de estas filas: la ola se deriva del campo `instrumento` (p.ej. envipe2012 -> 2012), limite declarado.	P1 PUNTUA	(encuesta,ola)=(ENIF,2018) != ola_calibracion=ENIF 2024 (unica ola) -> validacion externa bajo F-DD (ADR-237). Regla familia.apoyo.recibe_dinero_familiares presente en cargar_reglas() post-P0 (FP-200=b).	SI
FAM-M-05	ENIGH	2016	hogares -- universo completo de concentradohogar (folioviv+foliohog) de ENIGH 2016 Nueva Serie, sin filtro adicional. Desenlace recibe_remesas = 1 si concentradohogar.remesas > 0, 0 si = 0; la rama NA de la dicotomizacion no existe (`remesas` trae cero nulos en las 6 olas, verificado, no supuesto).	remesas	proporcion ponderada (declarado por la regla; NO estimado en este acto)	factor	binaria	PENDIENTE-D-D		remesas	70311	familia.seguro.volatilidad_ausencia_estado -> recibe_remesas (transferencia de ola: ENIGH 2016 != ola de calibracion ENIGH 2022, mismo instrumento; NO estimado en este acto)		familia	PENDIENTE	PENDIENTE	familia.seguro.volatilidad_ausencia_estado	recibe_remesas	MEDIDO·p(tasa base ponderada) -- clase declarada por la regla	NO	SI	NO	SI	ENIGH 2022 (mas reciente de 6 olas bienales disponibles; las otras 5 van en serie_olas, NO promediadas)	P1	P1	SI	Estadistica `remesas` (concentradohogar), desenlace de la regla familia.seguro.volatilidad_ausencia_estado. Enlace estadistica->regla: milpa/tramite.yaml, campo `universo` de la regla nombra `concentradohogar.remesas` literalmente; conducta `recibe_remesas` en `entonces`. Ola en corpus: data/manifiesto.yaml id=enigh2016_nc_csv (sha256 del manifiesto == sha256_payload de serie_olas[2016]). ponderador=factor y n_no_ponderado=70311 COPIADOS de serie_olas[2016] de la regla, NO re-derivados aqui. Fila NUEVA de v1_2, derivada de la regla que ACTO MAESTRA34-N1 · SELLA-REGLAS-ACTIVOS-2 cargo VERBATIM al motor (PR #449, merge ec3cf0f2d98346205fafa7ece756ca5875cb5707; reglas del motor 8 -> 10). Este acto corre en NUBE SIN data/raw: no re-deriva NADA contra microdato -- ponderador, n y universo se COPIAN del campo homonimo de la regla y se citan, no se estiman aqui (por eso base_medida=NO, misma regla de columnas que forense/notas/2026-08-31-marco-M-v1_1-spec.md (e)). La ola esta en corpus por la via del manifiesto: data/manifiesto.yaml declara el payload con sha256 que coincide con el sha256_payload de la regla.	P1 PUNTUA	(encuesta,ola)=(ENIGH,2016) != ola_calibracion=ENIGH 2022 -> validacion externa bajo F-DD (ADR-237). Regla presente en cargar_reglas() post-P0 (MAESTRA34-N1). TRANSFERENCIA GENUINA, verificada contra el motor y no supuesta: milpa/src/emisor.py:475-481 `emitir_binaria` lee UNICAMENTE `regla.entonces` y jamas `serie_olas`, luego M emite 0.045694 (el p de 2022) tambien para esta ola -- la p medida que serie_olas guarda para 2016 es inerte al emisor. No aplica el precedente DIN-M-02/03 (ADR-237), donde ola 2 y ola 3 fueron ambas P0 porque el `universo` de la regla ('panel retenido... validos en ambas olas') las consumio JUNTAS para producir el unico p asertado; aqui el p asertado sale de 2022 sola, verbatim 'las otras 5 van en serie_olas, NO promediadas'. LIMITE DECLARADO (no bloqueante, ver nota de cierre y FP): la p medida de esta ola SI esta publicada en milpa/tramite.yaml (serie_olas), asi que el lado L solo permanece ciego mientras el PAQUETE-L no incluya ese archivo -- P4 lo garantiza por construccion.	SI
FAM-M-06	ENIGH	2018	hogares -- universo completo de concentradohogar (folioviv+foliohog) de ENIGH 2018 Nueva Serie, sin filtro adicional. Desenlace recibe_remesas = 1 si concentradohogar.remesas > 0, 0 si = 0; la rama NA de la dicotomizacion no existe (`remesas` trae cero nulos en las 6 olas, verificado, no supuesto).	remesas	proporcion ponderada (declarado por la regla; NO estimado en este acto)	factor	binaria	PENDIENTE-D-D		remesas	74647	familia.seguro.volatilidad_ausencia_estado -> recibe_remesas (transferencia de ola: ENIGH 2018 != ola de calibracion ENIGH 2022, mismo instrumento; NO estimado en este acto)		familia	PENDIENTE	PENDIENTE	familia.seguro.volatilidad_ausencia_estado	recibe_remesas	MEDIDO·p(tasa base ponderada) -- clase declarada por la regla	NO	SI	NO	SI	ENIGH 2022 (mas reciente de 6 olas bienales disponibles; las otras 5 van en serie_olas, NO promediadas)	P1	P1	SI	Estadistica `remesas` (concentradohogar), desenlace de la regla familia.seguro.volatilidad_ausencia_estado. Enlace estadistica->regla: milpa/tramite.yaml, campo `universo` de la regla nombra `concentradohogar.remesas` literalmente; conducta `recibe_remesas` en `entonces`. Ola en corpus: data/manifiesto.yaml id=enigh2018_nc_csv (sha256 del manifiesto == sha256_payload de serie_olas[2018]). ponderador=factor y n_no_ponderado=74647 COPIADOS de serie_olas[2018] de la regla, NO re-derivados aqui. Fila NUEVA de v1_2, derivada de la regla que ACTO MAESTRA34-N1 · SELLA-REGLAS-ACTIVOS-2 cargo VERBATIM al motor (PR #449, merge ec3cf0f2d98346205fafa7ece756ca5875cb5707; reglas del motor 8 -> 10). Este acto corre en NUBE SIN data/raw: no re-deriva NADA contra microdato -- ponderador, n y universo se COPIAN del campo homonimo de la regla y se citan, no se estiman aqui (por eso base_medida=NO, misma regla de columnas que forense/notas/2026-08-31-marco-M-v1_1-spec.md (e)). La ola esta en corpus por la via del manifiesto: data/manifiesto.yaml declara el payload con sha256 que coincide con el sha256_payload de la regla.	P1 PUNTUA	(encuesta,ola)=(ENIGH,2018) != ola_calibracion=ENIGH 2022 -> validacion externa bajo F-DD (ADR-237). Regla presente en cargar_reglas() post-P0 (MAESTRA34-N1). TRANSFERENCIA GENUINA, verificada contra el motor y no supuesta: milpa/src/emisor.py:475-481 `emitir_binaria` lee UNICAMENTE `regla.entonces` y jamas `serie_olas`, luego M emite 0.045694 (el p de 2022) tambien para esta ola -- la p medida que serie_olas guarda para 2018 es inerte al emisor. No aplica el precedente DIN-M-02/03 (ADR-237), donde ola 2 y ola 3 fueron ambas P0 porque el `universo` de la regla ('panel retenido... validos en ambas olas') las consumio JUNTAS para producir el unico p asertado; aqui el p asertado sale de 2022 sola, verbatim 'las otras 5 van en serie_olas, NO promediadas'. LIMITE DECLARADO (no bloqueante, ver nota de cierre y FP): la p medida de esta ola SI esta publicada en milpa/tramite.yaml (serie_olas), asi que el lado L solo permanece ciego mientras el PAQUETE-L no incluya ese archivo -- P4 lo garantiza por construccion.	SI
