fecha_utc	fuente	programa	ola	id_archivo	url	http_code	bytes	sha256_1	sha256_2	estructura	reserva	destino	resultado	nota
2026-09-24T22:59:55Z	INEGI	SALUD	2018	1625153	https://www.inegi.org.mx/contenidos/programas/salud/microdatos/esep_base_datos_2018_dbf.zip	200	1603414	ab790fa00e29570ab13b285a8306b3b8ed2969cc792dfe5924ae0f4c9198cf70	ab790fa00e29570ab13b285a8306b3b8ed2969cc792dfe5924ae0f4c9198cf70	ZIP-OK(6 miembros)	ABIERTA	/home/pc0/mm-corpus/raw/corpus-completo/inegi/salud/2018/esep_base_datos_2018_dbf.zip	OK	
2026-09-24T22:59:59Z	INEGI	SALUD	2019	1625152	https://www.inegi.org.mx/contenidos/programas/salud/microdatos/esep_base_datos_2019_dbf.zip	200	1815239	64aa09c7ab853dd38340f8fcea123e592337f58befb1b4120c2b76840af5dd92	64aa09c7ab853dd38340f8fcea123e592337f58befb1b4120c2b76840af5dd92	ZIP-OK(7 miembros)	ABIERTA	/home/pc0/mm-corpus/raw/corpus-completo/inegi/salud/2019/esep_base_datos_2019_dbf.zip	OK	
2026-09-24T23:00:02Z	INEGI	SALUD	2020	1625151	https://www.inegi.org.mx/contenidos/programas/salud/microdatos/esep_base_datos_2020_dbf.zip	200	1758074	9e5d456449fc664831cc2dc765f58ed4eb55be2795826d33a4527169600c98cd	9e5d456449fc664831cc2dc765f58ed4eb55be2795826d33a4527169600c98cd	ZIP-OK(7 miembros)	ABIERTA	/home/pc0/mm-corpus/raw/corpus-completo/inegi/salud/2020/esep_base_datos_2020_dbf.zip	OK	
2026-09-24T23:00:08Z	INEGI	SALUD	2021	1625150	https://www.inegi.org.mx/contenidos/programas/salud/microdatos/esep_base_datos_2021_dbf.zip	200	1859439	9d4eeddea1bb73aa75787a9ba471a8fde09c0d14747f53d204e710f66dde5fde	9d4eeddea1bb73aa75787a9ba471a8fde09c0d14747f53d204e710f66dde5fde	ZIP-OK(7 miembros)	ABIERTA	/home/pc0/mm-corpus/raw/corpus-completo/inegi/salud/2021/esep_base_datos_2021_dbf.zip	OK	
2026-09-24T23:00:12Z	INEGI	SALUD	2022	1625149	https://www.inegi.org.mx/contenidos/programas/salud/microdatos/esep_base_datos_2022_dbf.zip	200	1773720	11f60d9afbbf545e652b9cbcd3adb72f750c397013b10953e0a171889bcc3f88	11f60d9afbbf545e652b9cbcd3adb72f750c397013b10953e0a171889bcc3f88	ZIP-OK(7 miembros)	ABIERTA	/home/pc0/mm-corpus/raw/corpus-completo/inegi/salud/2022/esep_base_datos_2022_dbf.zip	OK	
2026-09-24T23:00:19Z	INEGI	SALUD	2023	1625148	https://www.inegi.org.mx/contenidos/programas/salud/microdatos/esep_base_datos_2023_dbf.zip	200	1789754	c991855fa6e289a899c1dde0dd28376f26f187906a1c166880e98852acf3c5d5	c991855fa6e289a899c1dde0dd28376f26f187906a1c166880e98852acf3c5d5	ZIP-OK(7 miembros)	ABIERTA	/home/pc0/mm-corpus/raw/corpus-completo/inegi/salud/2023/esep_base_datos_2023_dbf.zip	OK	
2026-09-24T23:00:24Z	INEGI	SALUD	2024	2848154	https://www.inegi.org.mx/contenidos/programas/salud/microdatos/esep_base_datos_2024_dbf.zip	200	1752583	55237d421094dd9883c27436b7cda361f3e80dfdc5f0a08e5028a6c050606d30	55237d421094dd9883c27436b7cda361f3e80dfdc5f0a08e5028a6c050606d30	ZIP-OK(7 miembros)	ABIERTA	/home/pc0/mm-corpus/raw/corpus-completo/inegi/salud/2024/esep_base_datos_2024_dbf.zip	OK	
2026-09-24T23:00:32Z	INEGI	SALUD	2025	3869021	https://www.inegi.org.mx/contenidos/programas/salud/microdatos/esep_base_datos_2025_dbf.zip	200	1761953	4c044daf49e032c6d971930ac2dc1479ba87411ee80fc0a0c29a0cdddf15afda	4c044daf49e032c6d971930ac2dc1479ba87411ee80fc0a0c29a0cdddf15afda	ZIP-OK(10 miembros)	RESERVADA	/home/pc0/mm-corpus/reservas-respondentes/INEGI/SALUD/2025/esep_base_datos_2025_dbf.zip	OK	
2026-09-24T23:01:01Z	INEGI	ENSANUT	2018	110076	https://www.inegi.org.mx/contenidos/programas/ensanut/2018/microdatos/ensanut_2018_base_datos_cn_csv.zip	200	26753668	8695325a855435744b6c47bf04b52cbed9bf429989e2e80636ea87c9366d77f2	8695325a855435744b6c47bf04b52cbed9bf429989e2e80636ea87c9366d77f2	ZIP-OK(18 miembros)	ABIERTA	/home/pc0/mm-corpus/raw/corpus-completo/inegi/ensanut/2018/ensanut_2018_base_datos_cn_csv.zip	OK	
2026-09-24T23:01:49Z	INEGI	ENSANUT	2018	110077	https://www.inegi.org.mx/contenidos/programas/ensanut/2018/microdatos/ensanut_2018_base_datos_cs_csv.zip	200/000	18506349/0	d99b9ced389ebf6d764f3598288ff8fb28fc154cb33f0cbb70244bfd74ef5869		ZIP-OK(12 miembros)	ABIERTA	/home/pc0/mm-corpus/raw/corpus-completo/inegi/ensanut/2018/ensanut_2018_base_datos_cs_csv.zip	A7-DIFIERE	curl: (56) OpenSSL SSL_read: OpenSSL/3.5.5: error:0A000126:SSL routines::unexpected eof while reading, errno 0
