raiz	ruta_rel	tamano_bytes	sha256
data_raw	2005trim1_csv.zip	33534030	a9c7823dc60a8ce85478ab115409eeeacd35e6e4aaf604f3c4cbd8c802171a33
data_raw	2008trim1_csv.zip	27278375	a8a8c1917a5e083bdad9f6ddba29e7d9efd0b21cc8137aad7ed36dd63100ad94
data_raw	2012trim1_csv.zip	31269330	fea732fdf1c14349098a16a1d9c635a7621992c21b8688b3f26c7d2f2f0533b5
data_raw	2014trim1_csv.zip	25134524	fbb779cab476cf97ccd7483cdf02b87c19b1315a3147ea1797db06ab356fcbd2
data_raw	2016trim1_csv.zip	29867488	8e29abc983fadf367ef347b40806987d51ad412051b3684ac45fd91f4cadde5d
data_raw	2016trim2_csv.zip	26779138	4aa9a8e2083378fa60aa965a2236bc81ca1a011c1a80cfb5907c462dc3f5a56f
data_raw	2016trim3_csv.zip	26452611	9103423fdceceed4922d6fcd53dee9357c1fb9815854bd58314a726816d2cc28
data_raw	2016trim4_csv.zip	26466686	f5846e8416dbbdb0a907b3f2321e9607083a269878657225fd3c82c708465500
data_raw	2017trim1_csv.zip	29455399	945d848a236630474d1798cf39f5098a8e1f63162550d6728b354cd05b5a73a8
data_raw	2017trim2_csv.zip	27024159	bd58ed29a986e3f8b3642e6e6aa8ea7dbf7277116888cd60f799b562fd545066
data_raw	2017trim3_csv.zip	26498706	1c3c9ad09ab726b6b4546fdb86d68759749758b31d74a97718d4d665e0bb5973
data_raw	2017trim4_csv.zip	26664215	af96a2420779c1cdf82b49bb7ddd5b489771bb791938db9b799da6f8b43d3be4
data_raw	2018trim1_csv.zip	29646952	e078fbd23a6c62a91eb26070818d7c2f5ac2b3ed4f4af698be20a8e522a13d33
data_raw	2018trim2_csv.zip	26835694	2ca4002f7209b029a470caa3174353a2766ca9fc1f4e1ea3c87a063d1218c00f
data_raw	2018trim3_csv.zip	26606485	7273d867ef6b9c5cad0264451b195f41606c6e1a9c84d1662de9139f563487c7
data_raw	2018trim4_csv.zip	26724182	9259fcb81747ebfad7fbbd75b9dc9a65825142bc10366c447f645489b3383774
data_raw	20240603_2005_PREP.zip	47062008	dcccf23088f81a4ab7c7942a79504b04c4a9347b0a4744f6c328c59fd4d6c31d
data_raw	20260813130000.export.CSV.zip	85800	a42b4f86067ad358219201538f7da47385eaf16f1cd4b3dc8c8076543671ec7a
data_raw	20260813131500.export.CSV.zip	70361	c9170239e63b8fc1d65517866a78cdfdcacda85331275da51f5a94497b30f0a9
data_raw	20260813133000.export.CSV.zip	76573	b868d9fdaa3af749b637cebdf8fea18b3259e954e2e8ed0349d34f27ca05784a
data_raw	20260813134500.export.CSV.zip	79726	787a8b5ecd276c0f1732d905db26adea0c716760bb36a5442ed0201b1ed6950b
data_raw	20260813140000.export.CSV.zip	80188	432470af1be94196b19fe5dde9aa54cb2b2f749eba61e3236b6dcb19abaca1d7
data_raw	20260813141500.export.CSV.zip	104838	f7204c7388fcda8c17ef4c042fb203afee099c9e110c4847a8cd248fac84a9ee
data_raw	20260813143000.export.CSV.zip	97035	2dd83b5f8df0a7604c5de58d30f302164b6162d02de48f4ad05566a5d2edeadc
data_raw	20260813144500.export.CSV.zip	96787	a27fabf5a81731ecf342df91a9caba12c9136be610bfce35d4bfb07a7007fa1c
data_raw	20260813150000.export.CSV.zip	88079	16e1caf1bc1b251727802f2df6b1f9ab210cc898ab76d65d2828170d42e3ed50
data_raw	20260813151500.export.CSV.zip	90679	77ad2066fc0d043284d31a6a2c0138b7dc119b2ebdef195154ab0c7d3d15d28d
data_raw	20260813153000.export.CSV.zip	99325	98ead7b90c6e493f6908867ec437cd82215c98660bbe02b406b6e9e919eb6d8e
data_raw	20260813154500.export.CSV.zip	116106	172c7a33f52f52c7eb8cf55928317d7a558db976558f785f6cb0f3625fb54139
data_raw	20260813160000.export.CSV.zip	98851	0ba5a6d4a5b44ebbc12cc44f93b113aa947cae4a8b6c461ad8bd2d413cce0077
data_raw	35024-0001-Codebook-spanish.pdf.zip	2690814	f27c3f8853b70081bde06e8fec306b980d59a64f66478600cc38f96d1242180c
data_raw	35024_dats_2.2.json	4527	a9e496da6c0975c45a245d49bf5c78f973182ea7dcac6ddf17812e7cff278dc9
data_raw	BD_ENCUCI2020_dbf.zip	6913684	0414fd59e2afcc36294530687c721e8e86bd04e76ad95bfce4b7b2e70853f283
data_raw	Catalogos_de_Urgencias_2008_2016.zip	874496	270c1a68ea3807c2402813d4ce055e7b2715a18efa533b77a5ec44e29612bf81
data_raw	Catalogos_de_Urgencias_2023_2025.zip	4802371	43b8eb711ad0042d76757becc08a5ffe69a78c42f2d708e31fea14d86a69efda
data_raw	Censo2020_CAAS_descriptor_bd.xlsx	77167	ca169ac742c3cb683025e5e7933eaf8e11803a157981a8efbe6f09d38fb01dcd
data_raw	Censo2020_CAAS_eum_csv.zip	1076224	10b56a3b724c14c000464f3a632a9eb845dd5fa0ffc800d16644840d74b7c125
data_raw	Censo2020_CEU_descriptor_bd.xlsx	52106	b497acecd542c50379fcb505b84e4bf016caae99fb440bbd8655384372e5a87e
data_raw	Censo2020_CEU_eum_csv.zip	135163712	49f2dd9563d9dda71f884b57655ecd1b34607c51acca72f8647403810a84d2cd
data_raw	Censo2020_cuest_ampliado.pdf	986778	4a88b9b7a3e8c7dfae2804008ddb5082522a8f9e2bd63880fc34fdde1b972272
data_raw	Contratos_CompraNet5.xlsx	4417249	9fcbce83c61be9fa07e6c6900f6967296abf709a4be34fa960df63db86be6634
data_raw	DescargaMasivaOD_382026_131650.xml	69763	97bdf1888b9c441860cc4bc49f445026fc35335695840c85fedab22f5d3fa46c
data_raw	DescargaMasivaOD_582026_171540_NACIONAL_7930url.xml	1010608	ebd66f3dd4975252bf18f28e8495cb9be2a2f66c8ca538dcaef339dbbcbbcb8d
data_raw	DescargaMasiva_192026_194559.zip	603147	e4d02401a1aec1f03ff98c2d4056dea0e7055611480926321c7d885886cca735
data_raw	Descriptores_Base_de_Datos_URGENCIAS_2008_2017.xlsx	48855	3ca5d405516a486ccf887d9d1c436116a3d3cf6f21000bf65cc28c25af77ffad
data_raw	Descriptores_Base_de_Datos_URGENCIAS_2018.xlsx	57095	fe77236abe8379bb819ed1a26e7e3c3c6c593caf36da2ca1afc470241270fcc7
data_raw	Descriptores_Base_de_Datos_URGENCIAS_2019.xlsx	57114	106b9525778e96584e850232325cbb1a0414e9f15353c7129b7818ac03248798
data_raw	Descriptores_Base_de_Datos_URGENCIAS_2023_2025.xlsx	71440	35a48c34bfae8dbda2cc0c511ed5a4f2b038e795088589c449efa02b4c8676bb
data_raw	Expedientes_CompraNet5.xlsx	1573365	a8ac896db48fd44d11ded0804ed805d52f02e6f8aa086d2a45fcc15997575b3c
data_raw	FD_ENCUCI2020.pdf	1758249	6cd6f7475a0b5db27a84cf0e047db5b7ed98f73c3480a9e64ea084bc7d475638
data_raw	GPS_do-files_country_level.zip	1362	1c6da5b663cfdf126b475a4e95a80eba9b42819f372d08567b0630fd8a9c90c6
data_raw	GPS_do-files_individual_level.zip	3627	5cb6663719ebfebf2f38a2e5ff88cde530334ca050730bb32dba1d56a2d4254e
data_raw	ITER_NAL_2020_csv.zip	36604573	ff39bb1d1b6e6adcc6204622535d213d4cd04902bc6ab6e8345f244a6d5f85d6
data_raw	MEX_2005_CAFR_v01_M.xml	4642520	c33a8ce9af58879d7df952e97738299386374581e43c91293f7caadc3ca5fcc8
data_raw	MEX_2005_CAFR_v01_M_STATA8.zip	305245	36ecb169aba317eef1db39c77a2e3fc021578a2e898de66dd07261e03b6fdd70
data_raw	MEX_2023_WBES_v01_M.xml	766584	1d5cded32bef39cc2f129ef63c122d59e4e37b1257b36fc98bc0cc8daccad54c
data_raw	Urgencias_2008.zip	132145439	1b17abcf32a7794d99582acd5bcf77016e3edb91b1e005a6e0759a461a1b7a9d
data_raw	Urgencias_2009.zip	184374602	41d14016fb73a9e9932708b379670cc889d34ae0b47f81c24da7b6a5f6868ebc
data_raw	Urgencias_2025.zip	229051646	3c1bdcb9af60dd49d3bfb248ee97fd7988dba46d81b4d13134ef7cc2da294b26
data_raw	Urgencias_2026.zip	132421453	e112dd0ccbf96ce8ae50ab48c263eb781c4aac995c1ba99da40409b6b5d5e2b3
data_raw	WBES-OS_Mexico2026_Data.zip	45248	299eb398f66152a1089376f879223e88345cba193432cb1747a79f78af17bcbd
data_raw	WBES-OS_Mexico2026_Documentation.zip	955817	082d02af0767ad06d4078380af710b0faa78b5d07374b5c343d4cc02010f6b3a
data_raw	WBES-Panel_Mexico2010_Data.zip	832065	83a5927ab7852cce71ac5c512941e9b1fb5e05a62e01e669b75479a8acce34c1
data_raw	WBES-Panel_Mexico2023_Data.zip	1187900	498a9b2db2bbec65db32c5e7711c5cb1ca3a73fe00eb2af1ad9d67a1e1871a12
data_raw	WBES-Panel_Mexico2023_Documentation.zip	3977994	879ee09ebe3f3442dcc28b6d7496469df9b610a6b805989d89b8b234a5107156
data_raw	WBES-Sampling-Note-Consolidated-2022.pdf	434649	199b37eac44a700146e2f75ec84e2afc79eda52fb48fd2a2059e50ac9df8fa74
data_raw	WBES_Mexico2006_Data.zip	282085	66dba69f933bbdb619fdbba6b727b7bae15320105641739fd42908f97ab63225
data_raw	WBES_Mexico2006_Documentation.zip	1018608	3da3e39c16d8409a1aaa1784abbeff0ac58791d713a411877a9d3cce08c9893a
data_raw	WBES_Mexico2010_Data.zip	301152	e2eedb34227e2892404a1dd8e152d2574753ff7828533777631b1a8e9b7d61ac
data_raw	WBES_Mexico2010_Documentation.zip	2696131	fa6a9511874a6456309c36645c5aa7d90512a1ab89354afd9445196fa3551fe3
data_raw	WBES_Mexico2023_Data.zip	517828	bc09225244f1e1274d9c9e58221acf8884512a1ab600551f98fbc0466f479f3f
data_raw	WBES_Mexico2023_Documentation.zip	1265467	2b3b0db77f12b841814a37265db279cfcb1778c4377876b77e0a4b725a76c0f7
data_raw	banxico_encuesta_competencias_financieras_2019.xlsx	1522196	9fc9eb34e98b576991a13fbb63d60e5d61ef0e3bd018a93ca03a1c25538b698f
data_raw	banxico_encuesta_competencias_financieras_2019_manual.pdf	624237	924ba524d3197ba293b8364242d264f64ed6736e834568d8d30bae903a3870a5
data_raw	banxico_encuesta_competencias_financieras_2021.xlsx	1555601	eee63f360c4a862381dfb1effe445849cf9bb183e7109c871493c7a6e0277cb0
data_raw	banxico_encuesta_competencias_financieras_2021_manual.pdf	258473	0ea050743b305ac2f6f3f00a24515d680bcb1a0cc5f83b5d85bbfede5bf4d15d
