cell_id	input_id	outcome	source_instrument	source_edition	source_reference_period	target_instrument	target_edition	target_reference_period	unit	axis	category	status	reason	consumer	metadata_source	metadata_source_sha256
EXCLUSION-PISOS-ENUT2019-HORAS-CUIDADO-REPARTO-HOGAR-TODOS-LOS-HOGARES-RAZON	reparto_hogar::todos los hogares (razón)	horas_cuidado	ENUT	2019	semana previa al levantamiento 2019	ENUT	2024	semana previa al levantamiento 2024	HOGAR	reparto_hogar	todos los hogares (razón)	NO-CONSTRUIBLE	ENUT 2019 sin tvar_crea; horas_cuidado 2024 (*_CON_CP) incluye cuidados emocionales y esperas sin otra actividad que 2019 no pregunta, exige presencia en el cuidado pasivo y separa 0-5 de 6-14 donde 2019 anida 0-5 en 0-14	familia.cuidado.reparto_mujeres40_ejes_enut2024	forense/notas/2026-09-19-GEN2-PISOS-ENUT2019-EJES-1-dictamen.md	3bbca012cb5062a9f8e58583490bb8f8bc8ca799e6e8ddfa38ed00a8f64570b6
EXCLUSION-PISOS-ENUT2019-HORAS-CUIDADO-SEXO-EDAD-HOMBRE-12-17	sexo_edad::hombre · 12-17	horas_cuidado	ENUT	2019	semana previa al levantamiento 2019	ENUT	2024	semana previa al levantamiento 2024	PERSONA	sexo_edad	hombre · 12-17	NO-CONSTRUIBLE	ENUT 2019 sin tvar_crea; horas_cuidado 2024 (*_CON_CP) incluye cuidados emocionales y esperas sin otra actividad que 2019 no pregunta, exige presencia en el cuidado pasivo y separa 0-5 de 6-14 donde 2019 anida 0-5 en 0-14	familia.cuidado.reparto_mujeres40_ejes_enut2024	forense/notas/2026-09-19-GEN2-PISOS-ENUT2019-EJES-1-dictamen.md	3bbca012cb5062a9f8e58583490bb8f8bc8ca799e6e8ddfa38ed00a8f64570b6
EXCLUSION-PISOS-ENUT2019-HORAS-CUIDADO-SEXO-EDAD-MUJER-12-17	sexo_edad::mujer · 12-17	horas_cuidado	ENUT	2019	semana previa al levantamiento 2019	ENUT	2024	semana previa al levantamiento 2024	PERSONA	sexo_edad	mujer · 12-17	NO-CONSTRUIBLE	ENUT 2019 sin tvar_crea; horas_cuidado 2024 (*_CON_CP) incluye cuidados emocionales y esperas sin otra actividad que 2019 no pregunta, exige presencia en el cuidado pasivo y separa 0-5 de 6-14 donde 2019 anida 0-5 en 0-14	familia.cuidado.reparto_mujeres40_ejes_enut2024	forense/notas/2026-09-19-GEN2-PISOS-ENUT2019-EJES-1-dictamen.md	3bbca012cb5062a9f8e58583490bb8f8bc8ca799e6e8ddfa38ed00a8f64570b6
EXCLUSION-PISOS-ENUT2019-HORAS-CUIDADO-SEXO-EDAD-HOMBRE-18-29	sexo_edad::hombre · 18-29	horas_cuidado	ENUT	2019	semana previa al levantamiento 2019	ENUT	2024	semana previa al levantamiento 2024	PERSONA	sexo_edad	hombre · 18-29	NO-CONSTRUIBLE	ENUT 2019 sin tvar_crea; horas_cuidado 2024 (*_CON_CP) incluye cuidados emocionales y esperas sin otra actividad que 2019 no pregunta, exige presencia en el cuidado pasivo y separa 0-5 de 6-14 donde 2019 anida 0-5 en 0-14	familia.cuidado.reparto_mujeres40_ejes_enut2024	forense/notas/2026-09-19-GEN2-PISOS-ENUT2019-EJES-1-dictamen.md	3bbca012cb5062a9f8e58583490bb8f8bc8ca799e6e8ddfa38ed00a8f64570b6
EXCLUSION-PISOS-ENUT2019-HORAS-CUIDADO-SEXO-EDAD-MUJER-18-29	sexo_edad::mujer · 18-29	horas_cuidado	ENUT	2019	semana previa al levantamiento 2019	ENUT	2024	semana previa al levantamiento 2024	PERSONA	sexo_edad	mujer · 18-29	NO-CONSTRUIBLE	ENUT 2019 sin tvar_crea; horas_cuidado 2024 (*_CON_CP) incluye cuidados emocionales y esperas sin otra actividad que 2019 no pregunta, exige presencia en el cuidado pasivo y separa 0-5 de 6-14 donde 2019 anida 0-5 en 0-14	familia.cuidado.reparto_mujeres40_ejes_enut2024	forense/notas/2026-09-19-GEN2-PISOS-ENUT2019-EJES-1-dictamen.md	3bbca012cb5062a9f8e58583490bb8f8bc8ca799e6e8ddfa38ed00a8f64570b6
EXCLUSION-PISOS-ENUT2019-HORAS-CUIDADO-SEXO-EDAD-HOMBRE-30-39	sexo_edad::hombre · 30-39	horas_cuidado	ENUT	2019	semana previa al levantamiento 2019	ENUT	2024	semana previa al levantamiento 2024	PERSONA	sexo_edad	hombre · 30-39	NO-CONSTRUIBLE	ENUT 2019 sin tvar_crea; horas_cuidado 2024 (*_CON_CP) incluye cuidados emocionales y esperas sin otra actividad que 2019 no pregunta, exige presencia en el cuidado pasivo y separa 0-5 de 6-14 donde 2019 anida 0-5 en 0-14	familia.cuidado.reparto_mujeres40_ejes_enut2024	forense/notas/2026-09-19-GEN2-PISOS-ENUT2019-EJES-1-dictamen.md	3bbca012cb5062a9f8e58583490bb8f8bc8ca799e6e8ddfa38ed00a8f64570b6
EXCLUSION-PISOS-ENUT2019-HORAS-CUIDADO-SEXO-EDAD-MUJER-30-39	sexo_edad::mujer · 30-39	horas_cuidado	ENUT	2019	semana previa al levantamiento 2019	ENUT	2024	semana previa al levantamiento 2024	PERSONA	sexo_edad	mujer · 30-39	NO-CONSTRUIBLE	ENUT 2019 sin tvar_crea; horas_cuidado 2024 (*_CON_CP) incluye cuidados emocionales y esperas sin otra actividad que 2019 no pregunta, exige presencia en el cuidado pasivo y separa 0-5 de 6-14 donde 2019 anida 0-5 en 0-14	familia.cuidado.reparto_mujeres40_ejes_enut2024	forense/notas/2026-09-19-GEN2-PISOS-ENUT2019-EJES-1-dictamen.md	3bbca012cb5062a9f8e58583490bb8f8bc8ca799e6e8ddfa38ed00a8f64570b6
EXCLUSION-PISOS-ENUT2019-HORAS-CUIDADO-SEXO-EDAD-HOMBRE-40-59	sexo_edad::hombre · 40-59	horas_cuidado	ENUT	2019	semana previa al levantamiento 2019	ENUT	2024	semana previa al levantamiento 2024	PERSONA	sexo_edad	hombre · 40-59	NO-CONSTRUIBLE	ENUT 2019 sin tvar_crea; horas_cuidado 2024 (*_CON_CP) incluye cuidados emocionales y esperas sin otra actividad que 2019 no pregunta, exige presencia en el cuidado pasivo y separa 0-5 de 6-14 donde 2019 anida 0-5 en 0-14	familia.cuidado.reparto_mujeres40_ejes_enut2024	forense/notas/2026-09-19-GEN2-PISOS-ENUT2019-EJES-1-dictamen.md	3bbca012cb5062a9f8e58583490bb8f8bc8ca799e6e8ddfa38ed00a8f64570b6
EXCLUSION-PISOS-ENUT2019-HORAS-CUIDADO-SEXO-EDAD-MUJER-40-59	sexo_edad::mujer · 40-59	horas_cuidado	ENUT	2019	semana previa al levantamiento 2019	ENUT	2024	semana previa al levantamiento 2024	PERSONA	sexo_edad	mujer · 40-59	NO-CONSTRUIBLE	ENUT 2019 sin tvar_crea; horas_cuidado 2024 (*_CON_CP) incluye cuidados emocionales y esperas sin otra actividad que 2019 no pregunta, exige presencia en el cuidado pasivo y separa 0-5 de 6-14 donde 2019 anida 0-5 en 0-14	familia.cuidado.reparto_mujeres40_ejes_enut2024	forense/notas/2026-09-19-GEN2-PISOS-ENUT2019-EJES-1-dictamen.md	3bbca012cb5062a9f8e58583490bb8f8bc8ca799e6e8ddfa38ed00a8f64570b6
EXCLUSION-PISOS-ENUT2019-HORAS-CUIDADO-SEXO-EDAD-HOMBRE-60-MAS	sexo_edad::hombre · 60+	horas_cuidado	ENUT	2019	semana previa al levantamiento 2019	ENUT	2024	semana previa al levantamiento 2024	PERSONA	sexo_edad	hombre · 60+	NO-CONSTRUIBLE	ENUT 2019 sin tvar_crea; horas_cuidado 2024 (*_CON_CP) incluye cuidados emocionales y esperas sin otra actividad que 2019 no pregunta, exige presencia en el cuidado pasivo y separa 0-5 de 6-14 donde 2019 anida 0-5 en 0-14	familia.cuidado.reparto_mujeres40_ejes_enut2024	forense/notas/2026-09-19-GEN2-PISOS-ENUT2019-EJES-1-dictamen.md	3bbca012cb5062a9f8e58583490bb8f8bc8ca799e6e8ddfa38ed00a8f64570b6
