ruta_relativa	tamano_bytes	mtime_utc	sha256
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-045f83e3d32334d308d0a814.json	883	2026-08-07 19:07:23	74c812557bc9a6ba176ef70ad14b2a0d27d6e77e98782835db701c09088f3b54
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-04d25946f5a067cea98d00d4.json	1033	2026-08-07 19:07:23	b57f69958662221b531fb44a79a51ad99d935e72e2a76d03a2cc475dba7cdec8
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-09c3e82c827fc9ccc9516671.json	883	2026-08-07 19:07:23	2bd4b5d82ea3e55512b2cc5f1e591983c2271e4e01996495975a2a72eef69630
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-0ad76db67c2503616ade139d.json	921	2026-08-07 19:07:23	cf1da9f5c1e89febb23a5dbf07cf0cdcae1b74d5bc0b283dda96aab8ea8ddf7c
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-163221fd3fff94823edf5673.json	955	2026-08-07 19:07:23	0e9f18a6e5ba12e072f0f8465ab00e7b37e0a55affd4a792088a10fa9b6ca181
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-1c8d2ff60cd82a18f6ef4aa4.json	915	2026-08-07 19:07:23	74ee776e591e9f6ffeb76a79dd754056513f1867a3f888da6c56ffa3273326d1
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-1c964807bd81e4e0ead2c010.json	955	2026-08-07 19:07:23	080e2acd21404e6f8f41f864974d235a7f7863c29ccd441272a7679611db1a88
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-226d30bd56a40a35e02676da.json	1313	2026-08-07 19:07:23	1dc6efffc5abf2250285ad97270e60fe4b07c1968c921702337b909f92cdf6ca
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-22b146a107e2dff4fc4f7c15.json	917	2026-08-07 19:07:23	8fca3d114ea116ceeaa51c053a25a2fa1175cec91cee34f52bbd29e5fe61f66b
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-344b4adb025b410eca6b7a87.json	879	2026-08-07 19:07:23	9647f1300cd3812ba347a20e53c325d456045a4f59ff3d53c5377c671528214e
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-37f8f057f86be8b36d4f49f3.json	1001	2026-08-07 19:07:23	7dc79d779579aa86647a5da888547985b56d29747980bce4536ad07cf98979e7
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-39c97ebccbcabb16be3b99ac.json	1279	2026-08-07 19:07:23	163267cc23df1e77f9f0dcea6fa4bb2fcb528cfc5f3bc7fe0f7f0c677b708252
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-3b18db64ab499eb0d247cee1.json	883	2026-08-07 19:07:23	71ab57cc47fccebb36e20d287a0fd7056cfa91a6f42bcb5bbd6a0fc90da470c0
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-3b6bf9d47738f63ea98fb8b5.json	1029	2026-08-07 19:07:23	3a33ea933e2628b0610227e7be5b3fc0139bc1463a974e8a9a71d9daf6cd9bf5
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-421f998d197e956bac3c19e1.json	881	2026-08-07 19:07:23	d1a2ab65f40faee181415cf22e017c83a4564b1cdcb2ea2767c9d210ae087b46
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-43510bd0ada8ba4669ac9d56.json	991	2026-08-07 19:07:23	8c008bb94ec3afc70f5468cd84d42f1688019a58bfbdb6f153e22ede4f8f76d8
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-44673b0933470671d80cb3e6.json	967	2026-08-07 19:07:23	4a0c67518a5134c83d611a1096088fa4c8feedaa22ce4fe38cd92399c2a0ae5c
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-4b8bc49453beab59d50eff74.json	977	2026-08-07 19:07:23	f7f446ec568b31b77ec4812f04b6ae063197447fd8b04be1ed936a1de160c386
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-4ffe806a39cc5de490f2461b.json	923	2026-08-07 19:07:23	a28d141bd42a67d3109a5667acf4707742f7b55ed2bccac3ec327084b07eddd2
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-501759ad5c9a99a7cafbff34.json	933	2026-08-07 19:07:23	fb84523734d0939d9fd4b6568f62a6c16c59193f24e4d5150dd8bc4ce9428f4f
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-51b8e8170336bc3261725518.json	877	2026-08-07 19:07:23	95973d13803f0a38d05337d521bf75ba745f366d8977e0680c9ca5ff0b49fa9b
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-524d4e466afaab3f0986d64a.json	999	2026-08-07 19:07:23	5bbdaa5d60ad9fa16bb3e7c21fcd778acbb106af2284185fcea13688177b9bc3
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-563a5ea45e21215bf3cbccca.json	1317	2026-08-07 19:07:23	42b2f217f307fe16a27dd5ce6c788e2dffa1ead4400e7443cf265ae9af249cb5
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-57bba265dc10cb681f69b5f3.json	957	2026-08-07 19:07:23	bfb29cb3341d457f52dd3c0e32a5f960a456e401992242f82f9ca28efd044c81
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-5fe01d6b0ee36f93ad99c21c.json	995	2026-08-07 19:07:23	eb2b982a83a95cb116865858b595f05889cdfd0a70e2ddd1a7f00278014f981b
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-63d38d7f96b33292dccd0aeb.json	947	2026-08-07 19:07:23	a2cf74f78d45295a56d0c102e8887dde9294d3adc4aa41d87188b5442fe51f2b
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-6e6975b837ee9b2460e0fb32.json	985	2026-08-07 19:07:23	3a80ca4e8864387e668e9caf6e48be5c815e974b8659c4c0dfd8f769238255c4
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-718bda65cc2827a7c59c6cd3.json	1025	2026-08-07 19:07:23	1b7591732337f2a4d2327db5030e34d13911e45c09099831ea38b38de6462cf5
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-77bc99bf6f1590312fc55959.json	983	2026-08-07 19:07:23	55bae8b1d6d1512fe48eda5bfa0315f5861caa5780754e99ee38918ef7163145
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-7ab6d8e8a3185b4a6c836320.json	881	2026-08-07 19:07:23	209aaccbcaeb6b936b35667acee14e43dfea1a683ee47d0a163a79710664f3b5
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-7b76c9fc39eedca3fb8873d8.json	943	2026-08-07 19:07:23	4884baf3920bcc758f0abfa021e8fd9631f3e8713df744dcfa0d9b65b8d4b5b5
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-7d62da78b912933008a8340a.json	885	2026-08-07 19:07:23	12997762135bd0b9a4205a401774baa4caa79015d6735329e0fc3c7f56e16001
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-7fe6463046e954ef879a076d.json	877	2026-08-07 19:07:23	642cefa28a54bed6dd11a8b5bab1ab79a0a5edb7f16108754b9ba2ce98b08c2d
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-81718c18d1fab99b551fdf4b.json	941	2026-08-07 19:07:23	8930ace09b5f5748baa6adb57242f8cb54bdd7f493f3bf2aedd1a4676ed35351
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-859ede5ae349b219c1e7e396.json	963	2026-08-07 19:07:23	f323d7e9cb2cf7a3ad37263752d80ab81c57dda06341c4e85ef4090f0c480481
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-8a9b298b68defb965bfc0050.json	969	2026-08-07 19:07:23	cac56d6d927de8166b20f16a19d0443cd9c983d1437e0b76fa2b7186395823c4
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-8e9b0c31206f4fad1ad03a66.json	955	2026-08-07 19:07:23	9c255a7ae9abeb3d9a9eb4f88562ce025e39636753e030b4316b4e99497a477b
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-916cf86bd658db25e668cc37.json	883	2026-08-07 19:07:23	1f3b425d57f1a8596870c3b99c4edd851ee4c426995ffd2c6551a27d3966c267
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-91f4d13a88b9bc5a846d13ab.json	1001	2026-08-07 19:07:23	1bfefe34e29d1aecb18cca91fc0af457644a8f1a67414e008a9e595b805d4978
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-93ceb697157e065bdc061612.json	915	2026-08-07 19:07:23	31f80068412bcb7972930dd2dd09e7a20c21496dec35427be1f3ab19f38e0098
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-940132106fc12f8f75d722b9.json	909	2026-08-07 19:07:23	e7da346cdfbef3889ee2dbc6c89dc1445ba8847e0fa2016594062b83ea053ba6
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-9b6207c4184c33ba4906af78.json	881	2026-08-07 19:07:23	046f5ed98d852674d503eaf465cbf3535de600e705d2ca0c8cc7447ec8e3a077
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-9f45d9d4b202bc05d4f830be.json	885	2026-08-07 19:07:23	5b4d43e8f82f47be2e9acc19da8e813517ff55be9f0ea000dac643c9cdb1c1a0
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-a157241ebb1c79de3ce81517.json	995	2026-08-07 19:07:23	41c48acc50114b4b1273dd0ac8ad888cb0e306d6d6c55083a503b9698e2b4ba3
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-a19e230b40c8564bb997e5db.json	883	2026-08-07 19:07:23	8586068e3d17bfda2056dec138dc6d2bb1978b8e2a21e47b19e07bcff09eb8c6
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-a51729167f0aec41496d5fb5.json	1001	2026-08-07 19:07:23	c2b02cbf6f0a3b6bbe8dc6cf98f23e398e3d7a2e63b8e653f476949c513706e0
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-a8fab9db1b7cc9b9d65a663f.json	883	2026-08-07 19:07:23	6143b4ea964205f27bd57411e07cda194b35354ac7a80267105c4d25f4343bcf
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-aeaa5ec5cfdd3cd907e60169.json	1025	2026-08-07 19:07:23	13f60a7b0073fd7f8841306193dcd4022771ffebda583a1f1cb10a3dd2a6c3f8
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-b338f458980c8edbf66ea592.json	915	2026-08-07 19:07:23	c9edf71ca10542ff033193ec5dcda77384f0a1dfca5c990205b14ccc57891a92
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-b5e5292c4d9cd7c775a24ffa.json	971	2026-08-07 19:07:23	0fbb3d19c490b80cdba10cbe5b6aa68557f72cf276bcb2eda8f63db18af50488
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-b6566cd1dcd301d7dcf62839.json	1069	2026-08-07 19:07:23	67c15a8d7f3d6061296b615dbd663387395341698c3ad4b29cd2710ecd639fb7
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-bbaee82dc5bf30de2b57bfc3.json	881	2026-08-07 19:07:23	8ec693c8d673df3515fad5547ed15f0a1ad551b3bddfcbf72d190d9a86cadaa3
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-c751b2cc702b660de290303b.json	989	2026-08-07 19:07:23	60883251cb080c58f74e09723501baa987379453812bc55dcaf280dd8b620ecb
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-c7b22126c42dae58264ff575.json	881	2026-08-07 19:07:23	963fbbd2448c0e5d9530cd4a146ee18c39ec5e62e1665903beb2119191003650
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-c906685dfd65fa9409b28d20.json	879	2026-08-07 19:07:23	d8eed4d2820f545a779bdfad4b577f9aedc599b32d0d7b81a51d0ee11d95ce19
data/curacion-registro/ejecucion-semantica/runs/SEMRUN-1d73f40d5db91bcb0da9f3d2/contratos/SEMTSK-ce2354d17ce132097cdf80d1.json	1035	2026-08-07 19:07:23	d0f0eaa28c4f46f694c0a6da10c21a1f7d60b7cb624d3a699b5f3118741360dc
