necesidad_id	fuente_id_canonico	fuente_nombre	tipo_fuente	objeto_evidencia_id	id_manifiesto	sha256	capa1_universo_indexado	capa2_manifiesto	capa3_disco_real	capa4_apertura_mapeo	clasificacion_relacion	reason_code	evidencia_ref	evidencia_textual_breve	confianza	conflicto_material	nota
N2	ISSP	ISSP Social Networks and Social Resources 2017 México	FUENTE_DATOS	OE-e98c88fd0bd8f8493cef061f			SI	NO_REFERENCIADO	NO_REFERENCIADO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L8	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo: 
N2	ISSP	ISSP Social Networks and Social Resources 2017 México	FUENTE_DATOS	OE-f0df762d8d95ea4d04b39ef2			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L5		MEDIA	NO	Escala/diseño/universo: 
N3	ISSP	ISSP Social Networks and Social Resources 2017 México	FUENTE_DATOS	OE-9de1114d76ce882ed34bf8e8			SI	NO_REFERENCIADO	NO_REFERENCIADO		CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-general-2026-08-06.tsv:L15		MEDIA	NO	Escala/diseño/universo: 
N4	ENSAFI2023_BD_CSV_ZIP	ensafi2023_bd_csv_zip	FUENTE_CANDIDATA	OE-831d392846e0f6e74f60c0b6			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/glosario-v5_6.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md	Reactivo actitudinal de aversión al riesgo con desenlace propio de G2.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N5	FABLE	fable	FUENTE_CANDIDATA	OE-ac614a08b177265f004c266d			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md;MAIN:corpus/reports/Health__Body__Food_and_Substance_Use_in_Mexico__The_Behavioral_Layer_of_Decisions__Environment_and_Structure.md	Diseño longitudinal o experimental que observe horizonte temporal y conducta financiera con potencia útil.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N6	ENSAFI2023_BD_CSV_ZIP	ensafi2023_bd_csv_zip	FUENTE_CANDIDATA	OE-e14567b41b8dd6d210ed240d			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:data/mapa-ext-general-2026-08-06.tsv;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md	Reactivo de aversión al riesgo coobservado con conducta de ahorro ante volatilidad.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N8	ENVIPE	Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública	FUENTE_CANDIDATA	OE-5e7583b82a9bd409ff3de7f4			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/gobernanza-v1_15.md;MAIN:canon/integrador-psicologia-mexicano.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/El_Mexicano_y_el_Tiempo__Estructura__no_Cultura__en_la_Planeación_y_el_Compromiso_Temporal.md	Exposición a violencia y respuesta de ver/oír/callar sin selección determinística por victimización.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N9	ENVIPE	Encuesta Nacional de Victimización y Percepción sobre Seguridad Pública	FUENTE_CANDIDATA	OE-d4dae09f023ab8dbde44755a			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/estado-programa-v1_10.md;MAIN:canon/gobernanza-v1_15.md;MAIN:canon/modelo-decision-v4_0.md;MAIN:corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md	Confianza en instituciones de justicia y respuesta conductual no seleccionada por victimización.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N10	ENSAFI2023_BD_CSV_ZIP	ensafi2023_bd_csv_zip	FUENTE_CANDIDATA	OE-89a3ea1f1f57946d79377e63			SI	SI_O_REFERENCIADO	SI_O_PARCIAL	SIN_APERTURA_EXPLICITA	CANDIDATA	CANDIDATA_ESTRUCTURAL_SIN_APERTURA	MAIN:canon/modelo-decision-v4_0.md;MAIN:data/abrir4-variables-2026-08-08.tsv;MAIN:forense/REVERIFICACION-DEMANDA-vs-UNIVERSO-2026-08-07-v1_0.md;MAIN:forense/encargos/2026-08-07-abrir-4.md	Horizonte temporal coobservado con violencia/justicia en el mismo instrumento.	BAJA	NO	No se propagó el estado general de la necesidad; requiere evidencia fuente-específica.
N12	ISSP	ISSP Social Networks and Social Resources 2017 México	FUENTE_DATOS	OE-2d196672c346d9eb08441b65			SI	NO_REFERENCIADO	NO_REFERENCIADO	INDEXADO-NO-DESCARGADO	CANDIDATA	APERTURA_INDETERMINADA	MAIN:data/mapa-ext-academico-2026-08-06.tsv:L8	INDEXADO-NO-DESCARGADO	MEDIA	NO	Escala/diseño/universo: 
