demanda_id	tipo_demanda	variable_requerida	procedencia_demanda	parametro_motor	que_convierte	candidato_id	fuente_candidata	procedencia_oferta	veredicto_A4	evidencia	bloqueo	archivos_examinados	rank	revisado_en
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-003697a31e3d851dacae	data/curacion-universo/contratos-inspeccion.jsonl	data/curacion-universo/contratos-inspeccion.jsonl:209	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-023d758ec6d797d452cd	data/curacion-universo/contratos-inspeccion.jsonl	data/curacion-universo/contratos-inspeccion.jsonl:383	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-02907598cb9cc8dbfa9f	data/curacion-universo/reutilizacion-inspecciones.tsv	data/curacion-universo/reutilizacion-inspecciones.tsv:374	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-031fd7184c5f493af745	data/curacion-universo/reportes-inspeccion.tsv	data/curacion-universo/reportes-inspeccion.tsv:1198	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-03e4281471e514ad1214	data/curacion-universo/familias-activos.tsv	data/curacion-universo/familias-activos.tsv:8458	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-05d2bfc326b28b8663a5	data/curacion-universo/reportes-inspeccion-barrido2-v1_0.tsv	data/curacion-universo/reportes-inspeccion-barrido2-v1_0.tsv:2005	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-0616e17a209ce918fa9f	data/curacion-universo/reportes-inspeccion-barrido2-v1_0.tsv	data/curacion-universo/reportes-inspeccion-barrido2-v1_0.tsv:271	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-077ddf5b7e67caa0e1a9	data/curacion-universo/reutilizacion-inspecciones.tsv	data/curacion-universo/reutilizacion-inspecciones.tsv:203	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-0a80b15043fc6a70b469	data/curacion-universo/reportes-inspeccion-barrido2-v1_0.tsv	data/curacion-universo/reportes-inspeccion-barrido2-v1_0.tsv:2212	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-0b01daf657465ac90908	data/curacion-universo/ledger-inspecciones-barrido2.tsv	data/curacion-universo/ledger-inspecciones-barrido2.tsv:411	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-0ccc02e367e4bc63c62c	data/curacion-universo/estado-activos.tsv	data/curacion-universo/estado-activos.tsv:27545	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-0cef1cdd3889532cd67c	data/curacion-universo/reportes-inspeccion.tsv	data/curacion-universo/reportes-inspeccion.tsv:1192	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-0de1af711eb062e242a0	data/curacion-universo/plan-inspeccion.tsv	data/curacion-universo/plan-inspeccion.tsv:9	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-0eee4605d118d7a1e762	data/curacion-universo/reportes-inspeccion.tsv	data/curacion-universo/reportes-inspeccion.tsv:788	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-110c300a71222019332c	data/curacion-universo/reutilizacion-inspecciones.tsv	data/curacion-universo/reutilizacion-inspecciones.tsv:9	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-1206c801bec5062ab4af	data/curacion-universo/plan-inspeccion.tsv	data/curacion-universo/plan-inspeccion.tsv:72	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-127625d0373475e66c58	data/curacion-universo/universo-declarado-t0.tsv	data/curacion-universo/universo-declarado-t0.tsv:11046	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-16ded12733db72c3c588	data/curacion-universo/estado-activos.tsv	data/curacion-universo/estado-activos.tsv:1191	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-1714d156bef009898af8	data/curacion-universo/plan-inspeccion.tsv	data/curacion-universo/plan-inspeccion.tsv:387	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
